번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,Unnamed: 47,record_key
266,단란주점영업,07_23_01_P,5370000,5370000-103-2026-00002,2026-02-13,,1,영업/정상,1,영업,,,,,,119.16,656-935,경상남도 거제시 고현동 961-94,"경상남도 거제시 서문로6길 9, 1층 (고현동)",53253.0,(one)원가라오케,2026-02-13 10:06:48,I,2026-02-15 00:20:02,단란주점,348152.927267078,155575.305101772,단란주점,1.0,1.0,유흥업소밀집지역,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,119.16,,,,,(one)원가라오케_경상남도거제시고현동961-94
250,단란주점영업,07_23_01_P,3320000,3320000-103-2026-00002,2026-02-12,,1,영업/정상,1,영업,,,,,,111.9,616-852,부산광역시 북구 화명동 2276-6 202호,"부산광역시 북구 금곡대로285번길 30, 202호 (화명동)",46526.0,케이에스(KS)노래주점,2026-02-12 17:46:51,I,2026-02-14 00:20:02,단란주점,383070.362935282,194628.791343931,단란주점,0.0,0.0,기타,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,111.9,,,,,케이에스(KS)노래주점_부산광역시북구화명동2276-6202호
230,단란주점영업,07_23_01_P,5710000,5735000-103-2026-00001,2026-02-11,,1,영업/정상,1,영업,,,,,,101.98,360-814,충청북도 청주시 청원구 우암동 235-15,"충청북도 청주시 청원구 직지대로 892, 7층 702호 (우암동)",28536.0,지에이씨2바펍(Gac2Bar-Pub),2026-02-11 10:56:59,I,2026-02-13 00:20:38,단란주점,243610.32534817,350120.297088365,단란주점,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,101.98,,,,,지에이씨2바펍(Gac2Bar-Pub)_충청북도청주시청원구우암동235-15
214,단란주점영업,07_23_01_P,3860000,3871000-103-2026-00001,2026-02-10,,1,영업/정상,1,영업,,,,,,101.79,,경기도 부천시 원미구 중동 1150-9 삼성프라자 201호,"경기도 부천시 원미구 중동로254번길 25, 삼성프라자 201호 (중동)",14548.0,휘라이브,2026-02-10 14:15:13,I,2026-02-12 00:20:02,단란주점,179616.025650003,444494.397504209,단란주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,101.79,,,,,휘라이브_경기도부천시원미구중동1150-9삼성프라자201호
215,단란주점영업,07_23_01_P,3450000,3450000-103-2026-00001,2026-02-09,,1,영업/정상,1,영업,,,,,,130.48,702-310,대구광역시 북구 사수동 964,"대구광역시 북구 한강로6길 15-1, 2층 (사수동)",41598.0,별쏘다,2026-02-10 10:26:05,I,2026-02-12 00:20:02,단란주점,336824.136541418,267216.4692026,단란주점,0.0,0.0,기타,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,130.48,,,,,별쏘다_대구광역시북구사수동964
268,단란주점영업,07_23_01_P,4641000,4661000-103-2026-00001,2026-02-09,,1,영업/정상,1,영업,,,,,,174.27,,전북특별자치도 전주시 덕진구 산정동 871-1,"전북특별자치도 전주시 덕진구 산정2길 12-2, 2층 (산정동)",55015.0,탑7080스텐드빠,2026-02-13 16:16:07,U,2026-02-15 02:40:00,단란주점,215257.412528664,259714.86906811,단란주점,0.0,0.0,유흥업소밀집지역,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,174.27,,,,,탑7080스텐드빠_전북특별자치도전주시덕진구산정동871-1
196,단란주점영업,07_23_01_P,3640000,3640000-103-2026-00001,2026-02-06,,1,영업/정상,1,영업,,,,,,114.68,300-827,대전광역시 동구 인동 40-6,"대전광역시 동구 충무로 191, 2층 (인동)",34633.0,공감7080,2026-02-06 15:22:38,I,2026-02-08 00:20:01,단란주점,239180.164053293,313530.255841496,단란주점,0.0,0.0,주택가주변,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,114.68,,,,,공감7080_대전광역시동구인동40-6
183,단란주점영업,07_23_01_P,3930000,5560000-103-2026-00001,2026-02-05,,1,영업/정상,1,영업,,,,,,108.93,425-906,경기도 안산시 단원구 고잔동 773-3 한무프라자 201호,"경기도 안산시 단원구 광덕2로 194-8, 한무프라자 201호 (고잔동)",15477.0,달빛라이브,2026-02-05 09:49:31,I,2026-02-07 00:20:02,단란주점,185016.093687668,423009.842123941,단란주점,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,108.93,,,,,달빛라이브_경기도안산시단원구고잔동773-3한무프라자201호
66,단란주점영업,07_23_01_P,5530000,5740000-103-2025-00002,2025-12-29,,1,영업/정상,1,영업,,,,,,96.46,,경기도 화성시 만세구 남양읍 남양리 2075-13 704호,"경기도 화성시 만세구 남양읍 역골로 17, 704호",,노라라이브,2025-12-29 16:16:15,I,2026-02-04 01:35:23,단란주점,184637.783484141,411097.539658163,단란주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,96.46,,,,,노라라이브_경기도화성시만세구남양읍남양리2075-13704호
169,단란주점영업,07_23_01_P,3710000,3710000-103-2025-00002,2025-12-17,,1,영업/정상,1,영업,,,,,,143.17,682-818,울산광역시 동구 전하동 668-8,"울산광역시 동구 방어진순환도로 741-1, 3층 (전하동)",44047.0,만남7080,2026-02-04 16:11:13,U,2026-02-06 02:40:00,단란주점,420375.758189357,225864.294493061,단란주점,0.0,1.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,143.17,,,,,만남7080_울산광역시동구전하동668-8
171,단란주점영업,07_23_01_P,3710000,3710000-103-2025-00001,2025-07-23,,1,영업/정상,1,영업,,,,,,96.45,682-810,울산광역시 동구 일산동 953-8,"울산광역시 동구 일산진4길 10, 2층 (일산동)",44056.0,별,2026-02-04 15:00:54,U,2026-02-06 02:40:00,단란주점,420324.055698146,224722.416783029,단란주점,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,96.45,,,,,별_울산광역시동구일산동953-8
65,단란주점영업,07_23_01_P,5530000,5740000-103-2025-00001,2025-06-13,,1,영업/정상,1,영업,,,,,,123.74,,경기도 화성시 만세구 남양읍 남양리 2078-5,"경기도 화성시 만세구 남양읍 남양로 697, 3층 304호",,부킹7090라이브,2025-06-13 13:38:58,I,2026-02-04 01:35:23,단란주점,184693.640076697,410916.656387816,단란주점,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,123.74,,,,,부킹7090라이브_경기도화성시만세구남양읍남양리2078-5
229,단란주점영업,07_23_01_P,5670000,5670156-103-2024-00003,2024-12-05,,3,폐업,2,폐업,2026-02-10,,,,,80.17,631-460,경상남도 창원시 마산합포구 동성동 260,"경상남도 창원시 마산합포구 동서북14길 24-1, 2층 (동성동)",51729.0,정가라오케,2026-02-10 13:48:13,U,2026-02-12 02:40:00,단란주점,343428.458579658,190799.356981332,단란주점,0.0,2.0,유흥업소밀집지역,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,80.17,,,,,정가라오케_경상남도창원시마산합포구동성동260
265,단란주점영업,07_23_01_P,3650000,3650000-103-2024-00003,2024-12-03,,1,영업/정상,1,영업,,,,,,119.68,301-802,대전광역시 중구 대흥동 128-1,"대전광역시 중구 대흥로165번길 21, 2층 (대흥동)",34925.0,압구정7080,2026-02-12 16:38:16,U,2026-02-14 02:40:00,단란주점,238496.282160698,313977.87872378,단란주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,119.68,,,,,압구정7080_대전광역시중구대흥동128-1
193,단란주점영업,07_23_01_P,3220000,3220000-103-2024-00001,2024-10-21,,1,영업/정상,1,영업,,,,,,148.35,135-517,서울특별시 강남구 청담동 92-4 삼이빌딩 지하2층호,"서울특별시 강남구 도산대로 435, 삼이빌딩 지하2층 (청담동)",6016.0,디오스,2026-02-05 11:53:50,U,2026-02-07 02:40:00,단란주점,203761.830055095,446867.529575555,단란주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,148.35,,,,,디오스_서울특별시강남구청담동92-4삼이빌딩지하2층호
109,단란주점영업,07_23_01_P,5530000,5750000-103-2024-00001,2024-09-19,,1,영업/정상,1,영업,,,,,,65.13,,경기도 화성시 효행구 봉담읍 상리 686-3 302호,"경기도 화성시 효행구 봉담읍 상리중심상가길 28-9, 302호",,버디노래광장,2024-09-19 09:57:02,I,2026-02-04 01:35:23,단란주점,195080.24610395,413862.774754655,단란주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,65.13,,,,,버디노래광장_경기도화성시효행구봉담읍상리686-3302호
164,단란주점영업,07_23_01_P,3710000,3710000-103-2024-00002,2024-07-11,,1,영업/정상,1,영업,,,,,,124.47,682-810,울산광역시 동구 일산동 951-6,"울산광역시 동구 방어진순환도로 638, 2층 (일산동)",44056.0,놀자원탁가라오케,2026-02-04 15:04:33,U,2026-02-06 02:40:00,단란주점,420280.442759047,224822.651531627,단란주점,0.0,0.0,기타,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,124.47,,,,,놀자원탁가라오케_울산광역시동구일산동951-6
190,단란주점영업,07_23_01_P,3290000,3290000-103-2024-00004,2024-06-25,,1,영업/정상,1,영업,,,,,,117.74,614-847,부산광역시 부산진구 부전동 517-31,"부산광역시 부산진구 가야대로784번길 53, 2층 (부전동)",47287.0,로즈,2026-02-05 15:30:30,U,2026-02-07 02:40:00,단란주점,387394.812371401,185922.853022838,단란주점,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,117.74,,,,,로즈_부산광역시부산진구부전동517-31
272,단란주점영업,07_23_01_P,5350000,5350000-103-2024-00006,2024-04-08,,1,영업/정상,1,영업,,,,,,99.71,621-280,경상남도 김해시 대청동 64-6 시티스퀘어 202호,"경상남도 김해시 번화1로76번길 15, 시티스퀘어 202호 (대청동)",50989.0,퀸가라오케,2026-02-13 11:59:38,U,2026-02-15 02:40:00,단란주점,363976.879659493,189872.122073863,단란주점,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,Y,99.71,,,,,퀸가라오케_경상남도김해시대청동64-6시티스퀘어202호
