"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","위탁급식영업","07_21_01_P","4050000","5630000-120-2026-00007","2026-04-01","","01","영업/정상","01","영업","","","","","","787.40","446-904","경기도 용인시 기흥구 보라동 314-1 아모레퍼시픽기술연구원 제2연구원동","경기도 용인시 기흥구 용구대로 1920, 아모레퍼시픽기술연구원 제2연구동 지하1층 일부호 (보라동)","17074","씨제이프레시웨이(주)아모레퍼시픽 R&I 센터점","2026-04-01 16:27:32","I","2026-04-03 00:20:02","위탁급식영업","209503.944622016","417566.676191246","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","787.4","","","",
"2","위탁급식영업","07_21_01_P","4170000","4170000-120-2026-00002","2026-04-01","","01","영업/정상","01","영업","","","","","02 34007696","609.00","476-804","경기도 양평군 양평읍 도곡리 1030","경기도 양평군 양평읍 중앙로 260, 지하1층","12564","풀무원푸드앤컬처 국립교통재활병원","2026-04-01 11:33:52","I","2026-04-03 00:20:02","위탁급식영업","245783.789494878","443185.788366545","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","609","","","",
"3","위탁급식영업","07_21_01_P","4170000","4170000-120-2026-00003","2026-04-01","","01","영업/정상","01","영업","","","","","02 34001696","444.00","476-804","경기도 양평군 양평읍 도곡리 1030","경기도 양평군 양평읍 중앙로 260, 지상2층","12564","풀무원푸드앤컬처 교통재활병원 직원식","2026-04-01 15:30:40","I","2026-04-03 00:20:02","위탁급식영업","245783.789494878","443185.788366545","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","444","","","",
"4","위탁급식영업","07_21_01_P","5080000","5080000-120-2026-00005","2026-04-01","","01","영업/정상","01","영업","","","","","","","","경상북도 구미시 산동읍 봉산리 215 주식회사케이엠텍 기숙사동 1층","경상북도 구미시 산동읍 첨단기업4로 8, 주식회사케이엠텍 기숙사동 1층","39170","엄마손식당","2026-04-01 14:16:30","I","2026-04-03 00:20:02","위탁급식영업","330327.75051114","294539.923399003","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"5","위탁급식영업","07_21_01_P","4530000","4530000-120-2026-00004","2026-04-01","","01","영업/정상","01","영업","","","","","043 718 5019","834.00","356-874","충청남도 서산시 대산읍 독곶리 408-1 한화토탈","충청남도 서산시 대산읍 독곶2로 103, 한화토탈, 한마음식당 112동 1층","31900","(주)아워홈 한화토탈에너지스 서산점","2026-04-01 14:37:54","I","2026-04-03 00:20:02","위탁급식영업","142919.184557363","389680.84586778","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","834","","","",
"6","위탁급식영업","07_21_01_P","4530000","4530000-120-2026-00005","2026-04-01","","01","영업/정상","01","영업","","","","","","449.80","356-873","충청남도 서산시 대산읍 대산리 90-1 한화토탈기숙사","충청남도 서산시 대산읍 망일산로 812, 한화토탈기숙사 복지관동","31909","(주)아워홈 한화토탈에너지스기숙사 서산점","2026-04-01 13:36:43","I","2026-04-03 00:20:02","위탁급식영업","149946.419766908","382450.923199749","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","449.8","","","",
"7","위탁급식영업","07_21_01_P","3630000","3630000-120-2026-00001","2026-04-01","","01","영업/정상","01","영업","","","","","","90.25","506-258","광주광역시 광산구 안청동 732-2 B동 1층","광주광역시 광산구 하남산단10번로 82, B동 1층 (안청동)","62211","(주)카카오푸드시스템신진정밀점","2026-04-01 18:04:21","I","2026-04-03 00:20:02","위탁급식영업","182277.508472436","190618.667298175","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","90.25","","","",
"8","위탁급식영업","07_21_01_P","5120000","5120000-120-2026-00001","2026-04-01","","01","영업/정상","01","영업","","","","","03180049000","360.00","745-862","경상북도 문경시 마성면 오천리 884-1","경상북도 문경시 마성면 마성공단길 133","36922","드림푸드서비스 삼동 문경공장지점","2026-04-01 14:43:18","I","2026-04-03 00:20:02","위탁급식영업","301837.981427709","355171.295333924","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","360","","","",
"9","위탁급식영업","07_21_01_P","4060000","4060000-120-2026-00010","2026-04-01","","01","영업/정상","01","영업","","","","","","1563.79","413-821","경기도 파주시 조리읍 오산리 38-1 영산수련원","경기도 파주시 조리읍 등원로391번길 40, 영산수련원 3동 지1층, 본관동 1층 일부","10949","시온더다이닝","2026-04-01 17:27:04","I","2026-04-03 00:20:02","위탁급식영업","185440.643147651","474948.066791355","위탁급식영업","0","0","","","지하수전용","0","0","0","0","0","","0","0","N","1563.79","","","",
"10","위탁급식영업","07_21_01_P","5690000","5690000-120-2026-00006","2026-04-01","","01","영업/정상","01","영업","","","","","","688.00","339-942","세종특별자치시 부강면 금호리 229 한화솔루션세종사업장","세종특별자치시 부강면 금호안골길 79-20, 한화첨단소재 식당동 1층","30077","(주)아워홈 한화첨단소재세종점","2026-04-01 15:38:53","I","2026-04-03 00:20:02","위탁급식영업","232874.510983446","333273.945306459","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","688","","","",
"11","위탁급식영업","07_21_01_P","4480000","4480000-120-2026-00001","2026-04-01","","01","영업/정상","01","영업","","","","","0234092988","262.79","395-902","충청북도 단양군 매포읍 상괴리 203","충청북도 단양군 매포읍 매포농공단지로 260","27008","(주)엘아이지홈앤밀 지알엠단양점","2026-04-01 10:40:52","I","2026-04-03 00:20:02","위탁급식영업","319015.035370466","394078.979513833","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","262.79","","","",
"12","위탁급식영업","07_21_01_P","5690000","5690000-120-2026-00007","2026-04-01","","01","영업/정상","01","영업","","","","","","180.68","339-941","세종특별자치시 부강면 부강리 504-1 한화솔루션사원아파트","세종특별자치시 부강면 부강금호로 2-9, 기숙사 식당동 1층 (한화솔루션사원아파트)","30076","(주)아워홈 한화첨단소재세종점 기숙사","2026-04-01 16:20:07","I","2026-04-03 00:20:02","위탁급식영업","232873.46644182","336089.198778577","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","180.68","","","",
"13","위탁급식영업","07_21_01_P","5530000","5770000-120-2026-00009","2026-04-01","","01","영업/정상","01","영업","","","","","","332.64","","경기도 화성시 동탄구 석우동 2-4 시엠파트너스","경기도 화성시 동탄구 삼성1로5길 25, 시엠파트너스 A동 지하1층 일부호 (석우동)","18449","휴먼푸드서비스 오로스테크놀로지점","2026-04-01 11:33:34","I","2026-04-03 00:20:02","위탁급식영업","206269.696619919","413521.097115444","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","332.64","","","",
"14","위탁급식영업","07_21_01_P","3780000","3810000-120-2023-00015","2023-09-11","","01","영업/정상","01","영업","","","","","","230.55","463-050","경기도 성남시 분당구 서현동 257 성남분당우체국 지하1층 일부호","경기도 성남시 분당구 황새울로 347, 성남분당우체국 지하1층 일부호 (서현동)","13590","(주)에스피씨지에프에스 성남분당우체국 구내식당","2026-04-01 16:12:09","U","2026-04-03 02:40:00","위탁급식영업","210820.718577094","431650.205416756","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","230.55","","","",
"15","위탁급식영업","07_21_01_P","3940000","3960100-120-2023-00005","2023-07-21","","03","폐업","02","폐업","2026-04-01","","","","","65.28","410-570","경기도 고양시 일산동구 성석동 422-1 지하1층 일부호","경기도 고양시 일산동구 마골길 55, 지하1층 일부호 (성석동)","10312","고양TMS 일산실버요양원","2026-04-01 16:22:05","U","2026-04-03 02:40:00","위탁급식영업","182644.529972599","467071.834191737","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","65.28","","","",
"16","위탁급식영업","07_21_01_P","4050000","5620000-120-2019-00007","2019-04-22","","01","영업/정상","01","영업","","","","","031 633 3846","18.10","","경기도 용인시 처인구 양지읍 남곡리 34-1 양지파인리조트 골프장","경기도 용인시 처인구 양지읍 남평로 112, 양지파인리조트 골프장","17164","양지파인리조트 골프장","2026-04-01 13:40:48","U","2026-04-03 02:40:00","위탁급식영업","225676.720320733","412532.949074993","위탁급식영업","0","0","","","전용상수도(특정시설의 자가용 수도)","0","0","0","0","0","","0","0","N","18.1","","","",
"17","위탁급식영업","07_21_01_P","3700000","3700000-120-2003-00022","2003-08-04","","01","영업/정상","01","영업","","","","","055 3809912","31.10","680-180","울산광역시 남구 상개동 482 한화케미칼(주)","울산광역시 남구 상개로 141 (상개동)","44787","(주)아워홈 한화솔루션울산1점","2026-04-01 09:27:33","U","2026-04-03 02:40:00","위탁급식영업","410182.802193202","224281.983267233","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","31.1","","","",
"18","위탁급식영업","07_21_01_P","3700000","3700000-120-2008-00007","2008-07-04","","01","영업/정상","01","영업","","","","","","29.97","680-110","울산광역시 남구 부곡동 154 번지(지상 1층)","울산광역시 남구 사평로 108-70 (부곡동,번지(지상 1층))","44785","(주)국제에프앤에스 동서석유화학점","2026-04-01 15:09:30","U","2026-04-03 02:40:00","위탁급식영업","411457.714268864","224294.449944351","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","29.97","","","",
"19","위탁급식영업","07_21_01_P","6510000","6510000-120-2017-00004","2017-06-26","","01","영업/정상","01","영업","","","","","","647.61","690-813","제주특별자치도 제주시 연동 252-7","제주특별자치도 제주시 제원4길 16, 2층 (연동)","63131","삼성웰스토리(주)호텔신라제주면세점","2026-04-01 17:27:50","U","2026-04-03 02:40:00","위탁급식영업","152272.210003607","-963.723844549411","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","647.61","","","",
"20","위탁급식영업","07_21_01_P","4830000","4830000-120-2019-00003","2019-12-09","","03","폐업","02","폐업","2026-04-01","","","","031 662 4033","90.00","520-320","전라남도 나주시 운곡동 238-1 부속건축물 1동","전라남도 나주시 동수농공단지길 62-237, 부속건축물 1동 (운곡동)","58275","(주)디에스푸드원","2026-04-01 09:26:53","U","2026-04-03 02:40:00","위탁급식영업","171001.495989071","165627.99118072","위탁급식영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","90","","","",
"21","위탁급식영업","07_21_01_P","3990000","3990000-120-2026-00008","2026-03-18","","01","영업/정상","01","영업","","","","","","39.31","472-865","경기도 남양주시 진접읍 장현리 350-1 201~202호 일부","경기도 남양주시 진접읍 장현천로 28, 201~202호 일부","12011","엘사랑","2026-04-01 16:03:43","U","2026-04-03 02:40:00","위탁급식영업","216139.813035983","468541.392066473","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","39.31","","","",
"22","위탁급식영업","07_21_01_P","4470000","4470000-120-2024-00010","2024-07-01","","03","폐업","02","폐업","2026-04-01","","","","","99.90","369-906","충청북도 음성군 금왕읍 봉곡리 304","충청북도 음성군 금왕읍 봉곡길 64-5","27681","푸디스트(주)한화첨단소재음성기숙사점","2026-04-01 16:14:00","U","2026-04-03 02:40:00","위탁급식영업","251153.071415715","385304.122032636","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","99.9","","","",
"23","위탁급식영업","07_21_01_P","4490000","5650000-120-2020-00005","2020-02-17","","03","폐업","02","폐업","2026-04-01","","","","","12.80","330-912","충청남도 천안시 동남구 풍세면 보성리 728 공장2동 2층","충청남도 천안시 동남구 풍세면 풍세산단로 233, 공장2동 2층","31217","씨엠케이","2026-04-01 10:44:11","U","2026-04-03 02:40:00","위탁급식영업","208984.084002139","358009.760761365","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","12.8","","","",
"24","위탁급식영업","07_21_01_P","4010000","4010000-120-2025-00022","2025-12-31","","03","폐업","02","폐업","2026-04-01","","","","","63.27","","경기도 시흥시 배곧동 18-10","경기도 시흥시 배곧5로 66-26, 나동 2층 일부호 (배곧동)","15010","주식회사대원메딕스","2026-04-01 17:31:50","U","2026-04-03 02:40:00","위탁급식영업","176629.254204041","431148.295577206","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","63.27","","","",
"25","위탁급식영업","07_21_01_P","3450000","3450000-120-2026-00001","2026-01-20","","01","영업/정상","01","영업","","","","","","318.00","702-857","대구광역시 북구 침산동 447-2","대구광역시 북구 원대로 110, 지하1층 (침산동)","41590","한국전력공사 대구본부","2026-04-01 14:25:55","U","2026-04-03 02:40:00","위탁급식영업","342920.241557416","266310.726851114","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","318","","","",
"26","위탁급식영업","07_21_01_P","4530000","4530000-120-2024-00004","2024-04-02","","03","폐업","02","폐업","2026-04-01","","","","","1130.23","356-874","충청남도 서산시 대산읍 독곶리 408-1","충청남도 서산시 대산읍 독곶2로 103","31900","삼성웰스토리(주)한화토탈 한마음식당","2026-04-01 11:20:16","U","2026-04-03 02:40:00","위탁급식영업","142919.184557363","389680.84586778","위탁급식영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","1130.23","","","",
"27","위탁급식영업","07_21_01_P","4530000","4530000-120-2024-00005","2024-04-02","","03","폐업","02","폐업","2026-04-01","","","","","405.02","356-873","충청남도 서산시 대산읍 대산리 90-1 한화토탈기숙사","충청남도 서산시 대산읍 망일산로 812, 한화토탈기숙사 복지관동 1층","31909","삼성웰스토리(주)한화토탈기숙사","2026-04-01 11:14:13","U","2026-04-03 02:40:00","위탁급식영업","149946.419766908","382450.923199749","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","405.02","","","",
"28","위탁급식영업","07_21_01_P","3700000","3700000-120-2024-00002","2024-03-29","","01","영업/정상","01","영업","","","","","055 3809912","8.10","680-160","울산광역시 남구 황성동 722-1 직원식당","울산광역시 남구 용연로230번길 22, 1층 (황성동)","44784","(주)아워홈 한화솔루션 울산3점","2026-04-01 09:31:48","U","2026-04-03 02:40:00","위탁급식영업","414047.271334503","221822.734965547","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","8.1","","","",
"29","위탁급식영업","07_21_01_P","3630000","3630000-120-2024-00003","2024-05-27","","01","영업/정상","01","영업","","","","","","2551.00","506-502","광주광역시 광산구 연산동 1285 4층","광주광역시 광산구 평동산단9번로 43, 4층 (연산동)","62466","(주)에스피씨지에프에스쿠팡물류광주2센터","2026-04-01 14:33:44","U","2026-04-03 02:40:00","위탁급식영업","177531.367142295","179054.92311545","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","2551","","","",
"30","위탁급식영업","07_21_01_P","4070000","4070000-120-2024-00004","2024-04-30","","03","폐업","02","폐업","2026-04-01","","","","02  573 8215","501.78","467-901","경기도 이천시 장호원읍 이황리 414-11","경기도 이천시 장호원읍 경충대로597번길 57-128, 1~2층","17414","가람푸드써비스(유)7군단지점","2026-04-01 15:21:47","U","2026-04-03 02:40:00","위탁급식영업","250462.45140807","405790.844341149","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","501.78","","","",
"31","위탁급식영업","07_21_01_P","3520000","3520000-120-2020-00008","2020-06-05","","03","폐업","02","폐업","2026-03-31","","","","","378.23","406-081","인천광역시 연수구 송도동 300-3","인천광역시 연수구 국제항만대로326번길 57, 1층 122호,123호 (송도동)","22016","대박푸드","2026-04-01 10:21:15","U","2026-04-03 02:40:00","위탁급식영업","165063.426538538","435821.609661748","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","378.23","","","",
"32","위탁급식영업","07_21_01_P","4520000","4520000-120-2026-00004","2026-02-25","","01","영업/정상","01","영업","","","","","","379.20","336-871","충청남도 아산시 둔포면 석곡리 1505","충청남도 아산시 둔포면 아산밸리남로 124, 3동 1층","31409","(주)아워홈 씨아이에스아산점","2026-04-01 16:26:34","U","2026-04-03 02:40:00","위탁급식영업","205098.036216067","379528.611801972","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","379.2","","","",
"33","위탁급식영업","07_21_01_P","4711000","4711000-120-2025-00003","2025-08-01","","01","영업/정상","01","영업","","","","","","362.25","","전북특별자치도 김제시 백산면 부거리 1548","전북특별자치도 김제시 백산면 백석로 344","54325","일강구내식당","2026-04-01 14:00:54","U","2026-04-03 02:40:00","위탁급식영업","187805.374600438","260766.294272468","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","362.25","","","",
