"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"1","축산물보관업","07_22_24_P","3450000","345000000720260001","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 북구 읍내동 169","대구광역시 북구 칠곡중앙대로129길 101 (읍내동)","41400","세이브 태민푸드","2026-04-01 17:20:02","I","2026-04-03 00:20:02","","339610.044654674","274423.229897611","축산물보관업","","0","000","0",
"2","축산물보관업","07_22_24_P","4080000","408000000720220003","2022-04-15","","01","영업/정상","0000","정상","","","","","031-677-8757","2351","","경기도 안성시 일죽면 방초리 886-1 (주)지디벨로프홀딩스","경기도 안성시 일죽면 초막길 100-2, (주)지디벨로프홀딩스","17525","에스피씨 지에프에스","2026-04-02 09:35:41","U","2026-04-04 02:40:00","","237665.020498778","402758.126054085","축산물보관업","","0","L00","0",
"3","축산물보관업","07_22_24_P","4191000","419000000720150001","2015-05-11","","01","영업/정상","0000","정상","","","","","033-747-7939","10490","","강원특별자치도 원주시 소초면 장양리 484-1","강원특별자치도 원주시 소초면 수래울길 5","26308","(주)에스피씨지에프에스 원주물류센터","2026-04-02 15:20:48","U","2026-04-04 02:40:00","","285928.188554942","433490.309857545","축산물보관업","","0","L00","0",
"4","축산물보관업","07_22_24_P","4020000","402000000720150001","2015-11-12","","01","영업/정상","0000","정상","","","","","031-460-7460","18.71","","경기도 군포시 부곡동 451 한국복합물류 M동 1층","경기도 군포시 번영로 82, M동 1층 (부곡동, 한국복합물류(주))","15878","(주)에스피씨지에프에스 군포센터","2026-04-02 13:07:50","U","2026-04-04 02:40:00","","","","축산물보관업","","0","L00","0",
"5","축산물보관업","07_22_24_P","4980000","498000000720230003","2023-10-04","","01","영업/정상","0000","정상","","","","","061-395-9211","0","","전라남도 장성군 장성읍 안평리 42-1","전라남도 장성군 장성읍 안평장동길 13","57212","(주)에스피씨 지에프에스","2026-04-02 11:20:19","U","2026-04-04 02:40:00","","180113.504197248","203703.089274848","축산물보관업","","0","L00","0",
"6","축산물보관업","07_22_24_P","4050000","405000000720150003","2015-04-13","","01","영업/정상","0000","정상","","","","","031-8020-6305","0","","경기도 용인시 처인구 양지읍 평창리","경기도 용인시 처인구 양지읍 죽양대로2071번길 10-8","","(주)에스피씨지에프에스","2026-04-03 09:57:22","U","2026-04-05 02:40:00","","227878.455385171","413111.068020973","축산물보관업","","0","L00","0",
"7","축산물보관업","07_22_24_P","5380000","538000000720150002","2015-04-29","","01","영업/정상","0000","정상","","","","","055-372-1482","771","","경상남도 양산시 물금읍 증산리 1416-5","경상남도 양산시 물금읍 제방로 205, 77동","50615","(주)에스피씨지에프에스 양산물류센터","2026-04-03 16:51:02","U","2026-04-05 02:40:00","","383132.374325178","202552.219904589","축산물보관업","","0","L00","0",
"8","축산물보관업","07_22_24_P","4050000","405000000720200006","2020-06-03","","01","영업/정상","0000","정상","","","","","","7415.1","","경기도 용인시 처인구 백암면 옥산리 17","경기도 용인시 처인구 백암면 한택로88번길 260","17183","(주)에스피씨지에프에스","2026-04-03 09:53:37","U","2026-04-05 02:40:00","","237555.838363594","401268.188175509","축산물보관업","","0","L00","0",
"9","축산물보관업","07_22_24_P","3530000","353000000720230001","2023-03-06","","01","영업/정상","0000","정상","","","","","070-4352-5581","0","","인천광역시 남동구 고잔동 655-5 4층","인천광역시 남동구 논현고잔로 87, 4층 (고잔동)","21687","우아한청년들","2026-04-03 14:38:02","U","2026-04-05 02:40:00","","174388.051036022","432089.056482532","축산물보관업","","0","L00","0",
"10","축산물보관업","07_22_24_P","3490000","349000000720210001","2016-04-11","","01","영업/정상","0000","정상","","","","","","2283.6","","인천광역시 중구 북성동1가 6-38 한진","인천광역시 중구 월미로 94 (북성동1가)","22300","주식회사 에스피씨지에프에스","2026-04-03 16:30:52","U","2026-04-05 02:40:00","","165412.84163813","441920.236108997","축산물보관업","","0","L00","0",
"11","축산물보관업","07_22_24_P","5540000","554000000720150002","2015-05-07","","01","영업/정상","0000","정상","","","","","","1779.2","","경기도 광주시 중대동 272-1","경기도 광주시 순암로 395-7 (중대동)","12768","(주)에스피씨지에프에스 동남물류센터","2026-04-03 09:49:02","U","2026-04-05 02:40:00","","218518.879180758","433718.026542064","축산물보관업","","0","L00","0",
"12","축산물보관업","07_22_24_P","4060000","406000000720250001","2015-05-01","","01","영업/정상","0000","정상","","","","","031-826-3051","0","","경기도 파주시 월롱면 덕은리 155-2","경기도 파주시 월롱면 금월로 192-68","10844","(주)에스피씨지에프에스","2026-04-03 11:28:57","U","2026-04-05 02:40:00","","","","축산물보관업","","0","L00","0",
