번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,Unnamed: 47,record_key
18,식품판매업(기타),07_22_13_P,5690000,5690000-114-2026-00001,2026-03-05,,1,영업/정상,1,영업,,,,,,387.44,339-002,세종특별자치시 고운동 1369 성진프라자,"세종특별자치시 마음안1로 155, 성진프라자 1층 102호 (고운동)",30062,이마트에브리데이 세종고운점,2026-03-05 14:25:48,I,2026-03-07 00:20:02,기타식품판매업,220958.583961785,335360.548645554,기타식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,이마트에브리데이세종고운점_세종특별자치시고운동1369성진프라자
12,식품판매업(기타),07_22_13_P,5540000,5540000-114-2026-00001,2026-03-04,,1,영업/정상,1,영업,,,,,,468.0,,경기도 광주시 신현동 790,"경기도 광주시 신현로 12-52, 1층 (신현동)",12771,이마트에브리데이 오포점,2026-03-04 11:37:05,I,2026-03-06 00:20:02,기타식품판매업,,,기타식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,이마트에브리데이오포점_경기도광주시신현동790
2,식품판매업(기타),07_22_13_P,3670000,3670000-114-2026-00002,2026-03-03,,1,영업/정상,1,영업,,,,,,,305-330,대전광역시 유성구 지족동 1047-3,"대전광역시 유성구 지족로148번길 15, 지상 1층 (지족동)",34074,홈마트,2026-03-03 12:03:29,I,2026-03-05 00:20:02,기타식품판매업,227140.265556043,319736.579640157,기타식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,0.0,,,,,홈마트_대전광역시유성구지족동1047-3
11,식품판매업(기타),07_22_13_P,5690000,5690000-114-2025-00001,2025-01-14,,1,영업/정상,1,영업,,,,,,521.0,339-010,세종특별자치시 소담동 554,"세종특별자치시 법원2로 7, 싱싱장터 소담점 1층 (소담동)",30148,농업회사법인 세종로컬푸드(주) 소담점,2026-03-03 13:29:45,U,2026-03-05 02:40:00,기타식품판매업,227018.962952869,331768.986549825,기타식품판매업,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,임대,0.0,0.0,N,0.0,,,,,농업회사법인세종로컬푸드(주)소담점_세종특별자치시소담동554
15,식품판매업(기타),07_22_13_P,3940000,3950000-114-2024-00003,2024-05-17,,1,영업/정상,1,영업,,,,,,1126.67,412-827,경기도 고양시 덕양구 화정동 974 화정버스터미널,"경기도 고양시 덕양구 화신로260번길 74, 화정여객자동차정류장 본관동 지층 B01,02,03,04,05호 (화정동)",10500,화정식자재마트 주식회사,2026-03-04 10:18:29,U,2026-03-06 02:40:00,기타식품판매업,185250.616718986,459091.442294794,기타식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,임대,0.0,0.0,N,1126.67,,,,,화정식자재마트주식회사_경기도고양시덕양구화정동974화정버스터미널
5,식품판매업(기타),07_22_13_P,5690000,5690000-114-2023-00002,2023-04-06,,1,영업/정상,1,영업,,,,,044 860 8400,823.04,339-009,세종특별자치시 새롬동 566,"세종특별자치시 새롬로 20, 1층 (새롬동)",30127,세종로컬푸드 싱싱장터 새롬점,2026-03-03 16:46:56,U,2026-03-05 02:40:00,기타식품판매업,222879.148677783,331794.616207767,기타식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,세종로컬푸드싱싱장터새롬점_세종특별자치시새롬동566
10,식품판매업(기타),07_22_13_P,3990000,3990000-114-2021-00001,2021-01-26,,1,영업/정상,1,영업,,,,,02  34981000,850.72,,경기도 남양주시 다산동 6028 다산자이 아이비플레이스 상가동 B101호,"경기도 남양주시 다산중앙로 153, 다산자이아이비플레이스 상가동 B101호 (다산동)",12248,하나로마트 다산역점,2026-03-03 10:03:25,U,2026-03-05 02:40:00,기타식품판매업,213267.307952068,458319.381723482,기타식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,130.16,,,,,하나로마트다산역점_경기도남양주시다산동6028다산자이아이비플레이스상가동B101호
17,식품판매업(기타),07_22_13_P,4470000,4470000-114-2020-00002,2020-12-14,,1,영업/정상,1,영업,,,,,043 872 1470,994.85,369-805,충청북도 음성군 음성읍 읍내리 348-22,충청북도 음성군 음성읍 시장로50번길 5,27701,우리엘마트,2026-03-04 16:44:33,U,2026-03-06 02:40:00,기타식품판매업,261863.805145105,381424.847632246,기타식품판매업,0.0,0.0,,,상수도전용,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,우리엘마트_충청북도음성군음성읍읍내리348-22
22,식품판매업(기타),07_22_13_P,3530000,3530000-114-2020-00003,2020-07-29,,1,영업/정상,1,영업,,,,,032 446 9934,828.11,405-847,인천광역시 남동구 논현동 109-176 1 전부호,"인천광역시 남동구 청능대로718번길 31, 1층 전부호 (논현동)",21670,아미마트,2026-03-05 11:57:21,U,2026-03-07 02:40:00,기타식품판매업,176569.17274788,433743.281575463,기타식품판매업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,아미마트_인천광역시남동구논현동109-1761전부호
21,식품판매업(기타),07_22_13_P,3910000,3910000-114-2019-00003,2019-12-11,,1,영업/정상,1,영업,,,,,031 652 3311,586.11,450-100,경기도 평택시 세교동 0,"경기도 평택시 세교6로 12-8, 1층 (세교동)",17842,프레스코,2026-03-05 16:01:03,U,2026-03-07 02:40:00,기타식품판매업,208041.322205677,389861.610336563,기타식품판매업,,,,,상수도전용,,0.0,0.0,0.0,0.0,자가,,,N,0.0,,,,,프레스코_경기도평택시세교동0
