"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","일반야영장업","03_11_07_P","5530000","CDFI2262132017000001","2017-06-13","","03","폐업","03","폐업","2023-10-23","","","","0313578031","","","경기도 화성시 만세구 서신면 제부리 20-75","","","카라반캠프","2024-02-08 11:26:54","I","2026-02-04 01:35:23","","166934.761164405","407605.131163889","일반야영장업","","","0","","","한화손해보험","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"2","일반야영장업","03_11_07_P","3530000","CDFI2262132019000001","2019-02-25","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 장수동 141-7","인천광역시 남동구 만의골로 155 (장수동)","21533","에제르파크","2026-02-02 11:37:27","U","2026-02-04 02:40:00","","179768.808756849","439438.538021958","일반야영장업","","자연녹지지역","0","기타","","삼성화재해상보험주식회사","","0","0","0","297","","","0","0","","0","0","","0","4989","","0","","","","","","","0","","","","4989",
"3","일반야영장업","03_11_07_P","3530000","CDFI2262132019000002","2019-05-15","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 서창동 33-7","인천광역시 남동구 운연로 31 (서창동)","21600","서창캠핑장","2026-02-02 11:37:59","U","2026-02-04 02:40:00","","178254.644659177","437411.674481263","일반야영장업","","자연녹지지역","0","","","","","0","0","0","297","","","0","0","","0","0","","0","4991","","0","","","","","","","0","","","","4991",
"4","일반야영장업","03_11_07_P","4331000","CDFI2262132015000013","2015-06-12","","02","휴업","02","휴업","","2022-11-01","2023-04-30","","033-462-5031","","","강원특별자치도 인제군 북면 용대리 산 262-1 용대리자연자연휴양림","강원특별자치도 인제군 북면 연화동길 7, 용대리자연자연휴양림","24605","국립용대자연휴양림","2026-02-02 08:47:38","U","2026-02-04 02:40:00","","315413.385508003","525352.7231598","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"5","일반야영장업","03_11_07_P","5330000","CDFI2262132025000001","2025-07-08","","03","폐업","03","폐업","2025-11-07","","","","","","","경상남도 통영시 사량면 금평리 545-3 사량대항해수욕장 공동화장실","경상남도 통영시 사량면 대항길 64-52, 사량대항해수욕장 공동화장실","53103","사량도 대항해수욕장 캠핑장","2026-02-02 21:10:00","U","2026-02-04 02:40:00","","310803.822793032","150901.656005956","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","2636","","0","","","","","","","0","","","","2636",
"6","일반야영장업","03_11_07_P","3530000","CDFI2262132025000001","2025-06-24","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 수산동 553-1","인천광역시 남동구 덕골로 154 (수산동)","21620","수산포레스트 야영장(바베큐장)","2026-02-02 11:35:06","U","2026-02-04 02:40:00","","175778.715261447","436437.341965103","일반야영장업","","자연녹지지역","1","기타","","","사무실","0","0","0","212","","","0","0","","0","0","","0","212.4","","0","","","","","","","70000000","","","","212",
"7","일반야영장업","03_11_07_P","4160000","CDFI2262132025000005","2025-04-08","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 조종면 신상리 262-8","경기도 가평군 조종면 운악청계로371번길 83","12434","계절감각글램핑엔카라반","2026-02-02 15:50:10","U","2026-02-04 02:40:00","","230644.445376257","483286.207066738","일반야영장업","","관리지역","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","3615","","0","","","","","","","0","","","","3615",
"8","일반야영장업","03_11_07_P","4140000","CDFI2262132016000011","2016-09-28","","01","영업/정상","13","영업중","","","","","","","","경기도 연천군 청산면 대전리 406","경기도 연천군 청산면 청창로200번길 33","11022","반려견호텔 랩도그빌","2026-02-02 10:33:48","U","2026-02-04 02:40:00","","207707.744616364","500587.109629541","일반야영장업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","4779.56","","0","","","","","","","0","","","","4780",
"9","일반야영장업","03_11_07_P","4170000","CDFI2262132022000002","2022-06-20","","02","휴업","02","휴업","","2026-02-02","2026-08-31","","","","","경기도 양평군 양동면 고송리 798-4","경기도 양평군 양동면 고송길 32-12","12533","달별캠핑","2026-02-02 18:49:22","U","2026-02-04 02:40:00","","261793.277226384","442875.99581347","일반야영장업","","관리지역","1","기타","","농협","근린생활시설","1","0","0","58","","","0","0","","0","0","","0","1649","","0","","","","","","","0","","","","1649",
"10","일반야영장업","03_11_07_P","4261000","CDFI2262132018000005","2018-09-10","","03","폐업","03","폐업","2024-01-12","","","","","","","강원특별자치도 횡성군 둔내면 화동리 473 덕성분교","강원특별자치도 횡성군 둔내면 경강로 5353, 덕성분교","25260","둔내초덕성분교 야영장","2026-01-30 13:50:16","U","2026-02-04 11:04:37","","308248.987810555","452334.587673987","일반야영장업","","관리지역","1","기타","","","교육연구시설","1","0","0","0","","","0","0","","0","0","","0","13604","","0","","","","","","","28413079600","","","","13604",
