"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","한옥체험업","03_11_06_P","5130000","CDFI2262222010000001","2010-06-11","","01","영업/정상","13","영업중","","","","","","","712-862","경상북도 경산시 남산면 사월리 133-1번지","","","아름다운 삶의 공간","2018-10-24 13:39:10","I","2026-02-03 01:35:10","","365589.903845858","256348.772943101","한옥체험업","","","1","","","","농어가주택","1","0","0","0","","","0","0","","0","0","","0","96.4","","0","","","","","","","0","","","","96",
"2","한옥체험업","03_11_06_P","5130000","CDFI2262222011000001","2011-03-18","","01","영업/정상","13","영업중","","","","","053-856-1382","","712-871","경상북도 경산시 용성면 곡란리 526-6번지","","","난포고택","2017-12-01 11:05:53","I","2026-02-03 01:35:10","","369810.044934607","253729.347872977","한옥체험업","","","1","","","","기타","1","0","0","0","","","0","0","","0","0","","0","238.68","","0","","","","","","","0","","","","239",
"3","한옥체험업","03_11_06_P","5130000","CDFI2262222013000001","2013-04-17","","01","영업/정상","13","영업중","","","","","","","712-822","경상북도 경산시 압량읍 강서리 185-12번지","","","바람햇살농장","2017-12-01 10:59:35","I","2026-02-03 01:35:10","","362782.931188434","259731.978082518","한옥체험업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","115.04","","0","","","","","","","10000000","","","","115",
"4","한옥체험업","03_11_06_P","4211000","CDFI2262222017000001","2017-09-26","","01","영업/정상","13","영업중","","","","","033-533-5009","","","강원특별자치도 동해시 천곡동 490-7","","","동해한옥마을(동안재)","2020-07-14 11:29:44","I","2026-02-03 01:35:10","","386318.031846115","449442.67341728","한옥체험업","","일반주거지역","1","학교정화(상대)","","","단독주택","1","1","0","0","","","0","0","","0","0","","0","131.67","","0","","","","","","","0","","","","132",
"5","한옥체험업","03_11_06_P","4701000","CDFI2262222019000001","2019-07-10","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 남원시 쌍교동 109-2번지","","","수곡당","2019-08-26 13:43:44","I","2026-02-03 01:35:10","","234632.510527284","211826.440085447","한옥체험업","","일반주거지역","1","주택가주변","","객실 수 2","단독주택","1","0","0","0","","","0","0","","0","0","","0","193.2","","0","","","","","","","10000000","","","","193",
"6","한옥체험업","03_11_06_P","5460000","CDFI2262222010000001","2010-05-14","","01","영업/정상","13","영업중","","","","","055-964-8945","","676-851","경상남도 함양군 지곡면 개평리 234-5","","","지리산 태고재","2021-12-08 09:16:44","I","2026-02-03 01:35:10","","269495.420331058","229755.509862979","한옥체험업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","55000000","","","","0",
"7","한옥체험업","03_11_06_P","5460000","CDFI2262222011000001","2011-12-05","","01","영업/정상","13","영업중","","","","","","","676-851","경상남도 함양군 지곡면 개평리263-1번지","","","정천상 한옥","2011-12-05 11:07:30","I","2026-02-03 01:35:10","","269607.923446754","229833.057472458","한옥체험업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0",
"8","한옥체험업","03_11_06_P","5230000","CDFI2262222011000001","2011-07-18","","01","영업/정상","13","영업중","","","","","054-655-1717","","757-843","경상북도 예천군 용문면 제곡리197번지","","","춘우재고택","2011-10-30 16:59:39","I","2026-02-03 01:35:10","","328715.783227249","357083.266029308","한옥체험업","","관리지역","1","기타","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","2479","","0","","","","","","","0","","","","2479",
"9","한옥체험업","03_11_06_P","5230000","CDFI2262222013000001","2013-10-21","","01","영업/정상","13","영업중","","","","","","","757-881","경상북도 예천군 호명읍 백송리 104번지","","","아침연꽃","2013-10-21 17:25:26","I","2026-02-03 01:35:10","","330361.502982879","344778.206053998","한옥체험업","","관리지역","1","기타","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","97.38","","0","","","","","","","0","","","","97",
"10","한옥체험업","03_11_06_P","5230000","CDFI2262222014000001","2014-12-18","","01","영업/정상","13","영업중","","","","","","","757-844","경상북도 예천군 용문면 상금곡리 468","","","김대기가옥","2020-12-18 11:56:07","I","2026-02-03 01:35:10","","325961.070962704","355522.825894695","한옥체험업","","관리지역","1","주택가주변","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","100.21","","0","","","","","","","0","","","","100",
"11","한옥체험업","03_11_06_P","5230000","CDFI2262222015000001","2015-04-17","","01","영업/정상","13","영업중","","","","","054-655-9233","","757-841","경상북도 예천군 용문면 죽림리 350번지","","","초간정","2015-04-17 10:52:28","I","2026-02-03 01:35:10","","323423.692738851","356436.475002639","한옥체험업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"12","한옥체험업","03_11_06_P","5230000","CDFI2262222015000003","2015-10-14","","01","영업/정상","13","영업중","","","","","","","","경상북도 예천군 용문면 상금곡리 384번지","","","유천초옥","2015-10-14 15:02:41","I","2026-02-03 01:35:10","","325961.138412512","355569.75459372","한옥체험업","","","1","","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","104.5","","0","","","","","","","0","","","","105",
"13","한옥체험업","03_11_06_P","5230000","CDFI2262222018000002","2018-07-25","","01","영업/정상","13","영업중","","","","","","","","경상북도 예천군 호명읍 본리 14-2 예천청주정씨재실","","","청주정씨 재실","2020-10-13 18:36:07","I","2026-02-03 01:35:10","","333690.725846234","345448.832820859","한옥체험업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"14","한옥체험업","03_11_06_P","5230000","CDFI2262222015000002","2015-07-02","","01","영업/정상","13","영업중","","","","","","","757-883","경상북도 예천군 호명읍 황지리 447번지","","","도정서원","2017-09-14 16:39:35","I","2026-02-03 01:35:10","","334502.813236592","351075.763444155","한옥체험업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"15","한옥체험업","03_11_06_P","5460000","CDFI2262222012000001","2012-09-21","","01","영업/정상","13","영업중","","","","","","","676-811","경상남도 함양군 수동면 우명리 777번지 1호","","","우명리정씨고가(효리댁)","2012-09-21 17:49:23","I","2026-02-03 01:35:10","","271472.203074581","228578.13131497","한옥체험업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
