"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1","동물미용업","02_03_11_P","3140000","314000004920260002","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 양천구 신정동 ***-* 통연빌딩 ***호","서울특별시 양천구 신정로**길 **, 통연빌딩 ***호 (신정동)","08053","몽글로리","2026-04-01 13:45:06","I","2026-04-03 00:20:02","","185563.39173504","445562.576452316","동물미용업","동물미용업(일반)","000","0",
"2","동물미용업","02_03_11_P","5350000","535000004920260007","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 주촌면 천곡리 ****-*","경상남도 김해시 주촌면 선천남로 **","51025","놀러오개 애견유치원 애견호텔 김해점","2026-04-01 10:15:47","I","2026-04-03 00:20:02","","367583.189627407","193901.310637869","동물미용업","동물미용업(일반)","000","0",
"3","동물미용업","02_03_11_P","3070000","307000004920260003","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 성북구 동소문동*가 ***-*","서울특별시 성북구 보문로**길 **, *층 (동소문동*가)","02846","헬로우버디 그루밍센터 애견미용 성북점","2026-04-01 15:19:30","I","2026-04-03 00:20:02","","201385.294160137","454281.674590183","동물미용업","동물미용업(일반)","000","0",
"4","동물미용업","02_03_11_P","4490000","566000004920260006","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 서북구 불당동 **** 천안불당지웰시티푸르지오*단지 근린생활시설**동 B***호","충청남도 천안시 서북구 불당**로 **, 근린생활시설**동 *층 B***호 (불당동, 천안불당지웰시티푸르지오*단지)","31156","우드퍼피(woodpuppy)","2026-04-01 11:09:21","I","2026-04-03 00:20:02","","209436.1384615","368131.147263044","동물미용업","동물미용업(일반)","000","0",
"5","동물미용업","02_03_11_P","3060000","306000004920260002","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 중랑구 면목동 ***-**","서울특별시 중랑구 면목로**길 **, *층 (면목동)","02220","킹스독","2026-04-01 09:35:08","I","2026-04-03 00:20:02","","207655.164257973","453751.714298871","동물미용업","동물미용업(일반)","000","0",
"6","동물미용업","02_03_11_P","4390000","439000004920260001","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","충청북도 충주시 연수동 ****","충청북도 충주시 갱고개로 ***-* (연수동)","27372","살롱더그룸","2026-04-01 13:03:15","I","2026-04-03 00:20:02","","283616.645289548","387128.930832663","동물미용업","동물미용업(일반)","L00","0",
"7","동물미용업","02_03_11_P","3610000","361000004920260003","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","광주광역시 남구 월산동 ***-**","광주광역시 남구 군분로***번길 **, *층 (월산동)","61600","꽃강아지","2026-04-01 13:10:10","I","2026-04-03 00:20:02","","189729.439087442","182611.511364915","동물미용업","동물미용업(일반)","000","0",
"8","동물미용업","02_03_11_P","4620000","462000004920230002","2023-06-07","","01","영업/정상","0000","정상","","","","","","0","","충청남도 태안군 태안읍 동문리 ***-**","충청남도 태안군 태안읍 독샘로 **","32141","똥강아지","2026-04-01 15:46:38","U","2026-04-03 02:40:00","","137321.845994148","361569.16896639","동물미용업","동물미용업(일반)","000","0",
"9","동물미용업","02_03_11_P","3860000","386000004920180024","2018-06-08","","03","폐업","0002","폐업","2026-04-01","","","","","0","","경기도 부천시 원미구 역곡동 ***-** 월드하이츠","경기도 부천시 원미구 안곡로 ***-*, *층 (역곡동, 월드하이츠)","14669","강아지본부","2026-04-01 17:11:34","U","2026-04-03 02:40:00","","183751.862049015","443017.457161806","동물미용업","동물미용업(일반)","000","0",
"10","동물미용업","02_03_11_P","5530000","577000004920180085","2018-10-04","","02","휴업","0001","휴업","","2026-04-01","2027-03-31","","03180772115","0","","경기도 화성시 동탄구 여울동 ***-* ***-*호","경기도 화성시 동탄구 동탄대로 ***, 우성KTX타워 ***-***호 (여울동)","18478","24시 핸즈동물의료센터","2026-04-01 12:02:46","U","2026-04-03 02:40:00","","","","동물미용업","동물미용업(일반)","000","0",
"11","동물미용업","02_03_11_P","6520000","652000004920220002","2022-03-10","","01","영업/정상","0000","정상","","","","","","0","","제주특별자치도 서귀포시 대정읍 구억리 ***-**","제주특별자치도 서귀포시 대정읍 중산간서로 ****","63519","왈 도그 케어 플레이스 WAL Dog Care Place Ltd","2026-04-01 15:49:54","U","2026-04-03 02:40:00","","134064.49978276","-23840.2500998795","동물미용업","동물미용업(일반)","000","0",
"12","동물미용업","02_03_11_P","3230000","323000004920220003","2022-02-07","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 송파구 잠실동 ***-*","서울특별시 송파구 백제고분로 ***, *층 (잠실동)","05568","MM애견공간","2026-04-01 16:35:10","U","2026-04-03 02:40:00","","207470.712728226","444798.50278186","동물미용업","동물미용업(일반)","000","0",
"13","동물미용업","02_03_11_P","4490000","566000004920220014","2022-04-19","","01","영업/정상","0000","정상","","","","","","0","","충청남도 천안시 서북구 성성동 ***","충청남도 천안시 서북구 성성*로 *, *층 ***호 (성성동)","31078","메이드인댕","2026-04-01 11:08:02","U","2026-04-03 02:40:00","","211412.651836465","370929.80080022","동물미용업","동물미용업(일반)","000","0",
