"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"1","축산물운반업","07_22_25_P","4050000","563000000820250004","2025-09-11","","01","영업/정상","0000","정상","","","","","","160","","경기도 용인시 기흥구 지곡동 ***","경기도 용인시 기흥구 지삼로***번길 **-*, C동 (지곡동)","17088","호반유통(박명휘)","2026-03-03 17:01:40","U","2026-03-05 02:40:00","","211781.98078031","416173.737606769","축산물운반업","","0","000","0",
"2","축산물운반업","07_22_25_P","4691000","469100000820120001","2012-01-19","","01","영업/정상","0000","정상","","","","","635388806","66","","전북특별자치도 정읍시 수성동 ****-*","전북특별자치도 정읍시 수성*로 **-**, *층 *호 (수성동)","56172","(주)대원로지스","2026-03-03 16:00:13","U","2026-03-05 02:40:00","","187308.760407693","231711.815425618","축산물운반업","","0","L00","0",
"3","축산물운반업","07_22_25_P","4691000","469100000820160001","2016-01-22","","01","영업/정상","0000","정상","","","","","635388806","66","","전북특별자치도 정읍시 수성동 ****-*","전북특별자치도 정읍시 수성*로 **-**, *층 *호 (수성동)","56172","유한회사 대원물류","2026-03-03 16:18:52","U","2026-03-05 02:40:00","","187308.760407693","231711.815425618","축산물운반업","","0","L00","0",
"4","축산물운반업","07_22_25_P","4920000","492000000820120001","2012-12-28","","03","폐업","0002","폐업","2026-03-04","","","","","451.11","","","전라남도 강진군 성전면 송계로 ***","59205","(유)진광물류","2026-03-04 17:08:04","U","2026-03-06 02:40:00","","174310.027968829","132029.08889373","축산물운반업","","0","L00","0",
"5","축산물운반업","07_22_25_P","3000000","300000000820200001","2020-01-29","","01","영업/정상","0000","정상","","","","","7231472","96.92","","서울특별시 종로구 내수동 **","서울특별시 종로구 새문안로*길 **, 경희궁의 아침 *단지 오피스텔동 **층 ****호 (내수동)","03174","(주) 휴맥스","2026-03-04 09:03:19","U","2026-03-06 02:40:00","","197478.53747014","452259.334813912","축산물운반업","","0","L00","0",
"6","축산물운반업","07_22_25_P","3130000","313000000820180001","2018-12-06","","01","영업/정상","0000","정상","","","","","","20.2","","서울특별시 마포구 공덕동 ***","서울특별시 마포구 만리재로 **, 한국사회복지회관 르네상스타워 ****호 일부호 (공덕동)","04195","(주)제이엔알써비스","2026-03-04 11:40:28","U","2026-03-06 02:40:00","","195766.588069694","449083.306922623","축산물운반업","","0","L00","0",
"7","축산물운반업","07_22_25_P","3730000","373000000820260001","2013-05-21","","01","영업/정상","0000","정상","","","","","","103.5","","울산광역시 울주군 청량읍 덕하리 ***-*","울산광역시 울주군 청량읍 덕하화정*길 *, *층","44983","베리웰축산","2026-03-04 13:46:44","U","2026-03-06 02:40:00","","407143.646295175","223234.343288901","축산물운반업","","0","000","0",
"8","축산물운반업","07_22_25_P","5530000","574000000820260002","2026-03-05","","01","영업/정상","0000","정상","","","","","070-4415-1906","90","","경기도 화성시 만세구 우정읍 석천리 ****-**","경기도 화성시 만세구 우정읍 석천길 **-*, *층","18572","허스키익스프레스물류코리아","2026-03-05 11:03:43","I","2026-03-07 00:20:02","","181563.330238771","395012.168105631","축산물운반업","","0","L00","0",
"9","축산물운반업","07_22_25_P","5590000","559000000820260001","2026-03-05","","01","영업/정상","0000","정상","","","","","","0","","경기도 양주시 삼숭동 *** 옥정역 로제비앙 메트로파크","경기도 양주시 부흥로 ****, ***동 ****호 (삼숭동, 옥정역 로제비앙 메트로파크)","11485","대세운수","2026-03-05 08:58:20","I","2026-03-07 00:20:02","","208018.811278105","478190.080240323","축산물운반업","","0","000","0",
"10","축산물운반업","07_22_25_P","3930000","555000000820150002","2015-06-25","","01","영업/정상","0000","정상","","","","","5021232","101.25","","경기도 안산시 상록구 이동 ***-*","경기도 안산시 상록구 조구나리*길 **-*, *층 (이동)","15486","사과나무(주)","2026-03-05 10:06:19","U","2026-03-07 02:40:00","","186113.369210971","423346.887615288","축산물운반업","","0","L00","0",
"11","축산물운반업","07_22_25_P","4010000","401000000820200001","2013-04-24","","01","영업/정상","0000","정상","","","","","7686557","138.58","","경기도 시흥시 정왕동 ****-* 배곧중앙프라자","경기도 시흥시 서울대학로***번길 **-**, 배곧중앙프라자 *층 ***호 (정왕동)","15011","(주)건우특송","2026-03-05 19:27:36","U","2026-03-07 02:40:00","","175810.848650867","429428.537944057","축산물운반업","","0","L00","0",
