"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","영화배급업","03_13_01_P","3780000","CDFF5211032021000001","2013-01-04","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 삼평동 *** 경기창조경제혁신센터","경기도 성남시 분당구 대왕판교로***번길 **, 경기창조경제혁신센터 *층 에스*, 에스*호 (삼평동)","13487","주식회사 영화사달리기","2026-02-01 15:46:21","U","2026-02-03 02:40:00","","209175.219648183","433168.261766989","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20130104","",
"2","영화배급업","03_13_01_P","3070000","CDFF5211032023000002","2023-05-22","","03","폐업","03","폐업","2026-01-30","","","","","","","서울특별시 성북구 석관동 ***-** ***호","서울특별시 성북구 화랑로**길 **-*, ***호 (석관동)","02781","준샤인 필림","2026-02-02 16:22:42","U","2026-02-04 02:40:00","","205610.148445958","456757.380305153","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230522","",
"3","영화배급업","03_13_01_P","3220000","CDFF5211032025000016","2023-12-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-*","서울특별시 강남구 강남대로***길 **, *층 (논현동)","06119","(주)스테이지원엔터","2026-02-02 14:46:25","U","2026-02-04 02:40:00","","202124.113123713","445099.605461125","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20231212","",
"4","영화배급업","03_13_01_P","3020000","CDFF5211032021000002","2021-03-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 한강로*가 **","서울특별시 용산구 서빙고로 **, **층 (한강로*가)","04387","(주)샌드박스네트워크","2026-01-30 13:54:56","U","2026-02-04 11:04:37","","197056.728931087","447077.126289262","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210302","",
"5","영화배급업","03_13_01_P","3010000","CDFF5211032026000001","2026-02-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 다동 ** 한국관광공사 서울센터","서울특별시 중구 청계천로 **, 한국관광공사 서울센터 **층 ****호 (다동)","04521","주식회사 콘텐츠새로","2026-02-04 18:12:16","I","2026-02-06 00:20:02","","198306.905839189","451808.098341971","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260204","",
"6","영화배급업","03_13_01_P","3220000","CDFF5211032026000005","2026-02-03","","01","영업/정상","13","영업중","","","","","02-517-6014","","","서울특별시 강남구 논현동 ***-**","서울특별시 강남구 학동로**길 **-* (논현동)","06101","주식회사 크리에이티브멋","2026-02-03 18:08:25","I","2026-02-06 00:20:02","","203278.440506411","445577.062610747","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260203","",
"7","영화배급업","03_13_01_P","3820000","CDFF5211032014000001","2014-09-11","","01","영업/정상","13","영업중","","","","","031-872-1301","","","경기도 의정부시 의정부동 ***-*","경기도 의정부시 범골로 *** (의정부동, 삼라빌딩 본관 ***호)","480-849","삼라(주)시네마","2026-02-03 11:34:11","U","2026-02-06 02:40:00","","203314.540152316","470186.059325971","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20140911","",
"8","영화배급업","03_13_01_P","3820000","CDFF5211032018000001","2018-05-14","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 의정부동 ***-*","경기도 의정부시 경의로 **, *층 ***호 (의정부동)","11654","주식회사 영화사일락","2026-02-03 11:34:11","U","2026-02-06 02:40:00","","203733.371996516","470033.651232914","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20180514","",
"9","영화배급업","03_13_01_P","3820000","CDFF5211032020000001","2020-06-26","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 의정부동 ***-* **층","경기도 의정부시 신흥로 ***, **층 (의정부동)","11651","주식회사 영화맞춤제작소영화공장","2026-02-03 11:34:11","U","2026-02-06 02:40:00","","203772.581350586","470509.110340771","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200626","",
"10","영화배급업","03_13_01_P","3200000","CDFF5211032026000001","2026-02-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 남현동 ***-*** 이수빌Ⅱ","서울특별시 관악구 승방*가길 **, ***호 (남현동, 이수빌Ⅱ)","08808","무비랩","2026-02-05 17:15:13","I","2026-02-07 00:20:02","","198033.399157255","441105.725737058","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20260205","",
