"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","집단급식소식품판매업","07_22_01_P","4450000","4450000-122-2026-00001","2026-02-27","","01","영업/정상","01","영업","","","","","","36.00","365-802","충청북도 진천군 진천읍 송두리 594-20","충청북도 진천군 진천읍 진광로 105, 10호","27844","그린푸드","2026-04-01 16:31:51","I","2026-04-03 00:20:02","집단급식소 식품판매업","239281.097653036","374778.501422938","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"2","집단급식소식품판매업","07_22_01_P","3740000","3740000-122-2017-00023","2017-01-26","","01","영업/정상","01","영업","","","","","","28.83","441-876","경기도 수원시 권선구 세류동 993-12","경기도 수원시 권선구 정조로 484, 1층 (세류동)","16656","한아름푸드","2026-04-01 14:28:36","I","2026-04-03 00:20:02","집단급식소 식품판매업","200959.856974831","416719.324109915","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3","집단급식소식품판매업","07_22_01_P","5670000","5670156-122-2026-00004","2026-04-01","","01","영업/정상","01","영업","","","","","","45.00","631-442","경상남도 창원시 마산합포구 신포동2가 117-11","경상남도 창원시 마산합포구 어시장8길 14 (신포동2가)","51720","지오푸드","2026-04-01 14:27:14","I","2026-04-03 00:20:02","집단급식소 식품판매업","343289.325225581","190189.172225984","집단급식소 식품판매업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","45","","","",
"4","집단급식소식품판매업","07_22_01_P","3720000","3720000-122-2026-00004","2026-04-01","","01","영업/정상","01","영업","","","","","","0.00","683-805","울산광역시 북구 연암동 437-7","울산광역시 북구 상방1길 31, 지상1층 (연암동)","44244","오케이유통","2026-04-01 15:51:09","I","2026-04-03 00:20:02","집단급식소 식품판매업","414415.362944655","234000.559993343","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"5","집단급식소식품판매업","07_22_01_P","3860000","3860000-122-2026-00002","2026-04-01","","01","영업/정상","01","영업","","","","","","10.00","","경기도 부천시 오정구 오정동 387-16 2층 일부","경기도 부천시 오정구 오정로211번길 35-26, 2층 일부호 (오정동)","14441","탄도리푸드서비스","2026-04-01 14:54:57","I","2026-04-03 00:20:02","집단급식소 식품판매업","180570.768130932","447343.222527439","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","자가","0","0","N","0","","","",
"6","집단급식소식품판매업","07_22_01_P","5710000","5720000-122-2023-00001","2023-06-29","","01","영업/정상","01","영업","","","","","","36.45","360-844","충청북도 청주시 상당구 남일면 효촌리 89-4","충청북도 청주시 상당구 남일면 단재로 462, 부속동 1층","28806","해나래유통","2026-04-01 14:06:00","U","2026-04-03 02:40:00","집단급식소 식품판매업","245270.020834048","343301.239707567","집단급식소 식품판매업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"7","집단급식소식품판매업","07_22_01_P","3650000","3650000-122-2015-00010","2015-09-08","","01","영업/정상","01","영업","","","","","042 5878636","12.50","301-836","대전광역시 중구 유천동 215-27 1층","대전광역시 중구 유천로 35, 1층 (유천동)","34973","맑은아침농산주식회사","2026-04-01 10:44:40","U","2026-04-03 02:40:00","집단급식소 식품판매업","235682.429058113","312850.296521248","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"8","집단급식소식품판매업","07_22_01_P","4070000","4070000-122-2012-00012","2012-11-20","","01","영업/정상","01","영업","","","","","031 635 6408","99.52","467-853","경기도 이천시 대월면 사동리 30-1","경기도 이천시 대월면 대월로 940","17342","농업회사법인돈마루 주식회사","2026-04-01 11:23:16","U","2026-04-03 02:40:00","집단급식소 식품판매업","243991.870498335","415302.053891838","집단급식소 식품판매업","0","0","","","","0","0","5","0","20","임대","0","0","N","0","","","",
"9","집단급식소식품판매업","07_22_01_P","3420000","3420000-122-2019-00005","2019-12-03","","01","영업/정상","01","영업","","","","","053 9829423","49.50","701-290","대구광역시 동구 각산동 1033-1","대구광역시 동구 이노밸리로 150, A동 1층 102호 (각산동)","41065","다온축산","2026-04-01 14:09:07","U","2026-04-03 02:40:00","집단급식소 식품판매업","354657.760690903","265653.693049654","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"10","집단급식소식품판매업","07_22_01_P","3670000","3670000-122-2026-00006","2026-03-27","","01","영업/정상","01","영업","","","","","","40.81","305-800","대전광역시 유성구 구암동 598-31 지상1층","대전광역시 유성구 계룡로32번길 52, 지상1층 (구암동)","34177","에바다 솔루션","2026-04-01 14:40:59","U","2026-04-03 02:40:00","집단급식소 식품판매업","229861.203520865","317002.625246483","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","3.34","","","",
"11","집단급식소식품판매업","07_22_01_P","5710000","5735000-122-2026-00005","2026-03-13","","01","영업/정상","01","영업","","","","","043 214 3390","49.27","363-886","충청북도 청주시 청원구 오창읍 상평리 75-1","충청북도 청주시 청원구 오창읍 송대상평길 80-81, 주1동 1층","28131","주식회사 담김","2026-04-01 16:55:58","U","2026-04-03 02:40:00","집단급식소 식품판매업","240057.22978769","357428.396625515","집단급식소 식품판매업","0","0","","","상수도전용","0","0","0","0","0","자가","0","0","N","0","","","",
"12","집단급식소식품판매업","07_22_01_P","3670000","3670000-122-2026-00005","2026-03-13","","01","영업/정상","01","영업","","","","","","57.83","305-800","대전광역시 유성구 구암동 429 지상1층 102호","대전광역시 유성구 현충원로 401, 지상1층 102호 (구암동)","34144","주식회사 티아이비","2026-04-01 14:40:07","U","2026-04-03 02:40:00","집단급식소 식품판매업","228244.440758201","317681.139980592","집단급식소 식품판매업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
