번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,Unnamed: 59,record_key
79,게임물제작업,03_05_02_P,5400000,CDFF2241082026000001,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,경상남도 함안군 가야읍 도항리 ***-** 백향목빌,"경상남도 함안군 가야읍 성내북길 **-*, 백향목빌 ***호",52042.0,민트소프트,2026-02-13 10:15:02,I,2026-02-15 00:20:02,,327213.131470255,198328.56051811,게임물제작업,유통관련업,0,,pc게임,41.87,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,민트소프트_경상남도함안군가야읍도항리***-**백향목빌
76,게임물제작업,03_05_02_P,3230000,CDFF2241082026000001,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 송파구 방이동 ** 올림픽선수기자촌아파트,"서울특별시 송파구 양재대로 ****, ***동 ***호 (방이동, 올림픽선수기자촌아파트)",5649.0,더하냥 스튜디오,2026-02-13 17:14:48,I,2026-02-15 00:20:02,,211986.297245596,446156.529775445,게임물제작업,유통관련업,0,,모바일 게임,100.82,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,더하냥스튜디오_서울특별시송파구방이동**올림픽선수기자촌아파트
75,게임물제작업,03_05_02_P,3150000,CDFF2241082026000002,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 공항동 ***-* ***호,"서울특별시 강서구 방화대로*가길 **, ***호 (공항동)",7625.0,주식회사 그리다,2026-02-13 16:28:32,I,2026-02-15 00:20:02,,183664.577761335,450586.125266602,게임물제작업,유통관련업,0,,모바일게임 개발,97.49,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주식회사그리다_서울특별시강서구공항동***-****호
74,게임물제작업,03_05_02_P,3780000,CDFF2241082026000012,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 삼평동 *** 경기창조경제혁신센터,"경기도 성남시 분당구 대왕판교로***번길 **, 경기창조경제혁신센터 *층 (삼평동)",13487.0,주식회사 피아체레,2026-02-13 14:44:59,I,2026-02-15 00:20:02,,209175.219648183,433168.261766989,게임물제작업,유통관련업,0,,PC게임,0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주식회사피아체레_경기도성남시분당구삼평동***경기창조경제혁신센터
56,게임물제작업,03_05_02_P,4520000,CDFF2241082026000002,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 배방읍 장재리 **** 창조빌딩,"충청남도 아산시 배방읍 희망로**번길 **-*, 창조빌딩 ***호",31470.0,너굴랩,2026-02-12 09:06:44,I,2026-02-14 00:20:02,,209515.532158833,365351.765587593,게임물제작업,유통관련업,0,,모바일게임,47.95,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,너굴랩_충청남도아산시배방읍장재리****창조빌딩
55,게임물제작업,03_05_02_P,4040000,CDFF2241082026000004,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경기도 하남시 풍산동 *** 미사강변센트럴풍경채,"경기도 하남시 미사강변서로 **, ****동 ***호 (풍산동, 미사강변센트럴풍경채)",12916.0,메이(MEI),2026-02-12 15:20:34,I,2026-02-14 00:20:02,,216109.530850934,450500.899194421,게임물제작업,유통관련업,0,,응용 소프트웨어 개발 및 공급업,12.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,메이(MEI)_경기도하남시풍산동***미사강변센트럴풍경채
58,게임물제작업,03_05_02_P,5530000,CDFF2241082026000003,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 만세구 양감면 신왕리 ***-*,"경기도 화성시 만세구 양감면 생이길 **-**, *층",18634.0,나룻,2026-02-12 11:07:50,I,2026-02-14 00:20:02,,194859.419395115,397939.590867225,게임물제작업,유통관련업,0,,PC 패키지 게임 소프트웨어,15.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,나룻_경기도화성시만세구양감면신왕리***-*
59,게임물제작업,03_05_02_P,3990000,CDFF2241082026000002,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경기도 남양주시 와부읍 도곡리 **** 한강우성아파트,"경기도 남양주시 와부읍 덕소로 ***, ***동 ***호 (한강우성아파트)",12275.0,스튜디오라이트하우스(StudioLightHouse),2026-02-12 14:59:28,I,2026-02-14 00:20:02,,219627.938465481,452831.349534158,게임물제작업,유통관련업,0,,pc 패키지게임,445.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,스튜디오라이트하우스(StudioLightHouse)_경기도남양주시와부읍도곡리****한강우성아파트
51,게임물제작업,03_05_02_P,3540000,CDFF2241082026000002,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 부개동 *** 부평코오롱하늘채,"인천광역시 부평구 동수천로 *** (부개동, 부평코오롱하늘채)",21397.0,무빙게임즈,2026-02-11 09:45:35,I,2026-02-13 00:20:38,,176604.912495019,443784.493502795,게임물제작업,유통관련업,0,,모바일게임,84.99,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,무빙게임즈_인천광역시부평구부개동***부평코오롱하늘채
48,게임물제작업,03_05_02_P,5540000,CDFF2241082026000002,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,경기도 광주시 역동 *-**,"경기도 광주시 중앙로 **-*, *층 ***-*호 (역동)",12759.0,주식회사 리프게임즈,2026-02-11 16:36:49,I,2026-02-13 00:20:38,,222820.596467192,434019.84777839,게임물제작업,유통관련업,10,,모바일게임,11.0,6,0,근린생활시설,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주식회사리프게임즈_경기도광주시역동*-**
