번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,Unnamed: 59,record_key
72,음반.음악영상물제작업,03_14_03_P,3220000,CDFF3241062026000006,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 대치동 ***-**,"서울특별시 강남구 테헤란로**길 **, ****호 (대치동)",6178.0,주식회사 플레스,2026-02-26 14:31:38,I,2026-02-28 00:20:02,,205079.418138107,444869.834721154,음반.음악영상물제작업,유통관련업,0,,음원 미디어,0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주식회사플레스_서울특별시강남구대치동***-**
71,음반.음악영상물제작업,03_14_03_P,3420000,CDFF3241062026000001,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,대구광역시 동구 신암동 ***-* *층,"대구광역시 동구 동북로**길 **, *층 (신암동)",41183.0,주식회사 에스케이에스엔터테인먼트(SKS Entertainment),2026-02-25 16:03:24,I,2026-02-27 00:20:02,,347194.311604049,266543.857803313,음반.음악영상물제작업,유통관련업,0,,음반.음악영상물,0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주식회사에스케이에스엔터테인먼트(SKSEntertainment)_대구광역시동구신암동***-**층
70,음반.음악영상물제작업,03_14_03_P,5050000,CDFF3241062026000001,2026-02-25,,1,영업/정상,13,영업중,,,,,,,,경상북도 경주시 황오동 ***-*,경상북도 경주시 동성로 *** (황오동),38153.0,청년문화창작소,2026-02-25 11:05:42,I,2026-02-27 00:20:02,,400037.20175857,262608.480791307,음반.음악영상물제작업,유통관련업,0,,음반,0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,청년문화창작소_경상북도경주시황오동***-*
74,음반.음악영상물제작업,03_14_03_P,3070000,CDFF3241062026000001,2026-02-24,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성북구 길음동 **** 길음*구역 두산위브아파트,"서울특별시 성북구 길음로**길 **, ***동 ***호 (길음동, 길음*구역 두산위브아파트)",2715.0,(주)네이브콘텐츠,2026-02-26 09:03:51,U,2026-02-28 02:40:00,,201592.991324089,456382.966061703,음반.음악영상물제작업,유통관련업,0,,"음악영상물, 미디어콘텐츠",0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,(주)네이브콘텐츠_서울특별시성북구길음동****길음*구역두산위브아파트
56,음반.음악영상물제작업,03_14_03_P,4040000,CDFF3241062026000004,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,경기도 하남시 망월동 *** 미사강변 스카이폴리스,"경기도 하남시 미사강변한강로 ***, 미사강변 스카이폴리스 나동 ****호 (망월동)",12902.0,누코드,2026-02-13 10:54:52,I,2026-02-15 00:20:02,,216846.891263183,452760.863180903,음반.음악영상물제작업,유통관련업,0,,"시각 디자인업, 컴퓨터 프로그래밍 서비스업, 광고 대행업, 미디어콘텐츠창작업",68.3,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,누코드_경기도하남시망월동***미사강변스카이폴리스
55,음반.음악영상물제작업,03_14_03_P,3240000,CDFF3241062026000001,2026-02-13,,1,영업/정상,13,영업중,,,,,02-473-8939,,,서울특별시 강동구 길동 ***-*,"서울특별시 강동구 양재대로***길 **, *,*층 (길동)",5302.0,(주)라인뮤직엔터테인먼트,2026-02-13 15:21:09,I,2026-02-15 00:20:02,,212618.645848182,448983.948439782,음반.음악영상물제작업,유통관련업,0,,음반 유통,208.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,(주)라인뮤직엔터테인먼트_서울특별시강동구길동***-*
53,음반.음악영상물제작업,03_14_03_P,3940000,CDFF3241062026000003,2026-02-12,,1,영업/정상,13,영업중,,,,,031-903-5173,,,경기도 고양시 일산동구 정발산동 ****-*,경기도 고양시 일산동구 햇살로**번길 ** (정발산동),10405.0,옹달샘,2026-02-12 13:46:07,I,2026-02-14 00:20:02,,180403.113600932,462969.849611316,음반.음악영상물제작업,유통관련업,0,,"음반 기획,제작",0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,옹달샘_경기도고양시일산동구정발산동****-*
50,음반.음악영상물제작업,03_14_03_P,3600000,CDFF3241062026000001,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,광주광역시 서구 화정동 **-*** 메리앙혼수백화점,"광주광역시 서구 내방로 ***, 메리앙혼수백화점 *층 ***호 (화정동)",61938.0,주식회사 큐엘,2026-02-11 15:34:23,I,2026-02-13 00:20:38,,189044.604699568,184278.151635482,음반.음악영상물제작업,유통관련업,0,,미디어 콘텐츠,0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주식회사큐엘_광주광역시서구화정동**-***메리앙혼수백화점
49,음반.음악영상물제작업,03_14_03_P,3220000,CDFF3241062026000004,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 논현동 *-*,"서울특별시 강남구 도산대로**길 **, 지하*층 (논현동)",6040.0,주식회사 오드웨이브,2026-02-11 15:12:59,I,2026-02-13 00:20:38,,202418.84355231,446223.23446441,음반.음악영상물제작업,유통관련업,0,,"음반, CD",129.32,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주식회사오드웨이브_서울특별시강남구논현동*-*
43,음반.음악영상물제작업,03_14_03_P,3130000,CDFF3241062026000005,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,서울특별시 마포구 서교동 ***-** ***호,"서울특별시 마포구 동교로 ***, ***호 (서교동)",4029.0,주식회사 오라코퍼레이션,2026-02-09 09:50:58,I,2026-02-11 00:20:41,,192275.703359255,450237.488127322,음반.음악영상물제작업,유통관련업,0,,"유튜브콘텐츠, 뮤직비디오",0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주식회사오라코퍼레이션_서울특별시마포구서교동***-*****호
44,음반.음악영상물제작업,03_14_03_P,3220000,CDFF3241062026000002,2026-02-09,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 신사동 ***-*,"서울특별시 강남구 압구정로 ***, B*층 *-S*호 (신사동)",6017.0,닷라인뮤직,2026-02-09 16:04:09,I,2026-02-11 00:20:41,,202993.437818281,447400.303560123,음반.음악영상물제작업,유통관련업,0,,음반음악영상물,0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,닷라인뮤직_서울특별시강남구신사동***-*
38,음반.음악영상물제작업,03_14_03_P,3190000,CDFF3241062026000001,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 동작구 사당동 ****-**,"서울특별시 동작구 남부순환로***길 **, B*호 (사당동)",7025.0,(주)개화만발,2026-02-06 14:07:03,I,2026-02-08 00:20:01,,198157.829305305,441770.231600602,음반.음악영상물제작업,유통관련업,0,,"음악, 사운드, 녹음, 뮤직비디오",0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,(주)개화만발_서울특별시동작구사당동****-**
34,음반.음악영상물제작업,03_14_03_P,3780000,CDFF3241062026000001,2026-02-05,,1,영업/정상,13,영업중,,,,,070-8676-7108,,,경기도 성남시 분당구 정자동 ***-*,"경기도 성남시 분당구 불정로**번길 *-*, B**호 (정자동)",13612.0,(주)뮤지음,2026-02-05 19:57:44,I,2026-02-07 00:20:02,,209941.295,428691.795,음반.음악영상물제작업,유통관련업,0,,"음반, 음악",0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,(주)뮤지음_경기도성남시분당구정자동***-*
35,음반.음악영상물제작업,03_14_03_P,3930000,CDFF3241062026000001,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,경기도 안산시 단원구 고잔동 ***-*,"경기도 안산시 단원구 민속공원로 **, 지층 (고잔동)",15465.0,에어엉클비,2026-02-05 15:21:01,I,2026-02-07 00:20:02,,185657.950706078,423423.817383579,음반.음악영상물제작업,유통관련업,0,,디지털음반,139.7,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,에어엉클비_경기도안산시단원구고잔동***-*
8,음반.음악영상물제작업,03_14_03_P,4060000,CDFF3241062026000001,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,경기도 파주시 문산읍 선유리 **** 두산위브,"경기도 파주시 문산읍 우계로 ***, ***동 ****호 (두산위브)",10813.0,코딘 아카이브,2026-02-04 15:17:42,I,2026-02-06 00:20:02,,181682.592710815,484104.977020816,음반.음악영상물제작업,유통관련업,0,,음반.음악영상물 제작업,0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,코딘아카이브_경기도파주시문산읍선유리****두산위브
7,음반.음악영상물제작업,03_14_03_P,4170000,CDFF3241062026000001,2026-02-04,,1,영업/정상,13,영업중,,,,,,,,경기도 양평군 옥천면 옥천리 ***-*,"경기도 양평군 옥천면 옥천길 **, ***호",12507.0,레비 컴퍼니 (Levi Co.),2026-02-04 16:58:29,I,2026-02-06 00:20:02,,240448.185077159,446388.254304988,음반.음악영상물제작업,유통관련업,0,,음반제작,0.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,레비컴퍼니(LeviCo.)_경기도양평군옥천면옥천리***-*
6,음반.음악영상물제작업,03_14_03_P,3990000,CDFF3241062026000001,2026-02-03,,1,영업/정상,13,영업중,,,,,,,,경기도 남양주시 별내면 청학리 *** 동부일신아파트,"경기도 남양주시 별내면 청학로 ***, 동부일신아파트 상가동 ***호",12088.0,주토리 스튜디오(ZOOTORI STUDIO),2026-02-03 10:08:31,I,2026-02-06 00:20:02,,209905.915379085,467381.54747702,음반.음악영상물제작업,유통관련업,0,,"음원,음반,음악영상물",148.8,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주토리스튜디오(ZOOTORISTUDIO)_경기도남양주시별내면청학리***동부일신아파트
2,음반.음악영상물제작업,03_14_03_P,3220000,CDFF3241062026000001,2026-02-02,,1,영업/정상,13,영업중,,,,,02-323-2046,,,서울특별시 강남구 삼성동 ***-*,서울특별시 강남구 봉은사로***길 ** (삼성동),6172.0,주식회사 돌고래유괴단,2026-02-02 14:08:28,I,2026-02-04 00:20:02,,205717.074108747,445683.727346605,음반.음악영상물제작업,유통관련업,0,,음반,3010.35,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주식회사돌고래유괴단_서울특별시강남구삼성동***-*
1,음반.음악영상물제작업,03_14_03_P,5710000,CDFF3241062026000006,2026-02-02,,1,영업/정상,13,영업중,,,,,043-900-0120,,,충청북도 청주시 청원구 오창읍 각리 ***-*,"충청북도 청주시 청원구 오창읍 과학산업*로 *-*, *층",28125.0,주식회사 다이버시티랩,2026-02-02 11:40:00,I,2026-02-04 00:20:02,,237536.60854487,355148.429506015,음반.음악영상물제작업,유통관련업,0,,동영상 제작서비스,118.0,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주식회사다이버시티랩_충청북도청주시청원구오창읍각리***-*
57,음반.음악영상물제작업,03_14_03_P,4050000,CDFF3241062026000003,2025-12-16,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 수지구 죽전동 *** 프라임조명 ***-제이**호,"경기도 용인시 수지구 용구대로****번길 *, 프라임조명 ***-제이**호 (죽전동)",16866.0,주식회사 아이젠버그,2026-02-13 13:55:52,I,2026-02-15 00:20:02,,209672.025599037,425857.769482926,음반.음악영상물제작업,유통관련업,0,,음반음악영상물,84.99,0,0,,0,0,0,0,,,,,,,,,,,,0,,,,,,,,주식회사아이젠버그_경기도용인시수지구죽전동***프라임조명***-제이**호
