"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"1","식육포장처리업","07_22_06_P","5710000","571000010420260003","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","충청북도 청주시 청원구 오창읍 가곡리 430-1","충청북도 청주시 청원구 오창읍 각리가곡로 700","28131","주식회사 푸드미르그린","2026-04-01 15:57:27","I","2026-04-03 00:20:02","","241115.015173341","357838.402314714","식육포장처리업","식육포장처리업","0","L00","0",
"2","식육포장처리업","07_22_06_P","3360000","336000010420260009","2026-04-01","","01","영업/정상","0000","정상","","","","","","132.68","","부산광역시 강서구 강동동 51-14","부산광역시 강서구 낙동북로102번길 45 (강동동)","46706","고은푸드","2026-04-01 09:49:21","I","2026-04-03 00:20:02","","376475.260456639","192397.526089507","식육포장처리업","식육포장처리업","0","000","0",
"3","식육포장처리업","07_22_06_P","3480000","348000010420260009","2026-04-01","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 달성군 하빈면 기곡리 1128","대구광역시 달성군 하빈면 기곡3길 73-1","42900","농업회사법인(주)아름팜","2026-04-01 09:59:31","I","2026-04-03 00:20:02","","328788.241741793","270629.955857011","식육포장처리업","식육포장처리업","0","L00","0",
"4","식육포장처리업","07_22_06_P","4080000","408000010420260002","2026-04-01","","01","영업/정상","0000","정상","","","","","031-672-2221","22307.4","","경기도 안성시 일죽면 금산리 598 주식회사도드람엘피씨","경기도 안성시 일죽면 일생로 185-11, 주식회사도드람엘피씨 A동 4층","17533","(주)주운 프레시미트","2026-04-01 09:22:28","I","2026-04-03 00:20:02","","243931.910375933","397040.883736591","식육포장처리업","식육포장처리업","0","L00","0",
"5","식육포장처리업","07_22_06_P","3560000","356000000420060003","2006-03-09","","01","영업/정상","0000","정상","","","","","032-716-5707","0","","인천광역시 서구 가좌동 311-3","인천광역시 서구 열우물로282번길 20-22 (가좌동)","","청선 주식회사","2026-04-01 09:25:43","U","2026-04-03 02:40:00","","171927.66758725","442798.967071127","식육포장처리업","식육포장처리업","0","L00","0",
"6","식육포장처리업","07_22_06_P","4940000","494000010420120001","2012-07-09","","01","영업/정상","0000","정상","","","","2026-04-01","061-463-4545","4901","","전라남도 영암군 삼호읍 용앙리 237","전라남도 영암군 삼호읍 세가래로 73","58454","삼호농협 하나로마트","2026-04-01 17:48:59","U","2026-04-03 02:40:00","","151639.269092909","139013.971014576","식육포장처리업","식육포장처리업","0","L00","0",
"7","식육포장처리업","07_22_06_P","3700000","370000010420190007","2019-12-02","","03","폐업","0002","폐업","2026-04-01","","","","0522563202","0","","울산광역시 남구 삼산동 1623-8","울산광역시 남구 정동로60번길 9(삼산동)","44715","(주) 123푸드","2026-04-01 18:14:26","U","2026-04-03 02:40:00","","412606.164393577","229154.098131688","식육포장처리업","식육포장처리업","0","L00","0",
"8","식육포장처리업","07_22_06_P","3930000","393000010420220002","2022-03-16","","03","폐업","0002","폐업","2026-03-31","","","","","0","","경기도 안산시 단원구 성곡동 645 타원  TAKRA Ⅲ","경기도 안산시 단원구 만해로 205, 타원  TAKRA Ⅲ B동 420호 (성곡동)","15421","(주)소꽃노리","2026-04-01 11:23:21","U","2026-04-03 02:40:00","","178755.331085393","424666.334568579","식육포장처리업","식육포장처리업","0","L00","0",
"9","식육포장처리업","07_22_06_P","3360000","336000010420260005","2026-01-26","","01","영업/정상","0000","정상","","","","","","0","","부산광역시 강서구 대저1동 490-7","부산광역시 강서구 대저중앙로286번길 141-1, 2호 (대저1동)","46702","에스엠푸드","2026-04-01 16:20:41","U","2026-04-03 02:40:00","","380526.313064827","192919.081191947","식육포장처리업","식육포장처리업","0","000","0",
"10","식육포장처리업","07_22_06_P","3560000","356000010420230008","2023-04-10","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 서구 오류동 1738-2 골든뷰","인천광역시 서구 단봉로 179, 1층 101호 (오류동, 골든뷰)","22655","미르푸드","2026-04-01 09:24:08","U","2026-04-03 02:40:00","","167415.731305804","454999.36786445","식육포장처리업","식육포장처리업","0","000","0",
"11","식육포장처리업","07_22_06_P","3780000","378000000420060009","2006-11-02","","03","폐업","0002","폐업","2026-04-01","","","","031-754-3368","58.7","","경기도 성남시 수정구 복정동 696-9 파크빌라","경기도 성남시 수정구 복정로32번길 6-8, 파크빌라 101호 (복정동)","13119","자연포크","2026-04-01 10:32:00","U","2026-04-03 02:40:00","","211234.154146423","439232.554074159","식육포장처리업","식육포장처리업","0","000","0",
"12","식육포장처리업","07_22_06_P","5540000","554000010420200010","2020-05-19","","01","영업/정상","0000","정상","","","","","031-769-3383","0","","경기도 광주시 문형동 262-36","경기도 광주시 문형동 오포로 593-24","12774","주식회사 한우담다","2026-04-01 13:45:53","U","2026-04-03 02:40:00","","","","식육포장처리업","식육포장처리업","0","L00","0",
"13","식육포장처리업","07_22_06_P","5710000","571000010420250014","2025-11-11","","01","영업/정상","0000","정상","","","","","","0","","충청북도 청주시 청원구 내수읍 도원리 118-1","충청북도 청주시 청원구 내수읍 충청대로 832-10","28150","주식회사 태강미트","2026-04-01 15:55:44","U","2026-04-03 02:40:00","","248159.76425154","357257.977451813","식육포장처리업","식육포장처리업","0","L00","0",
"14","식육포장처리업","07_22_06_P","5710000","571000010420250013","2025-10-21","","01","영업/정상","0000","정상","","","","","043-214-8278","0","","충청북도 청주시 청원구 북이면 신기리 38-1","충청북도 청주시 청원구 북이면 신기초정로 82","28140","(주)제일포크육가공","2026-04-01 15:55:12","U","2026-04-03 02:40:00","","249087.737042354","359438.222768826","식육포장처리업","식육포장처리업","0","L00","0",
"15","식육포장처리업","07_22_06_P","3480000","348000010420230003","2023-03-03","","01","영업/정상","0000","정상","","","","","","0","","대구광역시 달성군 현풍읍 중리 472","대구광역시 달성군 현풍읍 테크노중앙대로5길 1-21","43014","주식회사 천지천우에프엔비","2026-04-01 10:44:36","U","2026-04-03 02:40:00","","331610.289789595","245154.915146253","식육포장처리업","식육포장처리업","0","L00","0",
