"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","영화상영관","03_13_02_P","3450000","CDFF4220002002000009","2002-04-10","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 칠성동2가 20","대구광역시 북구 침산로 93 (칠성동2가)","41593","CGV대구 8관(아트하우스)","2026-01-30 11:06:23","U","2026-02-04 11:04:37","","343510.573192364","266134.259920881","영화상영관","영화상영관","11","기타","","0","6","5","문화시설","1","0","0","0","","","","","","","","","","","","0","","","영화관","","20020410","중심상업지역",
"2","영화상영관","03_13_02_P","4610000","CDFF4220002017000001","2017-03-14","","01","영업/정상","13","영업중","","","","","","","","충청남도 예산군 예산읍 대회리 233-4","충청남도 예산군 예산읍 천변로 160 (예산군창작문화센터)","32438","예산시네마","2026-02-06 15:08:54","U","2026-02-08 02:40:00","","186329.862053027","352777.581032991","영화상영관","","1","","","0","1","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170314","",
"3","영화상영관","03_13_02_P","3740000","CDFF4220002015000007","2015-09-02","","01","영업/정상","13","영업중","","","","","070-7456-1570","","","경기도 수원시 영통구 이의동 1338","경기도 수원시 영통구 도청로 10 (이의동)","16508","롯데시네마 광교 제6관","2026-02-06 16:25:55","U","2026-02-08 02:40:00","","204888.855554772","420476.391558834","영화상영관","","25","","","0","17","8","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150902","",
"4","영화상영관","03_13_02_P","3740000","CDFF4220002015000002","2015-09-02","","01","영업/정상","13","영업중","","","","","070-7456-1570","","","경기도 수원시 영통구 이의동 1338","경기도 수원시 영통구 도청로 10 (이의동)","16508","롯데시네마 광교 제1관","2026-02-06 16:23:28","U","2026-02-08 02:40:00","","204888.855554772","420476.391558834","영화상영관","","25","","","0","17","8","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150902","",
"5","영화상영관","03_13_02_P","3740000","CDFF4220002015000003","2015-09-02","","01","영업/정상","13","영업중","","","","","070-7456-1570","","","경기도 수원시 영통구 이의동 1338","경기도 수원시 영통구 도청로 10 (이의동)","16508","롯데시네마 광교 제2관","2026-02-06 16:23:53","U","2026-02-08 02:40:00","","204888.855554772","420476.391558834","영화상영관","","25","","","0","17","8","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150902","",
"6","영화상영관","03_13_02_P","3740000","CDFF4220002015000004","2015-09-02","","01","영업/정상","13","영업중","","","","","070-7456-1570","","","경기도 수원시 영통구 이의동 1338","경기도 수원시 영통구 도청로 10 (이의동)","16508","롯데시네마 광교 제3관","2026-02-06 16:24:24","U","2026-02-08 02:40:00","","204888.855554772","420476.391558834","영화상영관","","25","","","0","17","8","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150902","",
"7","영화상영관","03_13_02_P","3740000","CDFF4220002015000005","2015-09-02","","01","영업/정상","13","영업중","","","","","070-7456-1570","","","경기도 수원시 영통구 이의동 1338","경기도 수원시 영통구 도청로 10 (이의동)","16508","롯데시네마 광교 제4관","2026-02-06 16:24:55","U","2026-02-08 02:40:00","","204888.855554772","420476.391558834","영화상영관","","25","","","0","17","8","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150902","",
"8","영화상영관","03_13_02_P","3740000","CDFF4220002015000006","2015-09-02","","01","영업/정상","13","영업중","","","","","070-7456-1570","","","경기도 수원시 영통구 이의동 1338","경기도 수원시 영통구 도청로 10 (이의동)","16508","롯데시네마 광교 제5관","2026-02-06 16:25:27","U","2026-02-08 02:40:00","","204888.855554772","420476.391558834","영화상영관","","25","","","0","17","8","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20150902","",
"9","영화상영관","03_13_02_P","3130000","CDFF4220002003000005","2003-05-19","","01","영업/정상","13","영업중","","","","","02-3147-3733","","","서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층","서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)","03932","메가박스중앙(주) 상암월드컵경기장지점 르 리클라이너 5관","2026-02-13 09:40:06","U","2026-02-15 02:40:00","","","","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030519","",
"10","영화상영관","03_13_02_P","3130000","CDFF4220002003000006","2003-05-19","","01","영업/정상","13","영업중","","","","","02-3147-3733","","","서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층","서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)","03932","메가박스중앙(주) 상암월드컵경기장지점 르 리클라이너 6관","2026-02-13 09:40:07","U","2026-02-15 02:40:00","","","","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030519","",
"11","영화상영관","03_13_02_P","3130000","CDFF4220002003000007","2003-05-19","","01","영업/정상","13","영업중","","","","","02-3147-3733","","","서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층","서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)","03932","메가박스중앙(주) 상암월드컵경기장지점 르 리클라이너 7관","2026-02-13 09:40:07","U","2026-02-15 02:40:00","","","","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030519","",
"12","영화상영관","03_13_02_P","3130000","CDFF4220002003000008","2003-05-19","","01","영업/정상","13","영업중","","","","","02-3147-3733","","","서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층","서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)","03932","메가박스중앙(주) 상암월드컵경기장지점 르 리클라이너 8관","2026-02-13 09:40:07","U","2026-02-15 02:40:00","","","","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030519","",
"13","영화상영관","03_13_02_P","3130000","CDFF4220002003000009","2003-05-19","","01","영업/정상","13","영업중","","","","","02-3147-3733","","","서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층","서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)","03932","메가박스중앙(주) 상암월드컵경기장지점 르 리클라이너 9관","2026-02-13 09:40:07","U","2026-02-15 02:40:00","","","","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030519","",
"14","영화상영관","03_13_02_P","3130000","CDFF4220002003000002","2003-05-19","","01","영업/정상","13","영업중","","","","","02-3147-3733","","","서울특별시 마포구 성산동 515 월드컵쇼핑몰내 1층","서울특별시 마포구 월드컵로 240 (성산동,월드컵쇼핑몰내 1층)","03932","메가박스중앙(주) 상암월드컵경기장지점 DOLBY VISION+ATMOS관","2026-02-13 09:40:06","U","2026-02-15 02:40:00","","","","영화상영관","영화상영관","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20030519","",
