"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1","외국인관광도시민박업","03_11_04_P","3180000","CDFI2262212026000013","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 당산동1가 256-99","서울특별시 영등포구 당산로16길 24-12, 702호 (당산동1가)","07266","스테이 나우","2026-03-03 10:21:24","I","2026-03-05 00:20:02","","190925.575024117","446642.003613395","외국인관광 도시민박업","","","7","","","","아파트","7","1","0","0","","","0","0","","0","0","","0","25.91","","0","","","","","","","20000000","","","","26",
"2","외국인관광도시민박업","03_11_04_P","3070000","CDFI2262212026000014","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 동소문동7가 91","서울특별시 성북구 아리랑로5길 20, 3층 (동소문동7가)","02826","희스테이","2026-03-03 16:23:38","I","2026-03-05 00:20:02","","201187.189172556","454942.403130287","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","64.16","","0","","","","","","","0","","","","64",
"3","외국인관광도시민박업","03_11_04_P","3370000","CDFI2262212026000004","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 615-134","부산광역시 연제구 쌍미천로161번길 6, 2층 (연산동)","47551","스테이 이음","2026-03-03 13:29:35","I","2026-03-05 00:20:02","","390021.063673823","189542.483545734","외국인관광 도시민박업","","일반주거지역","0","","","","","2","0","0","0","","","0","0","","0","0","","0","71.82","","0","","","","","","","0","","","","72",
"4","외국인관광도시민박업","03_11_04_P","3110000","CDFI2262212026000017","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 갈현동 452-27","서울특별시 은평구 연서로29길 25-7, 2층 (갈현동)","03331","다올","2026-03-03 14:20:17","I","2026-03-05 00:20:02","","192641.413830605","457428.935726377","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"5","외국인관광도시민박업","03_11_04_P","3110000","CDFI2262212026000018","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 대조동 202-20","서울특별시 은평구 통일로77길 26-4, 지층 (대조동)","03386","하하스테이","2026-03-03 14:21:28","I","2026-03-05 00:20:02","","192906.887500478","457071.961637361","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"6","외국인관광도시민박업","03_11_04_P","3200000","CDFI2262212026000053","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 1432-118","서울특별시 관악구 신림로67길 23, 3층 301호 (신림동)","08760","신림 스테이","2026-03-03 14:07:43","I","2026-03-05 00:20:02","","193561.702075309","442628.694788358","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"7","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000115","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 334-27","서울특별시 마포구 와우산로29다길 10-3, 201호 (서교동)","04053","정원스테이 1","2026-03-03 19:20:35","I","2026-03-05 00:20:02","","193517.498916019","450312.037342571","외국인관광 도시민박업","","","0","","","4","다가구용 주택(공동주택적용)","0","0","1","0","STAY Garden1","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","42","","0","","","","","","","0","","","","42",
"8","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000116","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 동교동 150-8","서울특별시 마포구 동교로30길 12, 2층 (동교동)","03985","이든하우스","2026-03-03 19:20:01","I","2026-03-05 00:20:02","","193280.835887706","450895.84738622","외국인관광 도시민박업","","","0","","","6","다가구용 주택(공동주택적용)","0","0","2","0","Eden House","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","72.36","","0","","","","","","","0","","","","72",
"9","외국인관광도시민박업","03_11_04_P","3210000","CDFI2262212026000011","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 954-24","서울특별시 서초구 도구로 81, 지하1층 지하2호 (방배동)","06675","몰리앤코","2026-03-03 09:22:40","I","2026-03-05 00:20:02","","198731.919415024","442408.657609829","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"10","외국인관광도시민박업","03_11_04_P","3600000","CDFI2262212026000005","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","광주광역시 서구 내방동 842-30","광주광역시 서구 월드컵4강로 188, 2층 (내방동)","61976","스테이21","2026-03-03 13:50:46","I","2026-03-05 00:20:02","","188051.987522281","183758.797243738","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"11","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000117","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 334-27","서울특별시 마포구 와우산로29다길 10-3, 202호 (서교동)","04053","홍대 서교 스테이","2026-03-03 19:08:28","I","2026-03-05 00:20:02","","193517.498916019","450312.037342571","외국인관광 도시민박업","","","0","","","6","다가구용 주택(공동주택적용)","0","0","2","0","STAY SEOKYO","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","52.95","","0","","","","","","","0","","","","53",
"12","외국인관광도시민박업","03_11_04_P","3170000","CDFI2262212026000002","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 985-18","서울특별시 금천구 시흥대로 133-4, 203호 (시흥동)","08638","인헤일러스","2026-03-03 20:17:09","I","2026-03-05 00:20:02","","191346.902858268","438222.215044441","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"13","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212024000276","2024-09-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 335-17 서교동다세대주택","서울특별시 마포구 와우산로27길 18, 301호 (서교동, 서교동다세대주택)","04053","더퍼스트홍대스테이301","2026-03-03 19:15:36","U","2026-03-05 02:40:00","","193520.638814908","450218.20358213","외국인관광 도시민박업","","","0","","","2실(8명)","다세대주택","0","0","2","0","The first hongdae stay 301","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","111.25","","0","","","","","","","0","","","","111",
"14","외국인관광도시민박업","03_11_04_P","3650000","CDFI2262212024000008","2024-05-23","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 선화동 426-3","대전광역시 중구 선화서로23번길 32, 101호 (선화동)","34860","스테이선화","2026-03-03 09:22:06","U","2026-03-05 02:40:00","","237397.588061893","313985.396178135","외국인관광 도시민박업","","주거지역","0","","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","135.64","","0","","","","","","","0","","","","136",
"15","외국인관광도시민박업","03_11_04_P","3380000","CDFI2262212025000163","2025-12-10","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 133-27","부산광역시 수영구 광안로49번길 87, 2층 (광안동)","48295","하우스 안단테","2026-03-03 09:47:05","U","2026-03-05 02:40:00","","393097.159103266","186441.659714267","외국인관광 도시민박업","","일반주거지역","0","","","","","2","0","1","0","","","0","0","","0","0","","0","40.99","","0","","","","","","","0","","","","41",
"16","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000110","2026-02-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 용강동 149-19","서울특별시 마포구 대흥로6길 18-7, 202호 (용강동)","04162","스테이 노을","2026-03-03 19:19:25","U","2026-03-05 02:40:00","","194558.12587981","448863.791120117","외국인관광 도시민박업","","","0","","","4","다가구용 주택(공동주택적용)","0","0","1","0","STAY NohEul","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","52","","0","","","","","","","0","","","","52",
"17","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000111","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 신공덕동 139-116","서울특별시 마포구 임정로15길 8, 1~2층 (신공덕동)","04190","더모먼트 공덕","2026-03-03 19:17:23","U","2026-03-05 02:40:00","","196162.135961285","449042.939836983","외국인관광 도시민박업","","","0","","","4","단독주택","0","0","1","0","The Moment Gongdeok","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","79.2","","0","","","","","","","0","","","","79",
"18","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000112","2026-02-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 동교동 181-1","서울특별시 마포구 신촌로8길 14, 202호 (동교동)","04056","지또스테이","2026-03-03 18:40:57","U","2026-03-05 02:40:00","","193795.178351887","450473.646526543","외국인관광 도시민박업","","","0","","","4","다세대주택","0","0","1","0","Jitto Stay","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","29.73","","0","","","","","","","0","","","","30",
"19","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000113","2026-02-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 446-30","서울특별시 마포구 동교로17안길 42-8, 1층 (서교동)","04001","코지하우스 인 홍대","2026-03-03 19:12:12","U","2026-03-05 02:40:00","","192734.776946999","450416.415460632","외국인관광 도시민박업","","","0","","","8","다가구용 주택(공동주택적용)","0","0","2","0","Cozy house in hongdae","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","93.22","","0","","","","","","","0","","","","93",
"20","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212026000114","2026-02-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 상수동 94-10","서울특별시 마포구 독막로19길 8-7, 201호 (상수동)","04067","상수 아뜰리에","2026-03-03 18:43:15","U","2026-03-05 02:40:00","","193329.918000548","449574.813163883","외국인관광 도시민박업","","","0","","","4","단독주택","0","0","1","0","Sangsu Atelier","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","59.65","","0","","","","","","","0","","","","60",
"21","외국인관광도시민박업","03_11_04_P","4050000","CDFI2262212025000012","2025-09-30","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 역북동 763-5","경기도 용인시 처인구 명지로60번길 19-5, 203호 (역북동)","17056","샤인스테이","2026-03-03 16:25:39","U","2026-03-05 02:40:00","","216548.018680068","414274.64503675","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","0","0","","","0","0","","0","0","","0","34.39","","0","","","","","","","0","","","","34",
"22","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212021000024","2021-05-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 328-68","서울특별시 마포구 와우산로29길 48-12, 101호 (서교동)","04052","차차스테이","2026-03-03 19:14:23","U","2026-03-05 02:40:00","","193562.677255223","450407.593016947","외국인관광 도시민박업","","","0","","","1실(4명)","다가구용 주택(공동주택적용)","0","0","1","0","CHACHA Stay","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","13.5","","0","","","","","","","0","","","","14",
"23","외국인관광도시민박업","03_11_04_P","3380000","CDFI2262212025000056","2025-05-02","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 542-19","부산광역시 수영구 장대골로57번가길 32, 2층 (광안동)","48257","산아래광안","2026-03-03 09:45:34","U","2026-03-05 02:40:00","","391770.20824935","186516.525549886","외국인관광 도시민박업","","","0","","","","","2","0","1","0","","","0","0","","0","0","","0","77.2","","0","","","","","","","50000000","","","","77",
"24","외국인관광도시민박업","03_11_04_P","3130000","CDFI2262212023000187","2023-12-01","","03","폐업","03","폐업","2026-02-27","","","","","","","서울특별시 마포구 합정동 428-41","서울특별시 마포구 월드컵로7길 36-6, 지층 102호 (합정동)","04022","젬마","2026-03-03 15:16:12","U","2026-03-05 02:40:00","","191982.55403626","450092.584430584","외국인관광 도시민박업","","","0","","","1실(4명)","","0","0","1","0","Jaemma","URBAN HOMESTAY FOR FOREIGN TOURISTS","0","0","","0","0","","0","33.03","","0","","","","","","","0","","","","33",
"25","외국인관광도시민박업","03_11_04_P","3070000","CDFI2262212026000015","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 정릉동 416-18","서울특별시 성북구 정릉로 241-15 (정릉동)","02710","어반가든 스테이","2026-03-04 17:48:22","I","2026-03-06 00:20:02","","200894.324517702","455933.245443326","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"26","외국인관광도시민박업","03_11_04_P","3910000","CDFI2262212026000003","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 신장동 349-8","경기도 평택시 신장로100번길 16, 2층 (신장동)","17751","그래비티","2026-03-04 10:42:48","I","2026-03-06 00:20:02","","204406.509987761","398053.572760824","외국인관광 도시민박업","","일반주거지역","2","주택가주변","","","단독주택","2","1","1","0","GRAVITY","Home stay targeting foreigners","0","0","","0","0","","0","53.45","","0","","","","","","","10000000","","","","53",
"27","외국인관광도시민박업","03_11_04_P","3220000","CDFI2262212026000078","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 166-11","서울특별시 강남구 강남대로122길 30, 5층 (논현동)","06119","강남스타일 빌리지","2026-03-04 11:18:07","I","2026-03-06 00:20:02","","202176.378599998","445121.436050772","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","80.52","","0","","","","","","","0","","","","81",
"28","외국인관광도시민박업","03_11_04_P","3220000","CDFI2262212026000079","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 167-21","서울특별시 강남구 강남대로120길 23, 201호 (논현동)","06119","스테이 지수","2026-03-04 11:29:49","I","2026-03-06 00:20:02","","202158.07451996","445031.425185456","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","54.44","","0","","","","","","","0","","","","54",
"29","외국인관광도시민박업","03_11_04_P","3220000","CDFI2262212026000080","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 167-21","서울특별시 강남구 강남대로120길 23, 101호 (논현동)","06119","강남 23","2026-03-04 13:26:42","I","2026-03-06 00:20:02","","202158.07451996","445031.425185456","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","44.4","","0","","","","","","","0","","","","44",
"30","외국인관광도시민박업","03_11_04_P","3220000","CDFI2262212026000081","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 184-14","서울특별시 강남구 강남대로114길 27-3, 301호 (논현동)","06120","메종 184 강남","2026-03-04 16:10:16","I","2026-03-06 00:20:02","","202246.685500885","444916.31724475","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","58.2","","0","","","","","","","0","","","","58",
"31","외국인관광도시민박업","03_11_04_P","3050000","CDFI2262212026000007","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 신설동 91-238","서울특별시 동대문구 왕산로5길 13 (신설동)","02580","어반한옥","2026-03-04 16:09:27","I","2026-03-06 00:20:02","","202289.994651936","452792.310577912","외국인관광 도시민박업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"32","외국인관광도시민박업","03_11_04_P","3280000","CDFI2262212026000016","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 영선동4가 128-2","부산광역시 영도구 남항새싹1길 68, 1층 (영선동4가)","49079","SAIBADA","2026-03-04 16:30:24","I","2026-03-06 00:20:02","","386224.716336563","178023.543810615","외국인관광 도시민박업","","","0","","","","","0","0","0","0","SAIBADA","Foreign Tourist City Guest House","0","0","","0","0","","0","66.35","","0","","","","","","","0","","","","66",
"33","외국인관광도시민박업","03_11_04_P","5020000","CDFI2262212026000014","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 환호동 491-3","경상북도 포항시 북구 삼호로 505, 301호 (환호동)","37601","멍게","2026-03-04 15:00:56","I","2026-03-06 00:20:02","","415957.991763672","288472.420848882","외국인관광 도시민박업","","일반주거지역","4","","","","다중주택(공동주택적용)","3","1","0","0","","","0","0","","0","0","","0","82.9","","0","","","","","","","0","","","","83",
"34","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212026000019","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 북수동 331","경기도 수원시 팔달구 정조로 842-16, 3층 (북수동)","16253","행궁안채","2026-03-04 09:49:53","I","2026-03-06 00:20:02","","201405.001061481","420215.1245857","외국인관광 도시민박업","","일반상업지역","0","","","","단독주택","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"35","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212026000020","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 장안동 286-2","경기도 수원시 팔달구 화서문로 41-1, 3층 (장안동)","16250","오하라운지","2026-03-04 09:50:11","I","2026-03-06 00:20:02","","201047.151939098","420377.36872247","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"36","외국인관광도시민박업","03_11_04_P","3740000","CDFI2262212026000021","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 원천동 30-67","경기도 수원시 영통구 월드컵로179번길 18, 101호 (원천동)","16502","해피하우스Ⅰ","2026-03-04 09:50:21","I","2026-03-06 00:20:02","","203946.634442079","419540.852548674","외국인관광 도시민박업","","일반주거지역","0","","","","다가구용 주택(공동주택적용)","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"37","외국인관광도시민박업","03_11_04_P","3010000","CDFI2262212026000019","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남산동2가 20-2 201호","서울특별시 중구 퇴계로20길 41-9, 201호 (남산동2가)","04629","스틸 타임","2026-03-04 09:55:33","I","2026-03-06 00:20:02","","198750.461477892","450717.118461695","외국인관광 도시민박업","","","0","","","","단독주택","0","0","2","0","STILL TIME","City home-stay services for foreign tourists","0","0","","0","0","","0","40","","0","","","","","","","0","","","","40",
"38","외국인관광도시민박업","03_11_04_P","3560000","CDFI2262212013000001","2013-07-17","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 검암동 609-14 파인힐타운","인천광역시 서구 승학로506번안길 19-11, 105동 401호 (검암동, 파인힐타운)","22696","Jin house","2026-03-04 18:18:15","U","2026-03-06 02:40:00","","171212.329903652","451426.14028293","외국인관광 도시민박업","","","","","","","","","","3","","Kozy Korea","Guest House","","","","","","","","81.06","","","","","","","","","","","","","81",
"39","외국인관광도시민박업","03_11_04_P","3290000","CDFI2262212024000014","2024-09-25","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 전포동 197-26","부산광역시 부산진구 전포대로246번길 13-6, 3층 (전포동)","47301","아지스테이(Aji Stay)","2026-03-04 12:49:38","U","2026-03-06 02:40:00","","388222.555993008","186363.7470302","외국인관광 도시민박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"40","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000010","2026-01-27","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 동서학동 110-6","전북특별자치도 전주시 완산구 서학로 57-4 (동서학동)","55101","사랑가","2026-03-04 11:11:04","U","2026-03-06 02:40:00","","214029.365251761","256628.488839519","외국인관광 도시민박업","","","0","","","","단독주택","0","0","2","0","","","0","0","","0","0","","0","69.9","","0","","","","","","","0","","","","70",
"41","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000006","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 덕진구 인후동1가 703-14","전북특별자치도 전주시 덕진구 반태산1길 61 (인후동1가)","55002","아홉(AHOP)","2026-03-04 11:08:42","U","2026-03-06 02:40:00","","213423.541800891","258887.003776097","외국인관광 도시민박업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","87.52","","0","","","","","","","0","","","","88",
"42","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 서서학동 145-4","전북특별자치도 전주시 완산구 서학1길 25 (서서학동)","55100","초코게스트하우스","2026-03-04 11:09:57","U","2026-03-06 02:40:00","","213496.378439558","256276.864561343","외국인관광 도시민박업","","","0","","","","단독주택","0","0","4","0","","","0","0","","0","0","","0","166.32","","0","","","","","","","0","","","","166",
"43","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 남노송동 115-15","전북특별자치도 전주시 완산구 관선1길 75, 204호 (남노송동)","55035","한애","2026-03-04 11:06:45","U","2026-03-06 02:40:00","","214220.248569271","257682.536985399","외국인관광 도시민박업","","","0","","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","60","","0","","","","","","","0","","","","60",
"44","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000003","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 남노송동 115-15","전북특별자치도 전주시 완산구 관선1길 75, 402호 (남노송동)","55035","월아","2026-03-04 11:07:02","U","2026-03-06 02:40:00","","214220.248569271","257682.536985399","외국인관광 도시민박업","","","0","","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","80","","0","","","","","","","0","","","","80",
"45","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000004","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 남노송동 115-15","전북특별자치도 전주시 완산구 관선1길 75, 302호 (남노송동)","55035","더스테이","2026-03-04 11:07:27","U","2026-03-06 02:40:00","","214220.248569271","257682.536985399","외국인관광 도시민박업","","","0","","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","60","","0","","","","","","","0","","","","60",
"46","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000007","2026-01-21","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 덕진구 진북동 1160-4","전북특별자치도 전주시 덕진구 숲정이로 9-3 (진북동)","54938","전주 스테이 휴식","2026-03-04 11:09:22","U","2026-03-06 02:40:00","","211559.020626985","259139.094699966","외국인관광 도시민박업","","","0","","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","78.6","","0","","","","","","","0","","","","79",
"47","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000008","2026-01-21","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 다가동4가 125-8","전북특별자치도 전주시 완산구 전주천동로 266, 3층 (다가동4가)","54999","포레이지","2026-03-04 11:04:01","U","2026-03-06 02:40:00","","212375.069918333","257738.536461475","외국인관광 도시민박업","","","0","","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","88.67","","0","","","","","","","0","","","","89",
"48","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000009","2026-01-21","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 서신동 846-15","전북특별자치도 전주시 완산구 서신천변1길 8-6, 102호 (서신동)","54953","이음","2026-03-04 11:10:35","U","2026-03-06 02:40:00","","210216.309507365","258540.106129086","외국인관광 도시민박업","","","0","","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","52.5","","0","","","","","","","0","","","","53",
"49","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000005","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 덕진구 진북동 1143-15","전북특별자치도 전주시 덕진구 숲정이2길 46, 2층 (진북동)","54938","전주지후","2026-03-04 11:08:09","U","2026-03-06 02:40:00","","211707.689433267","259162.169784893","외국인관광 도시민박업","","","0","","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","41.65","","0","","","","","","","0","","","","42",
"50","외국인관광도시민박업","03_11_04_P","3000000","CDFI2262212024000016","2024-05-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 통인동 24-1","서울특별시 종로구 필운대로6길 17-15 (통인동)","03036","서촌 통인루프탑 스테이","2026-03-04 11:31:48","U","2026-03-06 02:40:00","","197270.269588294","453141.54569748","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","단독주택","0","0","1","0","","","0","0","","0","0","","0","13.09","","0","","","","","","","130000000","","","","13",
"51","외국인관광도시민박업","03_11_04_P","3040000","CDFI2262212025000087","2025-12-15","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 684-7","서울특별시 광진구 자양로6길 50, B01호 (자양동)","05113","Maison de Jann","2026-03-04 09:26:39","U","2026-03-06 02:40:00","","207753.538203035","447848.593547671","외국인관광 도시민박업","","일반주거지역","4","주택가주변","","","다가구용 주택(공동주택적용)","3","1","0","0","","","0","0","","0","0","","0","40","","0","","","","","","","30000000","","","","40",
"52","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000085","2025-11-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 154-10","서울특별시 송파구 석촌호수로18길 15-8, 202호 (석촌동, 보람주택)","05610","JR스테이","2026-03-04 10:57:11","U","2026-03-06 02:40:00","","208933.493469315","444823.600587928","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다세대주택","0","0","1","0","","","0","0","","0","0","","0","38.37","","0","","","","","","","0","","","","38",
"53","외국인관광도시민박업","03_11_04_P","3140000","CDFI2262212025000043","2025-10-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 목동 42-124","서울특별시 양천구 목동중앙북로16길 117, 201호 (목동)","07974","목동루나스테이","2026-03-04 13:05:28","U","2026-03-06 02:40:00","","188596.612639902","448962.197551668","외국인관광 도시민박업","","일반주거지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","44.16","","0","","","","","","","0","","","","44",
"54","외국인관광도시민박업","03_11_04_P","4641000","CDFI2262212026000014","2026-02-25","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 서신동 830-11","전북특별자치도 전주시 완산구 서신천변6길 13, 3층 (서신동)","54952","다옴","2026-03-04 11:13:26","U","2026-03-06 02:40:00","","210315.204146516","258698.239775685","외국인관광 도시민박업","","","0","","","","단독주택","0","0","2","0","","","0","0","","0","0","","0","95.58","","0","","","","","","","0","","","","96",
