"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","식품자동판매기업","07_22_10_P","3330000","3330000-112-2026-00007","2026-02-04","","01","영업/정상","01","영업","","","","","","3.30","612-820","부산광역시 해운대구 우동 471 부산기계공업고등학교","부산광역시 해운대구 해운대로 569, 부산기계공업고등학교 체육관 1층 학생휴게실 (우동)","48088","천초자판기","2026-03-02 08:39:07","U","2026-03-04 02:40:00","식품자동판매기영업","396206.240389606","187129.731623369","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
"2","식품자동판매기업","07_22_10_P","4390000","4390000-112-2026-00015","2026-03-03","","01","영업/정상","01","영업","","","","","","0.00","380-966","충청북도 충주시 호암동 135 진도아파트상가","충청북도 충주시 호암중앙1로 34, 진도아파트상가 101,102,106호 (호암동)","27481","씨유충주호암진도점","2026-03-03 11:29:36","I","2026-03-05 00:20:02","식품자동판매기영업","283605.749016835","384230.566433751","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"3","식품자동판매기업","07_22_10_P","3820000","3820000-112-2026-00002","2026-03-03","","01","영업/정상","01","영업","","","","","","3.00","480-810","경기도 의정부시 의정부동 396-3 신도아파트 상가동 105호","경기도 의정부시 경의로132번길 78, 신도아파트 상가동 지상1층 105호 (의정부동)","11702","티타임커피","2026-03-03 14:57:28","I","2026-03-05 00:20:02","식품자동판매기영업","204343.618174407","469637.400137516","식품자동판매기영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"4","식품자동판매기업","07_22_10_P","3670000","3670000-112-2026-00007","2026-03-03","","01","영업/정상","01","영업","","","","","","0.00","305-325","대전광역시 유성구 노은동 535-22 지상1층","대전광역시 유성구 노은동로 83-1, 지상1층 (노은동)","34091","노트커피","2026-03-03 15:26:39","I","2026-03-05 00:20:02","식품자동판매기영업","228934.27","318629.285","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"5","식품자동판매기업","07_22_10_P","5350000","5350000-112-2026-00001","2026-03-03","","01","영업/정상","01","영업","","","","","","","621-922","경상남도 김해시 외동 1252-2 삼우빌딩 1층 108호","경상남도 김해시 함박로101번길 22, 삼우빌딩 1층 108호 (외동)","50948","지에스(GS)25 김해외동시장점","2026-03-03 15:21:37","I","2026-03-05 00:20:02","식품자동판매기영업","369777.966796705","194364.187706334","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"6","식품자동판매기업","07_22_10_P","5020000","5030000-112-2026-00004","2026-03-03","","01","영업/정상","01","영업","","","","","","3.30","790-911","경상북도 포항시 남구 오천읍 원리 893-44 1층 가동","경상북도 포항시 남구 오천읍 남원로 85-87, 가동 1층","37883","문구야 놀자 오천문덕점","2026-03-03 13:30:12","I","2026-03-05 00:20:02","식품자동판매기영업","416513.118728502","276682.899637927","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
"7","식품자동판매기업","07_22_10_P","3110000","3110000-112-2026-00005","2026-03-03","","01","영업/정상","01","영업","","","","","","12.00","122-813","서울특별시 은평구 갈현동 470-11 리젠트","서울특별시 은평구 연서로19길 13, 101동 1층 102호 (갈현동, 리젠트)","03336","더 리터24","2026-03-03 17:12:14","I","2026-03-05 00:20:02","식품자동판매기영업","192505.548983446","456821.218817854","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"8","식품자동판매기업","07_22_10_P","4010000","4010000-112-2026-00006","2026-03-03","","01","영업/정상","01","영업","","","","","","22.23","429-831","경기도 시흥시 신천동 765-6 화랑연립","경기도 시흥시 신천로 89-20, 나동 1층 101호 일부호 (신천동, 화랑연립)","14949","나우커피신천점","2026-03-03 10:06:21","I","2026-03-05 00:20:02","식품자동판매기영업","180889.650357343","437397.294607891","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","22.23","","","",
"9","식품자동판매기업","07_22_10_P","3180000","3180000-112-2026-00005","2026-03-03","","01","영업/정상","01","영업","","","","","","3.30","150-782","서울특별시 영등포구 신길동 897-1 삼환아파트","서울특별시 영등포구 여의대방로43라길 9, 상가동 1층 103호 (신길동, 삼환아파트)","07350","씨유 영등포삼환점","2026-03-03 17:07:27","I","2026-03-05 00:20:02","식품자동판매기영업","192797.853190907","445107.031326462","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"10","식품자동판매기업","07_22_10_P","3740000","3750000-112-2026-00001","2026-03-03","","01","영업/정상","01","영업","","","","","","","440-310","경기도 수원시 장안구 이목동 240 A동학교동(동원동우고등학교)","경기도 수원시 장안구 장안로 426-1 (이목동)","16208","앱티즈샐러드","2026-03-03 15:29:54","I","2026-03-05 00:20:02","식품자동판매기영업","198411.808515704","424063.951308057","식품자동판매기영업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
