"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","식품제조가공업","07_22_11_P","5130000","5130000-106-2026-00002","2026-01-22","","01","영업/정상","01","영업","","","","","","25.18","712-220","경상북도 경산시 여천동 240-3 대구한의대 오성캠퍼스","경상북도 경산시 어봉지길 285-10, 대구한의대 오성캠퍼스 별관동 4층 410-1호 (여천동)","38578","주식회사 케이로컬농수산연구소","2026-03-02 13:19:22","U","2026-03-04 02:40:00","기타 식품제조가공업","361633.895326838","255561.666177474","기타 식품제조가공업","0","0","","","","0","0","0","0","0","임대","0","0","N","0","","","",
"2","식품제조가공업","07_22_11_P","5130000","5130000-106-2026-00003","2026-02-05","","01","영업/정상","01","영업","","","","","","304.20","","경상북도 경산시 압량읍 의송리 280-5","경상북도 경산시 압량읍 의송길 116-1","38493","주식회사 고소담","2026-03-01 11:25:45","U","2026-03-04 02:40:00","기타 식품제조가공업","362091.666433526","263414.316909821","기타 식품제조가공업","0","0","","","상수도전용","0","0","0","0","0","임대","0","0","N","3.88","","","",
"3","식품제조가공업","07_22_11_P","3980000","3980000-106-2022-00008","2022-08-11","","01","영업/정상","01","영업","","","","","","89.41","471-833","경기도 구리시 인창동 474 B01","경기도 구리시 동구릉로 155, B01호 (인창동, 건영아파트상가동)","11914","대국","2026-03-01 12:23:15","U","2026-03-04 02:40:00","기타 식품제조가공업","212001.296153672","456684.490977718","기타 식품제조가공업","0","0","","","","0","0","0","0","0","","0","0","N","9.41","","","",
"4","식품제조가공업","07_22_11_P","5100000","5100000-106-2018-00018","2018-11-26","","01","영업/정상","01","영업","","","","","","878.48","770-911","경상북도 영천시 대창면 사리리 320-16","경상북도 영천시 대창면 한제길 12-70","38911","한국엔디","2026-03-03 09:19:54","I","2026-03-05 00:20:02","기타 식품제조가공업","369450.918595739","265988.026703382","기타 식품제조가공업","0","0","","","상수도전용","0","0","0","0","2","임대","0","0","N","46.62","","","",
"5","식품제조가공업","07_22_11_P","3780000","3780000-106-2026-00001","2026-03-03","","01","영업/정상","01","영업","","","","","","112.05","462-807","경기도 성남시 중원구 상대원동 333-7 금강펜테리움IT타워, 지하3층 지하318호","경기도 성남시 중원구 갈마치로 215, 금강펜테리움IT타워 지하 3층 지하 318호 (상대원동)","13217","신선해","2026-03-03 14:13:49","I","2026-03-05 00:20:02","기타 식품제조가공업","215286.211412495","436830.129112491","기타 식품제조가공업","0","0","","","상수도전용","0","0","0","0","0","임대","0","0","N","22.3","","","",
"6","식품제조가공업","07_22_11_P","3080000","3080000-106-2026-00001","2026-02-25","","01","영업/정상","01","영업","","","","","","53.73","142-803","서울특별시 강북구 미아동 157-40","서울특별시 강북구 덕릉로32길 15, 지층 (미아동)","01129","드롭바이드롭 로스터리","2026-03-03 17:11:43","I","2026-03-05 00:20:02","기타 식품제조가공업","202287.395941971","459085.564922405","기타 식품제조가공업","0","0","","","","0","0","0","0","0","","0","0","N","11.49","","","",
"7","식품제조가공업","07_22_11_P","4390000","4390000-106-2026-00003","2026-03-03","","01","영업/정상","01","영업","","","","","","104.46","380-851","충청북도 충주시 소태면 야동리 295-2","충청북도 충주시 소태면 터골2길 34","27308","두리농장","2026-03-03 15:30:41","I","2026-03-05 00:20:02","기타 식품제조가공업","277740.38783216","401277.493326986","기타 식품제조가공업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"8","식품제조가공업","07_22_11_P","4781000","4781000-106-2026-00001","2026-03-03","","01","영업/정상","01","영업","","","","","","113.55","","전북특별자치도 고창군 부안면 송현리 506","전북특별자치도 고창군 부안면 안현길 18-12","56418","고창국화마을영농조합법인","2026-03-03 17:21:55","I","2026-03-05 00:20:02","기타 식품제조가공업","164783.542085206","226712.677381897","기타 식품제조가공업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"9","식품제조가공업","07_22_11_P","3640000","3640000-106-2026-00001","2026-03-03","","01","영업/정상","01","영업","","","","","","59.60","300-806","대전광역시 동구 가양동 576-1","대전광역시 동구 가양로 30-1 (가양동)","34600","세기유통","2026-03-03 16:37:17","I","2026-03-05 00:20:02","기타 식품제조가공업","239459.819352008","315514.264821869","기타 식품제조가공업","0","0","","","","0","0","0","0","0","임대","0","0","N","29.98","","","",
"10","식품제조가공업","07_22_11_P","4671000","4671000-106-2026-00002","2026-03-03","","01","영업/정상","01","영업","","","","","","165.75","","전북특별자치도 군산시 옥구읍 상평리 538-1","전북특별자치도 군산시 옥구읍 광월길 43, 1층","54172","유한회사 태우","2026-03-03 14:20:50","I","2026-03-05 00:20:02","기타 식품제조가공업","173862.486840188","270227.040268066","기타 식품제조가공업","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
