번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),실험실면적,사업장구분명,영업소면적,위탁업체명,실험실지역코드,실험실우편번호,실험실산,실험실번지,실험실호,실험실통,실험실반,실험실특수주소,실험실특수주소동,실험실특수주소호,실험실도로명주소시군구코드,실험실도로명주소읍면동코드,실험실도로명주소읍면동구분,실험실도로명주소코드,실험실도로명특수주소,실험실도로명주소건물층구분,실험실도로명주소건물본번호,실험실도로명주소건물부번호,실험실도로명주소우편번호,Unnamed: 51,record_key
134,환경측정대행업,09_30_17_P,6300000,630000008202200004,2026-02-13,,1,영업/정상,N,신규,,,,,,,34183,대전광역시 유성구 궁동 490-18,"대전광역시 유성구 대학로76번길 13, 3층 (궁동)",34183,제이비환경산업(주),2026-02-13 13:37:56,U,2026-02-15 02:40:00,,230902.860505382,317790.032329377,0.0,측정대행업,0,,3020012200.0,34183.0,0.0,490.0,18.0,,,,,,30200.0,3020012200.0,1.0,4301140.0,,0.0,13.0,0.0,34183.0,,제이비환경산업(주)_대전광역시유성구궁동490-18
132,환경측정대행업,09_30_17_P,6290000,629000008202200045,2026-02-13,,1,영업/정상,N,신규,,,,,,,57736,전라남도 광양시 광양읍 구산리 799-20,"전라남도 광양시 광양읍 매천로 723, 1동 1층 102호",57736,주식회사 지엔테크,2026-02-13 13:41:27,U,2026-02-15 02:40:00,,252565.194063073,164655.485758348,0.0,측정대행업,0,,2920014600.0,62417.0,0.0,913.0,3.0,,,,,,29200.0,2920014600.0,1.0,4289646.0,,0.0,58.0,0.0,62417.0,,주식회사지엔테크_전라남도광양시광양읍구산리799-20
126,환경측정대행업,09_30_17_P,6460000,646000008202300009,2026-02-13,,1,영업/정상,N,신규,,,,,,,58024,전라남도 순천시 해룡면 성산리 241번지,전라남도 순천시 해룡면 정채봉길 77-1,58024,(주)주원이테크,2026-02-13 13:09:03,U,2026-02-15 02:40:00,,250289.685609586,157938.279608185,88.87,측정대행업,0,,4615031027.0,58024.0,0.0,241.0,0.0,,,,,,46150.0,4615031027.0,0.0,4649949.0,,0.0,77.0,1.0,58024.0,,(주)주원이테크_전라남도순천시해룡면성산리241번지
147,환경측정대행업,09_30_17_P,6280000,628000008202500002,2026-02-13,,1,영업/정상,N,신규,,,,,,,22146,인천광역시 미추홀구 주안동 1580-36,"인천광역시 미추홀구 문화로169번길 97, 101호,202호, 302호 (주안동)",22146,주식회사 피시스,2026-02-13 15:07:10,U,2026-02-15 02:40:00,,172932.014095603,439310.71484284,20.0,측정대행업,0,,2817710500.0,22146.0,0.0,1580.0,36.0,,,,,,28177.0,2817710500.0,1.0,4253241.0,"101호,202호,",0.0,97.0,0.0,22146.0,,주식회사피시스_인천광역시미추홀구주안동1580-36
145,환경측정대행업,09_30_17_P,6290000,629000008202500001,2026-02-13,,1,영업/정상,N,신규,,,,,,,58217,전라남도 나주시 빛가람동 208-1,"전라남도 나주시 빛가람로 731, 케이에스프라자 1동 5층 503호 (빛가람동)",58217,한국실내환경협회환경분석센터 주식회사,2026-02-13 13:36:16,U,2026-02-15 02:40:00,,180921.935217086,169195.848607042,0.0,측정대행업,0,,2920011400.0,62305.0,0.0,1725.0,0.0,,,,,,29200.0,2920011400.0,1.0,4289340.0,,0.0,36.0,6.0,62305.0,,한국실내환경협회환경분석센터주식회사_전라남도나주시빛가람동208-1
142,환경측정대행업,09_30_17_P,6270000,627000008202100002,2026-02-13,,1,영업/정상,N,신규,,,,,,,42490,대구광역시 남구 대명동 646-19,대구광역시 남구 대명남로 160 (대명동),42490,(주)대림종합환경,2026-02-13 10:26:43,U,2026-02-15 02:40:00,,342283.3111782,260627.073987253,0.0,측정대행업,0,,2720010300.0,42490.0,0.0,646.0,19.0,,,,,,27200.0,2720010300.0,1.0,3144002.0,,0.0,160.0,0.0,42490.0,,(주)대림종합환경_대구광역시남구대명동646-19
141,환경측정대행업,09_30_17_P,6280000,628000008202100002,2026-02-13,,1,영업/정상,N,신규,,,,,,,21315,인천광역시 부평구 청천동 440-4 남광센트렉스 818-1호,"인천광역시 부평구 부평대로 301, 남광센트렉스 818-1호 (청천동)",21315,(주)더비씨,2026-02-13 09:30:58,U,2026-02-15 02:40:00,,175244.679431842,446320.270927882,0.0,측정대행업,0,,2823710400.0,21315.0,0.0,440.0,4.0,,,남광센트렉스,,818-1,28237.0,2823710400.0,1.0,2008008.0,남광센트렉스,0.0,301.0,0.0,21315.0,,(주)더비씨_인천광역시부평구청천동440-4남광센트렉스818-1호
136,환경측정대행업,09_30_17_P,6300000,630000008202100049,2026-02-13,,1,영업/정상,N,신규,,,,,,,,,대전광역시 유성구 테크노11로 12 (탑립동),305-510,(주)피켐코리아,2026-02-13 13:37:08,U,2026-02-15 02:40:00,,236710.769198605,324002.346363247,0.0,측정대행업,0,,,,,,,,,,,,30200.0,3020014300.0,1.0,3167070.0,,0.0,12.0,,305510.0,,(주)피켐코리아_
135,환경측정대행업,09_30_17_P,6300000,630000008202200006,2026-02-13,,1,영업/정상,N,신규,,,,,,,34568,대전광역시 동구 삼성동 302-138,"대전광역시 동구 옛신탄진로 2, 3층 (삼성동)",34568,주식회사 한국표준환경연구원,2026-02-13 13:35:48,U,2026-02-15 02:40:00,,238181.213283124,315702.784400507,0.0,측정대행업,0,,3011011800.0,34568.0,0.0,302.0,138.0,,,,,,30110.0,3011011800.0,1.0,3010013.0,,0.0,2.0,0.0,34568.0,,주식회사한국표준환경연구원_대전광역시동구삼성동302-138
133,환경측정대행업,09_30_17_P,6470000,647000008202400058,2026-02-13,,1,영업/정상,N,신규,,,,,,,39408,경상북도 구미시 진평동 28-9,경상북도 구미시 인동22길 19(진평동),39408,(주)세신환경기술,2026-02-13 17:06:25,U,2026-02-15 02:40:00,,328389.285090937,289329.166845106,60.84,측정대행업,0,,4719012300.0,39408.0,0.0,28.0,9.0,,,,,,47190.0,4719012300.0,1.0,4724740.0,,0.0,19.0,0.0,39408.0,,(주)세신환경기술_경상북도구미시진평동28-9
121,환경측정대행업,09_30_17_P,6460000,646000008202400010,2026-02-12,,1,영업/정상,N,신규,,,,,,,59677,전라남도 여수시 학동 39-28,전라남도 여수시 학동3길 25 (학동),59677,(주)진영이앤씨,2026-02-12 10:39:31,U,2026-02-14 02:40:00,,260894.126217382,140958.762114613,116.48,측정대행업,0,,4613012800.0,59677.0,0.0,39.0,28.0,,,,,,46130.0,4613012800.0,1.0,4646938.0,,0.0,25.0,0.0,59677.0,,(주)진영이앤씨_전라남도여수시학동39-28
120,환경측정대행업,09_30_17_P,6260000,626000008202100004,2026-02-12,,1,영업/정상,N,신규,,,,,,,,부산광역시 사상구 모라동 282-1,"부산광역시 사상구 사상로539번길 41, B동 2층 (모라동)",,그린환경기술(주),2026-02-12 15:23:04,U,2026-02-14 02:40:00,,,,0.0,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,그린환경기술(주)_부산광역시사상구모라동282-1
119,환경측정대행업,09_30_17_P,6260000,626000008202100006,2026-02-12,,1,영업/정상,N,신규,,,,,,,,부산광역시 기장군 장안읍 반룡리 850번지 그린컨기술주식회사,"부산광역시 기장군 장안읍 장안산단1로 11, 그린컨기술주식회사 디동 2,3층",,승보환경기술(주),2026-02-12 15:20:19,U,2026-02-14 02:40:00,,,,0.0,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,승보환경기술(주)_부산광역시기장군장안읍반룡리850번지그린컨기술주식회사
117,환경측정대행업,09_30_17_P,6460000,646000008202400016,2026-02-12,,1,영업/정상,N,신규,,,,,,,58023,전라남도 순천시 해룡면 호두리 0번지,"전라남도 순천시 해룡면 해룡산단6로 100, 2층",58023,주식회사 윤테크(대기),2026-02-12 10:38:18,U,2026-02-14 02:40:00,,251340.17383273,156473.247425943,50.0,측정대행업,0,,4615031030.0,58023.0,0.0,0.0,0.0,,,,,,46150.0,4615031030.0,0.0,3283058.0,,0.0,100.0,0.0,58023.0,,주식회사윤테크(대기)_전라남도순천시해룡면호두리0번지
151,환경측정대행업,09_30_17_P,6410000,641000008202500212,2026-02-12,,1,영업/정상,N,신규,,,,,,,,경기도 군포시 산본동 18-14 우경타워 402호,"경기도 군포시 엘에스로182번길 3-15, 우경타워 402호 (산본동)",,주식회사 비앤지기술연구소,2026-02-12 09:21:07,U,2026-02-16 02:40:00,,,,0.0,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,주식회사비앤지기술연구소_경기도군포시산본동18-14우경타워402호
114,환경측정대행업,09_30_17_P,6540000,654000008202400026,2026-02-12,,1,영업/정상,N,신규,,,,,,,,전북특별자치도 군산시 소룡동 1659번지 전북인력개발원,"전북특별자치도 군산시 동장산로 119, 전북인력개발원(소룡동)",,케이에스환경(주),2026-02-12 09:26:53,U,2026-02-14 02:40:00,,,,0.0,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,케이에스환경(주)_전북특별자치도군산시소룡동1659번지전북인력개발원
113,환경측정대행업,09_30_17_P,6290000,629000008202200041,2026-02-12,,1,영업/정상,N,신규,,,,,,,61007,광주광역시 북구 월출동 974-18 주식회사휘라포토닉스,"광주광역시 북구 첨단벤처소로38번길 11-5, 주식회사휘라포토닉스 2층(월출동)",61007,동명생명과학원(주),2026-02-12 16:15:08,U,2026-02-14 02:40:00,,187440.859553372,192700.741424758,0.0,측정대행업,0,,2917013900.0,61007.0,0.0,974.0,18.0,,,주식회사휘라포토닉스,,,29170.0,2917013900.0,1.0,4286730.0,주식회사휘라포토닉스,0.0,11.0,5.0,61007.0,,동명생명과학원(주)_광주광역시북구월출동974-18주식회사휘라포토닉스
124,환경측정대행업,09_30_17_P,6290000,629000008202200048,2026-02-12,,1,영업/정상,N,신규,,,,,,,,,"전라남도 장흥군 장흥읍 흥성로 22-60, 2동",59326,주식회사 글로벤스,2026-02-12 16:21:42,U,2026-02-14 02:40:00,,191628.996967732,130701.070642313,42.94,측정대행업,0,,2920011300.0,62244.0,0.0,122.0,43.0,,,,,,29200.0,2920011300.0,1.0,2009005.0,,0.0,611.0,14.0,62244.0,,주식회사글로벤스_
112,환경측정대행업,09_30_17_P,6290000,629000008202200064,2026-02-12,,1,영업/정상,N,신규,,,,,,,57347,전라남도 담양군 담양읍 백동리 271-16,전라남도 담양군 담양읍 삼거리길 11,57347,동명환경과학원(주),2026-02-12 16:18:47,U,2026-02-14 02:40:00,,198343.909606967,201304.183438417,132.0,측정대행업,0,,2917013900.0,61007.0,0.0,974.0,18.0,,,피니사코리아,,,29170.0,2917013900.0,1.0,4286730.0,피니사코리아,0.0,11.0,5.0,61007.0,,동명환경과학원(주)_전라남도담양군담양읍백동리271-16
105,환경측정대행업,09_30_17_P,6460000,646000008202600003,2026-02-12,,1,영업/정상,N,신규,,,,,,,58243,전라남도 나주시 석현동 285번지,전라남도 나주시 월림길 33 (석현동),58243,(주)한울연구소(소음대장),2026-02-12 15:11:30,I,2026-02-14 00:20:02,,175959.562561707,172329.382764938,0.0,측정대행업,0,,4617011800.0,58243.0,0.0,285.0,0.0,,,,,,46170.0,4617011800.0,1.0,4652458.0,,0.0,33.0,0.0,58243.0,,(주)한울연구소(소음대장)_전라남도나주시석현동285번지
123,환경측정대행업,09_30_17_P,6270000,627000008200600008,2026-02-12,,1,영업/정상,N,신규,,,,,,,,대구광역시 달서구 이곡동 541번지 10호,대구광역시 달서구 달구벌대로 1222 (이곡동),,제일환경측정(주),2026-02-12 09:34:54,U,2026-02-14 02:40:00,,,,90.6,측정대행업,0,,2729010800.0,42703.0,0.0,541.0,10.0,,,"3,4층",,,27290.0,2729010800.0,1.0,2007002.0,,0.0,1222.0,0.0,42703.0,,제일환경측정(주)_대구광역시달서구이곡동541번지10호
111,환경측정대행업,09_30_17_P,6260000,626000008202300079,2026-02-12,,1,영업/정상,N,신규,,,,,,,46988,부산광역시 사상구 감전동 152-2 부산산업용재유통상가 2동 301호,"부산광역시 사상구 새벽로 131, 부산산업용재유통상가 2층 301호 (감전동)",46988,(주)엔브이에이치테크놀로지,2026-02-12 15:14:34,U,2026-02-14 02:40:00,,380482.767624189,185582.274947583,0.0,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,(주)엔브이에이치테크놀로지_부산광역시사상구감전동152-2부산산업용재유통상가2동301호
