"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","복합유통게임제공업","03_05_04_P","4520000","CDFF2241032026000001","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","충청남도 아산시 탕정면 매곡리 1209","충청남도 아산시 탕정면 한들물빛6로 26, 2층 205,206호","31465","레드포스PC아레나 아산탕정점","2026-03-03 15:43:17","I","2026-03-05 00:20:02","","207598.043643854","365168.413103211","복합유통게임제공업","유통관련업","0","","","347.29","2","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","복합유통게임제공업","03_05_04_P","3830000","CDFF2241032016000001","2016-03-03","","01","영업/정상","13","영업중","","","","","","","","경기도 안양시 만안구 안양동 674-62","경기도 안양시 만안구 장내로139번길 52, 지1층 (안양동)","13992","크라우드PC 안양1번가 본점","2026-03-03 11:23:18","U","2026-03-05 02:40:00","","","","복합유통게임제공업","유통관련업","0","","식품접객업(영업의형태:휴게음식점)","667.36","0","0","","0","0","0","0","","","","","","","","","","","","214","","전체이용가","","","","",
"3","복합유통게임제공업","03_05_04_P","4090000","CDFF2241032026000002","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 구래동 6883-8","경기도 김포시 김포한강9로 80, 409,410,411호 (구래동)","10071","옵티멈존 피씨카페 구래역점 주식회사","2026-03-04 16:43:11","I","2026-03-06 00:20:02","","166928.339812519","460277.295825779","복합유통게임제공업","유통관련업","0","","식품접객업","657.65","0","0","판매시설","0","0","0","0","","","","","","","","","","","","0","","","","","","근린상업지역",
"4","복합유통게임제공업","03_05_04_P","3860000","CDFF2241032026000001","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 심곡동 175-9 로데오빌","경기도 부천시 원미구 부천로9번길 24, 로데오빌 3층 302호 (심곡동)","14637","홈즈앤루팡24OTT보드게임플러스 부천역점","2026-03-05 17:47:16","I","2026-03-07 00:20:02","","180625.852111363","442613.038790228","복합유통게임제공업","유통관련업","0","","식품접객업","183.92","3","0","","0","0","0","0","","","","","","","","","","","","12","","전체이용가","","","","",
"5","복합유통게임제공업","03_05_04_P","3370000","CDFF2241032026000002","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 1498-9 시청역 더리체","부산광역시 연제구 신촌로 27, 2층 (연산동, 시청역 더리체)","47542","욜로PC방 부산시청점","2026-03-05 19:41:57","I","2026-03-07 00:20:02","","388986.790075634","189061.979519912","복합유통게임제공업","유통관련업","0","","식품접객업(휴게음식점)","256.24","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","일반상업지역",
"6","복합유통게임제공업","03_05_04_P","3370000","CDFF2241032026000003","2026-03-05","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 822-49","부산광역시 연제구 연수로 105, 지하1층 (연산동)","47604","뽑기코인노래연습장","2026-03-05 19:43:56","I","2026-03-07 00:20:02","","389650.008253207","188231.01773282","복합유통게임제공업","유통관련업","0","","노래연습장업","133","0","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"7","복합유통게임제공업","03_05_04_P","4940000","CDFF2241032017000001","2017-01-19","","03","폐업","03","폐업","2026-03-04","","","","","","","","전라남도 영암군 학산면 영산로 6-1","58439","C9","2026-03-05 09:42:39","U","2026-03-07 02:40:00","","160540.470597267","136337.595803104","복합유통게임제공업","유통관련업","3","기타","노래연습장업","215.02","3","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","일반상업지역",
"8","복합유통게임제공업","03_05_04_P","5530000","CDFF2241032019000004","2019-04-11","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 효행구 봉담읍 상리 26-68","경기도 화성시 효행구 봉담읍 샘마을길 12, 브릭스퀘어 301,302,303호","18316","스타파이브PC 화성봉담점","2026-03-05 10:07:32","U","2026-03-07 02:40:00","","195399.52206223","412999.962564227","복합유통게임제공업","유통관련업","0","","휴게음식점","303","0","0","","0","0","0","0","","","","","","","","","","","","126","","전체이용가","","","","",
"9","복합유통게임제공업","03_05_04_P","5670000","CDFF2241032020000001","2020-07-23","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 마산회원구 내서읍 삼계리 22-6 Family Mart","경상남도 창원시 마산회원구 내서읍 삼계4길 29, 지하1층","51236","아이센스리그 PC방 창원내서점","2026-03-05 11:17:02","U","2026-03-07 02:40:00","","336801.589264309","193736.295650114","복합유통게임제공업","유통관련업","0","","휴게음식업","305","0","1","","0","0","0","0","","","","","","","","","","","","71","","","","","","",
"10","복합유통게임제공업","03_05_04_P","5710000","CDFF2241032017000033","2017-11-22","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 복대동 1631","충청북도 청주시 흥덕구 내수동로 46, 3층 (복대동)","28595","3POP PC방","2026-03-05 15:09:59","U","2026-03-07 02:40:00","","240403.396717975","348019.255270552","복합유통게임제공업","유통관련업","0","","식품접객업","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
