번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지,Unnamed: 47,record_key
1103,즉석판매제조가공업,07_22_19_P,3700000,3700000-107-2026-00051,2026-03-05,,1,영업/정상,1,영업,,,,,,0.0,680-814,울산광역시 남구 삼산동 1464-17,"울산광역시 남구 돋질로251번길 32-1, 1층 (삼산동)",44700.0,궁반찬가게,2026-03-05 11:47:24,I,2026-03-07 00:20:02,즉석판매제조가공업,411362.091428734,229898.470742381,즉석판매제조가공업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,궁반찬가게_울산광역시남구삼산동1464-17
1143,즉석판매제조가공업,07_22_19_P,3940000,3940000-107-2026-00210,2026-03-05,,1,영업/정상,1,영업,,,,,031 977 9884,,412-826,경기도 고양시 덕양구 화정동 808-17,"경기도 고양시 덕양구 호국로 573, 지도화수농협 하나로마트 1층 일부호 (화정동)",10455.0,(주)푸드뱅크코리아(한시적),2026-03-05 16:20:12,I,2026-03-07 00:20:02,즉석판매제조가공업,184693.994889598,459655.911085072,즉석판매제조가공업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,0.0,,,,,(주)푸드뱅크코리아(한시적)_경기도고양시덕양구화정동808-17
1166,즉석판매제조가공업,07_22_19_P,5380000,5380000-107-2026-00061,2026-03-05,,1,영업/정상,1,영업,,,,,,3.3,626-848,경상남도 양산시 평산동 96 이마트트레이더스,"경상남도 양산시 평산로 16, 이마트트레이더스 1층 (평산동)",50548.0,(주)마켓인,2026-03-05 16:37:23,I,2026-03-07 00:20:02,즉석판매제조가공업,395549.598198962,211323.657984759,즉석판매제조가공업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,임대,0.0,0.0,N,3.3,,,,,(주)마켓인_경상남도양산시평산동96이마트트레이더스
1165,즉석판매제조가공업,07_22_19_P,5380000,5380000-107-2026-00060,2026-03-05,,1,영업/정상,1,영업,,,,,,42.55,626-821,경상남도 양산시 동면 석산리 1452-2 센텀빌딩,"경상남도 양산시 동면 금오13길 20, 센텀빌딩 105호",50650.0,찬장,2026-03-05 09:57:48,I,2026-03-07 00:20:02,즉석판매제조가공업,384151.268561516,203894.224158488,즉석판매제조가공업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,42.55,,,,,찬장_경상남도양산시동면석산리1452-2센텀빌딩
1164,즉석판매제조가공업,07_22_19_P,3210000,3210000-107-2026-00152,2026-03-05,,1,영업/정상,1,영업,,,,,,0.0,137-832,서울특별시 서초구 방배동 816-1 방배한신트리플,"서울특별시 서초구 방배로33길 29, 1층 (방배동, 방배한신트리플)",6562.0,주식회사 월드푸드,2026-03-05 12:40:02,I,2026-03-07 00:20:02,즉석판매제조가공업,198984.364832071,443229.835878514,즉석판매제조가공업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,주식회사월드푸드_서울특별시서초구방배동816-1방배한신트리플
1163,즉석판매제조가공업,07_22_19_P,3210000,3210000-107-2026-00151,2026-03-05,,1,영업/정상,1,영업,,,,,,0.0,137-960,서울특별시 서초구 반포동 19-3 센트럴시티,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 행사장 (반포동)",6546.0,(주)갑성,2026-03-05 09:13:26,I,2026-03-07 00:20:02,즉석판매제조가공업,200250.447804795,444683.220506107,즉석판매제조가공업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,(주)갑성_서울특별시서초구반포동19-3센트럴시티
1162,즉석판매제조가공업,07_22_19_P,5060000,5060000-107-2026-00028,2026-03-05,,1,영업/정상,1,영업,,,,,,,740-978,경상북도 김천시 신음동 990-1 이마트,"경상북도 김천시 시청로 75, 이마트 2층 (신음동)",39547.0,알앤알코리아,2026-03-05 16:04:20,I,2026-03-07 00:20:02,즉석판매제조가공업,300454.619845122,293292.616281666,즉석판매제조가공업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,0.0,,,,,알앤알코리아_경상북도김천시신음동990-1이마트
1161,즉석판매제조가공업,07_22_19_P,5600000,5600000-107-2026-00027,2026-03-05,,1,영업/정상,1,영업,,,,,,,487-892,경기도 포천시 영북면 운천리 344-3 영북농협하나로마트,"경기도 포천시 영북면 영북로 174, 영북농협하나로마트",11104.0,주식회사 씨엔 줄리앙와플,2026-03-05 08:57:42,I,2026-03-07 00:20:02,즉석판매제조가공업,224084.883629799,509707.595151058,즉석판매제조가공업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,0.0,,,,,주식회사씨엔줄리앙와플_경기도포천시영북면운천리344-3영북농협하나로마트
1160,즉석판매제조가공업,07_22_19_P,4201000,4201000-107-2026-00030,2026-03-05,,1,영업/정상,1,영업,,,,,,0.0,,강원특별자치도 강릉시 사천면 미노리 493 하나로마트 사천농협,"강원특별자치도 강릉시 사천면 미노길 78-7, 하나로마트 사천농협",25439.0,유농위드,2026-03-05 14:41:40,I,2026-03-07 00:20:02,즉석판매제조가공업,362817.184454614,481751.168236877,즉석판매제조가공업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,자가,0.0,0.0,N,0.0,,,,,유농위드_강원특별자치도강릉시사천면미노리493하나로마트사천농협
1157,즉석판매제조가공업,07_22_19_P,3210000,3210000-107-2026-00153,2026-03-05,,1,영업/정상,1,영업,,,,,,,137-960,서울특별시 서초구 반포동 19-3 센트럴시티,"서울특별시 서초구 신반포로 176, 센트럴시티 지하1층 (반포동)",6546.0,바쿠단야끼 신세계백화점 강남점,2026-03-05 17:38:49,I,2026-03-07 00:20:02,즉석판매제조가공업,200250.447804795,444683.220506107,즉석판매제조가공업,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,N,0.0,,,,,바쿠단야끼신세계백화점강남점_서울특별시서초구반포동19-3센트럴시티
