"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"1","사료제조업","02_04_05_P","6540000","654000050220260015","2026-04-01","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 정읍시 신정동  1508번지 1호 (재)농축산용미생물산업육성지원센터공유인프라 318호","전북특별자치도 정읍시 첨단2로 78, (재)농축산용미생물산업육성지원센터공유인프라 318호 (신정동)","56212","(주)케이시에프엔시","2026-04-01 09:51:38","I","2026-04-03 00:20:02","사료제조업(보조)","","","사료제조업","","0","000","0",
"2","사료제조업","02_04_05_P","6280000","628000050220100001","2010-01-16","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 서구 원창동  381번지 38호 1동","인천광역시 서구 북항로32번길 29-16, 1동 1층 (원창동)","22769","(주)에이플러스","2026-04-01 13:26:50","U","2026-04-03 02:40:00","사료제조업(수입)","168389.107837383","445338.950452368","사료제조업","","0","000","0",
"3","사료제조업","02_04_05_P","3990000","399000003420230014","2023-08-10","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 오남읍 양지리 9-2","경기도 남양주시 오남읍 경복대로 120, 2층 일부","12036","그린피아","2026-04-01 16:56:50","U","2026-04-03 02:40:00","수입","218017.227185446","467528.571422927","사료제조업","수입","0","000","0",
"4","사료제조업","02_04_05_P","3990000","399000003420210012","2021-12-21","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 와부읍 율석리 240-10","경기도 남양주시 와부읍 석실로408번길 145-55","12201","(주)펫신드룸","2026-04-01 16:55:34","U","2026-04-03 02:40:00","수입","219602.449038837","457017.436837195","사료제조업","수입","0","L00","0",
"5","사료제조업","02_04_05_P","5530000","553000003420250017","2025-11-25","","01","영업/정상","0000","정상","","","","","031-376-1018","0","","경기도 화성시 동탄구 영천동 848-1 313호","경기도 화성시 동탄구 동탄대로 677-5, 313호 (영천동)","18468","주식회사 지아이바이오텍","2026-04-01 14:05:41","U","2026-04-03 02:40:00","보조","208852.766485422","412511.171850892","사료제조업","보조","0","L00","0",
"6","사료제조업","02_04_05_P","5530000","553000003420220023","2022-08-03","","03","폐업","0002","폐업","2026-04-01","","","","031-376-1018","0","","경기도 화성시 동탄구 영천동 99-6 406호","경기도 화성시 동탄구 동탄대로 677-5, 비전아이티타워 406호 (영천동)","18468","지아이코리아","2026-04-01 13:55:31","U","2026-04-03 02:40:00","보조","208852.766485422","412511.171850892","사료제조업","보조","0","L00","0",
"7","사료제조업","02_04_05_P","3990000","399000003420200009","2020-05-26","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 다산동 6055-4 다산진건지구 상업2-6-2","경기도 남양주시 다산중앙로146번길 12-19, 602호 (다산동)","12285","(주)더안컴퍼니","2026-04-01 16:54:17","U","2026-04-03 02:40:00","수입","213598.005285365","458149.975458347","사료제조업","수입","0","000","0",
"8","사료제조업","02_04_05_P","3990000","399000003420200007","2020-04-21","","01","영업/정상","0000","정상","","","","","031-527-3749","0","","경기도 남양주시 오남읍 양지리 7-5","경기도 남양주시 오남읍 경복대로 120-60","12036","주식회사 핑크쥬코리아","2026-04-01 17:16:34","U","2026-04-03 02:40:00","수입","218161.097891999","467460.203028507","사료제조업","수입","0","L00","0",
"9","사료제조업","02_04_05_P","6270000","627000050220210050","2021-11-25","","03","폐업","0002","폐업","2026-04-01","","","","0539828585","","","대구광역시 동구 중대동  674번지 2호","대구광역시 동구 파계로 642(중대동)","41001","주식회사 위드어스","2026-04-01 11:29:09","U","2026-04-03 02:40:00","사료제조업(수입)","347443.485771442","277541.768687529","사료제조업","","0","L00","0",
"10","사료제조업","02_04_05_P","6270000","627000050220210051","2021-11-25","","03","폐업","0002","폐업","2026-04-01","","","","0539828585","","","대구광역시 동구 중대동  674번지 2호","대구광역시 동구 파계로 642(중대동)","41001","주식회사 위드어스","2026-04-01 11:29:46","U","2026-04-03 02:40:00","사료제조업(수입)","347443.485771442","277541.768687529","사료제조업","","0","L00","0",
"11","사료제조업","02_04_05_P","3990000","399000003420230005","2023-03-06","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 화도읍 답내리 433-3","경기도 남양주시 화도읍 경춘로2347번길 64","12188","주식회사 케이에스브리지","2026-04-01 16:57:34","U","2026-04-03 02:40:00","수입","230357.288462912","462330.312633015","사료제조업","수입","0","L00","0",
"12","사료제조업","02_04_05_P","3990000","399000003420230007","2023-03-27","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 진접읍 장현리 415-8","경기도 남양주시 진접읍 장현천로 81","12006","주식회사 아쿠아리오","2026-04-01 16:57:12","U","2026-04-03 02:40:00","수입","215797.262731532","468960.062741215","사료제조업","수입","0","L00","0",
"13","사료제조업","02_04_05_P","3990000","399000003420230004","2023-02-09","","01","영업/정상","0000","정상","","","","","","0","","경기도 남양주시 진접읍 금곡리 519","경기도 남양주시 진접읍 주곡로119번길 9","12051","비케이컴퍼니","2026-04-01 16:53:47","U","2026-04-03 02:40:00","단미","218037.076779606","469269.628418316","사료제조업","단미","0","000","0",
"14","사료제조업","02_04_05_P","3990000","399000003420210008","2021-09-06","","02","휴업","0001","휴업","","","","","","0","","경기도 남양주시 화도읍 월산리 380-9","경기도 남양주시 화도읍 경춘로 2220-21, 가동 201호","12190","주식회사 명작펫무역","2026-04-01 17:17:05","U","2026-04-03 02:40:00","수입","229452.509348227","461374.382625812","사료제조업","수입","0","L00","0",
