번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),실험실면적,사업장구분명,영업소면적,위탁업체명,실험실지역코드,실험실우편번호,실험실산,실험실번지,실험실호,실험실통,실험실반,실험실특수주소,실험실특수주소동,실험실특수주소호,실험실도로명주소시군구코드,실험실도로명주소읍면동코드,실험실도로명주소읍면동구분,실험실도로명주소코드,실험실도로명특수주소,실험실도로명주소건물층구분,실험실도로명주소건물본번호,실험실도로명주소건물부번호,실험실도로명주소우편번호,Unnamed: 51,record_key
57,환경측정대행업,09_30_17_P,6310000,631000008202600014,2026-03-05,,1,영업/정상,N,신규,,,,,,,44776,울산광역시 남구 두왕동 764-12 (주)미래숲환경연구소,"울산광역시 남구 테크노산업로29번길 88, (주)미래숲환경연구소 (두왕동)",44776,(주)미래숲환경연구소,2026-03-05 15:14:47,I,2026-03-07 00:20:02,,408972.580662688,225782.812066486,0.0,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,(주)미래숲환경연구소_울산광역시남구두왕동764-12(주)미래숲환경연구소
62,환경측정대행업,09_30_17_P,6260000,626000008202400007,2026-03-05,,1,영업/정상,N,신규,,,,,,,48730,부산광역시 동구 초량동 1158-7 부산YWCA,"부산광역시 동구 중앙대로 298, 부산YWCA 1층 (초량동)",48730,(주)다음환경연구소,2026-03-05 17:16:23,U,2026-03-07 02:40:00,,386287.078882652,182353.593813228,0.0,측정대행업,0,,2617010100.0,48730.0,0.0,1158.0,7.0,,,부산YWCA,,,26170.0,2617010100.0,1.0,2000010.0,부산YWCA,0.0,298.0,0.0,48730.0,,(주)다음환경연구소_부산광역시동구초량동1158-7부산YWCA
69,환경측정대행업,09_30_17_P,6270000,627000008201800002,2026-03-05,,1,영업/정상,N,신규,,,,,,,,,대구광역시 서구 국채보상로19길 15 (이현동),703-830,에이치디이엔씨(주),2026-03-05 11:12:21,U,2026-03-07 02:40:00,,339130.306851299,264420.555300691,79.3,측정대행업,0,,,,,,,,,,,,27170.0,2717010600.0,1.0,4229018.0,,0.0,15.0,,703830.0,,에이치디이엔씨(주)_
67,환경측정대행업,09_30_17_P,6410000,641000008202600013,2026-03-05,,1,영업/정상,N,신규,,,,,,,,경기도 하남시 광암동 409-5 우일공장,"경기도 하남시 초광산단로 126, 우일공장 3층 (광암동)",,주식회사 다솔물환경연구소,2026-03-05 15:29:17,U,2026-03-07 02:40:00,,,,0.0,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,주식회사다솔물환경연구소_경기도하남시광암동409-5우일공장
65,환경측정대행업,09_30_17_P,6260000,626000008202000012,2026-03-05,,1,영업/정상,N,신규,,,,,,,46917,부산광역시 사상구 모라동 283-11,"부산광역시 사상구 사상로525번길 54, 2층 (모라동)",46917,(주)세영환경기술,2026-03-05 15:30:44,U,2026-03-07 02:40:00,,380810.227707175,189958.115183757,0.0,측정대행업,0,,2653010200.0,46917.0,0.0,283.0,11.0,,,,,,26530.0,2653010200.0,1.0,4217272.0,,0.0,54.0,0.0,46917.0,,(주)세영환경기술_부산광역시사상구모라동283-11
58,환경측정대행업,09_30_17_P,5350000,535000066202600002,2026-03-05,,1,영업/정상,BBBB,영업,,,,,055-339-0347,,,경상남도 김해시 대청동 301-5,"경상남도 김해시 삼문로 9, 우리트윈스빌딩 5층 505호 (대청동)",51004,(주)디엠엔지니어링,2026-03-05 17:02:51,I,2026-03-07 00:20:02,,364012.296237332,189617.703864337,0.0,측정대행업,0,,4825012900.0,,1.0,301.0,5.0,,,,,,48250.0,4825012900.0,1.0,3335033.0,5층 505호 (대청동),0.0,9.0,,51004.0,,(주)디엠엔지니어링_경상남도김해시대청동301-5
63,환경측정대행업,09_30_17_P,6270000,627000008202000003,2026-03-05,,1,영업/정상,N,신규,,,,,,,704-932,대구광역시 달서구 죽전동   372번지,대구광역시 달서구 평리로 92 (죽전동),704-932,대동환경측정,2026-03-05 10:17:01,U,2026-03-07 02:40:00,,338701.951391299,262918.244448919,0.0,측정대행업,0,,2729011200.0,704932.0,1.0,372.0,,,,,,,27290.0,2729011200.0,1.0,3143015.0,,0.0,92.0,,704932.0,,대동환경측정_대구광역시달서구죽전동372번지
54,환경측정대행업,09_30_17_P,6460000,646000008202300050,2026-03-04,,1,영업/정상,N,신규,,,,,,,58024,전라남도 순천시 해룡면 성산리 241번지,전라남도 순천시 해룡면 정채봉길 77-1,58024,(주)주원이테크_악취,2026-03-04 09:45:52,U,2026-03-06 02:40:00,,250289.685609586,157938.279608185,18.0,측정대행업,0,,4615031027.0,58024.0,0.0,241.0,0.0,,,,,,46150.0,4615031027.0,0.0,4649949.0,,0.0,77.0,1.0,58024.0,,(주)주원이테크_악취_전라남도순천시해룡면성산리241번지
53,환경측정대행업,09_30_17_P,6270000,627000008200600017,2026-03-04,,1,영업/정상,N,신규,,,,,,,,,대구광역시 달성군 옥포읍 간경길 20,42972,(주)이앤비테크,2026-03-04 10:00:49,U,2026-03-06 02:40:00,,332810.95857193,255625.932225622,0.0,측정대행업,0,,,,,,,,,,,,27710.0,2771026225.0,0.0,4244035.0,,0.0,20.0,0.0,42972.0,,(주)이앤비테크_
37,환경측정대행업,09_30_17_P,6290000,629000008202200045,2026-03-04,,1,영업/정상,N,신규,,,,,,,57736,전라남도 광양시 광양읍 구산리 799-20,"전라남도 광양시 광양읍 매천로 723, 1동 1층 102호",57736,주식회사 지엔테크,2026-03-04 10:08:11,U,2026-03-06 02:40:00,,252565.194063073,164655.485758348,0.0,측정대행업,0,,2920014600.0,62417.0,0.0,913.0,3.0,,,,,,29200.0,2920014600.0,1.0,4289646.0,,0.0,58.0,0.0,62417.0,,주식회사지엔테크_전라남도광양시광양읍구산리799-20
52,환경측정대행업,09_30_17_P,6290000,629000008202200048,2026-03-04,,1,영업/정상,N,신규,,,,,,,,,"전라남도 장흥군 장흥읍 흥성로 22-60, 2동",59326,주식회사 글로벤스,2026-03-04 10:13:56,U,2026-03-06 02:40:00,,191628.996967732,130701.070642313,42.94,측정대행업,0,,2920011300.0,62244.0,0.0,122.0,43.0,,,,,,29200.0,2920011300.0,1.0,2009005.0,,0.0,611.0,14.0,62244.0,,주식회사글로벤스_
50,환경측정대행업,09_30_17_P,6270000,627000008202100001,2026-03-04,,1,영업/정상,N,신규,,,,,,,,,대구광역시 북구 팔달북로15길 12 (노원동3가),,(주)삼안환경측정,2026-03-04 09:51:55,U,2026-03-06 02:40:00,,,,133.2,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,(주)삼안환경측정_
41,환경측정대행업,09_30_17_P,6410000,641000008202500234,2026-03-04,,1,영업/정상,N,신규,,,,,,,,경기도 군포시 당정동 1045번지 군포IT밸리 703호,"경기도 군포시 고산로148번길 17, 군포IT밸리 703호 (당정동)",,주식회사 유로핀즈엔솔,2026-03-04 15:57:21,U,2026-03-06 02:40:00,,,,0.0,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,주식회사유로핀즈엔솔_경기도군포시당정동1045번지군포IT밸리703호
55,환경측정대행업,09_30_17_P,6260000,626000008202300134,2026-03-04,,1,영업/정상,N,신규,,,,,,,46702,부산광역시 강서구 대저1동 378-24,부산광역시 강서구 대저중앙로394번가길 56 (대저1동),46702,한국종합환경산업(주),2026-03-04 10:44:49,U,2026-03-06 02:40:00,,380736.572366024,192701.071813906,0.0,측정대행업,0,,2644010100.0,46702.0,0.0,378.0,24.0,,,,,,26440.0,2644010100.0,1.0,4208290.0,,0.0,56.0,0.0,46702.0,,한국종합환경산업(주)_부산광역시강서구대저1동378-24
46,환경측정대행업,09_30_17_P,6260000,626000008202000015,2026-03-04,,1,영업/정상,N,신규,,,,,,,46916,부산광역시 사상구 모라동 282-6 금호환경산업사 101호,"부산광역시 사상구 사상로539번길 39, 금호환경산업사 1층 101호 (모라동)",46916,지에이치환경(주),2026-03-04 10:34:45,U,2026-03-06 02:40:00,,380903.012198435,190017.436488015,0.0,측정대행업,0,,2653010200.0,46916.0,0.0,282.0,6.0,,,금호환경산업사,,101,26530.0,2653010200.0,1.0,4217274.0,금호환경산업사,0.0,39.0,0.0,46916.0,,지에이치환경(주)_부산광역시사상구모라동282-6금호환경산업사101호
45,환경측정대행업,09_30_17_P,6410000,641000008202500211,2026-03-04,,1,영업/정상,N,신규,,,,,,,,경기도 의왕시 포일동 653번지 인덕원IT밸리 씨동 417호,"경기도 의왕시 이미로 40, 인덕원IT밸리 씨동 417호 (포일동)",,(주)영진환경테크,2026-03-04 15:57:34,U,2026-03-06 02:40:00,,,,0.0,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,(주)영진환경테크_경기도의왕시포일동653번지인덕원IT밸리씨동417호
43,환경측정대행업,09_30_17_P,6260000,626000008202400001,2026-03-04,,1,영업/정상,N,신규,,,,,,,48730,부산광역시 동구 초량동 1162-5,부산광역시 동구 중앙대로286번길 7-7 (초량동),48730,(주)한국환경기술연구원,2026-03-04 10:38:54,U,2026-03-06 02:40:00,,386311.867197196,182270.164093675,0.0,측정대행업,0,,2617010100.0,48730.0,0.0,1162.0,5.0,,,,,,26170.0,2617010100.0,1.0,4181428.0,,0.0,7.0,7.0,48730.0,,(주)한국환경기술연구원_부산광역시동구초량동1162-5
42,환경측정대행업,09_30_17_P,6410000,641000008202500235,2026-03-04,,1,영업/정상,N,신규,,,,,,,,경기도 의왕시 고천동 404-2 (주)아이에스에이연구원,"경기도 의왕시 한밭들길 12, (주)아이에스에이연구원 (고천동)",,(주)아이에스에이연구원,2026-03-04 15:57:29,U,2026-03-06 02:40:00,,,,0.0,측정대행업,0,,,,,,,,,,,,,,,,,,,,,,(주)아이에스에이연구원_경기도의왕시고천동404-2(주)아이에스에이연구원
31,환경측정대행업,09_30_17_P,6460000,646000008202300009,2026-03-04,,1,영업/정상,N,신규,,,,,,,58024,전라남도 순천시 해룡면 성산리 241번지,전라남도 순천시 해룡면 정채봉길 77-1,58024,(주)주원이테크,2026-03-04 08:58:43,U,2026-03-06 02:40:00,,250289.685609586,157938.279608185,88.87,측정대행업,0,,4615031027.0,58024.0,0.0,241.0,0.0,,,,,,46150.0,4615031027.0,0.0,4649949.0,,0.0,77.0,1.0,58024.0,,(주)주원이테크_전라남도순천시해룡면성산리241번지
48,환경측정대행업,09_30_17_P,6290000,629000008202500001,2026-03-04,,1,영업/정상,N,신규,,,,,,,58217,전라남도 나주시 빛가람동 208-1,"전라남도 나주시 빛가람로 731, 케이에스프라자 1동 5층 503호 (빛가람동)",58217,한국실내환경협회환경분석센터 주식회사,2026-03-04 10:11:22,U,2026-03-06 02:40:00,,180921.935217086,169195.848607042,0.0,측정대행업,0,,2920011400.0,62305.0,0.0,1725.0,0.0,,,,,,29200.0,2920011400.0,1.0,4289340.0,,0.0,36.0,6.0,62305.0,,한국실내환경협회환경분석센터주식회사_전라남도나주시빛가람동208-1
17,환경측정대행업,09_30_17_P,6460000,646000008202300039,2026-03-03,,1,영업/정상,N,신규,,,,,,,57785,전라남도 광양시 중동 1315-1,"전라남도 광양시 중마중앙로 137, 2층 (중동)",57785,(주)아쿠아텍,2026-03-03 16:21:17,U,2026-03-05 02:40:00,,263668.591882196,160631.781043058,91.0,측정대행업,0,,4623010600.0,57777.0,0.0,1715.0,7.0,,,,,,46230.0,4623010600.0,1.0,3285041.0,,0.0,177.0,0.0,57777.0,,(주)아쿠아텍_전라남도광양시중동1315-1
19,환경측정대행업,09_30_17_P,6500000,650000008202600002,2026-03-03,,3,폐업,Q,폐업,2026-03-03,,,,,,690-029,제주특별자치도 제주시 도남동  80번지,제주특별자치도 제주시 연삼로 366 (도남동),690-029,제주환경개발(주),2026-03-04 09:09:48,I,2026-03-06 00:20:02,,156409.778910443,-284.535056692642,58.4,측정대행업,0,,5011012900.0,690029.0,1.0,80.0,,,,,,,50110.0,5011012900.0,1.0,3349137.0,,0.0,366.0,,690029.0,,제주환경개발(주)_제주특별자치도제주시도남동80번지
