번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,Unnamed: 59,record_key
213,비디오물제작업,03_10_05_P,3030000,CDFF1241072026000013,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 성수동*가 ***-*** 개풍빌딩,"서울특별시 성동구 아차산로 **, 개풍빌딩 ***호 (성수동*가)",4779.0,주식회사 씨티큐,2026-02-13 09:40:22,I,2026-02-15 00:20:02,,204213.931288501,449363.057036726,비디오물제작업,,0.0,,광고 비디오물,15.21,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,주식회사씨티큐_서울특별시성동구성수동*가***-***개풍빌딩
225,비디오물제작업,03_10_05_P,3170000,CDFF1241072026000005,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 금천구 시흥동 ***-*,"서울특별시 금천구 독산로**길 **, *층 (시흥동)",8565.0,디와이필름,2026-02-13 14:32:29,I,2026-02-15 00:20:02,,191863.813276462,440027.754203512,비디오물제작업,,0.0,,동영상,33.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,디와이필름_서울특별시금천구시흥동***-*
216,비디오물제작업,03_10_05_P,3150000,CDFF1241072026000019,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강서구 마곡동 ***-* 롯데캐슬 르웨스트 ***호,"서울특별시 강서구 마곡중앙로 ***, ***호 (마곡동, 롯데캐슬 르웨스트)",7797.0,주식회사 거인의숲,2026-02-13 17:03:50,I,2026-02-15 00:20:02,,184504.783680584,451283.535222297,비디오물제작업,,0.0,,방송프로그램 및 영상물 제작,48.34,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,주식회사거인의숲_서울특별시강서구마곡동***-*롯데캐슬르웨스트***호
217,비디오물제작업,03_10_05_P,5080000,CDFF1241072026000004,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,경상북도 구미시 도량동 ***-* 길우상가아파트,"경상북도 구미시 문장로 ***, *층 (도량동, 길우상가아파트)",39197.0,꿈꾸는 아이들 청담,2026-02-13 14:16:44,I,2026-02-15 00:20:02,,319683.858636471,294701.652521618,비디오물제작업,,0.0,,"광고, 홍보영상, SNS광고",1.3,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,꿈꾸는아이들청담_경상북도구미시도량동***-*길우상가아파트
218,비디오물제작업,03_10_05_P,3020000,CDFF1241072026000007,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,서울특별시 용산구 효창동 *-***,"서울특별시 용산구 백범로**길 *, *층 *호 (효창동)",4318.0,파인더스 아카이브,2026-02-13 16:23:33,I,2026-02-15 00:20:02,,196263.713817602,448721.527916945,비디오물제작업,,0.0,,비디오물,62.99,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,파인더스아카이브_서울특별시용산구효창동*-***
221,비디오물제작업,03_10_05_P,3860000,CDFF1241072026000004,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,경기도 부천시 원미구 심곡동 ***-* 화신오피스텔,"경기도 부천시 원미구 부일로 ***, B*호 (심곡동)",14642.0,아이큐브,2026-02-13 11:40:03,I,2026-02-15 00:20:02,,181183.064851423,442594.945271695,비디오물제작업,,0.0,,공공기관 영상 홍보물 제작,504.18,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,아이큐브_경기도부천시원미구심곡동***-*화신오피스텔
223,비디오물제작업,03_10_05_P,4520000,CDFF1241072026000002,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,충청남도 아산시 배방읍 장재리 **** 요진 와이시티,"충청남도 아산시 배방읍 광장로 ***, ***동 ***호 (요진 와이시티)",31471.0,커밍쑨에듀랩,2026-02-13 10:41:00,I,2026-02-15 00:20:02,,209607.678241892,366057.870585316,비디오물제작업,,0.0,,홍보 및 교육 영상,11.22,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,커밍쑨에듀랩_충청남도아산시배방읍장재리****요진와이시티
194,비디오물제작업,03_10_05_P,3540000,CDFF1241072026000001,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 부평동 ***-** LG빌라,"인천광역시 부평구 부일로*번길 **-*, ***호 (부평동, LG빌라)",21400.0,파인트리 디자인,2026-02-12 13:06:41,I,2026-02-14 00:20:02,,176233.910170578,443312.490416715,비디오물제작업,,0.0,,교육영상 및 프로그램,39.78,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,파인트리디자인_인천광역시부평구부평동***-**LG빌라
202,비디오물제작업,03_10_05_P,5540000,CDFF1241072026000001,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경기도 광주시 능평동 *** 전원마을맨션,"경기도 광주시 태재로 ***-**, A동 ***호 (능평동, 전원마을맨션)",12772.0,지성사,2026-02-12 17:38:32,I,2026-02-14 00:20:02,,,,비디오물제작업,,4.0,,광고영상물,70.0,1.0,1.0,다세대주택,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,지성사_경기도광주시능평동***전원마을맨션
204,비디오물제작업,03_10_05_P,3040000,CDFF1241072026000004,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 화양동 **-**,서울특별시 광진구 아차산로**길 ** (화양동),5019.0,스튜디오 교우(Studio GyoU),2026-02-12 10:37:28,I,2026-02-14 00:20:02,,205829.762211823,448888.106502274,비디오물제작업,,0.0,,교육콘텐츠 및 종합영상,111.41,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,스튜디오교우(StudioGyoU)_서울특별시광진구화양동**-**
203,비디오물제작업,03_10_05_P,5380000,CDFF1241072026000002,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,경상남도 양산시 물금읍 가촌리 ****-* 세원스타,"경상남도 양산시 물금읍 서들로 ***, 세원스타 ***-***호",50653.0,메이드인양산,2026-02-12 16:54:39,I,2026-02-14 00:20:02,,382396.236649476,203190.026597814,비디오물제작업,,0.0,,"비디오물, 광고영화",13.2,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,메이드인양산_경상남도양산시물금읍가촌리****-*세원스타
201,비디오물제작업,03_10_05_P,3670000,CDFF1241072026000005,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,대전광역시 유성구 문지동 ***-*,"대전광역시 유성구 문지로***번길 **, ***호 (문지동)",34050.0,그랑비아M&C,2026-02-12 15:16:01,I,2026-02-14 00:20:02,,236374.361,321623.666,비디오물제작업,,0.0,,"홍보영상, 유튜브영상 등",47.15,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,그랑비아M&C_대전광역시유성구문지동***-*
206,비디오물제작업,03_10_05_P,3180000,CDFF1241072026000009,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,서울특별시 영등포구 양평동*가 ***-*,"서울특별시 영등포구 양평로**바길 *-*, ***호 (양평동*가)",7203.0,604웍스(604works),2026-02-12 09:02:29,I,2026-02-14 00:20:02,,190668.319578161,448681.552913108,비디오물제작업,,0.0,,"광고영상, 홍보영상, 교육영상, 온라인 콘텐츠 영상제작",43.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,604웍스(604works)_서울특별시영등포구양평동*가***-*
200,비디오물제작업,03_10_05_P,3220000,CDFF1241072026000034,2026-02-12,,1,영업/정상,13,영업중,,,,,050-7136-6215,,,서울특별시 강남구 논현동 ***-*,"서울특별시 강남구 봉은사로*길 *, *층 ****호 (논현동)",6120.0,인사이트엠,2026-02-12 10:35:26,I,2026-02-14 00:20:02,,202162.281625975,444783.30832928,비디오물제작업,,0.0,,비디오물,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,인사이트엠_서울특별시강남구논현동***-*
199,비디오물제작업,03_10_05_P,3220000,CDFF1241072026000033,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 도곡동 ***-** 유일빌딩,"서울특별시 강남구 남부순환로 ****, 유일빌딩 *층 A**호 (도곡동)",6296.0,주식회사 아워이앤엠,2026-02-12 10:21:34,I,2026-02-14 00:20:02,,203851.702886164,442606.195243796,비디오물제작업,,0.0,,"일반영화, 비디오물, 광고, 홍보영상",1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,주식회사아워이앤엠_서울특별시강남구도곡동***-**유일빌딩
198,비디오물제작업,03_10_05_P,3030000,CDFF1241072026000012,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,서울특별시 성동구 용답동 ***-** 서울새활용플라자,"서울특별시 성동구 자동차시장길 **, 서울새활용플라자 *층 ***호 (용답동)",4807.0,윤앤코,2026-02-12 16:23:11,I,2026-02-14 00:20:02,,205012.463517813,450704.353037905,비디오물제작업,,0.0,,전시장 아카이빙 홍보 영상 및 행사 스케치 영상,30.74,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,윤앤코_서울특별시성동구용답동***-**서울새활용플라자
197,비디오물제작업,03_10_05_P,3220000,CDFF1241072026000036,2026-02-12,,1,영업/정상,13,영업중,,,,,02-516-2171,,,서울특별시 강남구 논현동 ***-** 풍전빌딩,"서울특별시 강남구 선릉로 ***, 풍전빌딩 *층 (논현동)",6100.0,주식회사 레이아웃,2026-02-12 15:44:53,I,2026-02-14 00:20:02,,203660.355214916,445749.491201832,비디오물제작업,,0.0,,"광고, 홍보영상물",254.55,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,주식회사레이아웃_서울특별시강남구논현동***-**풍전빌딩
