"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","비디오물제작업","03_10_05_P","4040000","CDFF1241072026000007","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 망월동 **** 마들렌","경기도 하남시 미사강변중앙로***번길 **, 마들렌 ***-S*호 (망월동)","12913","어트랙티브 투","2026-04-01 14:26:46","I","2026-04-03 00:20:02","","216732.134677763","451453.492345213","비디오물제작업","","0","","광고 영화 및 비디오물 제작업","1.65","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","비디오물제작업","03_10_05_P","3660000","CDFF1241072026000010","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 월평동 *** 대전무역회관","대전광역시 서구 청사로 ***, 대전무역회관 R****호 (월평동)","35220","달빛숨","2026-04-01 09:43:38","I","2026-04-03 00:20:02","","233937.862425568","317687.082243704","비디오물제작업","","0","","홍보영상 및 모션그래픽","4.42","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"3","비디오물제작업","03_10_05_P","3990000","CDFF1241072017000002","2017-05-30","","01","영업/정상","13","영업중","","","","","031-529-0344","","","경기도 남양주시 진건읍 진관리 ***-*","경기도 남양주시 진건읍 진관산단로**번길 **","12139","(주)영우산업","2026-04-01 14:10:59","U","2026-04-03 02:40:00","","213644.984866114","459502.699828904","비디오물제작업","","0","기타","교육용 영상물","799","2","0","기타","0","0","0","0","","","","","","","","","","","","0","","","","","","일반공업지역",
"4","비디오물제작업","03_10_05_P","3940000","CDFF1241072024000041","2024-06-04","","03","폐업","03","폐업","2026-04-01","","","","","","","경기도 고양시 덕양구 덕은동 *","경기도 고양시 덕양구 청초로 **, 덕은리버워크 B동 ****호 (덕은동)","10543","주식회사 앤트팩토리","2026-04-01 13:59:55","U","2026-04-03 02:40:00","","","","비디오물제작업","","0","","방송프로그램,광고영화,비디오영상","39.48","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"5","비디오물제작업","03_10_05_P","3940000","CDFF1241072016000011","2016-06-25","","03","폐업","03","폐업","2026-04-01","","","","02-6278-2427","","","경기도 고양시 일산동구 백석동 **** 브라운스톤 ***동 ***호","경기도 고양시 일산동구 호수로 ***, ***동 ***호 (백석동, 브라운스톤)","10449","앤트팩토리","2026-04-01 14:40:27","U","2026-04-03 02:40:00","","181199.730502486","459483.063667204","비디오물제작업","","","","방송프로그램,광고영화,비디오영상","48.11","","","사무실","","","","","","","","","","","","","","","","","","","","","","",
"6","비디오물제작업","03_10_05_P","3380000","CDFF1241072021000002","2020-05-13","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 남천동 ***-* 비치아파트","부산광역시 수영구 광안해변로 ***, ***동 ****호 (남천동, 비치아파트)","48305","PHOS(포스)","2026-04-01 11:13:34","U","2026-04-03 02:40:00","","392799.18430028","184697.475665748","비디오물제작업","","","","비디오물 제작","10.34","","","","","","","","","","","","","","","","","","","","","","","","","",
"7","비디오물제작업","03_10_05_P","4490000","CDFF1241072025000006","2025-03-25","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 성정동 **** 시떼베르 오피스텔","충청남도 천안시 서북구 성정공원*길 *-*, 시떼베르 오피스텔 ***호 (성정동)","31109","퍼모스트","2026-04-01 16:06:46","U","2026-04-03 02:40:00","","212247.3766182","369739.052857207","비디오물제작업","","0","","비디오제작","89.7","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"8","비디오물제작업","03_10_05_P","3030000","CDFF1241072023000044","2019-09-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동*가 *** 성수 SK V* CENTER I","서울특별시 성동구 아차산로**길 **, 성수 SK V* CENTER I ****호 (성수동*가)","04799","(주)블러썸엔터테인먼트","2026-04-01 11:32:41","U","2026-04-03 02:40:00","","205773.876761108","449380.832285638","비디오물제작업","","2","","음반, 컨텐츠, 공연기획 및 제작, 저작권관리","298.94","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","일반주거지역",
"9","비디오물제작업","03_10_05_P","6520000","CDFF1241072026000003","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 남원읍 위미리 ***-*","제주특별자치도 서귀포시 남원읍 태위로***번길 ***-*","63610","제이미디어","2026-04-02 13:31:39","I","2026-04-04 00:20:02","","169531.142598918","-24898.8078894975","비디오물제작업","","0","","행사 동영상","50","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"10","비디오물제작업","03_10_05_P","3150000","CDFF1241072026000033","2025-02-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 가양동 ***-* 한화비즈메트로*차 ****호","서울특별시 강서구 양천로 ***-**, ****호 (가양동, 한화비즈메트로*차)","07532","루프미디어","2026-04-02 17:36:06","I","2026-04-04 00:20:02","","187645.622009373","450792.695579673","비디오물제작업","","0","","동영상","42.52","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"11","비디오물제작업","03_10_05_P","3140000","CDFF1241072026000003","2024-03-29","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신정동 ****-* 법정빌딩","서울특별시 양천구 신월로 ***, 법정빌딩 *층 ***호 엘-*호 (신정동)","08087","주식회사 마이스온","2026-04-02 17:59:33","I","2026-04-04 00:20:02","","187791.461819617","446647.027913243","비디오물제작업","","0","","영상편집제작, 유튜브","41.63","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"12","비디오물제작업","03_10_05_P","3170000","CDFF1241072026000012","2016-04-14","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 ***-**","서울특별시 금천구 가산디지털*로 ***-**, *층 ***-*호 (가산동)","08504","(주)로이테미디어","2026-04-02 21:01:48","I","2026-04-04 00:20:02","","189031.670933573","442239.943267799","비디오물제작업","","0","","비디오물","225.3","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"13","비디오물제작업","03_10_05_P","3220000","CDFF1241072026000068","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 ***-*","서울특별시 강남구 봉은사로**길 **, 지하층 (논현동)","06107","피셔맨 스튜디오","2026-04-02 16:14:44","I","2026-04-04 00:20:02","","203036.346894721","445408.3899147","비디오물제작업","","0","","뮤직비디오","3.3","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"14","비디오물제작업","03_10_05_P","3220000","CDFF1241072026000069","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 대치동 ***-**","서울특별시 강남구 테헤란로**길 **, ***호 (대치동)","06178","주식회사 미래아이시티기술사정보","2026-04-02 16:36:22","I","2026-04-04 00:20:02","","205079.418138107","444869.834721154","비디오물제작업","","0","","교육 동영상","3.3","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"15","비디오물제작업","03_10_05_P","4060000","CDFF1241072026000004","2023-08-25","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 목동동 *** ****동 ***호","경기도 파주시 와석순환로 ***, ****동 ***호 (목동동, 산내마을**단지 현대아이파크 아파트)","10892","메이네스튜디오","2026-04-02 17:31:58","I","2026-04-04 00:20:02","","176959.086192757","469239.28560553","비디오물제작업","","0","","영상 제작","31.08","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"16","비디오물제작업","03_10_05_P","4060000","CDFF1241072026000005","2026-04-02","","01","영업/정상","13","영업중","","","","","031-939-8702","","","경기도 파주시 와동동 **** **층 ****호","경기도 파주시 가람로***번길 ***, **층 ****호 (와동동)","10896","민 커뮤니케이션","2026-04-02 17:49:56","I","2026-04-04 00:20:02","","179348.878402802","470070.024606608","비디오물제작업","","0","","사진 및 영상 컨텐츠","41.9","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"17","비디오물제작업","03_10_05_P","5310000","CDFF1241072026000003","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경상남도 진주시 충무공동 **-* 윙스타워","경상남도 진주시 동부로***번길 **, 윙스타워 A동 ***호 (충무공동)","52818","네오디자인","2026-04-01 10:25:45","I","2026-04-04 00:20:02","","302626.809267343","185667.81402946","비디오물제작업","","0","","기관 및 사업체 홍보영상, 타임랩스 영상 등","104.84","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"18","비디오물제작업","03_10_05_P","3020000","CDFF1241072026000014","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 원효로*가 **-*","서울특별시 용산구 원효로 ***-*, *층 ***(우측)호 (원효로*가)","04368","씨씨씨랩","2026-04-02 15:31:35","I","2026-04-04 00:20:02","","196783.273822198","448283.337586482","비디오물제작업","","0","","비디오물","40","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
