번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,Unnamed: 59,record_key
483,노래연습장업,03_09_01_P,4050000,CDFF3242052026000003,2026-02-26,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 중동 832-7 레이크시티프라자,"경기도 용인시 기흥구 동백5로 17, 레이크시티프라자 203,204,205호 (중동)",17006,판타스틱코인노래연습장 용인동백점,2026-02-26 17:19:54,I,2026-02-28 00:20:02,,213404.541771785,419427.231815975,노래연습장업,유통관련업,0.0,,,171.9,0.0,0.0,,0.0,150.0,16.0,16.0,,,,Y,,,,,,,,0.0,,,,,,,,판타스틱코인노래연습장용인동백점_경기도용인시기흥구중동832-7레이크시티프라자
394,노래연습장업,03_09_01_P,4050000,CDFF3242052026000002,2026-02-24,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 처인구 이동읍 송전리 605-1 1층,"경기도 용인시 처인구 이동읍 경기동로676번길 38, 1층",17136,항아리 노래연습장,2026-02-24 13:15:59,I,2026-02-26 00:20:08,,217450.338701711,404015.992862286,노래연습장업,유통관련업,0.0,,,141.79,0.0,0.0,,0.0,0.0,5.0,0.0,,,,,,,,,,,,0.0,,,,,,,,항아리노래연습장_경기도용인시처인구이동읍송전리605-11층
348,노래연습장업,03_09_01_P,4251000,CDFF3242052026000001,2026-02-19,,1,영업/정상,13,영업중,,,,,033-435-0606,,,강원특별자치도 홍천군 홍천읍 희망리 381-7,"강원특별자치도 홍천군 홍천읍 너브내길 19, 2층",25139,K-POP 노래연습장,2026-02-19 16:32:17,I,2026-02-21 00:20:05,,277679.580910806,465395.268641778,노래연습장업,유통관련업,0.0,,,128.98,0.0,0.0,,0.0,0.0,4.0,0.0,,,,,,,,,,,,0.0,,,,,,,,K-POP노래연습장_강원특별자치도홍천군홍천읍희망리381-7
347,노래연습장업,03_09_01_P,4050000,CDFF3242052026000001,2026-02-19,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 기흥구 영덕동 985-1 이씨티 B동 303호,"경기도 용인시 기흥구 흥덕2로87번길 18, 이씨티 B동 303호 (영덕동)",16954,세븐스타코인노래연습장 용인흥덕지구점,2026-02-19 16:47:59,I,2026-02-21 00:20:05,,206306.301931615,419313.955217649,노래연습장업,유통관련업,0.0,,,119.39,0.0,0.0,,0.0,516.0,15.0,15.0,,,,Y,,,,,,,,0.0,,,,,,,,세븐스타코인노래연습장용인흥덕지구점_경기도용인시기흥구영덕동985-1이씨티B동303호
326,노래연습장업,03_09_01_P,4530000,CDFF3242052026000003,2026-02-13,,1,영업/정상,13,영업중,,,,,,,,충청남도 서산시 동문동 659-4 삼미빌딩,"충청남도 서산시 서령로 74, 삼미빌딩 1층 (동문동)",31968,프라임 코인 노래연습장,2026-02-13 10:37:12,I,2026-02-15 00:20:02,,151470.741611692,365401.212284073,노래연습장업,유통관련업,0.0,,,60.0,1.0,0.0,,0.0,0.0,10.0,0.0,,,,Y,,,,,,,,0.0,,,,,,,,프라임코인노래연습장_충청남도서산시동문동659-4삼미빌딩
308,노래연습장업,03_09_01_P,3060000,CDFF3242052026000002,2026-02-12,,1,영업/정상,13,영업중,,,,,,,,서울특별시 중랑구 묵동 175-7,"서울특별시 중랑구 동일로 918, 지하층 (묵동)",02033,틴틴코인노래연습장 먹골역점,2026-02-12 11:42:57,I,2026-02-14 00:20:02,,206788.864647983,456673.982652025,노래연습장업,유통관련업,0.0,,,199.74,0.0,0.0,,0.0,0.0,20.0,0.0,,,,Y,,,,,,,,0.0,,,,,,,,틴틴코인노래연습장먹골역점_서울특별시중랑구묵동175-7
287,노래연습장업,03_09_01_P,3670000,CDFF3242052026000001,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,대전광역시 유성구 봉명동 666-1,"대전광역시 유성구 문화원로 141, 2층 201호 (봉명동)",34184,톡톡 노래연습장,2026-02-11 10:56:42,I,2026-02-13 00:20:38,,231463.465684987,317571.830070157,노래연습장업,유통관련업,0.0,,,149.74,0.0,0.0,,0.0,0.0,6.0,0.0,,,,,,,,,,,,0.0,,,,,,,,톡톡노래연습장_대전광역시유성구봉명동666-1
288,노래연습장업,03_09_01_P,5530000,CDFF3242052026000002,2026-02-11,,1,영업/정상,13,영업중,,,,,,,,경기도 화성시 병점구 진안동  914-2 미래프라자,"경기도 화성시 병점구 효행로 1059, 미래프라자 2층 204호 (진안동)",18398,코인홀릭코인노래연습장 병점1호점,2026-02-11 08:46:29,I,2026-02-13 00:20:38,,203702.688715894,412531.607840638,노래연습장업,유통관련업,0.0,,,112.71,0.0,0.0,,0.0,610.0,15.0,15.0,Y,Y,,Y,Y,Y,,,,,,0.0,,,,,,,,코인홀릭코인노래연습장병점1호점_경기도화성시병점구진안동914-2미래프라자
231,노래연습장업,03_09_01_P,3110000,CDFF3242052026000001,2026-02-06,,1,영업/정상,13,영업중,,,,,,,,서울특별시 은평구 역촌동 51-79 은평성심의원,"서울특별시 은평구 갈현로 88, 은평성심의원 2층 (역촌동)",03415,엣지코인노래연습장,2026-02-06 15:56:23,I,2026-02-08 00:20:01,,192049.677456734,455941.134729462,노래연습장업,유통관련업,0.0,,,132.0,0.0,0.0,근린생활시설,0.0,0.0,14.0,14.0,Y,Y,,Y,,,,,,,,0.0,,,,,,,,엣지코인노래연습장_서울특별시은평구역촌동51-79은평성심의원
212,노래연습장업,03_09_01_P,3020000,CDFF3242052026000001,2026-02-05,,1,영업/정상,13,영업중,,,,,,,,서울특별시 용산구 한강로2가 115-1,"서울특별시 용산구 한강대로 132, 2층 (한강로2가)",04382,렉스코인노래연습장 용산점,2026-02-05 09:06:38,I,2026-02-07 00:20:02,,197285.380806162,447648.148742781,노래연습장업,유통관련업,0.0,,,147.42,2.0,0.0,,0.0,0.0,19.0,19.0,,,,Y,,,,,,,,0.0,,,,,,,,렉스코인노래연습장용산점_서울특별시용산구한강로2가115-1
