"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"1","축산물운반업","07_22_25_P","4050000","563000000820230003","2023-07-11","","01","영업/정상","0000","정상","","","","","","5","","경기도 용인시 기흥구 보정동 ****-* 풍산프라자","경기도 용인시 기흥구 죽전로 **, 풍산프라자 ***-H**호 (보정동)","16897","(주)태무로직스","2026-04-01 10:01:09","U","2026-04-03 02:40:00","","209748.841222546","424310.317489496","축산물운반업","","0","L00","0",
"2","축산물운반업","07_22_25_P","6510000","651000000820090001","2009-07-28","","01","영업/정상","0000","정상","","","","","7229000","0","","제주특별자치도 제주시 외도일동 ***-*","제주특별자치도 제주시 우정로*길 ** (외도일동)","63069","(주)제양항공해운","2026-04-01 17:52:48","U","2026-04-03 02:40:00","","146738.476882414","-625.051979445625","축산물운반업","","0","L00","0",
"3","축산물운반업","07_22_25_P","3930000","556000000820150002","2015-10-14","","01","영업/정상","0000","정상","","","","","4119595","129.6","","경기도 안산시 단원구 신길동 ****","경기도 안산시 단원구 산단로 ***, F-****~F-****호 (신길동)","15426","태광운수(주)","2026-04-01 10:38:55","U","2026-04-03 02:40:00","","180878.941038538","424612.422892591","축산물운반업","","0","L00","0",
"4","축산물운반업","07_22_25_P","3930000","555000000820220003","2022-11-24","","01","영업/정상","0000","정상","","","","","","64.46","","경기도 안산시 상록구 건건동 ***-** 초원프라자","경기도 안산시 상록구 건건*길 **, *층 ***호 (건건동, 초원프라자)","15521","(주)용방통운","2026-04-01 11:09:55","U","2026-04-03 02:40:00","","191264.719103107","422265.568471539","축산물운반업","","0","L00","0",
"5","축산물운반업","07_22_25_P","3400000","340000000820200001","2016-03-28","","01","영업/정상","0000","정상","","","","","5280454","296.1","","부산광역시 기장군 정관읍 용수리 ***","부산광역시 기장군 정관읍 병산로 ***","46004","(주)중앙로지스","2026-04-02 10:50:38","U","2026-04-04 02:40:00","","398001.327342793","206611.654558242","축산물운반업","","0","L00","0",
"6","축산물운반업","07_22_25_P","3550000","355000000820090001","2009-02-11","","01","영업/정상","0000","정상","","","","","5459322","78.2","","인천광역시 계양구 계산동","인천광역시 계양구 계산새로 **, D동 ****호 (계산동)","21060","한아름종합물류","2026-04-02 14:58:34","U","2026-04-04 02:40:00","","176607.326609066","448516.12033842","축산물운반업","","0","L00","0",
"7","축산물운반업","07_22_25_P","3550000","355000000820120002","2012-10-31","","01","영업/정상","0000","정상","","","","","5459322","19.99","","인천광역시 계양구 계산동 ****","인천광역시 계양구 계산새로 **, D동 ****호 (계산동)","21060","(주)인천물류","2026-04-02 15:54:26","U","2026-04-04 02:40:00","","176607.326609066","448516.12033842","축산물운반업","","0","L00","0",
"8","축산물운반업","07_22_25_P","4470000","447000000820250004","2025-08-01","","01","영업/정상","0000","정상","","","","","438810547","33","","충청북도 음성군 대소읍 오류리 ***","충청북도 음성군 대소읍 대물*길 **","27669","황금통운 주식회사","2026-04-02 09:27:34","U","2026-04-04 02:40:00","","241797.665242279","386137.747720296","축산물운반업","","0","L00","0",
"9","축산물운반업","07_22_25_P","4000000","400000000820220002","2022-07-22","","01","영업/정상","0000","정상","","","","","","88.93","","경기도 오산시 세교동 ***-*","경기도 오산시 독산성로 ***, ****~****호 (세교동)","18105","(주)대운로직스","2026-04-02 17:12:51","U","2026-04-04 02:40:00","","203607.85614162","409662.435435656","축산물운반업","","0","L00","0",
"10","축산물운반업","07_22_25_P","5220000","522000000820230003","2023-10-26","","01","영업/정상","0000","정상","","","","","548008214","0","","경상북도 칠곡군 지천면 금호리 **","경상북도 칠곡군 지천면 금호로*길 *-**","39868","주식회사 프레쉬물류","2026-04-02 11:17:05","U","2026-04-04 02:40:00","","330284.818675072","273886.23468308","축산물운반업","","0","L00","0",
