"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","인쇄사","04_16_01_P","3660000","CDFG1252002026000001","2015-02-17","","01","영업/정상","13","영업중","","","","","","","","대전광역시 서구 갈마동 ****","대전광역시 서구 대덕대로***번길 **, ***호 (갈마동)","35265","에이씨씨(훌라우쿨렐레)","2026-03-03 20:49:10","I","2026-03-05 00:20:02","","233858.05510965","316159.774054777","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","인쇄사","04_16_01_P","3910000","CDFG1252002015000005","2015-10-29","","03","폐업","03","폐업","2026-03-03","","","","","","","경기도 평택시 안중읍 용성리 **-**","경기도 평택시 안중읍 서해로 ****-**","17817","죽백서원","2026-03-03 14:55:09","U","2026-03-05 02:40:00","","195086.778120486","390914.840665529","인쇄사","출판인쇄업","","","","33","","","","","","","","","","","","","","","","","","","","","","","","","",
"3","인쇄사","04_16_01_P","3010000","CDFG1252001998000025","1998-05-28","","01","영업/정상","13","영업중","","","","","02-2275-1658","","","서울특별시 중구 초동 ** 아시아미디어타워","서울특별시 중구 충무로 **, 아시아미디어타워 B***호 (초동)","04555","덕명문화인쇄사","2026-03-03 17:18:37","U","2026-03-05 02:40:00","","199269.407920007","451282.308761837","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"4","인쇄사","04_16_01_P","4060000","CDFG1252002025000002","2025-02-12","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 산남동 ***-* *동","경기도 파주시 산남로 **-*, *동 (산남동)","10882","주식회사 웨이온","2026-03-03 11:23:52","U","2026-03-05 02:40:00","","172652.077935122","466642.551245406","인쇄사","출판인쇄업","0","","","99","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"5","인쇄사","04_16_01_P","3460000","CDFG1252002015000003","2015-11-23","","03","폐업","03","폐업","2026-03-03","","","","053-472-9670","","","대구광역시 수성구 파동 ***-*","대구광역시 수성구 파동로*길 *** (파동)","42228","앤더슨 프레스","2026-03-04 15:59:47","U","2026-03-06 02:40:00","","345887.266439755","258408.257703186","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"6","인쇄사","04_16_01_P","3410000","CDFG1252001989000004","1989-03-15","","01","영업/정상","13","영업중","","","","","252-9334,9114","","700-440","대구광역시 중구 남산동 ***-*","대구광역시 중구 명륜로**길 ** (남산동)","700-831","북랜드","2026-03-04 14:12:56","U","2026-03-06 02:40:00","","343276.909411374","263742.29897646","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"7","인쇄사","04_16_01_P","3010000","CDFG1252002016000031","2016-04-04","","03","폐업","03","폐업","","","","","02-2275-4900","","","서울특별시 중구 초동 *","서울특별시 중구 을지로**길 **, *층 (초동)","04549","동림문화사","2026-03-04 16:36:04","U","2026-03-06 02:40:00","","199364.401649077","451479.794812","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"8","인쇄사","04_16_01_P","3910000","CDFG1252002019000002","2019-06-18","","03","폐업","03","폐업","2026-03-04","","","","","","","경기도 평택시 청북읍 토진리 ***-*","경기도 평택시 청북읍 건의길 *","17797","(주)호연지기","2026-03-04 17:05:20","U","2026-03-06 02:40:00","","195291.522338035","393145.227046369","인쇄사","출판인쇄업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"9","인쇄사","04_16_01_P","4211000","CDFG1252002018000002","2018-10-25","","01","영업/정상","13","영업중","","","","","531-6900","","","강원특별자치도 동해시 천곡동 ***-* 오디자인","강원특별자치도 동해시 중앙로 ***, 오디자인 (천곡동)","25777","OH Design(오디자인)","2026-03-04 18:09:27","U","2026-03-06 02:40:00","","387174.838956753","448131.426343361","인쇄사","출판인쇄업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"10","인쇄사","04_16_01_P","3470000","CDFG1252002021000004","2013-02-28","","01","영업/정상","13","영업중","","","","","053-280-2000","","","대구광역시 달서구 월암동 ***-*","대구광역시 달서구 성서동로 ** (월암동)","42721","(주)에스티커뮤니케이션즈","2026-03-04 14:01:25","U","2026-03-06 02:40:00","","336787.623854426","259782.344040056","인쇄사","출판인쇄업","0","","","434","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
