"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","게임물제작업","03_05_02_P","3210000","CDFF2241082025000002","2024-02-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 **** 강남빌딩","서울특별시 서초구 서초대로 ***, 강남빌딩 *층 ***호 (서초동)","06619","주식회사 투에이드","2026-03-02 08:49:27","U","2026-03-04 02:40:00","","202103.696247363","443834.981395661","게임물제작업","유통관련업","0","","모바일게임","100","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"2","게임물제작업","03_05_02_P","5220000","CDFF2241082026000001","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 지천면 송정리 **** 토탈테크노관 ***호","경상북도 칠곡군 지천면 금송로 **, 토탈테크노관 *층 ***호","39866","제이제이(JJ) Chronicles","2026-03-03 08:15:53","I","2026-03-05 00:20:02","","331940.598028498","273062.970412213","게임물제작업","유통관련업","0","","게임 소프트웨어","36.36","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"3","게임물제작업","03_05_02_P","3670000","CDFF2241082026000002","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 도룡동 *** 대전정보문화산업진흥원","대전광역시 유성구 대덕대로***번길 **, 대전정보문화산업진흥원 *층 ***호 (도룡동)","34126","인다이렉트샤인 주식회사","2026-03-03 16:43:47","I","2026-03-05 00:20:02","","234414.00794623","319679.535632277","게임물제작업","유통관련업","0","","게임 소프트웨어","87.36","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"4","게임물제작업","03_05_02_P","4050000","CDFF2241082026000010","2026-02-27","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 수지구 상현동 *** 상현마을 현대성우*차아파트 ***동 ***호","경기도 용인시 수지구 상현로 **, ***동 ***호 (상현동, 상현마을 현대성우*차아파트)","16936","디스코딩게임","2026-03-03 15:58:03","I","2026-03-05 00:20:02","","207323.85037001","422435.426106921","게임물제작업","유통관련업","0","","게임","86","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"5","게임물제작업","03_05_02_P","5530000","CDFF2241082026000007","2026-03-03","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 동탄구 반송동 **-* 로드프라자","경기도 화성시 동탄구 동탄중심상가*길 **-**, 로드프라자 ***-S**호 (반송동)","18453","리블루전","2026-03-03 14:33:14","I","2026-03-05 00:20:02","","206499.11359578","411653.363297932","게임물제작업","유통관련업","0","","소프트웨어 게임","1.65","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"6","게임물제작업","03_05_02_P","4830000","CDFF2241082026000001","2025-04-18","","01","영업/정상","13","영업중","","","","","","","","전라남도 나주시 빛가람동 ***-*","전라남도 나주시 빛가람로 ***, 삼보타워 ***호 (빛가람동)","58217","주식회사 터빈크루","2026-03-03 15:06:29","U","2026-03-05 02:40:00","","180409.03","169195.485","게임물제작업","유통관련업","0","","모바일게임","156.52","3","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"7","게임물제작업","03_05_02_P","3060000","CDFF2241082025000001","2025-09-11","","03","폐업","03","폐업","2026-03-03","","","","","","","서울특별시 중랑구 신내동 ***-* 신내 데시앙플렉스 지식산업센터","서울특별시 중랑구 신내역로*길 **-**, 신내 데시앙플렉스 지식산업센터 A동 ****호 (신내동)","02055","진원스튜디오","2026-03-03 14:12:17","U","2026-03-05 02:40:00","","209085.926142332","457283.215342184","게임물제작업","유통관련업","0","","모바일게임","40.74","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"8","게임물제작업","03_05_02_P","3170000","CDFF2241082026000002","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 ***-* 대성디폴리스지식산업센터","서울특별시 금천구 서부샛길 ***, 대성디폴리스지식산업센터 B동 ****호 (가산동)","08504","작게 실행하기","2026-03-04 10:59:00","I","2026-03-06 00:20:02","","189055.138252216","441958.334400683","게임물제작업","유통관련업","0","","게임","92.8","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"9","게임물제작업","03_05_02_P","3060000","CDFF2241082026000002","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중랑구 묵동 ***-* 묵동자이아파트","서울특별시 중랑구 동일로 ***, ***동 ****호 (묵동, 묵동자이아파트)","02033","한민희","2026-03-04 14:08:15","I","2026-03-06 00:20:02","","206777.731391054","456837.219624564","게임물제작업","유통관련업","0","","게임","157.85","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"10","게임물제작업","03_05_02_P","3220000","CDFF2241082026000016","2026-03-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 대치동 ***-** H 타워 ***-***A호","서울특별시 강남구 테헤란로**길 **, H 타워 ***-***A호 (대치동)","06193","Studio Solum","2026-03-04 11:02:17","I","2026-03-06 00:20:02","","204639.090092973","444728.353701831","게임물제작업","유통관련업","0","","모바일 게임","3.3","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
