"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1","위탁급식영업","07_21_01_P","3480000","3480000-120-2012-00007","2012-08-22","","01","영업/정상","01","영업","","","","","053 959 9900","225.50","711-814","대구광역시 달성군 다사읍 세천리 517-1","대구광역시 달성군 다사읍 세천로1길 52","42921","(주)세신정밀","2026-03-01 16:47:28","U","2026-03-04 02:40:00","위탁급식영업","332261.130498685","264709.593023975","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","225.5","","","",
"2","위탁급식영업","07_21_01_P","3820000","3820000-120-2021-00005","2021-03-02","","01","영업/정상","01","영업","","","","","","119.50","480-837","경기도 의정부시 용현동 168-3 지상1,2층 나동","경기도 의정부시 송산로1161번길 141, 나동 지상1,2층 (용현동)","11796","참 좋은 푸드","2026-03-02 19:59:00","U","2026-03-04 02:40:00","위탁급식영업","207352.877672565","469404.680272367","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","119.5","","","",
"3","위탁급식영업","07_21_01_P","3480000","3480000-120-2018-00013","2018-12-06","","01","영업/정상","01","영업","","","","","053 551 6841","173.71","711-852","대구광역시 달성군 논공읍 북리 1-44","대구광역시 달성군 논공읍 논공중앙로 211","42981","대호에이엘 구내식당","2026-03-01 16:47:18","U","2026-03-04 02:40:00","위탁급식영업","331701.338212881","249078.20790433","위탁급식영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","173.71","","","",
"4","위탁급식영업","07_21_01_P","3100000","3100000-120-2026-00005","2026-03-03","","01","영업/정상","01","영업","","","","","","1050.00","139-200","서울특별시 노원구 상계동 738 상계고등학교","서울특별시 노원구 노해로 432, 상계고등학교 (상계동)","01761","(주)이유에프에스 상계고점","2026-03-03 15:22:49","I","2026-03-05 00:20:02","위탁급식영업","204868.290334022","461103.154307129","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","1050","","","",
"5","위탁급식영업","07_21_01_P","3100000","3100000-120-2026-00006","2026-03-03","","01","영업/정상","01","영업","","","","","0221761992","1144.00","139-827","서울특별시 노원구 상계동 696 용화여자고등학교","서울특별시 노원구 동일로 1461, 용화여자고등학교 (상계동)","01687","(주)엘에스씨푸드 용화여고","2026-03-03 16:55:34","I","2026-03-05 00:20:02","위탁급식영업","205084.063363624","461823.993026614","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","1144","","","",
"6","위탁급식영업","07_21_01_P","3220000","3220000-120-2026-00005","2026-03-03","","01","영업/정상","01","영업","","","","","02  500 9613","1289.00","135-847","서울특별시 강남구 대치동 952-1 휘문중고등학교","서울특별시 강남구 역삼로 541, 휘문중고등학교 1층 (대치동)","06183","(주)엘에스씨푸드 휘문고등학교","2026-03-03 09:56:54","I","2026-03-05 00:20:02","위탁급식영업","205422.951548279","444770.331058159","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","1289","","","",
"7","위탁급식영업","07_21_01_P","3000000","3000000-120-2026-00006","2026-03-03","","01","영업/정상","01","영업","","","","","0222370465","476.00","110-826","서울특별시 종로구 숭인동 242-36 종로산업정보학교 1,2층","서울특별시 종로구 종로58길 28, 종로산업정보학교 1,2층 (숭인동)","03114","(주)엘에스씨푸드 종로산업정보학교","2026-03-03 13:17:18","I","2026-03-05 00:20:02","위탁급식영업","201468.856591382","452233.238856968","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","476","","","",
"8","위탁급식영업","07_21_01_P","3620000","3620000-120-2026-00002","2026-03-03","","01","영업/정상","01","영업","","","","","031 5252058","9.90","500-888","광주광역시 북구 양산동 330 주건축물제1동 3층","광주광역시 북구 하서로 300, 주건축물제1동 3층 (양산동)","61068","케이티앤지(KT&G)광주","2026-03-03 17:52:14","I","2026-03-05 00:20:02","위탁급식영업","188750.301845427","189373.881008999","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","9.9","","","",
"9","위탁급식영업","07_21_01_P","3200000","3200000-120-2026-00002","2026-03-03","","01","영업/정상","01","영업","","","","","","310.25","151-821","서울특별시 관악구 봉천동 677 당곡고등학교","서울특별시 관악구 봉천로21길 108, 당곡고등학교 (봉천동)","08712","당곡고등학교","2026-03-03 11:56:53","I","2026-03-05 00:20:02","위탁급식영업","194139.585409516","443311.093291338","위탁급식영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","310.25","","","",
"10","위탁급식영업","07_21_01_P","3230000","3230000-120-2026-00003","2026-03-03","","01","영업/정상","01","영업","","","","","","1013.00","138-854","서울특별시 송파구 송파동 99-2 잠실여고, 일신여자중고등학교","서울특별시 송파구 송파대로38길 8, 잠실여고 1층 (송파동)","05676","(주)엘에스씨푸드 잠실여고","2026-03-03 11:14:45","I","2026-03-05 00:20:02","위탁급식영업","209945.27312216","444412.852330114","위탁급식영업","0","0","","","","0","0","0","0","0","","0","0","N","1013","","","",
