번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업무구분명,상세업무구분명,권리주체일련번호,총직원수,Unnamed: 32,record_key
39,동물약국,02_03_02_P,4221000,422100001120260002,2026-03-05,,1,영업/정상,0,정상,,,,,033-550-2288,99.63,,강원특별자치도 태백시 황지동 30-15,강원특별자치도 태백시 번영로 359-1 (황지동),26012.0,푸른약국,2026-03-05 17:07:38,I,2026-03-07 00:20:02,,376919.137789734,409624.914554496,동물약국,,0,0,,푸른약국_강원특별자치도태백시황지동30-15
38,동물약국,02_03_02_P,3240000,324000001120260002,2026-03-05,,1,영업/정상,0,정상,,,,,02-555-3877,,,서울특별시 강동구 성내동 551-4 다성 이즈빌,"서울특별시 강동구 성내로8길 22, 1층 101호 (성내동, 다성 이즈빌)",5399.0,코알라약국,2026-03-05 09:52:03,I,2026-03-07 00:20:02,,210800.211867925,447391.989013181,동물약국,,0,0,,코알라약국_서울특별시강동구성내동551-4다성이즈빌
32,동물약국,02_03_02_P,4671000,467100001120260004,2026-03-05,,1,영업/정상,0,정상,,,,,,,,전북특별자치도 군산시 나운동 107-8 나운프라자,"전북특별자치도 군산시 하나운로 38, 나운프라자 1층 104호 (나운동)",54140.0,호약국,2026-03-05 12:51:41,I,2026-03-07 00:20:02,,172945.857671955,273583.762153933,동물약국,,0,0,,호약국_전북특별자치도군산시나운동107-8나운프라자
33,동물약국,02_03_02_P,3150000,315000001120260007,2026-03-05,,1,영업/정상,0,정상,,,,,,,,서울특별시 강서구 마곡동 760 마곡나루역보타닉푸르지오시티,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 1층 102호 (마곡동)",7788.0,마곡아임약국,2026-03-05 10:40:23,I,2026-03-07 00:20:02,,184646.580818167,451684.726858384,동물약국,,0,0,,마곡아임약국_서울특별시강서구마곡동760마곡나루역보타닉푸르지오시티
34,동물약국,02_03_02_P,3560000,356000001120260003,2026-03-05,,1,영업/정상,0,정상,,,,,,,,인천광역시 서구 청라동 159-1 청라 롯데캐슬,"인천광역시 서구 청라커낼로 252, A동 145호 (청라동, 청라 롯데캐슬)",22762.0,이야기약국,2026-03-05 16:12:16,I,2026-03-07 00:20:02,,168725.044916072,447687.557991574,동물약국,,0,0,,이야기약국_인천광역시서구청라동159-1청라롯데캐슬
35,동물약국,02_03_02_P,3210000,321000001120260003,2026-03-05,,1,영업/정상,0,정상,,,,,,,,서울특별시 서초구 우면동 64-1 중평빌딩,"서울특별시 서초구 바우뫼로7길 3, 중평빌딩 1층 1호 (우면동)",6762.0,365미소약국,2026-03-05 13:51:52,I,2026-03-07 00:20:02,,202151.756671866,440929.88771349,동물약국,,0,0,,365미소약국_서울특별시서초구우면동64-1중평빌딩
36,동물약국,02_03_02_P,4010000,401000001120260006,2026-03-05,,1,영업/정상,0,정상,,,,,,0.0,,경기도 시흥시 신천동 711-2 태종빌딩,"경기도 시흥시 수인로 3362, 태종빌딩 1층 102호 (신천동)",14910.0,더아름다운약국,2026-03-05 08:47:48,I,2026-03-07 00:20:02,,180947.061934192,437633.954293419,동물약국,,0,0,,더아름다운약국_경기도시흥시신천동711-2태종빌딩
40,동물약국,02_03_02_P,3460000,346000001120260005,2026-03-05,,1,영업/정상,0,정상,,,,,,,,대구광역시 수성구 범물동 1321-1,"대구광역시 수성구 범안로 70, 1층 (범물동)",42241.0,용지봉약국,2026-03-05 10:22:44,I,2026-03-07 00:20:02,,348657.046329215,258788.02115363,동물약국,,0,0,,용지봉약국_대구광역시수성구범물동1321-1
37,동물약국,02_03_02_P,3780000,378000001120260009,2026-03-05,,1,영업/정상,0,정상,,,,,,,,경기도 성남시 수정구 수진동 2967,"경기도 성남시 수정구 수정로 78, 1층 (수진동)",13316.0,정다운약국,2026-03-05 20:46:42,I,2026-03-07 00:20:02,,211368.133410431,437539.665564647,동물약국,,0,0,,정다운약국_경기도성남시수정구수진동2967
24,동물약국,02_03_02_P,3860000,386000001120260003,2026-03-04,,1,영업/정상,0,정상,,,,,,,,경기도 부천시 원미구 중동 1141-3 신중동역 헤리움 메트로타워,"경기도 부천시 원미구 길주로 284, 신중동역 헤리움 메트로타워 109호 (중동)",14548.0,장온누리약국,2026-03-04 15:11:28,I,2026-03-06 00:20:02,,179920.835610085,444530.865512297,동물약국,,0,0,,장온누리약국_경기도부천시원미구중동1141-3신중동역헤리움메트로타워
