"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1","청소년게임제공업","03_05_07_P","3900000","CDFF2241142026000002","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","경기도 광명시 소하동 1341-1 한빛프라자 106,107호","경기도 광명시 소하로 82, 한빛프라자 106,107호 (소하동)","14316","Enjoy","2026-02-02 14:35:43","I","2026-02-04 00:20:02","","189608.445005156","438395.291427816","청소년게임제공업","유통관련업","0","","플레이박스 33대, 러블리 9대","114.4","0","0","","0","0","0","0","","","","","","","","","","","","42","","전체이용가","","","","",
"2","청소년게임제공업","03_05_07_P","3290000","CDFF2241142026000003","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 가야동 595-2","부산광역시 부산진구 가야공원로 28 (가야동)","47382","지구 오락실","2026-02-02 16:10:27","I","2026-02-04 00:20:02","","384893.746173743","185418.829902815","청소년게임제공업","유통관련업","0","","LUCKY7, MINI, CATCHPUT, popopush,  드래곤펀치2, TOYS POP mini","95.3","0","0","","0","0","0","0","","","","","","","","","","","","20","","전체이용가","","","","",
"3","청소년게임제공업","03_05_07_P","6520000","CDFF2241142023000002","2023-08-11","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 서귀포시 서귀동 370-21 뮤즈","제주특별자치도 서귀포시 이중섭로 4-1, 뮤즈 1층 (서귀동)","63595","오락실 올래?","2026-02-02 15:35:09","U","2026-02-04 02:40:00","","159294.58909758","-27507.5840985955","청소년게임제공업","유통관련업","0","","테트리스 외 27대","155.29","0","0","","0","0","0","0","","","","","","","","","","","","28","","전체이용가","","","","",
"4","청소년게임제공업","03_05_07_P","3380000","CDFF2241142024000009","2024-09-23","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-143 정원비치","부산광역시 수영구 민락수변로 13-1, 정원비치 1층 (민락동)","48283","민트플레이 2호점","2026-02-02 15:18:36","U","2026-02-04 02:40:00","","393488.384005532","186005.383598686","청소년게임제공업","유통관련업","0","","아이스맨, 캐칭덕 빅, 스페이스X1 ,스페이스X+, 드래곤펀치2, 펌프잇업피닉스, 토이즈팝 미니","204","1","0","","0","0","0","0","","","","","","","","","","","","39","","전체이용가","","","","",
"5","청소년게임제공업","03_05_07_P","3380000","CDFF2241142024000004","2024-07-23","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 181-79","부산광역시 수영구 민락수변로 49, 118,119호 (민락동)","48283","민트플레이","2026-02-02 13:21:22","U","2026-02-04 02:40:00","","393671.646703012","185900.75453222","청소년게임제공업","유통관련업","0","","캐칭덕, 캐칭덕 빅, 토이즈팝미니, 스페이스X+, 스페이스 X1","95.7","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"6","청소년게임제공업","03_05_07_P","3230000","CDFF2241142024000003","2024-07-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 잠실동 182-2 제일빌딩","서울특별시 송파구 올림픽로12길 8, 제일빌딩 1층 105, 106, 107, 108. 109호 (잠실동)","05557","대빵오락실 잠실새내점","2026-02-02 09:09:03","U","2026-02-04 02:40:00","","207247.563537513","445424.341227736","청소년게임제공업","유통관련업","0","","","122.5","1","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"7","청소년게임제공업","03_05_07_P","5710000","CDFF2241142025000038","2025-11-24","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 청원구 주성동 338","충청북도 청주시 청원구 율량로 104, 107호 (주성동)","28318","블링팝 청주율량점","2026-02-02 12:59:56","U","2026-02-04 02:40:00","","244380.809354823","352424.978268619","청소년게임제공업","유통관련업","0","","","44","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"8","청소년게임제공업","03_05_07_P","3470000","CDFF2241142025000020","2025-12-22","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달서구 진천동 553 진천맛타운 1동 106호","대구광역시 달서구 진천로16길 39, 진천맛타운 1동 1층 106호 (진천동)","42784","금자오락실 진천점","2026-02-02 11:23:34","U","2026-02-04 02:40:00","","337774.951221367","258377.234808963","청소년게임제공업","유통관련업","4","학교정화(상대)","TOYS POP mini(토이즈팝 미니) 6대","74.04","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","6","","전체이용가","","","","준주거지역",
"9","청소년게임제공업","03_05_07_P","3150000","CDFF2241142017000044","2017-09-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 마곡동 797-1 퀸즈파크나인 2동 405호","서울특별시 강서구 공항대로 247, 퀸즈파크나인 2동 405호 (마곡동)","07803","FUNNY & JOY","2026-02-02 09:18:30","U","2026-02-04 02:40:00","","185371.298773738","450793.771245265","청소년게임제공업","유통관련업","0","","","85.8","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"10","청소년게임제공업","03_05_07_P","3190000","CDFF2241142017000011","2017-04-28","","03","폐업","03","폐업","2026-01-30","","","","","","","서울특별시 동작구 사당동 250-1","서울특별시 동작구 사당로14가길 19 (사당동)","07010","뽑아가세용","2026-01-30 13:27:55","U","2026-02-04 11:04:37","","197395.38765164","442445.844383266","청소년게임제공업","유통관련업","0","","","36.36","0","0","","0","0","0","0","","","","","","","","","","","","6","","전체이용가","","","","",
"11","청소년게임제공업","03_05_07_P","3190000","CDFF2241142016000014","2016-11-25","","03","폐업","03","폐업","2026-01-30","","","","","","","서울특별시 동작구 사당동 139-72","서울특별시 동작구 동작대로27가길 12, 1층 (사당동)","07008","게임빌리지(GAME VILLAGE)","2026-01-30 13:28:05","U","2026-02-04 11:04:37","","198253.418746566","442769.114346273","청소년게임제공업","유통관련업","0","","CATCH ME PINK 외 52대","242.22","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"12","청소년게임제공업","03_05_07_P","5310000","CDFF2241142022000001","2022-05-23","","03","폐업","03","폐업","2025-10-30","","","","","","","경상남도 진주시 가좌동 480-7 Y ZONE 빌딩","경상남도 진주시 진주대로 518, Y ZONE 빌딩 1층 105호 (가좌동)","52827","킹콩 오락실","2026-01-30 17:23:36","U","2026-02-04 11:04:37","","300718.503533904","184315.542417842","청소년게임제공업","유통관련업","0","","","89.92","0","0","","0","0","0","0","","","","","","","","","","","","15","","전체이용가","","","","",
"13","청소년게임제공업","03_05_07_P","5590000","CDFF2241142026000001","2026-02-04","","01","영업/정상","13","영업중","","","","","","","","경기도 양주시 광사동 653-1 필립프라자 104호","경기도 양주시 고읍남로 20, 필립프라자 104-108호 (광사동)","11492","내가탑 게임 광사점","2026-02-04 09:09:20","I","2026-02-06 00:20:02","","206900.351497689","476907.429568821","청소년게임제공업","유통관련업","0","","타겟헌터3 등 25종","239.38","1","0","","0","0","0","0","","","","","","","","","","","","58","","전체이용가","","","","",
"14","청소년게임제공업","03_05_07_P","3910000","CDFF2241142026000002","2026-02-03","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 고덕동 2618-1 힐스테이트 고덕 스카이시티","경기도 평택시 고덕국제대로 99, 1402호 (고덕동, 힐스테이트 고덕 스카이시티)","18018","픽미스테이션","2026-02-03 11:22:10","I","2026-02-06 00:20:02","","203517.857502979","393592.593548779","청소년게임제공업","유통관련업","0","","","32.6","0","0","","0","0","0","0","","","","","","","","","","","","15","","전체이용가","","","","",
"15","청소년게임제공업","03_05_07_P","4810000","CDFF2241142026000001","2026-02-04","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 중앙동 783","전라남도 여수시 중앙로 68-1 (중앙동)","59735","대빵오락실(청-198호)","2026-02-04 13:48:05","I","2026-02-06 00:20:02","","267240.974216207","138176.42235268","청소년게임제공업","유통관련업","0","","대빵오락실 13, 토이즈팝 미니 22, 캐치풋 10, 캐칭덕 플러스 5, 캐칭덕 자이언트 1, 럭키7 2","116.15","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","일반상업지역",
"16","청소년게임제공업","03_05_07_P","3450000","CDFF2241142026000002","2026-02-03","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 매천동 681","대구광역시 북구 매전로 6, 1층 (매천동)","41487","보물섬매천","2026-02-03 16:24:10","I","2026-02-06 00:20:02","","339197.38571962","268689.719540739","청소년게임제공업","유통관련업","0","","","77.18","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"17","청소년게임제공업","03_05_07_P","3450000","CDFF2241142026000003","2026-02-03","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 복현동 200-1","대구광역시 북구 동북로 211, 1층 6호 (복현동)","41526","보물섬복현","2026-02-03 16:24:21","I","2026-02-06 00:20:02","","345804.507038976","267553.950659684","청소년게임제공업","유통관련업","0","","","36","0","0","","0","0","0","0","","","","","","","","","","","","15","","전체이용가","","","","",
"18","청소년게임제공업","03_05_07_P","3100000","CDFF2241142026000001","2026-02-03","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 상계동 1398-3","서울특별시 노원구 덕릉로 825, 1층 1호 (상계동)","01637","무지개 오락실 불암산점","2026-02-03 17:36:30","I","2026-02-06 00:20:02","","207039.544366416","463090.75781522","청소년게임제공업","유통관련업","0","","","30","0","0","","0","0","0","0","","","","","","","","","","","","13","","전체이용가","","","","",
"19","청소년게임제공업","03_05_07_P","3240000","CDFF2241142026000001","2026-02-04","","01","영업/정상","13","영업중","","","","","02-554-4955","","","서울특별시 강동구 길동 391-5","서울특별시 강동구 양재대로 1482, 1층 6호 (길동)","05351","코코오락실(코코가차샵 길동역점)","2026-02-04 15:53:56","I","2026-02-06 00:20:02","","212335.769240494","448418.228195265","청소년게임제공업","유통관련업","0","","뉴미니부티크3 외","21","0","0","","0","0","0","0","","","","","","","","","","","","13","","전체이용가","","","","",
"20","청소년게임제공업","03_05_07_P","4781000","CDFF2241142026000001","2026-02-04","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 고창군 고창읍 읍내리 636-26","전북특별자치도 고창군 고창읍 남정1길 3","56432","지지게임존고창점","2026-02-04 18:25:56","I","2026-02-06 00:20:02","","172427.098161248","215095.025267211","청소년게임제공업","유통관련업","0","","","64.9","0","0","","0","0","0","0","","","","","","","","","","","","20","","전체이용가","","","","",
"21","청소년게임제공업","03_05_07_P","4010000","CDFF2241142026000007","2026-02-03","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 능곡동 728 건아빌딩 101호","경기도 시흥시 승지로59번길 1, 건아빌딩 101호 (능곡동)","14995","고고샵 (GOGO#)","2026-02-03 16:08:20","I","2026-02-06 00:20:02","","183096.302229304","429699.494640402","청소년게임제공업","유통관련업","0","","아케이드게임물 5종","48.11","0","0","","0","0","0","0","","","","","","","","","","","","21","","전체이용가","","","","",
