사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
인사경영연구원,2026-04-03,개인,198208.386453774,452193.293825248,2026-04-10 03:03:03,U,40,폐업,2026-04-09 15:54:03,2025-03-21,,서울특별시 종로구 청진동 3-2 청일빌딩 301-A호,2025300024514500005,3000000,"서울특별시 종로구 종로5길 38-1, 청일빌딩 3층 301-A호 (청진동)",03158,03,폐업,유료,
주식회사 팔도인력,,법인,197178.566663897,450739.393958251,2026-04-10 03:03:03,U,20,영업중,2026-04-09 17:10:28,2012-03-15,,서울특별시 중구 중림동 65번지 1호,2012301012514500003,3010000,서울특별시 중구 청파로 441-2 (중림동),,01,영업/정상,유료,02-363-1373
에임커리어(주),2025-11-28,법인,202336.909549387,445123.90893791,2026-04-10 03:03:03,U,20,영업중,2026-04-09 15:15:29,2020-09-16,,서울특별시 강남구 논현동 170 스페이스모노빌딩,2025322025014500043,3220000,"서울특별시 강남구 논현로115길 71, 스페이스모노빌딩 6층 3호 (논현동)",06118,01,영업/정상,유료,02-6952-0300
생활인력,,개인,184773.372180974,448101.585239722,2026-04-10 03:03:03,U,20,영업중,2026-04-09 14:39:27,2019-10-10,,서울특별시 양천구 신월동 166-4,2021314016714500005,3140000,"서울특별시 양천구 남부순환로 358, 3층 (신월동)",07910,01,영업/정상,유료,
(주)헬로우케어,,법인,192491.997806958,450334.999606984,2026-04-10 03:03:03,U,20,영업중,2026-04-09 13:26:31,2022-10-24,,서울특별시 마포구 서교동 459-13 원방빌딩,2022313025714500001,3130000,"서울특별시 마포구 잔다리로 88, 원방빌딩 3층 (서교동)",04002,01,영업/정상,유료,070-7507-2070
미래취업정보,,개인,190766.013950231,443455.43090677,2026-04-10 03:03:03,U,20,영업중,2026-04-09 11:18:25,2020-04-28,,서울특별시 영등포구 대림동 1051번지 3호 2층,2020318023914500010,3180000,"서울특별시 영등포구 도림로37길 3-1, 2층 (대림동)",07415,01,영업/정상,유료,
믿음소개소,,개인,190754.380601302,443448.475129908,2026-04-10 03:03:03,U,20,영업중,2026-04-09 11:19:21,2021-09-08,,서울특별시 영등포구 대림동 1051-23 대림빌딩,2021318023914500025,3180000,"서울특별시 영등포구 도림로33길 8, 대림빌딩 501호 (대림동)",07415,01,영업/정상,유료,
88직업소개소,,개인,190809.635034417,443389.600737685,2026-04-10 03:03:03,U,20,영업중,2026-04-09 11:18:42,2024-07-12,,서울특별시 영등포구 대림동 1050-29,2024318025614500031,3180000,"서울특별시 영등포구 도림로 130, 3층 (대림동)",07416,01,영업/정상,유료,
(주)잡뉴스솔로몬서치,,법인,199881.540630449,441776.249151166,2026-04-10 03:03:03,U,20,영업중,2026-04-09 09:29:12,2001-03-09,,서울특별시 서초구 방배3동 1031번지 3호 미주빌딩 104호,2001321007311500015,3210000,"서울특별시 서초구 방배로 39 (방배동, 미주빌딩 104호)",,01,영업/정상,유료,070-7829-0229
브리스캔영어쏘시에이츠(주),,법인,193293.251953215,447448.342915454,2026-04-10 03:03:03,U,20,영업중,2026-04-09 11:18:09,2016-12-13,,서울특별시 영등포구 여의도동 12번지,2016318019714500051,3180000,"서울특별시 영등포구 여의공원로 101, 902호 (여의도동, C.C.M.M빌딩)",07241,01,영업/정상,유료,02-536-0086
주식회사 휴온,2026-04-09,법인,205048.406762854,445141.245109556,2026-04-10 03:03:03,U,40,폐업,2026-04-09 10:42:18,2025-02-06,,서울특별시 강남구 삼성동 158-4 두산 위브센티움,2025322025014500006,3220000,"서울특별시 강남구 테헤란로83길 14, 두산 위브센티움 1207호 (삼성동)",06169,03,폐업,유료,
프로페셔날핸즈인핸즈코리아(주),,법인,204867.175814224,445612.534722183,2026-04-10 03:03:03,U,20,영업중,2026-04-09 10:03:42,2013-02-26,,서울특별시 강남구 삼성1동 147번지 7호 서경빌딩 2층,2013322016314500016,3220000,"서울특별시 강남구 봉은사로84길 9, 2층 (삼성동)",,01,영업/정상,유료,02-567-1750
주식회사시그마커넥트,,법인,212676.246218584,448910.8871806,2026-04-10 03:03:03,U,20,영업중,2026-04-09 11:26:50,2021-12-15,,서울특별시 강동구 길동 339-4 정산빌딩,2021324023614500017,3240000,"서울특별시 강동구 천중로49길 32-17, 2층 203-2호 (길동, 정산빌딩)",05303,01,영업/정상,유료,02-486-8808
현민인력,,개인,167294.069119976,432811.972492338,2026-04-10 03:03:03,U,20,영업중,2026-04-09 16:37:52,2026-01-26,,인천광역시 연수구 송도동 30-6 송도센텀하이브,2026352029314500001,3520000,"인천광역시 연수구 인천타워대로 301, 송도센텀하이브 A동 2838호 (송도동)",22007,01,영업/정상,유료,
글로벌비즈,,개인,167294.069119976,432811.972492338,2026-04-10 03:03:03,U,20,영업중,2026-04-09 16:39:03,2026-01-28,,인천광역시 연수구 송도동 30-6 송도센텀하이브,2026352029314500002,3520000,"인천광역시 연수구 인천타워대로 301, 송도센텀하이브 B동 526호 (송도동)",22007,01,영업/정상,유료,
한성취업센터,,개인,167294.069119976,432811.972492338,2026-04-10 03:03:03,U,20,영업중,2026-04-09 16:40:54,2026-01-28,,인천광역시 연수구 송도동 30-6 송도센텀하이브,2026352029314500003,3520000,"인천광역시 연수구 인천타워대로 301, 송도센텀하이브 A동 1919호 (송도동)",22007,01,영업/정상,유료,
