건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,주식회사 칼리버스,,189021.226992181,442386.805689679,,비디오물제작업,2026-04-10 03:03:03,U,13,영업중,"VR,광고,홍보영상물",194.9,,2026-04-09 11:03:03,,2018-01-16,,서울특별시 금천구 가산동 ***-* 롯데이노베이트 신관,CDFF1241072026000014,3170000,,"서울특별시 금천구 가산디지털*로 ***, 롯데센터 *층 (가산동)",08500,01,영업/정상,,,,,,
,(주)더와이앤비,,192898.760307068,451287.444339612,,비디오물제작업,2026-04-10 22:11:25,I,13,영업중,비디오물,442,,2026-04-09 14:13:57,,2026-04-09,,서울특별시 마포구 연남동 ***-**,CDFF1241072026000036,3130000,,서울특별시 마포구 연남로 ** (연남동),03977,01,영업/정상,,,,02-325-0793,,
,(주)라오니스,,189467.124186925,441780.0053985,,비디오물제작업,2026-04-10 22:08:32,I,13,영업중,"비디오, 영상",382.65,,2026-04-09 09:56:58,,2026-04-09,,서울특별시 금천구 가산동 ***-** 에이스하이엔드타워*차,CDFF1241072026000015,3170000,,"서울특별시 금천구 가산디지털*로 ***, 에이스하이엔드타워*차 **층 ****호 (가산동)",08506,01,영업/정상,,,,,,
,주식회사 본부엔터테인먼트,,201753.375869612,446678.929594165,,비디오물제작업,2026-04-10 22:08:34,I,13,영업중,공연 실황 중계 및 영상물 제작,20.6,,2026-04-09 13:33:12,,2026-04-09,,서울특별시 강남구 신사동 ***-* 컨템포빌딩,CDFF1241072026000075,3220000,,"서울특별시 강남구 논현로***길 ***, 컨템포빌딩 *층 (신사동)",06028,01,영업/정상,,,,02-3474-3363,,
,주식회사 미라클에이앤이,,205079.418138107,444869.834721154,,비디오물제작업,2026-04-10 22:08:34,I,13,영업중,드라마,3.3,,2026-04-09 14:42:01,,2026-04-09,,서울특별시 강남구 대치동 ***-**,CDFF1241072026000076,3220000,,"서울특별시 강남구 테헤란로**길 **, ***호 (대치동)",06178,01,영업/정상,,,,,,
,주식회사 커너스,,205271.275273064,445852.638814088,,비디오물제작업,2026-04-10 22:08:34,I,13,영업중,"광고, 홍보영상물",1.65,,2026-04-09 15:57:10,,2026-04-09,,서울특별시 강남구 삼성동 *** 삼성동 미켈란 ***,CDFF1241072026000077,3220000,,"서울특별시 강남구 영동대로 ***, *층 M**호 (삼성동, 삼성동 미켈란 ***)",06083,01,영업/정상,,,,02-465-0705,,
,(주)시공테크,,202900.590297224,444136.728684457,,비디오물제작업,2026-04-10 22:08:34,I,13,영업중,비디오물,1599.8,,2026-04-09 18:14:13,,1994-07-21,,서울특별시 강남구 역삼동 ***-* 포스코타워 역삼,CDFF1241072026000078,3220000,,"서울특별시 강남구 테헤란로 ***, 포스코타워 역삼 *층, **층 (역삼동)",06235,01,영업/정상,,,,,,
,(주)뷰포인트그룹,,209323.694294404,444386.080009031,,비디오물제작업,2026-04-10 22:08:30,I,13,영업중,비디오 제작,123.28,,2026-04-09 14:32:06,,2025-10-29,,서울특별시 송파구 석촌동 ***-** 뷰포인트빌딩,CDFF1241072026000010,3230000,,"서울특별시 송파구 가락로**길 *, 뷰포인트빌딩 *.*.*층 (석촌동)",05689,01,영업/정상,,,,02-2135-1877,,
,주식회사 오투버스,,210199.45921923,446539.279382444,,비디오물제작업,2026-04-10 22:08:30,I,13,영업중,"비디오물, 영상",16.5,,2026-04-09 16:19:16,,2026-04-09,,서울특별시 송파구 방이동 ** 올림픽공원,CDFF1241072026000011,3230000,,"서울특별시 송파구 올림픽로 ***, 올림픽공원 스포츠코리아랩 기업지원관 * (방이동)",05540,01,영업/정상,,,,,,
,커맨드(C),,190289.435594486,455449.040073419,,비디오물제작업,2026-04-10 21:08:31,I,13,영업중,"홍보영상, 교육용비디오, 디지털 영상물",41.7,,2026-04-09 13:58:00,,2026-04-09,,경기도 고양시 덕양구 향동동 ***,CDFF1241072026000045,3940000,,"경기도 고양시 덕양구 꽃마을로 **, DMC스타비즈 *st ****호 (향동동)",10545,01,영업/정상,,,,,,
