건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
0,,0,주식회사 써클원시큐리티시스템,건물위생관리업,,,,,195417.588774613,426783.786752051,2026-04-10 03:03:03,U,01,영업,0,2026-04-09 16:14:48,2017-06-22,87.78,435-871,경기도 군포시 당정동 1015-2 아르떼하우스 이동 202호,N,0,4020000-206-2017-00010,4020000,"경기도 군포시 당정역로76번길 3, 이동 202호 (당정동, 아르떼하우스)",15851,01,영업/정상,건물위생관리업,070-4843-3730,2,0,2,0
1,,0,세진건설,건물위생관리업,,,,,203262.465251943,459889.848828726,2026-04-10 22:21:53,I,01,영업,0,2026-04-09 16:36:49,2022-04-14,25.00,132-919,서울특별시 도봉구 창동 601-100 북한산팰리스(801동),N,0,3090000-206-2022-00007,3090000,"서울특별시 도봉구 덕릉로59아길 6, 101호 (창동, 북한산팰리스(801동))",01469,01,영업/정상,건물위생관리업,02-955-7771,0,0,0,0
2,,0,서울광역자활청소협동조합,건물위생관리업,,,,,206356.22314833,462123.478004887,2026-04-10 22:21:50,I,01,영업,0,2026-04-09 15:52:54,2017-03-29,39.83,139-748,서울특별시 노원구 상계동 173-1 벽산아파트,N,0,3100000-206-2017-00013,3100000,"서울특별시 노원구 한글비석로 396, 108동 지하층 25호 (상계동, 벽산아파트)",01663,01,영업/정상,건물위생관리업,,0,0,0,0
0,,0,청년크린,건물위생관리업,,,,,176400.323252583,433478.88911252,2026-04-10 22:53:38,I,01,영업,0,2026-04-09 15:39:43,2026-04-09,58.02,405-825,인천광역시 남동구 논현동 665-13,N,0,3530000-206-2026-00007,3530000,"인천광역시 남동구 앵고개로941번길 11-8, 101호 (논현동)",21669,01,영업/정상,건물위생관리업,,,,,
,,,수원환경,건물위생관리업,,,,,200178.763499612,417980.960582431,2026-04-10 21:51:51,I,01,영업,,2026-04-09 16:12:11,2026-04-09,.00,441-862,경기도 수원시 권선구 세류동 179 세지빌딩,N,,3760000-206-2026-00003,3740000,"경기도 수원시 권선구 권선로 472, 세지빌딩 7층 733호 (세류동)",16591,01,영업/정상,건물위생관리업,,,,,
0,,0,(주)엠원씨앤에스,건물위생관리업,,,,,175777.7283511,429625.471153581,2026-04-10 21:51:52,I,01,영업,0,2026-04-09 17:13:42,2026-04-09,36.00,,경기도 시흥시 배곧동 219 시흥배곧 아브뉴프랑 센트럴 블루,N,0,4010000-206-2026-00007,4010000,"경기도 시흥시 서울대학로264번길 25, 시흥배곧 아브뉴프랑 센트럴 블루 632호 (배곧동)",15011,01,영업/정상,건물위생관리업,,,,,
,,,더 푸른 환경,건물위생관리업,,,,,222007.761031864,522801.578325538,2026-04-10 21:21:51,I,01,영업,,2026-04-09 16:23:38,2026-04-09,16.00,,강원특별자치도 철원군 동송읍 장흥리 3091,N,,4301000-206-2026-00003,4301000,강원특별자치도 철원군 동송읍 태봉로 2233,24023,01,영업/정상,건물위생관리업,,,,,
0,임대,0,광주환경,건물위생관리업,,,,,222139.980253203,433950.441737212,2026-04-10 21:21:52,I,01,영업,0,2026-04-09 13:26:46,2026-04-09,3.30,464-803,경기도 광주시 경안동 189-2,N,0,5540000-206-2026-00008,5540000,"경기도 광주시 경안로98번길 8, 2층 D03호 (경안동)",12762,01,영업/정상,건물위생관리업,,2,,2,
0,임대,0,(주)국민티에스,건물위생관리업,,,,,201149.954043799,451445.593709498,2026-04-10 03:03:03,U,01,영업,0,2026-04-09 14:26:22,2015-09-04,30.00,100-889,서울특별시 중구 신당동 250-9 3층,N,0,3010000-206-2015-00008,3010000,"서울특별시 중구 퇴계로 381, 3층 (신당동)",04566,01,영업/정상,건물위생관리업,02-2236-2121,3,,3,
2,,0,서울광역자활청소협동조합,건물위생관리업,2026-04-09,,,,188868.78715669,449386.014108408,2026-04-10 03:03:03,U,02,폐업,0,2026-04-09 15:44:29,2017-03-29,30.99,158-808,서울특별시 양천구 목동 514-18 어바니엘,N,0,3140000-206-2017-00017,3140000,"서울특별시 양천구 공항대로 630, 3층 305호 (목동, 어바니엘)",07968,03,폐업,건물위생관리업,,0,0,0,0
1,,0,세진종합공사,건물위생관리업,2026-04-09,,,,202155.401317068,459411.940883021,2026-04-10 03:03:03,U,02,폐업,0,2026-04-09 16:28:10,2022-04-14,36.90,142-867,서울특별시 강북구 번동 446-13 가든타워빌딩,N,0,3080000-206-2022-00010,3080000,"서울특별시 강북구 도봉로 328, 가든타워빌딩 9층 905호 (번동)",01062,03,폐업,건물위생관리업,02-955-7771,0,0,0,0
3,임대,1,주식회사 라셋,건물위생관리업,,,,,203120.866692148,444313.008610517,2026-04-10 03:03:03,U,01,영업,1,2026-04-09 15:35:30,2015-07-13,110.69,135-981,서울특별시 강남구 역삼동 642-19 역삼하이츠빌딩,N,5,3220000-206-2015-00032,3220000,"서울특별시 강남구 테헤란로 151, 역삼하이츠빌딩 8층 7.8.9호 (역삼동)",06132,01,영업/정상,건물위생관리업,02-424-0627,3,0,3,0
