건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,한실수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,양실수
0,,0,자자 백팩커스,숙박업 기타,,,,,198730.397072346,450725.563076072,2026-04-10 03:03:03,U,01,영업,0,0,2026-04-09 14:14:05,2019-02-12,607.64,100-042,서울특별시 중구 남산동2가 18-6,N,0,3010000-201-2019-00003,3010000,"서울특별시 중구 퇴계로20길 35, 지하1~지상4층 (남산동2가)",04629,01,영업/정상,숙박업 기타,02-3672-1976,4,1,4,1,20
6,자가,1,더안,여관업,,,,,193465.706143733,442500.71073096,2026-04-10 03:03:03,U,01,영업,,7,2026-04-09 15:35:16,1994-10-06,959.60,151-892,서울특별시 관악구 신림동 1433-109,N,,3200000-201-1994-00077,3200000,서울특별시 관악구 신림로65길 47 (신림동),08759,01,영업/정상,여관업,02-883-7797,1,1,6,1,24
1,,0,솔나무호스텔,숙박업(생활),,,,,146634.613783379,439315.90600793,2026-04-10 03:03:03,U,01,영업,0,2,2026-04-09 13:22:03,2018-09-05,97.64,400-420,인천광역시 중구 을왕동 79-1,N,0,3490000-214-2018-00016,3490000,"인천광역시 중구 늘목로 30-47, 1층 (을왕동)",22384,01,영업/정상,숙박업(생활),,0,0,0,0,0
0,,0,스페이스 인더문,숙박업(생활),,,,,161327.36998922,442885.295069563,2026-04-10 03:03:03,U,01,영업,0,0,2026-04-09 16:48:02,2025-04-22,"2,106.80",400-320,인천광역시 중구 중산동 1886-7 블루오션1차 3~21층 일부호,N,0,3490000-214-2025-00008,3490000,"인천광역시 중구 영종대로 911, 블루오션1차 3~21층 일부호 (중산동)",22397,01,영업/정상,숙박업(생활),,0,0,0,0,58
0,임대,0,모두스테이 송도,숙박업(생활),,,,,167003.10559807,433722.158523982,2026-04-10 03:03:03,U,01,영업,0,0,2026-04-09 15:17:22,2023-08-07,"2,723.41",406-081,인천광역시 연수구 송도동 29-2 송도랜드마크푸르지오시티,N,0,3520000-214-2023-00002,3520000,"인천광역시 연수구 아트센터대로168번길 101, 송도랜드마크푸르지오시티 (송도동)",22006,01,영업/정상,숙박업(생활),032-217-5252,4,0,36,0,103
0,,0,웨스턴파크 스테이,숙박업(생활),,,,,167094.933098261,433775.888358481,2026-04-10 03:03:03,U,01,영업,0,0,2026-04-09 14:23:12,2024-12-16,"1,056.31",406-081,인천광역시 연수구 송도동 29-1 한라 웨스턴파크 송도,N,0,3520000-214-2024-00003,3520000,"인천광역시 연수구 아트센터대로168번길 100, 한라 웨스턴파크 송도 (송도동)",22006,01,영업/정상,숙박업(생활),,0,0,0,0,43
5,,1,레전드,여관업,,,,,199272.37172641,422647.977197335,2026-04-10 03:03:03,U,01,영업,,0,2026-04-09 14:12:56,2004-02-09,857.97,440-840,경기도 수원시 장안구 정자동 433-1,N,,3750000-201-2004-00001,3740000,경기도 수원시 장안구 파장로 71-6 (정자동),16337,01,영업/정상,여관업,031-257-9966,0,0,0,0,22
0,,0,루미호텔,여관업,,,,,170647.082548948,445024.771920889,2026-04-10 03:03:03,U,01,영업,,0,2026-04-09 11:56:58,1996-04-24,667.84,404-826,인천광역시 서구 석남동 526-12,N,,3560000-201-1996-00002,3560000,인천광역시 서구 길주로63번길 3 (석남동),22789,01,영업/정상,여관업,032-574-2187,0,0,0,0,31
0,,0,노보텔,여관업,2026-04-09,,,,263721.062714336,487034.867053724,2026-04-10 03:03:03,U,02,폐업,,1,2026-04-09 15:15:02,2002-12-19,876.00,,강원특별자치도 춘천시 소양로3가 8-3,N,,4181000-201-2002-00014,4181000,강원특별자치도 춘천시 금강로13번길 22 (소양로3가),24272,03,폐업,여관업,033-256-1950,0,0,0,0,16
6,,0,가평클럽보드리조트,숙박업(생활),,,,,246701.94485142,472034.803654275,2026-04-10 03:03:03,U,01,영업,0,0,2026-04-09 14:36:26,2016-07-14,"1,200.97",477-803,경기도 가평군 가평읍 금대리 510,N,1,4160000-214-2016-00004,4160000,"경기도 가평군 가평읍 북한강변로 214, 금대리 510외 1필지",12428,01,영업/정상,숙박업(생활),031-581-0606,1,0,4,0,9
2,,1,포유(4U)풀빌라&스파,숙박업(생활),,,,,228010.142493866,480460.545200954,2026-04-10 03:03:03,U,01,영업,1,0,2026-04-09 11:13:57,2017-09-01,649.88,,"경기도 가평군 상면 원흥리 538 외 1필지, 지하1층, 2~3층",N,0,4160000-214-2017-00025,4160000,"경기도 가평군 상면 청군로 1653, 지하1층, 2~3층",12442,01,영업/정상,숙박업(생활),,2,1,2,1,9
