영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,자가,모던8,,346636.400574479,509830.849515187,2026-04-10 03:03:03,U,01,영업,0,,,,,,,,,2026-04-09 10:00:40,2024-04-11,.10,,강원특별자치도 양양군 손양면 수산리 **-*,N,,4351000-134-2024-00011,,4351000,"강원특별자치도 양양군 손양면 수산*길 **-*, *층",25042,01,영업/정상,전자상거래(통신판매업),,,,
,임대,(주)태봉코리아,,189378.332493727,442066.99866487,2026-04-10 03:03:03,U,01,영업,0,,,,,,,,,2026-04-09 09:38:07,2016-07-20,.00,153-803,서울특별시 금천구 가산동 ***-** 가산 에스케이 브이원 센터 ***-***호,N,,3170000-134-2016-00098,,3170000,"서울특별시 금천구 가산디지털*로 ***, 가산 에스케이 브이원 센터 ***-***호 (가산동)",08503,01,영업/정상,전자상거래(통신판매업),070-7725-9634,,,상수도전용
,,글로벌에스비,2026-04-09,183656.204572425,443138.526281976,2026-04-10 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-09 10:39:41,2024-05-14,,,경기도 부천시 원미구 역곡동 ***-* 예은하이츠빌 가동 ***호,N,,3860000-134-2024-00145,,3860000,"경기도 부천시 원미구 지봉로***번길 **, 가동 ***호 (역곡동, 예은하이츠빌)",14667,03,폐업,전자상거래(통신판매업),,,,
,,미추홀보부상,2026-04-09,168780.099913799,432168.287166052,2026-04-10 03:03:03,U,02,폐업,0,0,0,0,,,,0,,2026-04-09 10:56:24,2022-01-04,,406-081,인천광역시 연수구 송도동 *-* 송도 더샵 퍼스트월드 *동 ****호,N,,3520000-134-2022-00001,,3520000,"인천광역시 연수구 해돋이로 ***, *동 지상**층 ****호 (송도동, 송도 더샵 퍼스트월드)",21997,03,폐업,전자상거래(통신판매업),,,,
,자가,모던10,,346636.400574479,509830.849515187,2026-04-10 03:03:03,U,01,영업,0,,,,,,,,,2026-04-09 09:58:25,2024-04-11,.10,,강원특별자치도 양양군 손양면 수산리 **-*,N,,4351000-134-2024-00013,,4351000,"강원특별자치도 양양군 손양면 수산*길 **-*, *층",25042,01,영업/정상,전자상거래(통신판매업),,,,
,자가,PG글로벌,2026-04-09,177954.483569409,470252.707615403,2026-04-10 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-09 17:46:50,2017-08-18,.00,413-190,경기도 파주시 와동동 ****-*,N,,4060000-134-2017-00109,,4060000,"경기도 파주시 가람로**번길 **-**, ***호 (와동동)",10870,03,폐업,전자상거래(통신판매업),,,,
,,유사나헬스사이언스코리아,2026-04-09,179377.05694409,472652.652551911,2026-04-10 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-09 14:55:47,2017-06-27,,413-826,경기도 파주시 금촌동 ***,N,,4060000-134-2017-00037,,4060000,"경기도 파주시 번영로 **, ***동 ****호 (금촌동)",10914,03,폐업,다단계판매,02-2191-7300,,,
,,곰사장마트,2026-04-09,170736.195342085,447227.476516139,2026-04-10 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-09 15:41:28,2021-03-22,,404-230,인천광역시 서구 가정동 ***-* 대건프라자 ***일부호,N,,3560000-134-2021-00321,,3560000,"인천광역시 서구 염곡로 ***, 대건프라자 ***호 일부호 (가정동)",22883,03,폐업,전자상거래(통신판매업),,,,
,,추억상점,2026-04-09,179091.554697837,469560.211429233,2026-04-10 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-09 17:50:40,2024-09-24,,413-190,경기도 파주시 와동동 ****-* ***호,N,,4060000-134-2024-00306,,4060000,"경기도 파주시 와석순환로***번길 **, ***호 (와동동)",10896,03,폐업,전자상거래(통신판매업),,,,
,,자유로헬스케어,2026-04-09,180119.508673933,464378.932921594,2026-04-10 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-09 09:41:21,2020-05-28,,411-873,경기도 고양시 일산서구 일산동 **** 산들마을*단지,N,,3940000-134-2020-00286,,3940000,"경기도 고양시 일산서구 일중로 **, ***동 ****호 (일산동, 산들마을*단지)",10354,03,폐업,전자상거래(통신판매업),,,,
,자가,모던4,,346636.400574479,509830.849515187,2026-04-10 03:03:03,U,01,영업,0,,,,,,,,,2026-04-09 10:02:30,2024-03-19,6.40,,강원특별자치도 양양군 손양면 수산리 **-*,N,,4351000-134-2024-00007,,4351000,"강원특별자치도 양양군 손양면 수산*길 **-*, *층",25042,01,영업/정상,전자상거래(통신판매업),,,,
