건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,한실수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,양실수
0,임대,0,더그랜드호텔 명동,관광호텔,,,,,198797.29864019,451041.893325607,2026-04-11 03:03:03,U,01,영업,,0,2026-04-10 10:23:22,2013-02-01,"1,758.22",100-861,서울특별시 중구 충무로2가 62-2 외 1필지,N,,3010000-201-2013-00002,3010000,서울특별시 중구 명동8가길 38 (충무로2가),04537,01,영업/정상,관광호텔,02-777-7900,1,0,7,0,50
0,,0,서울 호텔 신신,관광호텔,,,,,198047.674063427,451117.674050616,2026-04-11 03:03:03,U,01,영업,,0,2026-04-10 10:24:41,2013-03-21,"2,329.08",100-080,서울특별시 중구 북창동 93-43 지1층~7층,N,,3010000-201-2013-00005,3010000,"서울특별시 중구 남대문로5길 17-5 (북창동, 지1층~7층)",04526,01,영업/정상,관광호텔,02-1877-2538,1,1,7,0,45
0,자가,0,루미아호텔,관광호텔,,,,,198142.881185174,450638.810478052,2026-04-11 03:03:03,U,01,영업,0,0,2026-04-10 11:11:39,2015-05-18,"1,116.78",100-873,서울특별시 중구 회현동1가 99-18,Y,0,3010000-201-2015-00020,3010000,서울특별시 중구 퇴계로8길 31-9 (회현동1가),04634,01,영업/정상,관광호텔,02-755-1300,5,1,5,1,34
0,,0,하센 영인 호텔,관광호텔,,,,,199329.785160077,450473.272809688,2026-04-11 03:03:03,U,01,영업,0,0,2026-04-10 10:21:19,2017-08-22,658.07,100-250,"서울특별시 중구 예장동 1-43 1층, 2층, 3층",N,0,3010000-201-2017-00020,3010000,"서울특별시 중구 필동로8길 77 (예장동, 1층, 2층, 3층)",04626,01,영업/정상,관광호텔,02-2275-5019,1,0,3,0,25
0,임대,0,위코스테이 명동,숙박업(생활),,,,,199711.205550174,451182.224072035,2026-04-11 03:03:03,U,01,영업,0,0,2026-04-10 14:58:19,2022-05-16,"5,552.36",100-014,서울특별시 중구 충무로4가 334,N,0,3010000-214-2022-00001,3010000,"서울특별시 중구 창경궁로1길 14, 3층~15층 (충무로4가)",04558,01,영업/정상,숙박업(생활),02-2275-7790,3,0,15,0,230
0,,0,나인트리 바이 파르나스 서울 동대문,관광호텔,,,,,200187.271400312,451592.158106036,2026-04-11 03:03:03,U,01,영업,0,0,2026-04-10 10:22:37,2019-12-23,"8,871.73",100-195,서울특별시 중구 을지로5가 92-2,N,0,3010000-201-2019-00014,3010000,서울특별시 중구 을지로 224 (을지로5가),04561,01,영업/정상,관광호텔,,1,3,20,1,219
0,,0,건대성수스테이메리&,여관업,,,,,206038.421088232,449508.096492795,2026-04-11 03:03:03,U,01,영업,,12,2026-04-10 13:12:58,1984-12-17,728.00,143-916,서울특별시 광진구 화양동 18-11,N,,3040000-201-1984-00017,3040000,서울특별시 광진구 광나루로14길 5 (화양동),05008,01,영업/정상,여관업,02-465-7575,0,0,0,0,16
3,자가,1,리베로모텔,여관업,2026-04-10,,,,192388.528876889,453510.783905601,2026-04-11 03:03:03,U,02,폐업,,22,2026-04-10 14:47:58,1981-10-02,244.23,120-812,서울특별시 서대문구 북가좌동 273-9,N,,3120000-201-1981-01412,3120000,서울특별시 서대문구 응암로 130 (북가좌동),03667,03,폐업,여관업,02-373-7103,2,0,3,0,0
0,,0,오로시에관광호텔,일반호텔,,,,,209581.256815683,445953.572522606,2026-04-11 03:03:03,U,01,영업,,0,2026-04-10 11:30:10,2003-02-27,"1,465.11",138-827,서울특별시 송파구 방이동 36-6,N,,3230000-201-2003-00011,3230000,서울특별시 송파구 오금로11길 21-19 (방이동),05543,01,영업/정상,일반호텔,02-2022-5002,0,0,0,0,40
0,,0,주식회사 휴스테이 인천,숙박업(생활),,,,,168002.178518945,439850.006485912,2026-04-11 03:03:03,U,01,영업,0,0,2026-04-10 17:07:26,2025-09-04,"3,831.36",,인천광역시 미추홀구 용현동 684 스마트 하우스K,N,0,3510500-214-2025-00001,3510500,"인천광역시 미추홀구 인주대로4번길 10, 스마트 하우스K 1층~16층 부분호 (용현동)",22175,01,영업/정상,숙박업(생활),,1,0,16,0,142
0,,0,3.4호텔,여관업,,,,,173564.348938226,441101.985808795,2026-04-11 03:03:03,U,01,영업,,1,2026-04-10 13:12:24,1995-09-14,746.08,403-848,인천광역시 부평구 십정동 402-49,N,,3540000-201-2002-00208,3540000,인천광역시 부평구 열우물로38번길 12-6 (십정동),21445,01,영업/정상,여관업,,0,0,0,0,39
5,자가,1,호텔나무,일반호텔,,,,,167638.906860736,439220.653128522,2026-04-11 03:03:03,U,01,영업,,0,2026-04-10 15:43:22,1996-06-25,"1,056.04",,인천광역시 미추홀구 용현동 628-44 45호,N,,3510500-201-1996-00004,3510500,인천광역시 미추홀구 낙섬서로49번길 30-4 (용현동),22186,01,영업/정상,일반호텔,032-881-5858,1,0,5,0,32
