침대수,건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,의자수,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
2,0,,0,엘로디뷰티,메이크업업,3,,,,,202113.869605464,451897.581865192,2026-04-11 03:03:03,U,01,영업,0,2026-04-10 13:46:18,2023-03-06,15.56,133-010,서울특별시 성동구 상왕십리동 811 텐즈힐,N,0,3030000-226-2023-00001,3030000,"서울특별시 성동구 마장로 137, 221동 2층 2143호 (상왕십리동, 텐즈힐)",04700,01,영업/정상,"피부미용업, 네일미용업, 화장ㆍ분장 미용업",,,,,
,,,,희망미용실,일반미용업,4,2026-04-10,,,,175979.253450755,428457.468549009,2026-04-11 03:03:03,U,02,폐업,,2026-04-10 09:32:21,1999-03-09,21.78,429-450,경기도 시흥시 정왕동 1875-5 건영2차상가 106호,N,,4010000-204-1999-00011,4010000,경기도 시흥시 옥구천동로 399 (정왕동),15028,03,폐업,미용업,031-432-8701,,,,
0,0,임대,0,까사헤어,일반미용업,3,2026-04-10,,,,176457.89445893,433379.85887063,2026-04-11 03:03:03,U,02,폐업,0,2026-04-10 10:24:44,2018-10-17,44.46,405-825,인천광역시 남동구 논현동 672-2,N,0,3530000-211-2018-00070,3530000,"인천광역시 남동구 앵고개로 938, 1층 107호 (논현동)",21673,03,폐업,일반미용업,070-8992-9231,,,,
0,2,임대,0,석수경美裝,일반미용업,4,,,,,174911.006241173,436418.489782689,2026-04-11 03:03:03,U,01,영업,0,2026-04-10 11:20:13,2015-01-08,34.84,405-843,인천광역시 남동구 남촌동 275-5,N,0,3530000-211-2015-00088,3530000,인천광역시 남동구 남촌로84번길 47 (남촌동),21625,01,영업/정상,일반미용업,,1,0,1,0
0,3,임대,1,오투헤어,일반미용업,3,2026-04-10,,,,207462.203172804,443429.858933553,2026-04-11 03:03:03,U,02,폐업,0,2026-04-10 10:35:29,2014-11-25,28.58,135-943,서울특별시 강남구 일원동 627-8,N,0,3220000-211-2014-00189,3220000,"서울특별시 강남구 일원로3길 69, 지상1층 3호 (일원동)",06339,03,폐업,일반미용업,,1,,1,
0,0,,0,신화미용실,일반미용업,3,2026-04-10,,,,185331.53451301,446857.154890388,2026-04-11 03:03:03,U,02,폐업,,2026-04-10 16:50:12,2003-02-04,40.93,158-845,서울특별시 양천구 신월동 925-14,N,,3140000-211-2003-00055,3140000,"서울특별시 양천구 지양로16길 36, 지하 1층 (신월동)",08034,03,폐업,일반미용업,02-2608-4415,0,0,0,0
0,0,,0,프리미엄이가자 일산차병원점,일반미용업,12,,,,,180159.813474529,461339.112684055,2026-04-11 03:03:03,U,01,영업,0,2026-04-10 14:49:54,2024-05-21,203.61,410-837,경기도 고양시 일산동구 장항동 889 차움 라이프센터,N,0,3960100-211-2024-00008,3940000,"경기도 고양시 일산동구 중앙로 1205, 차움 라이프센터 305호 (장항동)",10414,01,영업/정상,일반미용업,,0,0,0,0
3,0,,0,호야왁싱 슈가링 인천계양본점 (HOYA WAXING),피부미용업,0,,,,,176676.063656676,448221.382397489,2026-04-11 03:03:03,U,01,영업,1,2026-04-10 11:29:34,2018-05-28,84.59,407-813,인천광역시 계양구 계산동 1081-10 명동빌딩,N,0,3550000-212-2018-00009,3550000,"인천광역시 계양구 오조산로57번길 15, 명동빌딩 5층 501호 (계산동)",21069,01,영업/정상,피부미용업,032-547-4946,5,0,5,0
1,0,임대,0,퓨어무드(puremood),네일아트업,4,2026-04-10,,,,171762.70168151,443524.667297792,2026-04-11 03:03:03,U,02,폐업,0,2026-04-10 09:48:42,2024-05-08,19.61,404-808,인천광역시 서구 가좌동 30-69 라이프쇼핑센타 219호,N,0,3560000-218-2024-00003,3560000,"인천광역시 서구 원적로 78, 라이프쇼핑센타 2층 219호 (가좌동)",22815,03,폐업,"피부미용업, 네일미용업",,,,,
4,0,,0,피부앤바디사랑,피부미용업,4,2026-04-10,,,,179935.267998763,461800.124782342,2026-04-11 03:03:03,U,02,폐업,0,2026-04-10 10:02:28,2024-05-10,110.00,410-837,"경기도 고양시 일산동구 장항동 846 센트럴프라자, 707(전체)호",N,0,3960100-212-2024-00023,3940000,"경기도 고양시 일산동구 정발산로 43-20, 센트럴프라자 707(전체)호 (장항동)",10402,03,폐업,피부미용업,,,,,
2,0,임대,0,에스네일,메이크업업,0,2026-04-10,,,,211292.534433965,447072.851629539,2026-04-11 03:03:03,U,02,폐업,0,2026-04-10 13:49:17,2017-03-31,6.60,134-848,서울특별시 강동구 성내동 469 101호,N,0,3240000-219-2017-00003,3240000,"서울특별시 강동구 성안로3길 19, 101호 (성내동)",05402,03,폐업,화장ㆍ분장 미용업,02-6203-4144,1,,1,
