영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,임대,(주)오네스,2026-04-10,193026.875747265,447427.783375434,2026-04-11 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-10 15:59:25,2022-05-18,462.00,150-739,서울특별시 영등포구 여의도동 **-** 정우빌딩,N,,3180000-134-2022-00181,,3180000,"서울특별시 영등포구 은행로 **, 정우빌딩 ****호 (여의도동)",07238,03,폐업,기타 건강기능식품일반판매업,,,,
,,쇼피야,2026-04-10,218920.080897384,418425.915010283,2026-04-11 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-10 08:53:47,2025-04-14,,449-812,경기도 용인시 처인구 포곡읍 둔전리 ***-** 대두빌딩,N,,5620000-134-2025-00033,,4050000,"경기도 용인시 처인구 포곡읍 포곡로 **, 대두빌딩 *층 ***호 y***호",17027,03,폐업,전자상거래(통신판매업),,,,
,,사조푸디스트(주),,197195.627802108,449965.42368773,2026-04-11 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-04-10 16:32:36,2016-12-14,,140-827,서울특별시 용산구 서계동 **,N,,3020000-134-2016-00082,,3020000,"서울특별시 용산구 청파로 ***, *층 (서계동)",04303,01,영업/정상,영업장판매,02-2174-9384,,,
,,씨제이올리브영(주) 하남감일점,2026-04-10,214238.69659547,445332.275285291,2026-04-11 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-10 10:04:41,2021-04-05,,465-190,경기도 하남시 감일동 ***-*,N,,4040000-134-2021-00110,,4040000,"경기도 하남시 신우실로 **, 푸리마타워 ***~***호 (감일동)",12996,03,폐업,영업장판매,02-3784-5294,,,
,자가,다이소 의정부용현점,,207356.36810354,469865.026158216,2026-04-11 03:03:03,U,01,영업,0,,,,,,,,,2026-04-10 09:10:21,2025-02-04,3.30,480-838,경기도 의정부시 용현동 ***-*,N,,3820000-134-2025-00020,,3820000,"경기도 의정부시 시민로 ***, 지상*층 (용현동)",11792,01,영업/정상,영업장판매,,,,
,자가,박막랑애터미,2026-04-10,392424.666089637,441130.957216006,2026-04-11 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-10 14:05:51,2018-07-06,4.00,,강원특별자치도 삼척시 교동 *** 교동지웰아파트,N,,4241000-134-2018-00016,,4241000,"강원특별자치도 삼척시 동해대로 ****, ***동 ***호 (교동, 교동지웰아파트)",25911,03,폐업,방문판매,,,,
,임대,아모레퍼시픽 뉴인천점 카페엔(Cafe N),,173642.693662824,439138.456969033,2026-04-11 03:03:03,U,01,영업,393.7,0,0,0,,,0,0,,2026-04-10 15:48:53,2004-05-20,393.70,405-835,인천광역시 남동구 구월동 ****-** VIP오피스텔,N,,3530000-134-2004-00273,0,3530000,"인천광역시 남동구 예술로***번길 **, VIP오피스텔 *층 ***호 (구월동)",21557,01,영업/정상,방문판매,032-582-4086,,,
,자가,계양족욕,2026-04-10,176704.070534882,449568.290382897,2026-04-11 03:03:03,U,02,폐업,3.3,0,0,0,,,,0,,2026-04-10 14:06:02,2025-03-31,3.30,407-320,인천광역시 계양구 병방동 ***,N,,3550000-134-2025-00025,,3550000,"인천광역시 계양구 병방시장로**번길 *, *층 일부호 (병방동)",21025,03,폐업,영업장판매,,,,
,,서진글로벌,2026-04-10,201465.132247918,453138.063540833,2026-04-11 03:03:03,U,02,폐업,0,,,,,,,,,2026-04-10 17:41:39,2022-01-10,,136-086,서울특별시 성북구 보문동*가 ***,N,,3070000-134-2022-00146,,3070000,"서울특별시 성북구 보문사길 ***, ***호 (보문동*가)",02874,03,폐업,방문판매,,,,
,자가,지에스(GS)25원동빌리지점,,206606.400891867,403922.342461962,2026-04-11 03:03:03,U,01,영업,0,,,,,,,,,2026-04-10 11:38:55,2023-04-21,1.00,447-805,경기도 오산시 원동 ***-** ***동 ***호,N,,4000000-134-2023-00066,,4000000,"경기도 오산시 경기대로***번길 **, ***동 ***호 (원동)",18144,01,영업/정상,영업장판매,,,,
