사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
스탭스주식회사,,법인,200841.86944868,450423.826271111,2026-04-11 03:03:03,U,20,영업중,2026-04-10 14:17:17,2001-11-08,,서울특별시 중구 신당동 426번지 3호 bs빌딩,2002301007111500027,3010000,서울특별시 중구 동호로14길 7 (신당동),,01,영업/정상,유료,02-2178-8024
시티인력,,개인,201792.385974356,451501.242346397,2026-04-11 03:03:03,U,20,영업중,2026-04-10 17:06:34,1999-12-04,,서울특별시 중구 황학동 708번지,2002301007111500029,3010000,서울특별시 중구 퇴계로87길 1 (황학동),,01,영업/정상,유료,02-2252-9100
주식회사 비온에이치알,,법인,197346.664858178,451164.44975357,2026-04-11 03:03:03,U,20,영업중,2026-04-10 09:47:10,2022-08-17,,서울특별시 중구 순화동 5-2 순화빌딩 1707호,2025301024314500016,3010000,"서울특별시 중구 서소문로 89, 순화빌딩 17층 BS-1707호 (순화동)",04516,01,영업/정상,유료,02-3453-5578
주식회사 원비즈파트너스,,법인,197517.157288952,451193.921380271,2026-04-11 03:03:03,U,20,영업중,2026-04-10 17:55:16,2026-01-23,,서울특별시 중구 서소문동 55-4 배재빌딩,2026301024314500002,3010000,"서울특별시 중구 서소문로 103, 배재빌딩 2층 (서소문동)",04516,01,영업/정상,유료,02-6431-2009
천사간병인,2008-03-21,개인,204531.623618685,419083.808644658,2026-04-11 03:03:03,U,20,영업중,2026-04-10 16:08:19,2003-06-19,,경기도 수원시 영통구 원천동 92번지 9호 4층,2003374001111500041,3740000,"경기도 수원시 영통구 중부대로 329 (원천동,4층)",,01,영업/정상,유료,031-202-1014
서울인력개발,2026-04-06,개인,185511.439298345,448496.783924454,2026-04-11 03:03:03,U,40,폐업,2026-04-10 15:57:15,2014-01-14,,서울특별시 강서구 화곡동 1084번지 3호,2014315014514500002,3150000,"서울특별시 강서구 화곡로20길 41, 1층 (화곡동, 좋은친구어린이집)",07717,03,폐업,유료,
미래직업소개소,,개인,202298.353787242,458215.86407035,2026-04-11 03:03:03,U,20,영업중,2026-04-10 16:55:23,2014-07-11,,,2014308009714500005,3080000,"서울특별시 강북구 솔매로 132, 301호 (미아동)",,01,영업/정상,유료,02-983-3676
경성인력,2026-04-10,개인,192787.088101753,451860.813380784,2026-04-11 03:03:03,U,40,폐업,2026-04-10 10:16:36,2006-07-27,,서울특별시 서대문구 연희동 542번지 41호 14통 1반,2006312007311500005,3120000,서울특별시 서대문구 홍제천로 16 (연희동),,03,폐업,유료,
재왕직업소개소,,개인,190754.380601302,443448.475129908,2026-04-11 03:03:03,U,20,영업중,2026-04-10 17:20:37,2013-02-01,,서울특별시 영등포구 대림동 1051-23 301호,2018318019714500017,3180000,"서울특별시 영등포구 도림로33길 8, 301호 (대림동)",07415,01,영업/정상,유료,
중앙취업소개소,,개인,190723.173909299,443412.466147052,2026-04-11 03:03:03,U,20,영업중,2026-04-10 17:15:15,2022-08-30,,서울특별시 영등포구 대림동 1052-37,2022318023914500028,3180000,서울특별시 영등포구 도림로31길 4-2(대림동),07415,01,영업/정상,유료,
