축산일련번호,축산업무구분명,사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,축산물가공업구분명,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
,사료제조업,디어마이메이플(Dear My Maple),단미,2024-12-31,,,2026-03-10 22:04:17,I,0002,폐업,2025-12-29 10:46:09,,2021-10-21,0,,서울특별시 동대문구 전농동 695 동대문 롯데캐슬 노블레스,단미,305000003420210006,3050000,000,"서울특별시 동대문구 답십리로23길 30, 지2층 13호 (전농동, 동대문 롯데캐슬 노블레스)",02551,,03,폐업,,,
,사료제조업,우프밀(woofmeal),단미,2026-02-03,204123.324949571,456148.878963272,2026-02-04 22:03:30,I,0002,폐업,2026-02-03 14:52:04,,2022-02-24,0,,서울특별시 성북구 상월곡동 28-98,단미,307000003420220001,3070000,000,"서울특별시 성북구 장월로 18-1, 1층 우측호 (상월곡동)",02773,,03,폐업,,,
,사료제조업,벌스데이레오,단미,2026-02-05,192398.956017235,445454.269808818,2026-02-09 22:03:30,I,0002,폐업,2026-02-08 10:35:31,,2023-06-20,0,,서울특별시 영등포구 신길동 159-7,단미,318000003420230001,3180000,000,"서울특별시 영등포구 도신로54길 3, 1층 (신길동)",07348,,03,폐업,,,
,사료제조업,(주)해원티앤디,단미,,,,2026-02-01 10:34:59,I,0000,정상,2025-05-23 09:25:00,,2023-07-18,0,,경기도 화성시 효행구 정남면 음양리 969,단미,553000003420230016,5530000,L00,경기도 화성시 효행구 정남면 정남산단로 19-10,18514,,01,영업/정상,,,031-374-7414
,사료제조업,주식회사 다빈치펫푸드,수입,,,,2026-02-01 10:34:59,I,0000,정상,2023-07-20 15:06:03,,2023-07-20,,,경기도 화성시 동탄구 영천동  853-1 동탄 SK V1 center 비148호,수입,553000003420230017,5530000,L00,"경기도 화성시 동탄구 동탄순환대로 830, 동탄 SK V1 center 비148호 (영천동)",18468,,01,영업/정상,,,
,사료제조업,에코바이오텍(주),단미,,189217.541824488,405865.901974289,2026-02-01 10:34:59,I,0000,정상,2023-07-25 11:12:20,,2023-07-25,0,,경기도 화성시 만세구 팔탄면 율암리 837-3,단미,553000003420230018,5530000,L00,경기도 화성시 만세구 팔탄면 온천로 437-21,18530,,01,영업/정상,,,031-353-9958
,사료제조업,엠제이바이오 주식회사,보조,,187942.209795735,400171.349039009,2026-02-01 10:34:59,I,0000,정상,2023-07-26 09:34:49,,2023-07-26,0,,경기도 화성시 만세구 장안면 수촌리 419-20,보조,553000003420230019,5530000,L00,경기도 화성시 만세구 장안면 3.1만세로 571,18581,,01,영업/정상,,,031-351-1334
,사료제조업,펫나라,단미,,197082.882283525,400715.294568074,2026-02-01 10:34:59,I,0000,정상,2023-08-08 17:42:19,,2023-08-08,0,,경기도 화성시 만세구 향남읍 요리 364-8,단미,553000003420230021,5530000,000,경기도 화성시 만세구 향남읍 안요골길 4-3,18626,,01,영업/정상,,,
,사료제조업,버니키스(Bunny Kiss),수입,,208603.217648405,411878.01945484,2026-02-01 10:34:59,I,0000,정상,2023-09-06 14:51:53,,2023-09-06,0,,경기도 화성시 동탄구 영천동  652-4 에이팩시티,수입,553000003420230022,5530000,000,"경기도 화성시 동탄구 동탄순환대로 823, 에이팩시티 409-203호 (영천동)",18471,,01,영업/정상,,,
,사료제조업,(주)제임스인터내셔널,단미,,195567.04358408,412865.414935805,2026-02-01 10:34:59,I,0000,정상,2024-06-27 10:37:53,,2023-09-07,0,,경기도 화성시 효행구 봉담읍 상리 11-24 103호,단미,553000003420230023,5530000,L00,"경기도 화성시 효행구 봉담읍 샘마을길 35-5, 103호",18316,,01,영업/정상,,,031-5183-3920
