사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,DTL_TASK_SE_NM,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
로얄수족관,,223061.389182349,434193.70905707,2026-01-13 17:15:33,I,0000,정상,,2022-04-28 18:08:59,,2012-08-21,0,,경기도 광주시 경안동 **-*,554000004520120001,5540000,000,경기도 광주시 광주대로 ** (경안동),,,01,영업/정상,,,031-8026-1052
독님 만세,,,,2026-01-13 17:15:33,I,0001,휴업,,2022-04-28 18:08:59,,2012-10-17,0,,경기도 광주시 신현동 ***-* ***호,554000004520120002,5540000,000,경기도 광주시 신현동 신현로**번길 ***,,,02,휴업,2019-01-15,2019-12-31,
(주)펫가 한국펫타운 지점,,,,2026-01-13 17:15:33,I,0001,휴업,,2023-03-10 13:55:58,,2014-04-14,0,,경기도 광주시 남한산성면 엄미리 ***,554000004520140002,5540000,L00,경기도 광주시 남한산성면 회안대로 ****-**,12701,,02,휴업,2022-03-01,2024-02-29,
티니홈,,,,2026-01-13 17:15:33,I,0000,정상,,2022-04-28 18:08:59,,2014-05-01,0,,경기도 광주시 곤지암읍 오향리 **,554000004520140003,5540000,000,경기도 광주시 곤지암읍 광여로 ***-**,12718,,01,영업/정상,,,
An's 명품펫 애견백화점,,222382.123140844,434690.228552469,2026-01-13 17:15:33,I,0000,정상,,2022-04-28 18:08:59,,2015-09-03,0,,경기도 광주시 경안동 **-**,554000004520150001,5540000,000,경기도 광주시 파발로***번길 *-* (경안동),12755,,01,영업/정상,,,
펫모아,,,,2026-01-13 17:15:33,I,0000,정상,,2022-04-28 18:09:00,,2015-09-18,0,,경기도 광주시 태전동 ***,554000004520150002,5540000,000,"경기도 광주시 고불로 ***-* (태전동, 햇길터)",12781,,01,영업/정상,,,
멍이랑 냥이랑,,225587.415107546,434811.960489525,2026-01-13 17:15:33,I,0000,정상,,2022-04-28 18:09:00,,2018-07-09,0,,경기도 광주시 초월읍 지월리 ***-*,554000004520180019,5540000,000,경기도 광주시 초월읍 현산로 ***,12728,,01,영업/정상,,,
동현24시동물병원,,223021.068538776,434704.470700921,2026-01-13 17:15:33,I,0000,정상,,2022-04-28 18:09:01,,2018-09-05,0,,경기도 광주시 송정동 **-**,554000004520180033,5540000,000,"경기도 광주시 경안천로 *, *층 (송정동)",12741,,01,영업/정상,,,031-768-7599
Mari,,233791.070968757,428201.351850158,2026-01-13 17:15:33,I,0000,정상,,2022-04-28 18:09:03,,2019-02-26,0,,경기도 광주시 곤지암읍 오향리 **-*,554000004520190015,5540000,000,경기도 광주시 곤지암읍 광여로 ***-**,12718,,01,영업/정상,,,
봉주르봉구,,225148.113995128,432220.30437749,2026-01-13 17:15:33,I,0000,정상,,2022-04-28 18:09:04,,2019-06-26,0,,경기도 광주시 초월읍 대쌍령리 ***-*,554000004520190037,5540000,000,"경기도 광주시 초월읍 대쌍령길 *, *층",12735,,01,영업/정상,,,031-765-8308
애플펫동물병원,,,,2026-01-13 17:15:33,I,0000,정상,,2023-12-18 09:18:29,,2019-09-11,0,,경기도 광주시 신현동 ***-**,554000004520190041,5540000,000,"경기도 광주시 신현동 태재로 **, *층",12771,,01,영업/정상,,,031-726-4800
알로하펍앤코,,221510.44917146,436116.925217407,2026-01-13 17:15:33,I,0000,정상,,2025-06-23 17:05:52,,2020-08-14,0,,경기도 광주시 회덕동 ***-**,554000004520200017,5540000,L00,"경기도 광주시 행정타운로 ***, ***호 (회덕동)",12766,,01,영업/정상,,,
냥냥펀치,,,,2026-01-13 17:15:33,I,0000,정상,,2022-05-27 13:31:32,,2021-01-05,0,,경기도 광주시 양벌동 ***-* 연호상가 ***호,554000004520210001,5540000,000,"경기도 광주시 양벌동 양벌로 ***, 연호상가 ***호",12796,,01,영업/정상,,,
도그파파 동물병원,,235802.094717609,431194.605109832,2026-01-13 17:15:33,I,0000,정상,,2022-04-28 18:09:06,,2021-09-10,0,,경기도 광주시 곤지암읍 건업리 ***-**,554000004520210026,5540000,000,경기도 광주시 곤지암읍 광여로 ***-*,12720,,01,영업/정상,,,031-766-0079
멍스토리,,222677.343304149,434184.871846412,2026-01-13 17:15:33,I,0000,정상,,2023-09-01 13:13:38,,2021-10-25,0,,경기도 광주시 경안동 **-**,554000004520210030,5540000,000,"경기도 광주시 경안로 **, *층 (경안동)",12760,,01,영업/정상,,,
더예쁘개 댕댕샵,,,,2026-01-13 17:15:33,I,0000,정상,,2022-04-28 18:09:06,,2022-01-13,0,,경기도 광주시 문형동 ***-*,554000004520220001,5540000,000,"경기도 광주시 문형동 오포로 ***, *층 *호",12774,,01,영업/정상,,,
슈슈몽,,223677.944210695,433682.323086235,2026-01-13 17:15:33,I,0000,정상,,2022-04-28 18:09:06,,2022-01-28,0,,경기도 광주시 쌍령동 ***-*,554000004520220006,5540000,000,"경기도 광주시 경충대로 ****-*, *층 *호 (쌍령동)",12791,,01,영업/정상,,,
냥냥펀치,,,,2026-01-13 17:15:33,I,0000,정상,,2023-01-30 08:37:22,,2023-01-30,0,,경기도 광주시 송정동 ***,554000004520230001,5540000,000,"경기도 광주시 행정타운로 *-*, *층 ***호 (송정동)",12739,,01,영업/정상,,,
빌리지독,,,,2026-01-13 17:15:33,I,0000,정상,,2023-04-03 10:30:02,,2023-04-03,0,,경기도 광주시 퇴촌면 관음리 ***,554000004520230003,5540000,000,경기도 광주시 퇴촌면 천진암로***번길 *,12713,,01,영업/정상,,,
애견마트,,224161.627119563,435030.613112865,2026-01-13 17:15:33,I,0000,정상,,2023-04-05 20:18:06,,2023-04-05,0,,경기도 광주시 송정동 *-*,554000004520230004,5540000,000,"경기도 광주시 경안천로 ***, *,*호 (송정동)",12740,,01,영업/정상,,,
선셋 햄스터리,,,,2026-01-13 17:15:33,I,0000,정상,,2025-10-24 11:21:11,,2023-08-04,0,,경기도 광주시 양벌동 ***,554000004520230005,5540000,000,"경기도 광주시 양촌안길 **, *층 ***호 (양벌동)",12797,,01,영업/정상,,,
펫하우스,,221948.22480639,432558.371080438,2026-01-13 17:15:33,I,0000,정상,,2023-09-19 10:17:52,,2023-09-19,0,,경기도 광주시 역동 ***-**,554000004520230006,5540000,000,"경기도 광주시 순암로 **-**, *층 ***호 (역동)",12777,,01,영업/정상,,,
홀리퍼피,,,,2026-01-13 17:15:33,I,0000,정상,,2025-10-02 14:58:36,,2023-11-23,0,,경기도 광주시 경안동 *** 경기광주역 금호리첸시아,554000004520230007,5540000,000,"경기도 광주시 경안로**번길 *, D***호 (경안동, 경기광주역 금호리첸시아)",12760,,01,영업/정상,,,
트리아이나,,234784.747796053,427408.186250875,2026-01-13 17:15:33,I,0000,정상,,2024-09-11 16:02:32,,2024-09-11,0,,경기도 광주시 곤지암읍 봉현리 ***-*,554000004520240001,5540000,000,경기도 광주시 곤지암읍 가마을길***번길 ***,12724,,01,영업/정상,,,
마이펫톡톡,,219435.565398371,437080.365336261,2026-01-13 17:15:33,I,0000,정상,,2025-04-18 18:00:08,,2025-04-18,0,,경기도 광주시 목현동 ***-**,554000004520250001,5540000,000,"경기도 광주시 이배재로 ***, *층 (목현동)",12765,,01,영업/정상,,,
