사업장명,폐업일자,좌표X,좌표Y,민원종류명,데이터갱신시점,데이터갱신구분,지정일자,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
72-3대대,,,,2009년11월법개정전자료,2026-05-19 03:03:03,U,2002-05-30,0,정상영업,2026-05-18 09:40:06,,2002-05-30,,경기도 파주시 파평면 두포리 95번지 17  호,2002406001305600093,4060000,,,01,영업/정상,,,
106포병(위.예),,193917.99071691,483697.786796988,제7조의3제3항에따른경우,2026-05-19 03:03:03,U,2020-02-19,0,정상영업,2026-05-18 09:24:06,,2020-02-19,,경기도 파주시 법원읍 오현리 396,2020406040705600019,4060000,,,01,영업/정상,,,
72여단본부,,190174.056527078,489017.445040395,2009년11월법개정전자료,2026-05-19 03:03:03,U,2002-05-30,0,정상영업,2026-05-18 09:04:06,,2002-05-30,,경기도 파주시 법원읍 웅담리 280,2002406001305600096,4060000,경기도 파주시 법원읍 술이홀로 1577,10806,01,영업/정상,,,
이마트24 안산미래점,,188333.53,421015.404999999,제7조의3제2항에따른경우,2026-05-19 03:03:03,U,2025-06-13,0,정상영업,2026-05-18 14:32:17,,2025-06-13,,경기도 안산시 상록구 본오동 849-10,2025555000205600030,3930000,"경기도 안산시 상록구 각골서로 9, 103, 104호 (본오동)",15561,01,영업/정상,,,
315포병(위),,191101.870776382,490031.114436542,2009년11월법개정전자료,2026-05-19 03:03:03,U,2002-05-30,0,정상영업,2026-05-18 09:01:27,,2002-05-30,,경기도 파주시 법원읍 웅담리 157-2,2002406001305600095,4060000,경기도 파주시 법원읍 수작골길 74,10806,01,영업/정상,,,031-863-5765
이마트24 군포다산점,2026-05-18,193824.167629524,427777.07149094,제7조의3제2항에따른경우,2026-05-19 03:03:03,U,2021-05-13,2,폐업처리,2026-05-18 15:12:59,,2021-05-13,,경기도 군포시 금정동 871-12 주공3단지 상가,2021402022705600016,4020000,"경기도 군포시 오금로 18, 주공3단지 상가 1층 101호 (금정동)",15863,03,폐업,,,
GS25 인제현리중앙점,,315539.100491014,494518.690273853,제7조의3제2항에따른경우,2026-05-19 03:03:03,U,2010-09-24,0,정상영업,2026-05-18 13:56:11,,2010-09-24,,강원특별자치도 인제군 기린면 현리 850-7,2010433005405600002,4331000,강원특별자치도 인제군 기린면 내린천로 3901,24662,01,영업/정상,,,
프로오토워시존,2026-05-18,281998.345549916,428644.743004114,제7조의3제2항에따른경우,2026-05-19 03:03:03,U,2025-02-24,2,폐업처리,2026-05-18 11:04:21,,2025-02-24,,강원특별자치도 원주시 단계동 491-6,2025419100605600009,4191000,강원특별자치도 원주시 원문로 226 (단계동),26408,03,폐업,,,033-747-0747
71-3전방(위),,190737.344845846,505145.746325631,2009년11월법개정전자료,2026-05-19 03:03:03,U,2002-05-30,0,정상영업,2026-05-18 09:39:38,,2002-05-30,,경기도 연천군 백학면 백령리 930-1,2002406001305600100,4060000,,,01,영업/정상,,,
72-1대대,,,,2009년11월법개정전자료,2026-05-19 03:03:03,U,2002-05-30,0,정상영업,2026-05-18 10:51:41,,2002-05-30,,경기도 파주시 파평면 늘노리 95번지 17  호,2002406001305600092,4060000,,,01,영업/정상,,,
