사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
(주)행복취업정보,,법인,199159.679411,452041.504146287,2026-05-19 03:03:03,U,20,영업중,2026-05-18 17:10:57,2006-09-22,,서울특별시 종로구 종로3가 16번지 고영빌딩  501호,2006300010711500011,3000000,"서울특별시 종로구 종로 123, 501호 (종로3가,고영빌딩)",,01,영업/정상,유료,
주식회사 피플넷,2026-05-18,법인,,,2026-05-19 03:03:03,U,40,폐업,2026-05-18 16:38:31,2024-06-19,,서울특별시 서대문구 대현동 90-73,2024312021914500007,3120000,"서울특별시 서대문구 이화여대1길 33, UCU 2층 20H호 (대현동)",03766,03,폐업,유료,
(주)잡뉴스솔로몬서치,,법인,199881.540630449,441776.249151166,2026-05-19 03:03:03,U,20,영업중,2026-05-18 09:01:36,2001-03-09,,서울특별시 서초구 방배3동 1031번지 3호 미주빌딩 104호,2001321007311500015,3210000,"서울특별시 서초구 방배로 39 (방배동, 미주빌딩 104호)",,01,영업/정상,유료,070-7829-0229
우리,2026-05-18,개인,186198.714769887,443783.568042043,2026-05-19 03:03:03,U,40,폐업,2026-05-18 10:36:18,2011-04-08,,서울특별시 구로구 오류동 55번지 51호 3층,2011316016014500012,3160000,"서울특별시 구로구 경인로 214, 3층 (오류동)",,03,폐업,유료,
강남가사도우미,,개인,190460.805051105,443352.848619994,2026-05-19 03:03:03,U,20,영업중,2026-05-18 16:38:28,2013-12-24,,서울특별시 구로구 구로동 128-78,2013316016014500029,3160000,"서울특별시 구로구 구로중앙로8길 17-2, 1층 (구로동)",08304,01,영업/정상,유료,
리뉴피플 주식회사,,법인,203607.068430001,445315.578728921,2026-05-19 03:03:03,U,20,영업중,2026-05-18 14:02:14,2019-05-28,,서울특별시 강남구 논현동 277번지 20호 아모제논현빌딩,2019322023714500035,3220000,"서울특별시 강남구 봉은사로 317, 아모제논현빌딩 3층 (논현동)",06103,01,영업/정상,유료,070-4603-3700
(주)프로매치코리아,,법인,204091.578937267,444708.182570037,2026-05-19 03:03:03,U,20,영업중,2026-05-18 17:47:50,2004-12-01,,서울특별시 강남구 역삼동 705-1 빅토리아오피스텔,2004322008111500113,3220000,"서울특별시 강남구 테헤란로 327, 빅토리아오피스텔 411호,412호 (역삼동)",06150,01,영업/정상,유료,02-564-1912
캔디드 유한회사,,법인,203502.750701888,445197.616648791,2026-05-19 03:03:03,U,20,영업중,2026-05-18 17:17:52,2023-11-01,,서울특별시 강남구 역삼동 681 금강빌딩,2023322025014500058,3220000,"서울특별시 강남구 봉은사로 304, 금강빌딩 3층 (역삼동)",06143,01,영업/정상,유료,
글로맨파워브릿지,,개인,202501.602561199,443226.434038556,2026-05-19 03:03:03,U,20,영업중,2026-05-18 10:21:01,2025-06-17,,서울특별시 서초구 서초동 1337-6 강남효성해링턴타워,2025321019514500013,3210000,"서울특별시 서초구 강남대로51길 10, 강남효성해링턴타워 비1층 103-9호 (서초동)",06627,01,영업/정상,유료,
주식회사 리걸어시스턴스,,법인,202605.525331034,443189.699750908,2026-05-19 03:03:03,U,20,영업중,2026-05-18 10:03:07,2025-12-22,,서울특별시 서초구 서초동 1338-12 한화생명보험빌딩,2025321019514500030,3210000,"서울특별시 서초구 강남대로 311, 한화생명보험빌딩 811호 (서초동)",06628,01,영업/정상,유료,070-4070-7608
주식회사 원티드랩,,법인,203016.183843955,444168.205988118,2026-05-19 03:03:03,U,20,영업중,2026-05-18 10:08:27,2015-04-30,,서울특별시 강남구 역삼동 736번지 1호 캐피탈타워,2020323025914500018,3230000,"서울특별시 강남구 테헤란로 142, 캐피탈타워 6층 (역삼동)",06236,01,영업/정상,유료,02-539-7117
(주)드림에스앤아이,,법인,171566.69329303,439606.241562848,2026-05-19 03:03:03,U,20,영업중,2026-05-18 09:12:20,2014-05-20,,인천광역시 미추홀구 주안동 470번지 1호,2017351017214500009,3510500,"인천광역시 미추홀구 경인로 356, 2층층 (주안동)",22154,01,영업/정상,유료,032-866-0788
한결직업소개소,2026-04-20,개인,171267.189182161,448896.964549844,2026-05-19 03:03:03,U,40,폐업,2026-05-18 14:53:03,2011-05-20,,인천광역시 서구 심곡동 256 삼원빌딩 502호,2011356007114500008,3560000,"인천광역시 서구 심곡로56번길 2, 삼원빌딩 502호 (심곡동)",22730,03,폐업,유료,032-561-8287
