영업장주변구분명,건물소유구분명,사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,시설총규모,공장사무직직원수,공장생산직직원수,공장판매직직원수,여성종사자수,등급구분명,보증액,본사직원수,홈페이지,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,월세액,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,전통업소지정번호,전통업소주된음식,급수시설구분명
,임대,세븐일레븐 화곡현대점,,186565.17333433,448344.143441186,2026-05-19 03:03:03,U,01,영업,0,,,,,,,,,2026-05-18 20:20:32,2025-11-17,.00,157-889,서울특별시 강서구 화곡동 ***-** *층,N,,3150000-134-2025-00277,,3150000,"서울특별시 강서구 초록마을로**길 *, *층 (화곡동)",07725,01,영업/정상,영업장판매,,,,
,임대,25사전차(위),,190174.056527078,489017.445040395,2026-05-19 03:03:03,U,01,영업,0,,,,,,,,,2026-05-18 16:08:32,2011-08-02,6.50,413-873,경기도 파주시 법원읍 웅담리 ***,N,,4060000-134-2011-00107,,4060000,경기도 파주시 법원읍 술이홀로 ****,10806,01,영업/정상,영업장판매,031-959-8431,,,
,자가,세븐일레븐 방화삼익점,,183558.654942027,452761.493153691,2026-05-19 03:03:03,U,01,영업,0,,,,,,,,,2026-05-18 20:02:42,2020-05-28,3.30,157-857,"서울특별시 강서구 방화동 *** 방화*단지아파트 ***, ***호",N,,3150000-134-2020-00194,,3150000,"서울특별시 강서구 방화대로**가길 **, *층 ***, ***호 (방화동, 방화*단지아파트)",07513,01,영업/정상,영업장판매,02-2665-8662,,,
,,72-3대대,,,,2026-05-19 03:03:03,U,01,영업,0,,,,,,,,,2026-05-18 16:05:41,2011-07-29,,413-883,경기도 파주시 파평면 두포리 **-**,N,,4060000-134-2011-00068,,4060000,,,01,영업/정상,영업장판매,031-953-7185,,,
,,주식회사 펜솔루션,2026-05-18,201834.813457183,444826.184363584,2026-05-19 03:03:03,U,02,폐업,0,,,,,,,,,2026-05-18 11:22:27,2021-07-01,,137-810,서울특별시 서초구 반포동 ***-** ***호,N,,3210000-134-2021-00254,,3210000,"서울특별시 서초구 사평대로**길 **, ***호 (반포동)",06540,03,폐업,전자상거래(통신판매업),,,,
,임대,미소짓는 건강클럽,2026-05-18,208187.623477261,445589.718583334,2026-05-19 03:03:03,U,02,폐업,0,,,,,,,,,2026-05-18 16:33:04,2013-04-17,12.03,138-916,서울특별시 송파구 잠실동 **-* 잠실주공아파트,N,,3230000-134-2013-00292,,3230000,"서울특별시 송파구 올림픽로 ***, 잠실주공아파트 지하*층 *-*호 (잠실동)",05503,03,폐업,영업장판매,,,,
,,세븐일레븐인천논현주공점,,174531.858629227,434121.719973014,2026-05-19 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-18 15:06:47,2015-08-28,,405-850,인천광역시 남동구 논현동 ***-* 논현주공아파트종합상가동 *층 ***호,N,,3530000-134-2015-00063,,3530000,"인천광역시 남동구 호구포로 ***-*, *층 ***호 (논현동, 논현주공아파트종합상가동)",21647,01,영업/정상,영업장판매,,,,
,,세븐일레븐(수원권선2호점),,202073.657027151,416457.579870032,2026-05-19 03:03:03,U,01,영업,0,0,0,0,,,,0,,2026-05-18 15:14:53,2004-06-22,35.99,441-831,경기도 수원시 권선구 권선동 ****-*,N,,3740000-134-2004-00209,,3740000,경기도 수원시 권선구 덕영대로****번길 **-* (권선동),16584,01,영업/정상,영업장판매,031-223-7283,,,
,자가,세븐일레븐 S3일원역점,,207399.55165484,442426.399301013,2026-05-19 03:03:03,U,01,영업,3.3,,,,,,,,,2026-05-18 13:54:33,2020-06-18,3.30,135-947,서울특별시 강남구 일원동 *** 일원역,N,,3220000-134-2020-00330,,3220000,"서울특별시 강남구 일원로 지하 ***, 일원역 지하*층 ***-***호 (일원동)",06355,01,영업/정상,영업장판매,02-3284-8112,,,
,임대,세븐일레븐 중화점,,207045.74427447,455795.002056184,2026-05-19 03:03:03,U,01,영업,0,,,,,,,,,2026-05-18 15:52:32,2020-06-08,5.00,131-875,서울특별시 중랑구 중화동 ***-** 감로빌딩,N,,3060000-134-2020-00096,,3060000,"서울특별시 중랑구 동일로***길 **, 감로빌딩 (중화동)",02047,01,영업/정상,영업장판매,1577-0711,,,
