건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,한실수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,양실수
0,임대,0,위코스테이 명동,숙박업(생활),,,,,199711.205550174,451182.224072035,2026-05-19 03:03:03,U,01,영업,0,0,2026-05-18 16:38:04,2022-05-16,"5,348.01",100-014,서울특별시 중구 충무로4가 334,N,0,3010000-214-2022-00001,3010000,"서울특별시 중구 창경궁로1길 14, 3층~15층 (충무로4가)",04558,01,영업/정상,숙박업(생활),02-2275-7790,3,0,15,0,189
0,,0,이태원모텔,여관업,,,,,199441.21338952,447956.390795997,2026-05-19 03:03:03,U,01,영업,,0,2026-05-18 15:04:32,2002-01-02,132.00,140-858,서울특별시 용산구 이태원동 131-2,N,,3020000-201-2002-00001,3020000,서울특별시 용산구 보광로60길 6 (이태원동),04406,01,영업/정상,여관업,02-798-9513,0,0,0,0,11
2,임대,0,스테이 브리즈(STAY BREZE),여관업,,,,,203364.988820889,453630.069913534,2026-05-19 03:03:03,U,01,영업,,3,2026-05-18 10:41:18,1969-09-11,72.00,130-863,서울특별시 동대문구 제기동 698,N,,3050000-201-1969-00242,3050000,서울특별시 동대문구 고산자로 508-3 (제기동),02479,01,영업/정상,여관업,,1,0,2,0,3
2,자가,0,스테이 나인,여관업,,,,,204813.422755712,452676.677957143,2026-05-19 03:03:03,U,01,영업,,0,2026-05-18 10:46:21,1970-12-29,90.00,130-855,서울특별시 동대문구 전농동 325-124,N,,3050000-201-1970-00261,3050000,서울특별시 동대문구 사가정로5길 5 (전농동),02548,01,영업/정상,여관업,,2,0,2,0,6
3,임대,0,오를리(Orly),여관업,,,,,204948.788846216,454203.717217672,2026-05-19 03:03:03,U,01,영업,,9,2026-05-18 10:40:38,1971-09-01,119.01,130-876,서울특별시 동대문구 휘경동 320-2,N,,3050000-201-1971-00180,3050000,서울특별시 동대문구 회기로 189 (휘경동),02445,01,영업/정상,여관업,,3,0,3,0,0
3,임대,0,더쉼호텔 회기점,여관업,,,,,204960.632182848,454413.728211112,2026-05-19 03:03:03,U,01,영업,,13,2026-05-18 11:32:24,2003-02-26,118.80,130-831,서울특별시 동대문구 이문동 341-49 지상1~3층,N,,3050000-201-2003-00025,3050000,"서울특별시 동대문구 이문로 51-3, 1~3층 (이문동)",02452,01,영업/정상,여관업,02-966-6333,1,0,3,0,0
8,,1,뉴몬드,여관업,,,,,204999.089636504,461378.333363722,2026-05-19 03:03:03,U,01,영업,,1,2026-05-18 13:47:38,1997-04-18,"2,493.50",139-942,서울특별시 노원구 상계동 702,N,,3100000-201-1997-00011,3100000,서울특별시 노원구 노해로75길 20-3 (상계동),01689,01,영업/정상,여관업,02-3391-8147,1,0,8,0,47
0,,0,미디호텔영종,일반호텔,,,,,162620.9661601,443377.679667052,2026-05-19 03:03:03,U,01,영업,0,0,2026-05-18 13:59:40,2025-02-20,"11,401.88",400-320,인천광역시 중구 중산동 1951-4 영종 로얄엠포리움호텔,N,0,3490000-201-2025-00002,3490000,"인천광역시 중구 은하수로 35, 1~13층 일부호 (중산동)",22410,01,영업/정상,일반호텔,,1,0,13,0,353
8,,0,브라운도트 부평역점,여관업,,,,,175330.223568519,443358.198060837,2026-05-19 03:03:03,U,01,영업,,0,2026-05-18 10:08:28,2013-07-09,"1,673.00",403-859,인천광역시 부평구 부평동 546-104,N,,3540000-201-2013-00002,3540000,"인천광역시 부평구 경원대로1377번길 17-5 (부평동, 티원)",21389,01,영업/정상,여관업,032-527-4565,1,0,8,0,50
0,,0,장미여인숙,여인숙업,,,,,175210.278382839,443199.673855807,2026-05-19 03:03:03,U,01,영업,0,0,2026-05-18 10:07:31,2022-05-27,423.80,403-859,인천광역시 부평구 부평동 534-176,N,0,3540000-201-2022-00002,3540000,인천광역시 부평구 광장로4번길 41 (부평동),21404,01,영업/정상,여인숙업,,0,0,0,0,13
2,,1,글램독청평,숙박업(생활),,,,,245051.470618844,466754.236486854,2026-05-19 03:03:03,U,01,영업,0,0,2026-05-18 15:06:31,2022-05-09,293.97,477-811,경기도 가평군 청평면 고성리 53 지하1층~2층,N,0,4160000-214-2022-00029,4160000,"경기도 가평군 청평면 고재길 218-33, 지하1층~2층",12456,01,영업/정상,숙박업(생활),031-584-3233,1,1,2,1,5
0,자가,0,안동장,숙박업(생활),,,,,364483.593608277,412646.230209223,2026-05-19 03:03:03,U,01,영업,0,8,2026-05-18 13:12:16,2014-10-08,90.00,,강원특별자치도 정선군 고한읍 고한리 62-96,N,0,4291000-214-2014-00005,4291000,"강원특별자치도 정선군 고한읍 고한5길 20-1, 1,2층",26155,01,영업/정상,숙박업(생활),033-591-3859,1,0,2,0,0
