건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,한실수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,양실수
0,,0,리베라,여관업,,,,,207783.639692534,454802.392555618,2026-05-01 03:03:03,U,01,영업,,0,2026-04-30 10:59:48,2001-03-20,"1,134.88",131-859,서울특별시 중랑구 상봉동 90-54,N,,3060000-201-2001-00189,3060000,서울특별시 중랑구 망우로48길 39 (상봉동),02149,01,영업/정상,여관업,02-434-9868,0,0,0,0,30
2,임대,0,디디피(DDP) 게스트하우스,여관업,,,,,203311.282308868,453595.984392162,2026-05-01 03:03:03,U,01,영업,,12,2026-04-30 15:36:55,2003-02-26,105.60,130-864,서울특별시 동대문구 제기동 719-3,N,,3050000-201-2003-00021,3050000,서울특별시 동대문구 고산자로 503-1 (제기동),02478,01,영업/정상,여관업,02-961-6216,2,0,2,0,0
14,임대,2,시그니처 호텔 (빌딩),관광호텔,,,,,206091.537162593,451990.224278208,2026-05-01 03:03:03,U,01,영업,,0,2026-04-30 17:27:38,2005-01-07,"2,884.95",130-842,서울특별시 동대문구 장안동 372-14,N,,3050000-201-2005-00001,3050000,서울특별시 동대문구 장한로21길 8 (장안동),02624,01,영업/정상,관광호텔,02-2216-2789,1,0,14,0,67
0,자가,0,영진여관,여관업,,,,,190691.83731428,453432.619120056,2026-05-01 22:39:15,I,01,영업,1,1,2018-04-26 15:09:46,1966-06-15,65.29,122-878,서울특별시 은평구 수색동 367-3,N,1,3110000-201-1966-00103,3110000,서울특별시 은평구 수색로16길 9 (수색동),03489,01,영업/정상,여관업,02-372-9527,2,0,2,0,4
0,임대,0,금강장,여관업,,,,,193743.419971201,456290.607866358,2026-05-01 22:39:13,I,01,영업,,0,2023-05-26 10:46:08,1967-09-15,172.96,122-837,서울특별시 은평구 대조동 15-90,N,,3110000-201-1967-00084,3110000,서울특별시 은평구 통일로65길 9 (대조동),03397,01,영업/정상,여관업,02-358-3344,0,0,0,0,9
0,자가,0,이코노미호텔 은평점,여관업,,,,,192542.162132449,453960.351227657,2026-05-01 22:39:17,I,01,영업,,0,2022-03-02 11:50:08,1967-11-27,919.84,122-924,서울특별시 은평구 응암동 598-4,N,,3110000-201-1967-00118,3110000,서울특별시 은평구 응암로 177 (응암동),03485,01,영업/정상,여관업,02-373-2603,0,0,0,0,24
0,임대,0,봉화장,여관업,,,,,193591.539421243,456425.305255291,2026-05-01 22:39:14,I,01,영업,,3,2018-11-02 14:15:24,1968-10-11,311.93,122-837,서울특별시 은평구 대조동 12-19,N,,3110000-201-1968-00095,3110000,서울특별시 은평구 불광로 19 (대조동),03396,01,영업/정상,여관업,02-352-6761,0,0,0,0,10
4,임대,0,공간스테이,여관업,,,,,192953.690583227,457274.490435057,2026-05-01 22:39:22,I,01,영업,,4,2023-10-05 13:19:31,1968-11-22,304.73,122-842,서울특별시 은평구 대조동 197-2,N,,3110000-201-1968-00097,3110000,서울특별시 은평구 연서로28길 10 (대조동),03385,01,영업/정상,여관업,02-387-5210,2,0,3,0,14
0,임대,0,빌리브라운지,여관업,,,,,190634.860870368,453469.103448882,2026-05-01 22:39:26,I,01,영업,,3,2025-12-16 10:59:51,1968-12-11,270.25,122-878,서울특별시 은평구 수색동 365-8,N,,3110000-201-1968-00099,3110000,서울특별시 은평구 수색로16길 15-15 (수색동),03489,01,영업/정상,여관업,02-376-1021,0,0,0,0,8
0,임대,0,한진여관,여관업,,,,,192776.807414679,457936.531073042,2026-05-01 22:39:15,I,01,영업,,1,2023-08-10 09:51:30,1969-11-05,158.05,122-810,서울특별시 은평구 갈현동 412-2,N,,3110000-201-1969-00047,3110000,서울특별시 은평구 통일로87길 6-7 (갈현동),03328,01,영업/정상,여관업,02-383-2222,0,0,0,0,10
0,임대,0,향운여관,여관업,,,,,193078.969366767,457471.233219695,2026-05-01 22:39:16,I,01,영업,,1,2017-11-29 16:05:57,1969-10-27,261.66,122-860,서울특별시 은평구 불광동 310-192,N,,3110000-201-1969-00112,3110000,서울특별시 은평구 연서로 247-1 (불광동),03345,01,영업/정상,여관업,,0,0,0,0,11
2,자가,0,톰플러스,여관업,,,,,193525.013000126,456675.228219202,2026-05-01 22:39:22,I,01,영업,,1,2024-06-17 10:33:30,1969-02-18,333.10,122-837,서울특별시 은평구 대조동 2-2,N,,3110000-201-1969-00115,3110000,서울특별시 은평구 통일로71길 30-4 (대조동),03391,01,영업/정상,여관업,02-383-6040,0,0,0,0,18
0,자가,0,카누,여관업,,,,,192719.143760434,453971.592246124,2026-05-01 22:39:19,I,01,영업,,2,2025-06-19 16:36:55,1971-09-03,174.42,122-952,서울특별시 은평구 응암동 749-49,N,,3110000-201-1971-00079,3110000,서울특별시 은평구 응암로12길 11-6 (응암동),03479,01,영업/정상,여관업,,0,0,0,0,8
3,임대,1,"디스테이션(D,S)",여관업,,,,,192903.013779425,457279.589938941,2026-05-01 22:39:20,I,01,영업,,2,2017-11-29 16:08:47,1972-09-06,194.38,122-842,서울특별시 은평구 대조동 198-11,N,,3110000-201-1972-00083,3110000,서울특별시 은평구 연서로26길 3-13 (대조동),03385,01,영업/정상,여관업,02-355-6677,0,0,0,0,11
0,자가,0,대명장,여관업,,,,,193016.031901593,456062.419336797,2026-05-01 22:39:16,I,01,영업,,5,2019-07-02 14:39:25,1972-12-19,144.89,122-896,서울특별시 은평구 역촌동 16-17,N,,3110000-201-1972-00114,3110000,서울특별시 은평구 서오릉로7길 3-1 (역촌동),03404,01,영업/정상,여관업,02-383-0915,0,0,0,0,4
0,자가,0,모텔 스테이(Motel Stay),여관업,,,,,192775.230355302,453640.275582142,2026-05-01 22:39:23,I,01,영업,,0,2025-12-01 11:04:45,1973-12-24,196.23,122-930,서울특별시 은평구 응암동 733-5,N,,3110000-201-1973-00085,3110000,서울특별시 은평구 가좌로7나길 15 (응암동),03481,01,영업/정상,여관업,02-302-8939,0,0,0,0,15
2,자가,0,그린모텔,여관업,,,,,193674.473013775,456285.62429471,2026-05-01 22:39:21,I,01,영업,,0,2023-06-12 11:23:09,1973-06-28,243.77,122-837,서울특별시 은평구 대조동 15-103,N,,3110000-201-1973-00109,3110000,서울특별시 은평구 통일로65길 15-1 (대조동),03397,01,영업/정상,여관업,02-359-8065,0,0,0,0,10
2,임대,0,수도장,여관업,,,,,193498.044487516,456666.680542877,2026-05-01 22:39:15,I,01,영업,,0,2017-11-29 16:10:50,1975-01-23,174.21,122-947,서울특별시 은평구 대조동 83-14,N,,3110000-201-1975-00040,3110000,서울특별시 은평구 통일로71길 26-7 (대조동),03391,01,영업/정상,여관업,02-355-4754,0,0,0,0,12
0,자가,0,쏠모텔,여관업,,,,,192894.091212109,457299.697897038,2026-05-01 22:39:19,I,01,영업,,2,2024-05-27 11:40:08,1975-01-23,190.28,122-842,서울특별시 은평구 대조동 198-6,N,,3110000-201-1975-00041,3110000,서울특별시 은평구 연서로 220-1 (대조동),03385,01,영업/정상,여관업,02-356-3836,0,0,0,0,10
3,임대,1,K(케이),여관업,,,,,192976.267500095,457285.307637827,2026-05-01 22:39:22,I,01,영업,,2,2023-09-06 14:02:14,1975-09-25,404.55,122-842,서울특별시 은평구 대조동 185-14,N,,3110000-201-1975-00042,3110000,서울특별시 은평구 연서로28길 9 (대조동),03385,01,영업/정상,여관업,02-355-6760,0,0,0,0,14
0,임대,0,제이스모텔,여관업,,,,,192602.666171895,453975.544066201,2026-05-01 22:39:13,I,01,영업,,1,2017-11-29 16:11:27,1976-02-28,633.68,122-927,서울특별시 은평구 응암동 602-45,N,,3110000-201-1976-00119,3110000,"서울특별시 은평구 응암로 180, 3,4층 (응암동)",03478,01,영업/정상,여관업,02-304-8011,0,0,0,0,23
