건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,회수건조기수,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층,세탁기수
,,,현대세탁소,일반세탁업,2025-12-22,,,,206009.495097994,451806.846262685,2026-05-01 22:30:12,I,02,폐업,,2025-12-22 10:39:18,2004-07-05,26.90,130-842,서울특별시 동대문구 장안동 374-1 장안현대벤처빌 103호,N,,3050000-205-2004-00010,3050000,"서울특별시 동대문구 장한로 85, 103호 (장안동, 장안현대벤처빌)",02625,1,03,폐업,일반세탁업,02-2212-1991,1,,1,,
1,,,민정사,일반세탁업,2025-12-17,,,,201924.251961604,453371.328774403,2026-05-01 22:31:42,I,02,폐업,,2025-12-17 13:20:15,1988-08-02,46.20,136-073,서울특별시 성북구 안암동3가 105,N,,3070000-205-1988-02356,3070000,서울특별시 성북구 고려대로8길 75 (안암동3가),02858,,03,폐업,일반세탁업,02-0925-4865,1,,1,,
0,,0,모아모아세탁,일반세탁업,2026-01-15,,,,207261.781710467,458228.274013713,2026-05-01 22:35:20,I,02,폐업,0,2026-01-15 17:43:35,2021-12-06,30.18,139-800,서울특별시 노원구 공릉동 230 태릉해링턴플레이스,N,0,3100000-205-2021-00005,3100000,"서울특별시 노원구 공릉로34길 86, 2층 202호 (공릉동, 태릉해링턴플레이스)",01817,2,03,폐업,일반세탁업,02-976-2178,,,,,2
5,,0,경희빨래방,일반세탁업,,,,,204376.96416899,454526.554674544,2026-05-01 22:30:14,I,01,영업,,2017-10-26 11:09:38,2008-09-16,40.00,130-873,서울특별시 동대문구 회기동 109-88 1층,N,,3050000-205-2008-00010,3050000,"서울특별시 동대문구 경희대로3길 35, 1층 (회기동)",02454,1,01,영업/정상,일반세탁업,02-968-2810,1,,1,,2
0,,0,삼성세탁소,일반세탁업,,,,,206590.046202018,452410.619464697,2026-05-01 22:30:14,I,01,영업,,2015-01-02 14:55:00,2009-07-29,29.00,130-839,서울특별시 동대문구 장안동 329-3,N,,3050000-205-2009-00003,3050000,서울특별시 동대문구 장안벚꽃로 167 (장안동),02524,1,01,영업/정상,일반세탁업,02-2213-4233,1,,1,,1
1,,0,배봉사,일반세탁업,,,,,205281.392571816,453923.309554238,2026-05-01 22:30:14,I,01,영업,,2009-10-22 15:29:05,2009-10-22,36.36,130-878,서울특별시 동대문구 휘경동 286-108 1층,N,,3050000-205-2009-00008,3050000,"서울특별시 동대문구 망우로18가길 61-1 (휘경동,1층)",02498,0,01,영업/정상,일반세탁업,02-2214-1145,,,,,2
3,,1,건홍사,일반세탁업,,,,,205845.634002874,452896.796825679,2026-05-01 22:30:14,I,01,영업,,2021-04-22 16:54:55,2009-11-05,82.65,130-848,서울특별시 동대문구 전농동 3-6,N,,3050000-205-2009-00009,3050000,"서울특별시 동대문구 한천로39길 24, 1층 (전농동)",02534,1,01,영업/정상,일반세탁업,02-2248-4886,1,,1,,2
0,,0,신동아 세탁소,일반세탁업,,,,,202785.097798743,452268.006218109,2026-05-01 22:30:14,I,01,영업,,2013-12-27 09:56:27,2010-06-17,56.00,130-070,서울특별시 동대문구 용두동 779 신동아(아) 상가 2층,N,,3050000-205-2010-00005,3050000,"서울특별시 동대문구 무학로26길 16, 2층 (용두동, 신동아(아) 상가)",02588,1,01,영업/정상,일반세탁업,02-926-0915,2,,2,,0
0,,0,휘경 세탁소,일반세탁업,,,,,205183.821636081,454051.491500382,2026-05-01 22:30:14,I,01,영업,,2019-06-28 10:49:25,2010-06-22,22.00,130-878,서울특별시 동대문구 휘경동 281-8,N,,3050000-205-2010-00006,3050000,"서울특별시 동대문구 망우로12가길 5, 1층 (휘경동)",02496,0,01,영업/정상,일반세탁업,02-2213-5822,3,,1,,0
0,,0,삼성명품세탁,일반세탁업,,,,,203164.661789051,452691.906487388,2026-05-01 22:30:14,I,01,영업,,2022-12-02 08:55:18,2010-12-07,56.83,130-070,서울특별시 동대문구 용두동 792-3 삼성허브리츠상가(202호),N,,3050000-205-2010-00012,3050000,"서울특별시 동대문구 왕산로26길 35 (용두동,삼성허브리츠상가(202호))",02567,1,01,영업/정상,일반세탁업,02-965-2257,2,,2,,1
0,,0,삼성레미안세탁소,일반세탁업,,,,,205230.401831584,452918.582914393,2026-05-01 22:30:14,I,01,영업,,2022-12-08 17:47:08,2011-03-14,33.00,130-020,서울특별시 동대문구 전농동 688-3 래미안아름숲상가 109호,N,,3050000-205-2011-00001,3050000,"서울특별시 동대문구 사가정로17길 15, 109호 (전농동, 래미안아름숲상가)",02507,1,01,영업/정상,일반세탁업,02-3394-6311,1,,1,,2
0,,0,LG세탁소,일반세탁업,,,,,205954.030465451,451191.758625155,2026-05-01 22:30:14,I,01,영업,,2017-12-15 13:24:18,2011-05-09,39.66,130-846,서울특별시 동대문구 장안동 451-8,N,,3050000-205-2011-00002,3050000,"서울특별시 동대문구 장한로6길 37, 1층 (장안동)",02644,1,01,영업/정상,일반세탁업,02-2213-1960,3,,1,,1
0,,0,백영세탁소,일반세탁업,,,,,203133.561289898,453027.983308456,2026-05-01 22:30:14,I,01,영업,,2017-10-26 11:07:53,2011-09-27,39.60,130-864,서울특별시 동대문구 제기동 892-12,N,,3050000-205-2011-00005,3050000,서울특별시 동대문구 약령서길 28 (제기동),02569,1,01,영업/정상,일반세탁업,02-962-1746,,,,,1
0,,0,일광세탁소,일반세탁업,,,,,203522.878795318,452779.119387168,2026-05-01 22:30:14,I,01,영업,,2017-10-26 11:07:20,2012-03-30,15.00,130-817,서울특별시 동대문구 용두동 20-49,N,,3050000-205-2012-00001,3050000,서울특별시 동대문구 왕산로30길 28 (용두동),02560,1,01,영업/정상,일반세탁업,02-965-0616,,,,,2
0,,0,삼양세탁소,일반세탁업,,,,,204328.382868457,454307.078290165,2026-05-01 22:30:14,I,01,영업,,2013-06-12 10:25:17,2013-06-12,60.35,130-872,서울특별시 동대문구 회기동 60-133 1층,N,,3050000-205-2013-00004,3050000,"서울특별시 동대문구 회기로12길 7, 1층 (회기동)",02459,0,01,영업/정상,일반세탁업,,1,,1,,3
0,,0,현대세탁소,일반세탁업,,,,,204806.338129188,453860.553880942,2026-05-01 22:30:13,I,01,영업,,2023-06-19 14:07:01,2013-11-04,33.00,130-090,서울특별시 동대문구 휘경동 312-73,N,,3050000-205-2013-00007,3050000,"서울특별시 동대문구 전농로38길 68, 1층 (휘경동)",02493,0,01,영업/정상,일반세탁업,,1,0,1,0,1
0,,0,래미안세탁,일반세탁업,,,,,204405.177383183,452666.692448624,2026-05-01 22:30:13,I,01,영업,,2021-10-19 11:22:53,2013-12-16,25.07,130-020,서울특별시 동대문구 전농동 690 래미안 크레시티,N,,3050000-205-2013-00008,3050000,"서울특별시 동대문구 사가정로 65, 근린생활시설동 205호 (전농동, 래미안 크레시티)",02553,0,01,영업/정상,일반세탁업,,2,,2,,1
0,,0,백광세탁,일반세탁업,2026-04-27,,,,205753.771676873,454681.216236256,2026-05-01 22:30:13,I,02,폐업,,2026-04-27 15:15:48,2014-06-09,25.00,130-875,서울특별시 동대문구 휘경동 146-1,N,,3050000-205-2014-00002,3050000,"서울특별시 동대문구 휘경로 55, 1층 (휘경동)",02428,0,03,폐업,일반세탁업,02-962-3576,1,,1,,1
0,,0,삼양세탁소,일반세탁업,,,,,204624.604817351,453682.062508022,2026-05-01 22:30:14,I,01,영업,0,2014-11-25 13:35:20,2014-11-25,39.00,130-851,서울특별시 동대문구 전농동 103-57 1층,N,0,3050000-205-2014-00007,3050000,"서울특별시 동대문구 전농로36길 15-1, 1층 (전농동)",02492,0,01,영업/정상,일반세탁업,,1,,1,,2
0,,0,그린,일반세탁업,,,,,204505.252441033,453051.694891849,2026-05-01 22:30:14,I,01,영업,0,2026-01-13 16:30:49,2014-11-03,244.36,130-854,서울특별시 동대문구 전농동 213-16,N,0,3050000-205-2014-00008,3050000,"서울특별시 동대문구 서울시립대로16길 16, 1층 (전농동)",02550,1,01,영업/정상,일반세탁업,02-468-8717,1,,1,,5
