건축연면적,건물용도명,사업장명,사업자등록번호,회의실별동시수용인원,폐업일자,자본금,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,영문상호주소,영문상호명,제작취급품목내용,시설면적,시설규모,지상층수,객실수,보험시작일자,보험종료일자,보험기관명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,기획여행보험시작일자,기획여행보험종료일자,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,좌석수,무대면적,주변환경명,기념품종류,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수,선박척수,선박제원,선박총톤수
,,(유)세진여행사(서울영업소),,,,,198696.792161159,451962.68240104,관광사업,국내여행업,2026-05-01 22:40:24,I,03,폐업,,,,,,,,,,,2010-04-21 18:30:04,,2003-12-16,110-773,서울특별시 종로구 종로2가 75-9 미려빌딩 3층,CDFI2260012003000010,4641000,,,,"서울특별시 종로구 종로 78  (종로2가,미려빌딩 3층)",,03,폐업,,,,,,,,,,,,
,,브이아이피관광여행사,,,2015-03-05,50000000,197483.880256526,449240.366693278,관광사업,국내여행업,2026-05-01 22:40:13,I,03,폐업,,,,,,,,2014-06-24,2015-06-23,한국관광협회중앙회,2015-03-05 17:00:44,,1988-02-03,140-806,서울특별시 용산구 갈월동 66 신아빌딩 301호,CDFI2260011988000001,3020000,2012-05-24,2013-05-23,,"서울특별시 용산구 한강대로 304 (갈월동,신아빌딩 301호)",,03,폐업,,,,,,,02-757-0040,,,,,
,,(주)터미날관광,,,1997-06-30,,196610.663839509,447742.348636253,관광사업,국내여행업,2026-05-01 22:40:13,I,03,폐업,,,,0,0,,,,,,2003-02-06 13:09:30,,1990-12-06,140-877,서울특별시 용산구 한강로3가 40-969 관광터미날,CDFI2260011990000001,3020000,,,,,,03,폐업,,,,,,,,,,,,
,,(주)신전여행사,,,1997-06-30,,200425.182770997,447685.49838409,관광사업,국내여행업,2026-05-01 22:40:13,I,03,폐업,,,,0,0,,,,,,2003-02-06 13:09:30,,1991-07-25,140-890,서울특별시 용산구 한남동 618-7,CDFI2260011991000001,3020000,,,,서울특별시 용산구 대사관로34길 40  (한남동),,03,폐업,,,,,,,,,,,,
,,(주)오진고속관광,,,1997-11-05,,196610.663839509,447742.348636253,관광사업,국내여행업,2026-05-01 22:40:13,I,03,폐업,,,,0,0,,,,,,2003-02-06 13:09:30,,1991-12-04,140-877,서울특별시 용산구 한강로3가 40-969 관광터미날,CDFI2260011991000002,3020000,,,,,,03,폐업,,,,,,,,,,,,
,,(주)유니크트레블,,,1997-03-20,,199134.104509862,448041.698469517,관광사업,국내여행업,2026-05-01 22:40:13,I,03,폐업,,,,0,0,,,,,,2003-02-06 13:09:30,,1995-11-24,140-864,서울특별시 용산구 이태원동 172-2 덕흥빌딩 1층동,CDFI2260011995000002,3020000,,,,"서울특별시 용산구 이태원로 153, 1층동 (이태원동,덕흥빌딩)",,03,폐업,,,,,,,,,,,,
,,(주)큐피트여행사,,,1998-05-31,,199631.639775942,447640.900788473,관광사업,국내여행업,2026-05-01 22:40:13,I,03,폐업,,,,0,0,,,,,,2003-02-06 13:09:30,,1996-08-23,140-858,서울특별시 용산구 이태원동 20-49,CDFI2260011996000001,3020000,,,,서울특별시 용산구 우사단로 7  (이태원동),,03,폐업,,,,,,,,,,,,
,,(주)마이다스텍,,,1999-01-28,,196672.420900332,447097.911760459,관광사업,국내여행업,2026-05-01 22:40:13,I,03,폐업,,,,0,0,0,,,,,2003-02-06 13:09:30,,1996-08-29,140-780,서울특별시 용산구 한강로3가 40-171,CDFI2260011996000002,3020000,,,,서울특별시 용산구 한강대로15길 23  (한강로3가),,03,폐업,,,,,,,,0,0,,,
,,(주)제너두여행사,,,1998-05-11,,199154.246941607,447591.707982507,관광사업,국내여행업,2026-05-01 22:40:13,I,03,폐업,,,,0,0,,,,,,2003-02-06 13:07:29,,1996-09-24,140-863,서울특별시 용산구 이태원동 34-158 협성B/D 201동,CDFI2260011996000003,3020000,,,,"서울특별시 용산구 녹사평대로 132, 201동 (이태원동,협성B/D)",,03,폐업,,,,,,,,,,,,
,,태영여행,,,1998-05-06,,,,관광사업,국내여행업,2026-05-01 22:40:13,I,03,폐업,,,,0,0,,,,,,2003-02-06 13:09:30,,1996-10-25,140-871,서울특별시 용산구 한강로2가 315-1,CDFI2260011996000004,3020000,,,,,,03,폐업,,,,,,,,,,,,
,,(주)피씨어드벤쳐,,,1998-02-14,,199214.10239741,448891.794439538,관광사업,국내여행업,2026-05-01 22:40:14,I,03,폐업,,,,0,0,,,,,,2003-02-06 13:09:30,,1997-06-03,140-856,서울특별시 용산구 이태원동 260-199 남송BD 101 호동,CDFI2260011997000003,3020000,,,,,,03,폐업,,,,,,,,,,,,
