침대수,건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,의자수,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
,,,,M.R 바리깡,일반미용업,,2005-05-18,,,,208677.117364248,444316.655669254,2026-05-01 22:32:58,I,02,폐업,,2003-06-13 00:00:00,2002-02-27,.00,138-845,서울특별시 송파구 석촌동 232-6,N,,3230000-204-2003-00204,3230000,,,03,폐업,미용업,02-416-7170,,,,
0,0,,0,헤어앤슈,일반미용업,3,2017-05-30,,,,209132.736357942,444431.696699367,2026-05-01 22:36:14,I,02,폐업,0,2017-05-30 16:00:52,2016-07-27,27.33,138-846,서울특별시 송파구 석촌동 261-17,N,0,3230000-220-2016-00001,3230000,서울특별시 송파구 가락로11길 19 (석촌동),05683,03,폐업,"일반미용업, 화장ㆍ분장 미용업",,,,,
,,,,케이머리병원,일반미용업,,2010-01-12,,,,207274.228249777,445273.319882195,2026-05-01 22:32:58,I,02,폐업,,2005-07-14 00:00:00,2003-02-27,.00,138-862,서울특별시 송파구 잠실동 204-10,N,,3230000-204-2003-00242,3230000,,,03,폐업,미용업,,,,,
0,0,,0,라미헤어,일반미용업,3,2024-12-31,,,,198186.214614366,442300.376437558,2026-05-01 22:32:07,I,02,폐업,1,2024-12-31 13:55:25,2021-11-25,24.56,156-824,서울특별시 동작구 사당동 1005-42,N,0,3190000-211-2021-00034,3190000,"서울특별시 동작구 동작대로17길 14-1, 102호 (사당동)",07013,03,폐업,일반미용업,,1,,1,
4,0,임대,0,선바디라인,피부미용업,0,2016-04-28,,,,208233.926974585,445435.257647797,2026-05-01 22:34:38,I,02,폐업,,2013-08-20 11:11:59,2009-03-24,47.70,138-791,서울특별시 송파구 잠실동 40 갤러리아팰리스 지하1층 136-25호,N,,3230000-212-2009-00004,3230000,"서울특별시 송파구 올림픽로 212, 136-25호 (잠실동, 갤러리아팰리스 지하1층)",05553,03,폐업,피부미용업,02-2145-4313,,1,,1
,,,,지수헤어죤,일반미용업,3,2015-08-05,,,,210610.833095744,448117.547644246,2026-05-01 22:33:18,I,02,폐업,,2015-08-07 19:07:45,2003-02-27,33.94,138-873,서울특별시 송파구 풍납동 486-4,N,,3230000-211-1994-00009,3230000,서울특별시 송파구 풍성로25길 22 (풍납동),05520,03,폐업,일반미용업,02-472-4973,,,,
0,5,,0,오샤레헤어살롱,일반미용업,10,2016-10-11,,,,194577.605686927,444884.868008068,2026-05-01 22:31:51,I,02,폐업,,2009-11-09 14:20:53,2005-08-08,156.23,156-806,"서울특별시 동작구 노량진동 311-29 1층,2층",N,,3190000-211-2005-00002,3190000,"서울특별시 동작구 장승배기로 95 (노량진동,1층,2층)",,03,폐업,일반미용업,,1,0,1,0
0,0,,0,salon J(살롱 제이),일반미용업,3,2021-10-05,,,,208385.271022924,444851.818558175,2026-05-01 22:34:12,I,02,폐업,0,2021-10-05 15:41:26,2015-12-16,33.10,138-840,서울특별시 송파구 삼전동 112-10,N,0,3230000-211-2015-00109,3230000,"서울특별시 송파구 삼학사로19길 13, 지상1층 1호 (삼전동)",05601,03,폐업,일반미용업,02-412-6358,1,,1,
,3,,1,미가본헤어탑,일반미용업,3,2008-03-04,,,,194109.683291459,444556.60709408,2026-05-01 22:31:37,I,02,폐업,,2006-01-20 00:00:00,2005-11-21,24.51,156-832,서울특별시 동작구 상도동 361-109,N,,3190000-204-2005-00050,3190000,,,03,폐업,미용업,,1,,1,
0,0,,0,에센지 뷰티 스테이,일반미용업,4,2025-04-21,,,,211052.897939721,443762.541163203,2026-05-01 22:35:35,I,02,폐업,0,2025-04-21 16:31:03,2017-12-12,33.00,138-808,서울특별시 송파구 가락동 143-3 102호,N,0,3230000-213-2017-00008,3230000,"서울특별시 송파구 중대로16길 12, 1층 102호 (가락동)",05825,03,폐업,종합미용업,070-4110-0445,1,,1,
