아세틸렌수,사업장명,폐업일자,원심주조기수,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,치과용프레스수,상세영업상태코드,상세영업상태명,기공용컴프레서수,기공용레스수,기공용모터수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,핀덱스수,포셀린로수,전기로수,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,샌드기수,서베이어수,휴업시작일자,휴업종료일자,소재지전화번호,트리머수,초음파청소기수,진공매몰기수,진동기수
1,충무치과공소,2011-04-01,1,,,2026-05-01 22:32:03,I,1,03,폐업,,1,2,2011-03-31 15:13:44,,1978-07-03,100-011,서울특별시 중구 충무로1가 25-8,PHMB319783010033062300001,3010000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,시대치과기공소,2013-02-28,1,197671.955229016,450714.517202917,2026-05-01 22:32:03,I,1,03,폐업,1,1,2,2013-02-26 14:16:28,,1978-07-06,100-800,서울특별시 중구 남대문로5가 19번지 4호 아성빌딩 602호,PHMB319783010033062300002,3010000,1,1,1,"서울특별시 중구 세종대로 26 (남대문로5가, 아성빌딩 602호)",,03,폐업,1,1,,,,1,1,1,1
1,삼성치과기공소,2015-02-06,1,197582.794878919,450592.543380963,2026-05-01 22:32:03,I,1,03,폐업,1,1,2,2015-02-06 11:27:26,,1981-05-14,100-801,서울특별시 중구 남대문로5가 84번지 5호,PHMB319813010033062300001,3010000,1,1,1,"서울특별시 중구 세종대로 20 (남대문로5가, 덕우빌딩601호)",,03,폐업,1,1,,,,1,1,1,1
1,유니온치과기공소,2014-02-18,1,201369.714689844,451045.335646565,2026-05-01 22:32:03,I,1,03,폐업,1,1,2,2014-02-17 16:59:44,,1987-06-16,,서울특별시 중구 신당동 2통 3반,PHMB319873010033062300001,3010000,1,1,1,서울특별시 중구 다산로34길 25 (신당동),,03,폐업,1,1,,,,1,1,2,1
1,동광치과기공소,2013-06-03,1,197579.913249111,450587.46081529,2026-05-01 22:32:03,I,1,03,폐업,1,1,2,2013-06-03 16:30:55,,1987-11-17,100-801,서울특별시 중구 남대문로5가 84번지 6호 4층,PHMB319873010033062300002,3010000,1,1,1,"서울특별시 중구 세종대로 8-1 (남대문로5가, 4층)",,03,폐업,1,1,,,,1,1,1,1
1,럭키치과기공소,2015-05-04,1,199992.579396897,451139.304001968,2026-05-01 22:32:03,I,1,03,폐업,1,1,3,2015-05-04 14:24:45,,1988-08-26,100-380,서울특별시 중구 묵정동 27번지 10호   302호,PHMB319883010033062300001,3010000,1,1,1,"서울특별시 중구 퇴계로 260, 302호 (묵정동)",,03,폐업,1,1,,,22782877,1,1,1,1
1,금성치과기공소,2013-02-27,1,197440.65529349,450774.809913811,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2013-02-27 15:05:57,,1990-01-15,100-130,서울특별시 중구 순화동 208번지 2호,PHMB319903010033062300001,3010000,1,1,1,"서울특별시 중구 통일로 40 (순화동, 서울빌딩307호)",,03,폐업,1,1,,,,1,1,1,1
1,삼흥치과기공소,2012-08-22,1,200373.759946097,451402.013432692,2026-05-01 22:32:04,I,1,03,폐업,1,1,2,2012-08-22 17:58:50,,1992-01-28,100-411,서울특별시 중구 광희동1가 87-2 4층,PHMB319923010033062300001,3010000,1,1,1,"서울특별시 중구 마른내로 153 (광희동1가, 4층)",,03,폐업,1,1,,,,1,1,1,1
1,유일치과기공소,2011-04-18,1,,,2026-05-01 22:32:04,I,1,03,폐업,,1,2,2011-04-18 16:46:30,,1993-05-22,100-800,서울특별시 중구 남대문로5가 17-3,PHMB319933010033062300001,3010000,,1,1,,,03,폐업,,1,,,,1,1,,1
1,굿모닝치과기공소,2020-10-29,1,200908.947283037,451351.721645344,2026-05-01 22:32:04,I,1,03,폐업,1,1,5,2020-10-29 16:32:45,,1993-04-23,,서울특별시 중구 신당동 233번지 71호 3층 306호,PHMB319933010033062300002,3010000,1,3,2,"서울특별시 중구 퇴계로 356, 3층 306호 (신당동)",04612,03,폐업,1,3,,,,1,1,1,1
1,제일치과기공소,2010-07-19,1,,,2026-05-01 22:32:04,I,1,03,폐업,,1,2,2010-07-19 15:46:57,,1994-03-11,100-391,서울특별시 중구 장충동1가 187-6 3층,PHMB319943010033062300001,3010000,,1,1,,,03,폐업,,1,,,,1,1,,1
