자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,근린생활시설,대원전자,2021-07-23,164372.264570528,441524.790259007,유통관련업,청소년게임제공업,,2026-05-01 22:34:54,I,03,폐업,,,,,169.93,,1,,,,2021-07-23 17:39:56,,2007-10-30,,인천광역시 중구 북성동1가 98-336,,,CDFF2241142007000001,3490000,,전체이용가,,인천광역시 중구 월미문화로 35 (북성동1가),,03,폐업,,,,,,,,,,,
,근린생활시설,코만도오락실,2016-11-01,164341.200667706,441459.957193874,유통관련업,청소년게임제공업,,2026-05-01 22:34:54,I,03,폐업,,,,,330.7,,,,,,2016-11-01 17:40:33,,2007-10-31,,인천광역시 중구 북성동1가 98-340,,,CDFF2241142007000004,3490000,,전체이용가,,인천광역시 중구 월미문화로 41-1  (북성동1가),,03,폐업,,,,,,,,,,,
,근린생활시설,나노게임파크,2011-07-11,167130.404487974,441494.999508694,유통관련업,청소년게임제공업,,2026-05-01 22:34:54,I,03,폐업,,,,,145.46,,,,,,2011-07-11 13:43:30,,2007-11-19,,인천광역시 중구 인현동 27-37,,,CDFF2241142007000007,3490000,,전체이용가,,인천광역시 중구 우현로67번길 40-1  (인현동),,03,폐업,,,,,,,,,,,
,근린생활시설,태왕사신전,2008-07-04,164953.853070259,439328.722900489,유통관련업,청소년게임제공업,,2026-05-01 22:34:54,I,03,폐업,,,,,228.38,,6,,,,2008-08-07 13:46:19,,2008-06-17,400-801,인천광역시 중구 항동7가 27-211 1층,,,CDFF2241142008000003,3490000,,전체이용가,,"인천광역시 중구 연안부두로21번길 13  (항동7가,1층)",,03,폐업,,,,,,,,,8,2,
,근린생활시설,또로로게임장,2008-12-11,,,유통관련업,청소년게임제공업,,2026-05-01 22:34:55,I,03,폐업,,,,,78.5,,1,,,,2008-12-11 17:25:04,,2008-08-08,400-833,인천광역시 중구 운서동 2794-4 대원프라자 107호,,,CDFF2241142008000007,3490000,,전체이용가,상업지역,,,03,폐업,,,,유흥업소밀집지역,,,,,,,
,근린생활시설,월미휴게오락실,2009-06-05,164383.669468735,441392.075747547,유통관련업,청소년게임제공업,,2026-05-01 22:34:55,I,03,폐업,,,,,60.06,,,,,,2011-08-26 11:23:56,,2008-08-11,400-201,인천광역시 중구 북성동1가 98-552 1층,,,CDFF2241142008000008,3490000,,전체이용가,,"인천광역시 중구 월미로248번길 5-1  (북성동1가,1층)",,03,폐업,,,,,,,,,,,
,근린생활시설,디즈니게임랜드,2009-08-18,164763.092221589,439265.324722177,유통관련업,청소년게임제공업,,2026-05-01 22:34:55,I,03,폐업,,,,,261.91,,,,,,2009-08-18 10:15:57,,2008-10-08,,인천광역시 중구 항동7가 58-50 2층,,,CDFF2241142008000010,3490000,,전체이용가,,,,03,폐업,,,,,,,,,,,
,근린생활시설,제우스 게임랜드,2009-09-04,164953.853070259,439328.722900489,유통관련업,청소년게임제공업,,2026-05-01 22:34:55,I,03,폐업,,,,,228.38,,,,,,2009-09-04 11:19:24,,2008-12-23,,인천광역시 중구 항동7가 27-211 유한빌딩 101호,,,CDFF2241142008000013,3490000,,전체이용가,,"인천광역시 중구 연안부두로21번길 13,  101호 (항동7가,유한빌딩)",,03,폐업,,,,,,,,,,,
,,아카데미게임랜드,2009-04-24,166539.097014245,441144.233021423,유통관련업,청소년게임제공업,,2026-05-01 22:34:56,I,03,폐업,,,,,131.64,,1,,,,2009-04-28 09:00:31,,2009-03-24,,인천광역시 중구 중앙동3가 4-41,,,CDFF2241142009000005,3490000,,전체이용가,,인천광역시 중구 신포로23번길 49  (중앙동3가),,03,폐업,,,,,,,,,,,
,근린생활시설,신도시게임장,2009-05-10,154784.100784415,443622.018032475,유통관련업,청소년게임제공업,,2026-05-01 22:34:56,I,03,폐업,,,,,100.28,,,,,,2009-09-23 13:47:09,,2009-04-09,,인천광역시 중구 운서동 2796-6 신공항프라자 204호,,,CDFF2241142009000007,3490000,,전체이용가,상업지역,"인천광역시 중구 신도시남로141번길 7,  204호 (운서동,신공항프라자)",,03,폐업,,,,유흥업소밀집지역,,,,,,,
