자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,,정우상사,2001-05-12,,,유통관련업,복합유통게임제공업,,2026-05-01 22:34:28,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1904-06-20,100-868,서울특별시 중구 황학동 162 삼일(아) 17동 101호,,,CDFF2241031904000001,3010000,,,,,,03,폐업,,,,,,,,,,,
,,홈비디오,1999-10-27,200616.257907113,449714.824280955,유통관련업,복합유통게임제공업,,2026-05-01 22:34:28,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1991-07-02,100-830,서울특별시 중구 신당동 366-124,,,CDFF2241031991000001,3010000,,,,서울특별시 중구 다산로 58-1  (신당동),,03,폐업,,,,,,,,,,,
,,A프로덕션,1997-01-24,199705.336258149,451004.606431862,유통관련업,복합유통게임제공업,,2026-05-01 22:34:28,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1991-07-08,100-273,서울특별시 중구 필동3가 15,,,CDFF2241031991000002,3010000,,,,서울특별시 중구 퇴계로44길 11  (필동3가),,03,폐업,,,,,,,,,,,
,,삼성비디오,1999-05-28,200605.995679596,450342.434448701,유통관련업,복합유통게임제공업,,2026-05-01 22:34:28,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1991-07-20,100-835,서울특별시 중구 신당동 432-178,,,CDFF2241031991000004,3010000,,,,서울특별시 중구 동호로15가길 20  (신당동),,03,폐업,,,,,,,,,,,
,,로얄비디오,1997-03-04,,,유통관련업,복합유통게임제공업,,2026-05-01 22:34:28,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1991-07-24,100-830,서울특별시 중구 신당동 366-283,,,CDFF2241031991000005,3010000,,,,,,03,폐업,,,,,,,,,,,
,,신일비디오,1999-08-05,201319.304589553,450792.640660955,유통관련업,복합유통게임제공업,,2026-05-01 22:34:29,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1991-07-26,100-824,서울특별시 중구 신당동 294-75,,,CDFF2241031991000006,3010000,,,,,,03,폐업,,,,,,,,,,,
,,현아비디오,1997-02-05,201249.742950595,450404.317089218,유통관련업,복합유통게임제공업,,2026-05-01 22:34:29,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1991-08-17,100-826,서울특별시 중구 신당동 333-213,,,CDFF2241031991000011,3010000,,,,서울특별시 중구 청구로1길 88  (신당동),,03,폐업,,,,,,,,,,,
,,뉴월드엔터테인먼트,1999-05-09,199424.210387436,450959.66448749,유통관련업,복합유통게임제공업,,2026-05-01 22:34:29,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1991-09-03,100-272,서울특별시 중구 필동2가 16-6 대림자동차 11층동,,,CDFF2241031991000012,3010000,,,,,,03,폐업,,,,,,,,,,,
,,삼익악기백화점,1999-05-09,198640.659565485,451053.379935307,유통관련업,복합유통게임제공업,,2026-05-01 22:34:29,I,03,폐업,,,,,0,,,,,,2003-02-11 18:21:03,,1991-09-11,100-861,서울특별시 중구 충무로2가 66-9,,,CDFF2241031991000014,3010000,,,,서울특별시 중구 명동8가길 7  (충무로2가),,03,폐업,,,,,,,,,,,
,,장비디오,1999-03-30,,,유통관련업,복합유통게임제공업,,2026-05-01 22:34:29,I,03,폐업,,,,,0,,0,,,,2003-02-11 18:21:03,,1991-09-11,100-130,서울특별시 중구 순화동 163-2,,,CDFF2241031991000015,3010000,,,,,,03,폐업,,,,,,,,,0,0,
