건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,이노뮤직,2021-09-17,207982.510726216,454634.04018178,유통관련업,음반.음악영상물제작업,2026-05-01 22:41:42,I,03,폐업,"CD, 카세트, 뮤직비디오DVD",99,,2021-09-27 13:50:06,,2013-08-22,,서울특별시 중랑구 상봉동 **-**,CDFF3241062013000001,3060000,,"서울특별시 중랑구 봉우재로 ***-* (상봉동, 문수해오름아파트 지하)",02152,03,폐업,,,,,,1
,킹유씨씨노래영상제작실,2016-09-19,206783.119023183,454376.340632857,유통관련업,음반.음악영상물제작업,2026-05-01 22:41:42,I,03,폐업,"음악영상물, 음악영상파일, USB",,,2016-09-19 15:04:13,,2013-08-22,,서울특별시 중랑구 면목동 ***-** 지하,CDFF3241062013000002,3060000,,"서울특별시 중랑구 동일로***길 **, 지층 (면목동)",02124,03,폐업,,,,,,1
,코다,2023-01-13,206786.402333741,454048.402074886,유통관련업,음반.음악영상물제작업,2026-05-01 22:41:42,I,03,폐업,"뮤직비디오, 음원",10,1,2023-01-13 15:30:18,,2020-10-14,,서울특별시 중랑구 면목동 ***-*,CDFF3241062020000001,3060000,,"서울특별시 중랑구 동일로***길 **, 가동 ***호 (면목동)",02134,03,폐업,,,,,,
,연세미디어,2011-07-08,192241.446894582,452821.64457491,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:38,I,03,폐업,"음반,강의테이프",,,2011-07-08 17:20:14,,2007-03-30,120-810,서울특별시 서대문구 북가좌동 **-** (지층***호),CDFF3241062007000001,3120000,,"서울특별시 서대문구 거북골로**길 **-*  (북가좌동,(지층***호))",,03,폐업,,,,,,
,전통타악연구소,2023-10-27,195935.137088572,451180.441186072,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:38,I,03,폐업,음반,,,2023-10-30 17:43:49,,2007-07-20,120-818,서울특별시 서대문구 북아현동 ***-**,CDFF3241062007000002,3120000,,서울특별시 서대문구 북아현로**가길 **  (북아현동),,03,폐업,,,,,,
,수도음악사,2015-07-22,191993.362939917,452741.302180404,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:39,I,03,폐업,,,,2015-07-23 09:05:37,,2010-06-03,,서울특별시 서대문구 북가좌동 *** 삼성래미안e편한세상아파트 ***동 ***호,CDFF3241062010000001,3120000,,"서울특별시 서대문구 수색로 ***, ***동 ***호 (북가좌동, 삼성래미안e편한세상아파트)",,03,폐업,,,,,,
,별빛노래,2023-02-13,193310.567638385,453033.327121757,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:39,I,03,폐업,"영상, 음반, 음악 CD",33.1,,2023-02-13 17:44:03,,2012-02-02,,서울특별시 서대문구 남가좌동 ***-** *층,CDFF3241062012000001,3120000,,"서울특별시 서대문구 증가로**길 **, *층 (남가좌동)",03665,03,폐업,,,,,,
,코스모스노래기획,2015-06-23,192265.732493169,453296.220981827,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:39,I,03,폐업,,,,2015-06-24 09:01:48,,2012-03-09,,서울특별시 서대문구 북가좌동 ***-** 지층,CDFF3241062012000003,3120000,,"서울특별시 서대문구 응암로 ***, 지층 (북가좌동)",,03,폐업,,,,,,
,닥터나인,2019-01-08,195161.384718657,453681.531642847,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:39,I,03,폐업,대중음악영상,,,2019-01-08 17:08:06,,2012-10-29,,서울특별시 서대문구 홍제동 ***-*,CDFF3241062012000004,3120000,,"서울특별시 서대문구 모래내로 *** (홍제동, 홍제그린빌 ****호)",03729,03,폐업,,,,02-723-2204,,
근린생활시설,사플,2015-05-04,193644.792466664,452794.270232125,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:39,I,03,폐업,음반 뮤직비디오,15,,2015-05-04 16:00:33,,2014-06-20,,서울특별시 서대문구 홍은동 ***-**,CDFF3241062014000001,3120000,,"서울특별시 서대문구 모래내로 ***, ***호 (홍은동)",,03,폐업,,,,,,
,주식회사 연세디지털,2018-01-29,194584.959249312,451381.585492051,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:40,I,03,폐업,음반음악영상물,,,2018-01-29 17:28:01,,2015-10-20,,서울특별시 서대문구 신촌동 ***,CDFF3241062015000003,3120000,,"서울특별시 서대문구 연세로 ** (신촌동, 연세대학교)",03722,03,폐업,,,,,,
,예신 Music,2016-12-30,192874.514454351,452525.219515622,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:40,I,03,폐업,음반,,,2016-12-30 17:56:06,,2016-10-27,,서울특별시 서대문구 남가좌동 *** 남가좌동현대아파트 ***동 ***호,CDFF3241062016000001,3120000,,"서울특별시 서대문구 가재울로 ** (남가좌동, 남가좌동현대아파트)",03710,03,폐업,,,,02-302-8428,,
,주식회사 블루멜론프로덕션,2022-10-04,194033.03782295,450514.653917441,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:40,I,03,폐업,음반·음악영상물,,,2022-10-04 13:44:30,,2019-01-16,,서울특별시 서대문구 창천동 **-**,CDFF3241062019000001,3120000,,"서울특별시 서대문구 연세로*다길 **, *층 ***호 (창천동)",03787,03,폐업,,,,,,
,(주)브릭스컴퍼니,2022-01-13,194086.489660146,452285.678976073,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:40,I,03,폐업,,1,,2022-01-13 17:04:07,,2016-01-21,,서울특별시 서대문구 연희동 **-**,CDFF3241062019000002,3120000,,"서울특별시 서대문구 연희로**길 **, 지층 (연희동)",03697,03,폐업,,,,,,
다세대주택,사운드엘리트,2021-12-23,194010.358568812,451756.700490842,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:40,I,03,폐업,MV,23.18,,2021-12-23 15:06:01,,2020-10-13,,서울특별시 서대문구 연희동 **-*,CDFF3241062020000002,3120000,일반주거지역,"서울특별시 서대문구 연희로**길 **, ***호 (연희동)",03724,03,폐업,,,,,,
,와이비씨 나도스타(홍은센터),2024-06-26,195280.710219904,455193.014698844,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:41,I,03,폐업,음악영상물,,,2024-06-27 16:02:23,,2022-06-15,,서울특별시 서대문구 홍은동 **-***,CDFF3241062022000003,3120000,,"서울특별시 서대문구 홍은중앙로 **, *층 (홍은동)",03604,03,폐업,,,,,,
다가구용 주택(공동주택적용),노이지무드,2024-04-29,192179.469546538,452940.890562292,유통관련업,음반.음악영상물제작업,2026-05-01 22:30:41,I,03,폐업,음반·음악영상물,,,2024-04-30 17:26:48,,2024-01-24,,서울특별시 서대문구 북가좌동 **-*** 지하층 ***호,CDFF3241062024000001,3120000,일반주거지역,"서울특별시 서대문구 거북골로**나길 **-**, 지하층 ***호 (북가좌동)",03683,03,폐업,주택가주변,,,,,
,마코뮤직,2015-08-17,202481.661169413,442563.269271521,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:14,I,03,폐업,음반,,,2015-08-17 17:11:41,,1999-09-21,,서울특별시 서초구 서초동 ****-*,CDFF3241061999000004,3210000,,서울특별시 서초구 서운로 ** (서초동),,03,폐업,,,,34714150,,
,라스미디어,2006-07-25,198682.690482636,443325.950294871,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:14,I,03,폐업,음반,,,2006-07-31 11:14:39,,1999-09-06,137-830,서울특별시 서초구 방배동 ***-** ***호,CDFF3241061999000007,3210000,,"서울특별시 서초구 동광로**길 **,  ***호 (방배동)",,03,폐업,,,,34811225,,
,쎄텍(주),2006-10-30,203394.59,441580.695,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:14,I,03,폐업,음반,,,2006-11-01 11:46:06,,1999-09-07,137-890,서울특별시 서초구 양재동 **-** 정우빌딩 *층,CDFF3241061999000008,3210000,,"서울특별시 서초구 양재천로**길 **  (양재동,정우빌딩 *층)",,03,폐업,,,,,,
,한솔텔레컴(주),2007-06-07,202152.435828986,443826.911881224,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:14,I,03,폐업,비디오물제작업,,,2007-06-07 16:33:27,,1999-04-01,137-857,서울특별시 서초구 서초동 ****-**,CDFF3241061999000009,3210000,,서울특별시 서초구 서초대로 ***  (서초동),,03,폐업,,,,,,
,(주)오콘,2012-12-04,201023.448281659,442624.173963943,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:14,I,03,폐업,음반,,,2012-12-04 17:02:42,,2000-01-12,137-876,서울특별시 서초구 서초동 ****-* 탑스벤처타워 *층,CDFF3241062000000001,3210000,,"서울특별시 서초구 반포대로**길 **  (서초동,탑스벤처타워 *층)",,03,폐업,,,,34444411,,
,(주)현대문학북스,2018-12-28,201501.592326256,443399.396754796,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:16,I,03,폐업,음반,,,2018-12-28 14:23:59,,2001-05-22,137-881,서울특별시 서초구 서초동 ****-** 진빈빌딩 *층,CDFF3241062001000014,3210000,,"서울특별시 서초구 사임당로**길 **  (서초동,진빈빌딩 *층)",,03,폐업,,,,,,
,(주)로이코리아,2010-04-05,203417.706338049,441113.350026051,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:16,I,03,폐업,음반,,,2010-04-06 08:47:31,,2001-05-24,137-894,서울특별시 서초구 양재동 ***-* 산호빌딩 *층,CDFF3241062001000015,3210000,,"서울특별시 서초구 마방로*길 **  (양재동,산호빌딩 *층)",,03,폐업,,,,,,
,자바뮤직,2010-04-07,200403.337741775,442170.676710233,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:18,I,03,폐업,음반,,,2010-04-07 15:54:29,,2002-06-21,137-869,서울특별시 서초구 서초동 ****-* 서신상가 지층,CDFF3241062002000006,3210000,,,,03,폐업,,,,,,
,Song bank,2009-03-02,204158.349624217,441292.453930502,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:18,I,03,폐업,음반,,,2009-03-02 12:05:59,,2002-08-05,137-895,서울특별시 서초구 양재동 ***-* 재성빌딩 지층,CDFF3241062002000007,3210000,,"서울특별시 서초구 논현로**길 **  (양재동,재성빌딩 지층)",,03,폐업,,,,20573151,,
,(주)브릿지북스코리아,2008-04-03,203393.38,441076.315,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:21,I,03,폐업,음반,,,2008-04-03 14:53:51,,2003-01-27,137-896,서울특별시 서초구 양재동 *** 삼덕빌딩 *층,CDFF3241062003000003,3210000,,"서울특별시 서초구 강남대로 **  (양재동,삼덕빌딩 *층)",,03,폐업,,,,,,
,(주)드림빌엔터테인먼트,2010-10-05,203404.93234684,441983.905235162,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:24,I,03,폐업,음반,,,2010-10-06 15:44:45,,2004-06-28,137-888,서울특별시 서초구 양재동 **-* 송정빌딩 *층,CDFF3241062004000002,3210000,,"서울특별시 서초구 바우뫼로**길 **  (양재동,송정빌딩 *층)",,03,폐업,,,,,,
,바운드엔터테인먼트,2010-12-31,199944.939861171,443606.126104092,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:26,I,03,폐업,음반,,,2010-12-31 14:40:28,,2004-11-12,137-807,서울특별시 서초구 반포동 ***-** 선호빌딩 *층 ***호,CDFF3241062004000016,3210000,,"서울특별시 서초구 동광로 ***,  ***호 (반포동,선호빌딩 *층)",,03,폐업,,,,,,
,주-와이드포스,2009-05-14,201103.134111392,443585.843772336,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:27,I,03,폐업,음반.음원.음악영상물,,,2009-05-14 16:32:09,,2008-02-27,,서울특별시 서초구 서초동 ****-** 한성빌딩 ***호,CDFF3241062008000001,3210000,,"서울특별시 서초구 법원로*길 **,  ***호 (서초동,한성빌딩)",,03,폐업,,,,,,
,(주)맵더소울,2012-03-23,202638.948768564,443109.509930091,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:28,I,03,폐업,,,,2012-03-26 09:55:01,,2009-03-09,,서울특별시 서초구 서초동 ****-** 현대렉시온 ****호,CDFF3241062009000001,3210000,,"서울특별시 서초구 강남대로 ***,  ****호 (서초동,현대렉시온)",,03,폐업,,,,02-2182-5523,,
,이지사운드,2017-01-11,200698.780989184,442836.047410118,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:28,I,03,폐업,음악영상물,20,,2017-01-11 15:11:12,,2009-03-18,137-871,서울특별시 서초구 서초동 ****-* 지하*층,CDFF3241062009000002,3210000,,"서울특별시 서초구 서초대로**길 **  (서초동,지하*층)",,03,폐업,,,,02-523-4950,,
,(주)선율,2011-05-13,201634.873035271,442403.488797596,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:28,I,03,폐업,"음반, 영상물",,,2011-05-13 11:48:10,,2010-08-18,,서울특별시 서초구 서초동 ****-* *층,CDFF3241062010000004,3210000,,"서울특별시 서초구 서초중앙로*길 **  (서초동,*층)",,03,폐업,,,,02-586-3377,,
,S미디어,2014-04-21,199944.939861171,443606.126104092,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:29,I,03,폐업,음반,,,2014-04-21 17:31:53,,2010-12-24,,서울특별시 서초구 반포동 ***-** *층,CDFF3241062010000006,3210000,,"서울특별시 서초구 동광로 ***  (반포동,*층)",,03,폐업,,,,02-923-4338,,
,(주)아이디안,2014-12-31,203429.086468872,441674.481547052,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:29,I,03,폐업,"방송,홍보영상물",,,2014-12-31 18:11:42,,2011-04-11,,서울특별시 서초구 양재동 ** 선도빌딩 ***호,CDFF3241062011000004,3210000,,"서울특별시 서초구 양재천로 ***-**, ***호 (양재동,선도빌딩)",,03,폐업,,,,02-571-8209,,
,이브,2012-03-28,202580.644821513,443264.557852558,유통관련업,음반.음악영상물제작업,2026-05-01 22:31:30,I,03,폐업,CD제작,115,,2012-03-28 14:54:49,,2012-01-19,,서울특별시 서초구 서초동 ****-** 대우디오빌 B***호,CDFF3241062012000001,3210000,,"서울특별시 서초구 강남대로 ***,  B***호 (서초동,대우디오빌)",,03,폐업,,,,,,
