건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
,,,(주)태경종합개발,건물위생관리업,,,,,202155.401317068,459411.940883021,2026-05-01 22:36:16,I,01,영업,,2024-02-14 16:06:23,1997-12-12,36.90,142-867,서울특별시 강북구 번동 446-13 가든타워 1319호,N,,3080000-206-1997-02102,3080000,"서울특별시 강북구 도봉로 328, 1319호 (번동, 가든타워)",01062,01,영업/정상,건물위생관리업,02-906-2246,,,,
0,,0,두신산업(주),건물위생관리업,,,,,201729.264796474,459171.892045935,2026-05-01 22:36:17,I,01,영업,,2014-10-10 10:25:00,2001-11-20,162.00,142-891,서울특별시 강북구 수유동 47-14 3층,N,,3080000-206-2001-00002,3080000,"서울특별시 강북구 덕릉로19길 8, 3층 (수유동)",01081,01,영업/정상,건물위생관리업,02-997-0227,0,0,0,0
,,,파라오시스템,건물위생관리업,,,,,201606.445832012,460001.632075829,2026-05-01 22:36:17,I,01,영업,,2021-12-16 10:40:30,2003-12-16,.00,142-771,서울특별시 강북구 수유동 205 벽산아파트상가 B동 208호,N,,3080000-206-2003-00006,3080000,"서울특별시 강북구 삼각산로 143-1, B동 208호 (수유동, 벽산아파트상가)",01042,01,영업/정상,건물위생관리업,,,,,
2,,1,닥트앤케이엠알오(주),건물위생관리업,,,,,201606.445832012,460001.632075829,2026-05-01 22:36:17,I,01,영업,,2015-02-10 15:57:48,2003-12-29,30.60,142-877,서울특별시 강북구 수유동 205 벽산상가 B동 206호,N,,3080000-206-2003-00007,3080000,"서울특별시 강북구 삼각산로 143-1, 206호 (수유동, 벽산비빌딩)",01042,01,영업/정상,건물위생관리업,,2,,2,
4,임대,1,고려종합환경,건물위생관리업,,,,,201651.449808761,458463.678435812,2026-05-01 22:36:17,I,01,영업,,2021-12-28 17:44:52,2004-05-17,33.00,142-813,서울특별시 강북구 미아동 793-75 현대장여관,N,,3080000-206-2004-00002,3080000,"서울특별시 강북구 삼양로68길 26, 1층 2호 (미아동)",01121,01,영업/정상,건물위생관리업,02-999-3412,1,,1,
0,,0,국제건물관리(주),건물위생관리업,,,,,201606.445832012,460001.632075829,2026-05-01 22:36:17,I,01,영업,,2025-09-30 10:53:36,2004-11-03,34.68,142-771,서울특별시 강북구 수유동 205 수유벽산아파트 A동 310호,N,,3080000-206-2004-00006,3080000,"서울특별시 강북구 한천로155길 43, 수유벽산아파트 상가 A동 3층 310호 (수유동)",01042,01,영업/정상,건물위생관리업,02-906-5516,0,0,0,0
2,,1,(주)주번,건물위생관리업,,,,,201383.634613172,457837.739545926,2026-05-01 22:36:17,I,01,영업,,2025-05-16 15:43:45,2005-05-25,31.82,142-816,서울특별시 강북구 미아동 760-17,N,,3080000-206-2005-00006,3080000,"서울특별시 강북구 삼양로47길 49, 오른쪽상가동 1층 (미아동)",01184,01,영업/정상,건물위생관리업,02-734-7484,0,1,0,1
0,,0,(주)대종기기산업,건물위생관리업,,,,,202000.513660624,458815.97773382,2026-05-01 22:36:18,I,01,영업,,2021-12-16 10:47:16,2008-02-13,30.00,142-874,"서울특별시 강북구 수유동 63 삼호아파트, 수유프라자",N,,3080000-206-2008-00006,3080000,"서울특별시 강북구 도봉로 261, 507호 (수유동, 삼호아파트, 수유프라자)",01114,01,영업/정상,건물위생관리업,02-993-2777,2,0,2,0
0,,0,(주)을지종합관리,건물위생관리업,,,,,202155.401317068,459411.940883021,2026-05-01 22:36:18,I,01,영업,,2024-05-28 15:09:33,2009-10-15,36.90,142-867,서울특별시 강북구 번동 446-13 1803호,N,,3080000-206-2009-00005,3080000,"서울특별시 강북구 도봉로 328, 1803호 (번동, 가든타워)",01062,01,영업/정상,건물위생관리업,02-908-1335,,,,
3,,0,(주)청정티엠에스,건물위생관리업,,,,,203160.153576134,456943.819705953,2026-05-01 22:36:18,I,01,영업,,2015-07-10 15:58:01,2009-09-11,70.41,142-100,"서울특별시 강북구 미아동 1355 111동 201,2호",N,,3080000-206-2009-00008,3080000,"서울특별시 강북구 월계로21가길 41, 111동 201,202호 (미아동)",01236,01,영업/정상,건물위생관리업,02-929-8060,,,,
