침대수,건물지상층수,건물소유구분명,건물지하층수,사업장명,업태구분명,의자수,폐업일자,조건부허가시작일자,조건부허가신고사유,조건부허가종료일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,여성종사자수,최종수정시점,인허가일자,소재지면적,소재지우편번호,지번주소,다중이용업소여부,남성종사자수,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,위생업태명,소재지전화번호,사용시작지상층,사용시작지하층,사용끝지상층,사용끝지하층
0,0,임대,0,갱스바버샵,일반이용업,1,,,,,199061.591994245,448038.185765556,2026-05-01 03:03:03,U,01,영업,0,2026-04-30 13:45:51,2024-05-23,33.00,140-866,서울특별시 용산구 이태원동 181-8 이태원교회,N,1,3020000-203-2024-00003,3020000,"서울특별시 용산구 이태원로15길 1, 이태원교회 1층 일부호 (이태원동)",04351,01,영업/정상,일반이용업,,,,,
,,,,미주이용원,일반이용업,2,2025-12-17,,,,199881.540630449,441776.249151166,2026-05-01 22:36:17,I,02,폐업,,2025-12-17 10:31:46,1988-03-08,12.00,137-851,서울특별시 서초구 방배동 1031-3 지하,N,,3210000-203-1988-01490,3210000,"서울특별시 서초구 방배로 39 (방배동,지하)",06703,03,폐업,일반이용업,02-587-1566,,1,,1
0,0,,0,서래,일반이용업,6,,,,,199767.082682977,444063.351634188,2026-05-01 22:36:20,I,01,영업,0,2022-09-26 13:19:14,2020-11-11,49.50,137-806,서울특별시 서초구 반포동 94-8 명궁빌딩,N,0,3210000-203-2020-00015,3210000,"서울특별시 서초구 서래로 41, 지층 B101호 (반포동)",06576,01,영업/정상,일반이용업,,,1,,1
0,0,임대,0,남성컷트연구원,일반이용업,3,,,,,201100.600979283,444376.532945802,2026-05-01 22:36:20,I,01,영업,0,2022-04-12 11:37:35,2020-07-01,33.15,137-813,서울특별시 서초구 반포동 1341 106호,N,0,3210000-203-2020-00017,3210000,"서울특별시 서초구 서초중앙로 224, 한양프라자 106호 (반포동)",06599,01,영업/정상,일반이용업,02-580-8282,1,0,1,0
0,0,임대,0,굿뉴스 바버샵(Good news barber shop),일반이용업,2,,,,,198673.381822978,442830.356052914,2026-05-01 22:36:20,I,01,영업,0,2021-06-01 13:30:35,2021-06-01,27.77,137-838,서울특별시 서초구 방배동 863-4 1층좌측 101호,N,0,3210000-203-2021-00002,3210000,"서울특별시 서초구 도구로 123-2, 1층 101호 (방배동)",06569,01,영업/정상,일반이용업,,1,,1,
0,0,임대,0,웸블리 바버스타디움 고속터미널점,일반이용업,3,,,,,200554.74395758,444811.364826199,2026-05-01 22:36:20,I,01,영업,0,2021-09-09 13:54:53,2021-09-09,49.50,137-713,서울특별시 서초구 반포동 19-4 본관 지하층 대형10호,N,0,3210000-203-2021-00003,3210000,"서울특별시 서초구 신반포로 194, 고속터미널 본관 지하층 대형10호 (반포동)",06545,01,영업/정상,일반이용업,,,1,,1
0,0,임대,0,니커버커 바버샵,일반이용업,2,,,,,198953.824333736,442938.639556478,2026-05-01 22:36:21,I,01,영업,0,2022-05-18 15:32:46,2022-05-18,22.00,137-838,서울특별시 서초구 방배동 857-42 1층101호 일부,N,0,3210000-203-2022-00002,3210000,"서울특별시 서초구 서초대로15길 47, 1층 101호 (방배동)",06571,01,영업/정상,일반이용업,,1,,1,
0,0,자가,0,토브 바버샵(TOV BARBER SHOP),일반이용업,5,,,,,202245.377899369,442987.986999742,2026-05-01 22:36:20,I,01,영업,0,2022-08-29 13:04:51,2022-08-18,49.00,137-859,서울특별시 서초구 서초동 1335,N,0,3210000-203-2022-00003,3210000,"서울특별시 서초구 효령로 403, 2층 211호 (서초동)",06630,01,영업/정상,일반이용업,,2,0,2,0
0,0,자가,0,성원이용원,일반이용업,3,,,,,203738.58134364,441497.383235245,2026-05-01 22:36:21,I,01,영업,0,2022-10-12 16:51:08,2022-10-12,33.00,137-895,서울특별시 서초구 양재동 267 성화빌딩 지하1층,N,0,3210000-203-2022-00005,3210000,"서울특별시 서초구 언남11길 34-1, 성화빌딩 지하1층 (양재동)",06776,01,영업/정상,일반이용업,,,1,,1
0,0,,0,밀리무드 바버샵(Millimood barbershop),일반이용업,2,,,,,198554.622804054,442381.361375584,2026-05-01 22:36:20,I,01,영업,0,2023-03-09 18:07:41,2023-03-09,31.87,137-817,서울특별시 서초구 방배동 424-28 방배롯데캐슬아르떼,N,0,3210000-203-2023-00002,3210000,"서울특별시 서초구 방배천로18길 11, 상가B동 1층 105-2호 (방배동, 방배롯데캐슬아르떼)",06676,01,영업/정상,일반이용업,,,,,
