자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,,생방송,2000-09-19,193776.336293584,456378.063638741,유통관련업,노래연습장업,,2026-05-01 22:37:53,I,03,폐업,,,,,0,,0,,,,2003-04-17 19:25:54,,1992-04-15,122-837,서울특별시 은평구 대조동 15-4 3층,,,CDFF3242051992000001,3110000,,,,"서울특별시 은평구 통일로 717  (대조동,3층)",,03,폐업,,,,,,,,,0,0,
N,환경위생시설,놀러와 노래연습장,2016-07-11,193795.862608061,456429.032472611,유통관련업,노래연습장업,,2026-05-01 22:37:53,I,03,폐업,N,N,,,109.75,,3,6,Y,7,2016-07-12 10:17:38,,1992-05-16,,서울특별시 은평구 불광동 281-171 3층,,,CDFF3242051992000002,3110000,,,,"서울특별시 은평구 통일로 722 (불광동,3층)",,03,폐업,N,,N,,,,,,4,,
,,가족노래방,1998-12-20,193628.360204843,456586.53678018,유통관련업,노래연습장업,,2026-05-01 22:37:53,I,03,폐업,,,,,0,,,,,,2003-04-17 19:25:54,,1992-05-25,122-837,서울특별시 은평구 대조동 6-1 2층,,,CDFF3242051992000006,3110000,,,,"서울특별시 은평구 통일로 741-1  (대조동,2층)",,03,폐업,,,,,,,,,,,
N,,즐거운노래방,2007-05-14,193661.556900499,456515.326509643,유통관련업,노래연습장업,,2026-05-01 22:37:54,I,03,폐업,N,N,,,,,,,N,,2007-05-15 10:39:05,,1992-05-25,122-837,서울특별시 은평구 대조동 12-28 3층,,,CDFF3242051992000007,3110000,,,,"서울특별시 은평구 불광로 29  (대조동,3층)",,03,폐업,N,,N,,,,,,,,
N,근린생활시설,SBS노래연습장,2025-03-05,192766.974037998,457456.719767146,유통관련업,노래연습장업,,2026-05-01 22:37:54,I,03,폐업,Y,N,,,143.82,,,8,Y,10,2025-03-06 09:03:11,,1992-05-28,,서울특별시 은평구 갈현동 400-20 지층,,,CDFF3242051992000008,3110000,,,,서울특별시 은평구 연서로29길 14-7 (갈현동),03330,03,폐업,N,,N,,,,,,5,1,
N,근린생활시설,신화노래연습장,2020-11-13,192349.224595467,456697.419507541,유통관련업,노래연습장업,,2026-05-01 22:37:54,I,03,폐업,N,N,,,191.7,,,0,,7,2020-11-16 09:05:38,,1992-05-28,,서울특별시 은평구 구산동 198-2 지층,,,CDFF3242051992000009,3110000,,,,"서울특별시 은평구 서오릉로 173 (구산동, 한교빌딩)",03411,03,폐업,N,,N,,,,,,5,1,
N,근린생활시설,스타노래방,2014-06-02,193765.861591618,456471.846172279,유통관련업,노래연습장업,,2026-05-01 22:37:54,I,03,폐업,Y,N,,,131.7,,,8,Y,8,2014-06-03 10:50:00,,1992-05-29,122-858,서울특별시 은평구 불광동 281-104 지층,,,CDFF3242051992000010,3110000,,,,"서울특별시 은평구 통일로 728  (불광동,지층)",,03,폐업,N,,N,,,,,,6,1,
,,마돈나노래방,1999-04-01,192887.502885188,457437.799101753,유통관련업,노래연습장업,,2026-05-01 22:37:54,I,03,폐업,,,,,0,,,,,,2003-04-17 19:25:54,,1992-05-30,122-809,서울특별시 은평구 갈현동 396-15,,,CDFF3242051992000011,3110000,,,,서울특별시 은평구 통일로 855-6  (갈현동),,03,폐업,,,,,,,,,,,
N,,우정노래방,2005-07-25,193883.666374804,456609.785398431,유통관련업,노래연습장업,,2026-05-01 22:37:54,I,03,폐업,N,N,,,,,,,N,,2005-07-26 16:06:15,,1992-09-15,122-858,서울특별시 은평구 불광동 281-12 지층,,,CDFF3242051992000012,3110000,,,,"서울특별시 은평구 불광로 54  (불광동,지층)",,03,폐업,N,,N,,,,,,,,
N,,칠구사이 노래연습장,2003-11-25,,,유통관련업,노래연습장업,,2026-05-01 22:37:54,I,03,폐업,N,N,,,74.34,,2,,N,,2008-08-07 13:11:42,,1992-10-31,122-951,서울특별시 은평구 응암동 291-4 2층,,,CDFF3242051992000014,3110000,,,,,,03,폐업,N,,N,,,,,,,,
