사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,소재지우편번호,지번주소,관리번호,개방자치단체코드,권리주체일련번호,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
반포베이스 동물의료센터,,199540.058557374,444026.800198634,2026-05-01 22:47:37,I,0000,정상,2026-02-25 10:34:09,,2026-02-23,2765.94,,서울특별시 서초구 반포동 107-45 부림빌딩 1동 102호,321000001020260002,3210000,000,"서울특별시 서초구 사평대로18길 10, 부림빌딩 1층 102호 (반포동)",06575,,01,영업/정상,,,02-6953-0071
클레어 동물병원,,200958.810528572,445792.191399183,2026-05-01 22:47:37,I,0000,정상,2026-03-24 09:26:45,,2026-03-24,,,서울특별시 서초구 잠원동 57-20 212호,321000001020260003,3210000,000,"서울특별시 서초구 잠원로8길 25, 2층 212호 (잠원동)",06518,,01,영업/정상,,,02-6952-7505
펫츠나라동물병원,,,,2026-05-01 22:32:15,I,0002,폐업,2011-11-17 15:22:15,,2010-12-03,25.04,,인천광역시 계양구 계산동 1071-2 원신빌딩 1층,355000001020100002,3550000,000,,,,03,폐업,,,
엠에스동물안과병원,,201997.65513961,444838.539761233,2026-05-01 22:47:37,I,0000,정상,2026-04-16 09:26:39,,2026-04-01,189.97,,서울특별시 서초구 반포동 737-18 원빌딩,321000001020260004,3210000,000,"서울특별시 서초구 강남대로 487, 원빌딩 1층 (반포동)",06541,,01,영업/정상,,,02-6925-1396
큐동물병원,,203965.613216106,456852.946418316,2026-05-01 22:38:13,I,0000,정상,2025-06-30 09:47:41,,1998-07-28,0,,서울특별시 성북구 장위동 225-61,307000001019980001,3070000,000,서울특별시 성북구 장위로 81 (장위동),02756,,01,영업/정상,,,
한사랑동물병원,,200269.184445997,454227.141841011,2026-05-01 22:38:13,I,0000,정상,2025-06-30 09:48:59,,1999-01-06,0,,서울특별시 성북구 성북동1가 115-23,307000001019990001,3070000,000,서울특별시 성북구 성북로 27 (성북동1가),02880,,01,영업/정상,,,
나래종합동물병원,,201076.1156515,454342.918925903,2026-05-01 22:38:13,I,0000,정상,2011-12-27 14:14:19,,2000-03-14,60,,서울특별시 성북구 동소문동3가 79,307000001020000001,3070000,000,서울특별시 성북구 동소문로 66 (동소문동3가),02860,,01,영업/정상,,,
서울종합동물병원,,201537.597642195,453866.556999016,2026-05-01 22:38:13,I,0000,정상,2019-04-24 11:21:13,,2000-08-01,0,,서울특별시 성북구 보문동2가 49,307000001020000004,3070000,000,서울특별시 성북구 보문로 137 (보문동2가),02871,,01,영업/정상,,,
대학동물병원,,205326.144810215,456806.432445774,2026-05-01 22:38:14,I,0000,정상,2021-02-17 09:57:48,,2001-05-07,42,,서울특별시 성북구 장위동 8-2 석계역 한일노벨리아시티 210호,307000001020010002,3070000,000,"서울특별시 성북구 화랑로 299, 2층 210호 (장위동, 석계역 한일노벨리아시티)",02779,,01,영업/정상,,,
강북동물병원,,203035.963955756,454877.349574275,2026-05-01 22:38:14,I,0000,정상,2012-01-04 10:43:24,,2001-04-12,0,,서울특별시 성북구 종암동 19-1,307000001020010004,3070000,000,서울특별시 성북구 종암로 65 (종암동),02810,,01,영업/정상,,,
드림동물병원,,201140.235380844,454391.621845133,2026-05-01 22:38:14,I,0000,정상,2012-01-11 17:21:23,,2003-01-30,0,,서울특별시 성북구 동소문동5가 8-1,307000001020030001,3070000,000,서울특별시 성북구 동소문로 74 (동소문동5가),02846,,01,영업/정상,,,
길음동물병원,,202029.981799661,455605.716911266,2026-05-01 22:38:14,I,0000,정상,2012-03-27 11:41:27,,2003-05-12,44.1,,서울특별시 성북구 길음동 1276,307000001020030004,3070000,000,"서울특별시 성북구 동소문로 248 (길음동, 삼부상가 102동 6,7호)",02735,,01,영업/정상,,,
행복한동물병원,,204905.934016824,456539.548893239,2026-05-01 22:38:14,I,0000,정상,2019-04-24 11:34:22,,2005-08-30,246.24,,서울특별시 성북구 장위동 64-124,307000001020050003,3070000,000,서울특별시 성북구 돌곶이로 91 (장위동),02772,,01,영업/정상,,,
미소동물병원,,202964.017087364,455119.576408015,2026-05-01 22:38:14,I,0000,정상,2022-06-07 14:45:14,,2006-07-28,61.5,,서울특별시 성북구 종암동 68-1,307000001020060001,3070000,000,서울특별시 성북구 종암로 91(종암동),02810,,01,영업/정상,,,
중앙동물병원,,205168.265613105,456283.72045511,2026-05-01 22:38:14,I,0000,정상,2026-04-13 10:58:05,,2007-03-29,48.3,,서울특별시 성북구 석관동 268-11,307000001020070001,3070000,000,서울특별시 성북구 돌곶이로 56 (석관동),02784,,01,영업/정상,,,
비비펫 동물병원,,203650.819277724,455630.293665959,2026-05-01 22:38:14,I,0000,정상,2019-04-24 11:38:39,,2007-06-28,0,,서울특별시 성북구 하월곡동 16-7,307000001020070003,3070000,000,서울특별시 성북구 화랑로 91 (하월곡동),02751,,01,영업/정상,,,
보성통증동물병원,,200758.469042701,456474.683984875,2026-05-01 22:38:14,I,0000,정상,2021-04-15 13:11:15,,2007-08-13,,,서울특별시 성북구 정릉동 285-4 정호빌딩,307000001020070004,3070000,000,"서울특별시 성북구 보국문로 68-1, 정호빌딩 1층 (정릉동)",02711,,01,영업/정상,,,
ZOO동물병원,,201656.201385347,455521.05830576,2026-05-01 22:38:14,I,0000,정상,2020-12-17 18:03:40,,2007-08-20,43.94,,서울특별시 성북구 정릉동 16-162,307000001020070005,3070000,000,"서울특별시 성북구 정릉로 328, 1층 (정릉동)",02816,,01,영업/정상,,,
