건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,최초등록시점,지상층수,청소년실수,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,통로너비,공연장형태구분명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
문화시설,상봉시네마 1관,2012-05-09,207785.163886948,454948.667169479,영화상영관,영화상영관,2026-05-01 22:40:50,I,03,폐업,,,2000-06-23,15,,,2012-05-09 16:06:03,,2000-06-23,,서울특별시 중랑구 상봉동 92-2 2층 201호,CDFF4220002000000001,3060000,,영화관,일반상업지역,서울특별시 중랑구 망우로 328 (상봉동),,03,폐업,기타,,,64622300,,3
문화시설,상봉시네마 2관,2012-05-09,207785.163886948,454948.667169479,영화상영관,영화상영관,2026-05-01 22:40:50,I,03,폐업,,,2000-12-07,15,,,2012-05-09 16:06:28,,2000-12-07,,서울특별시 중랑구 상봉동 92-2 3층 302호,CDFF4220002000000002,3060000,,영화관,,서울특별시 중랑구 망우로 328 (상봉동),,03,폐업,,,,64622300,18,3
문화시설,상봉시네마 3관,2012-05-09,207785.163886948,454948.667169479,영화상영관,영화상영관,2026-05-01 22:40:50,I,03,폐업,,,2000-06-23,15,,,2012-05-09 16:06:50,,2000-06-23,,서울특별시 중랑구 상봉동 92-2 4층 401호,CDFF4220002000000003,3060000,,영화관,일반상업지역,서울특별시 중랑구 망우로 328 (상봉동),,03,폐업,기타,,,64622300,,3
문화시설,상봉시네마 4관,2012-05-09,207785.163886948,454948.667169479,영화상영관,영화상영관,2026-05-01 22:40:50,I,03,폐업,,,2000-06-23,15,,,2012-05-09 16:07:13,,2000-06-23,,서울특별시 중랑구 상봉동 92-2 4층 402호,CDFF4220002000000004,3060000,,영화관,일반상업지역,서울특별시 중랑구 망우로 328 (상봉동),,03,폐업,,,,64622300,,3
,상봉시네마 5관,2012-05-09,207785.163886948,454948.667169479,영화상영관,영화상영관,2026-05-01 22:40:50,I,03,폐업,,,2000-06-23,15,,,2012-05-09 16:09:10,,2000-06-23,,서울특별시 중랑구 상봉동 92-2 5층 501호,CDFF4220002000000005,3060000,,영화관,,서울특별시 중랑구 망우로 328 (상봉동),,03,폐업,,,,64622300,,3
,상봉시네마 6관,2012-05-09,207785.163886948,454948.667169479,영화상영관,영화상영관,2026-05-01 22:40:50,I,03,폐업,,,2000-06-23,15,,,2012-05-09 16:09:36,,2000-06-23,,서울특별시 중랑구 상봉동 92-2 5층 502호,CDFF4220002000000006,3060000,,영화관,일반상업지역,서울특별시 중랑구 망우로 328 (상봉동),,03,폐업,,,,64622303,,3
문화시설,상봉시네마 7관,2012-05-09,207785.163886948,454948.667169479,영화상영관,영화상영관,2026-05-01 22:40:50,I,03,폐업,,,2000-06-23,15,,,2012-05-09 16:10:01,,2000-06-23,,서울특별시 중랑구 상봉동 92-2 6층 601호,CDFF4220002000000007,3060000,,영화관,일반상업지역,서울특별시 중랑구 망우로 328 (상봉동),,03,폐업,,,,64622303,,3
문화시설,한일시네마 1관,2010-11-01,210960.413495191,448403.019701076,영화상영관,영화상영관,2026-05-01 22:32:20,I,03,폐업,,,1992-07-24,8,,,2010-11-05 16:01:12,,1992-07-24,,서울특별시 강동구 성내동 48-1,CDFF4220001992000001,3240000,,영화관,상업지역,서울특별시 강동구 천호대로 1016  (성내동),,03,폐업,,,,,12,4
문화시설,한일시네마 2관,2010-11-01,210960.413495191,448403.019701076,영화상영관,영화상영관,2026-05-01 22:32:20,I,03,폐업,,,1992-07-24,8,,,2010-11-05 16:01:32,,1992-07-24,,서울특별시 강동구 성내동 48-1,CDFF4220001992000002,3240000,,영화관,상업지역,서울특별시 강동구 천호대로 1016  (성내동),,03,폐업,,,,,12,4
문화시설,한일시네마 3관,2010-09-07,210960.413495191,448403.019701076,영화상영관,영화상영관,2026-05-01 22:32:20,I,03,폐업,,,1998-01-23,8,,,2010-09-07 09:36:22,,1998-01-23,134-840,서울특별시 강동구 성내동 48-1,CDFF4220001998000001,3240000,,영화관,상업지역,서울특별시 강동구 천호대로 1016  (성내동),,03,폐업,,,,,12,4
문화시설,한일시네마 3관,2010-11-01,210960.413495191,448403.019701076,영화상영관,영화상영관,2026-05-01 22:32:20,I,03,폐업,,,2000-06-16,8,,,2010-11-05 16:01:53,,2000-06-16,,서울특별시 강동구 성내동 48-1,CDFF4220002000000001,3240000,,영화관,상업지역,서울특별시 강동구 천호대로 1016  (성내동),,03,폐업,,,,,12,4
문화시설,한일시네마 4관,2010-11-01,210960.413495191,448403.019701076,영화상영관,영화상영관,2026-05-01 22:32:20,I,03,폐업,,,2000-06-16,8,,,2010-11-05 16:02:08,,2000-06-16,,서울특별시 강동구 성내동 48-1,CDFF4220002000000002,3240000,,영화관,상업지역,서울특별시 강동구 천호대로 1016  (성내동),,03,폐업,,,,,12,4
문화시설,한일시네마 5관,2010-11-01,210960.413495191,448403.019701076,영화상영관,영화상영관,2026-05-01 22:32:20,I,03,폐업,,,2000-06-16,8,,,2010-11-05 16:02:25,,2000-06-16,,서울특별시 강동구 성내동 48-1,CDFF4220002000000003,3240000,,영화관,상업지역,서울특별시 강동구 천호대로 1016  (성내동),,03,폐업,,,,,12,4
문화시설,한일시네마 4관,2010-09-07,210960.413495191,448403.019701076,영화상영관,영화상영관,2026-05-01 22:32:20,I,03,폐업,,,2004-03-31,8,,,2010-09-07 09:37:19,,2004-03-31,134-840,서울특별시 강동구 성내동 48-1,CDFF4220002004000001,3240000,,영화관,상업지역,서울특별시 강동구 천호대로 1016  (성내동),,03,폐업,,,,,12,4
