자산규모,사업장명,폐업일자,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,부채총액,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
191222318512,대원씨티에스(주),2026-01-27,191222318512,196697.031086973,447931.108267379,2026-05-01 22:48:44,I,05,타시군구이관,2026-01-27 15:42:54,129335901168,,2023-09-12,,서울특별시 용산구 한강로*가 *-* 나진상가,2023302020323200005,3020000,"서울특별시 용산구 청파로 ***, 나진전자월드빌딩 *층 *호 (한강로*가)",04370,,05,제외/삭제/전출,,,02-2004-7700
,현대엘리트,2026-01-20,,192803.762689859,456640.174344488,2026-05-01 22:48:31,I,03,폐업처리,2026-01-20 15:38:05,,,1996-12-13,,서울특별시 은평구 대조동 ***번지 *호,1996311011123200025,3110000,"서울특별시 은평구 연서로**길 **, ***호 (대조동)",03394,,03,폐업,,,02-356-0509
,에치와이 갈현점,2026-01-05,,192442.199840566,456883.82378268,2026-05-01 22:48:43,I,03,폐업처리,2026-01-06 11:47:27,,,2010-12-23,122-051,서울특별시 은평구 갈현동 ***번지 **호,2010311013123200038,3110000,서울특별시 은평구 연서로**길 **-* (갈현동),,,03,폐업,,,02-358-0055
,에치와이 증산점,2026-01-02,,191625.388210584,454244.873554,2026-05-01 22:48:44,I,03,폐업처리,2026-01-02 16:30:36,,,2013-02-01,,서울특별시 은평구 신사동 ***번지 *호 지층 B**호,2013311013123200003,3110000,"서울특별시 은평구 증산로**길 **, 지층 B**호 (신사동)",03447,,03,폐업,,,02-304-8242
,MH통신,2026-01-21,,191888.823118222,454753.404185703,2026-05-01 22:48:44,I,03,폐업처리,2026-01-21 15:04:55,,,2014-08-08,122-888,서울특별시 은평구 신사동 ***번지 **호,2014311013123200017,3110000,"서울특별시 은평구 은평터널로 ***-*, ***호 (신사동, 백상드림빌)",,,03,폐업,,,
,라이프케어,2026-01-28,,193074.878586285,457490.87439389,2026-05-01 22:48:45,I,05,타시군구이관,2026-01-28 09:34:36,,,2025-03-14,,서울특별시 은평구 불광동 ***-***,2025311028123200002,3110000,"서울특별시 은평구 연서로 ***, *층 (불광동)",03345,,05,제외/삭제/전출,,,
,유딘바이오,2025-12-31,,193397.031285321,456287.889757232,2026-05-01 22:48:45,I,03,폐업처리,2025-12-31 15:13:05,,,2025-03-31,,서울특별시 은평구 대조동 **-*,2025311028123200004,3110000,"서울특별시 은평구 진흥로 ***, *층 (대조동)",03395,,03,폐업,,,
,웰빙라이프,2026-01-20,,192300.908674547,455128.788804477,2026-05-01 22:48:45,I,05,타시군구이관,2026-01-20 09:16:31,,,2025-07-07,,서울특별시 은평구 신사동 **-* 명성빌딩,2025311028123200005,3110000,"서울특별시 은평구 은평로 **, 명성빌딩 *층 (신사동)",03449,,05,제외/삭제/전출,,,
562763527,(주)월드펍탑스,2026-02-02,200000000,188953.066831076,447333.569187997,2026-05-01 22:41:01,I,03,폐업처리,2026-02-02 12:49:45,324241343,,2022-05-24,,서울특별시 양천구 목동 ***-* 현대**타워,2022314016723200004,3140000,"서울특별시 양천구 목동동로 ***, 현대**타워 **동 ****호 (목동)",07997,,03,폐업,,,
,코웨이 해피투게더 대리점,2025-12-19,,187605.245515408,447362.509580094,2026-05-01 22:41:01,I,05,타시군구이관,2025-12-19 13:03:20,,,2022-09-06,,서울특별시 양천구 신정동 ***-**,2022314016723200013,3140000,"서울특별시 양천구 목동로**길 **-*, *층 ***호 (신정동)",07938,,05,제외/삭제/전출,,,
,신금천남양우유가정대리점,2026-01-23,,191078.236959484,440912.941553366,2026-05-01 22:38:01,I,03,폐업처리,2026-01-22 17:34:19,,,2017-06-29,,,2017317017423200026,3170000,서울특별시 금천구 시흥대로***길 ** (독산동),08576,,03,폐업,,,02-830-2033
990000000,㈜지오레이넷,2026-02-05,500000000,189720.13564195,440711.695061423,2026-05-01 22:38:07,I,03,폐업처리,2026-02-06 10:14:30,430000000,,2020-03-23,,서울특별시 금천구 가산동 ***번지 **호 대륭테크노타운*차,2020317023523200026,3170000,"서울특별시 금천구 가산디지털*로 **-**, 대륭테크노타운*차 ***호 (가산동)",08594,,03,폐업,,,
,원하다서울센타,2026-02-04,,189350.592434703,442143.206055455,2026-05-01 22:38:12,I,03,폐업처리,2026-02-04 09:37:36,,,2023-08-24,,서울특별시 금천구 가산동 ***-*** 가산 더블유센터,2023317025723200022,3170000,"서울특별시 금천구 가산디지털*로 ***, 가산 더블유센터 ***호 (가산동)",08503,,03,폐업,,,
3843538969,주식회사 파크엘즈,2026-01-29,200000000,189055.138252216,441958.334400683,2026-05-01 22:38:14,I,03,폐업처리,2026-02-02 15:20:44,1593927690,,2025-06-10,,서울특별시 금천구 가산동 ***-* 대성디폴리스지식산업센터,2025317025723200017,3170000,"서울특별시 금천구 서부샛길 ***, 대성디폴리스지식산업센터 비동 ***호 (가산동)",08504,,03,폐업,,,070-8677-7981
,현대도림판매대리점,2026-01-15,,,,2026-05-01 22:41:29,I,03,폐업처리,2026-01-16 10:49:49,,,1998-09-11,,서울특별시 영등포구 도림동***-**,1998318011723200262,3180000,,,,03,폐업,,,02-831-0003
184730286,주식회사 체인커뮤니케이션,2025-12-31,100000000,191226.287379467,437914.06299827,2026-05-01 22:38:10,I,03,폐업처리,2025-12-31 13:13:13,96677365,,2021-07-08,,서울특별시 금천구 시흥동 *** 시흥유통상가,2021317023523200036,3170000,"서울특별시 금천구 시흥대로 **, 시흥유통상가 **동 *층 ***호 (시흥동)",08639,,03,폐업,,,
,하원,2026-02-03,,189353.050637528,442493.020182986,2026-05-01 22:38:10,I,03,폐업처리,2026-02-02 15:16:45,,,2022-04-26,,서울특별시 금천구 가산동 ***-** 코오롱디지털타워애스턴,2022317023523200013,3170000,"서울특별시 금천구 가산디지털*로 ***, 코오롱디지털타워애스턴 ****-***호 (가산동)",08502,,03,폐업,,,
,굿패밀리쇼핑,2025-12-29,,190162.569200935,446594.390567334,2026-05-01 22:42:06,I,05,타시군구이관,2025-12-29 09:37:33,,,2023-02-16,,서울특별시 영등포구 양평동*가 **-* 한특빌딩,2023318025423200023,3180000,"서울특별시 영등포구 선유로 **, 한특빌딩 *,*층 (양평동*가)",07279,,05,제외/삭제/전출,,,
520000000,주식회사 라이피스,2026-02-02,500000000,193468.152070342,445732.70566247,2026-05-01 22:42:07,I,05,타시군구이관,2026-02-02 15:29:56,20000000,,2024-04-22,,서울특별시 영등포구 신길동 ****,2024318025423200009,3180000,"서울특별시 영등포구 여의대방로**길 *, 신한빌딩 *층 ***호 (신길동)",07319,,05,제외/삭제/전출,,,02-1688-8052
,한미양행,,,,,2026-05-01 22:48:31,I,03,폐업처리,2008-02-21 00:00:00,,,2001-07-13,,서울특별시 용산구 한강로*가**-** 동조빌딩 지하*층,2001302009523200121,3020000,,,,03,폐업,,,
,한성,,,,,2026-05-01 22:48:31,I,03,폐업처리,2008-02-21 00:00:00,,,2001-10-24,,서울특별시 용산구 동자동**-**,2001302009523200122,3020000,,,,03,폐업,,,02-776-5209
,아스트라,,,,,2026-05-01 22:48:31,I,03,폐업처리,2008-02-21 00:00:00,,,2001-12-06,,서울특별시 용산구 이태원동***-**,2001302009523200123,3020000,,,,03,폐업,,,02-794-6819
,한국월드,,,,,2026-05-01 22:48:31,I,03,폐업처리,2008-02-21 00:00:00,,,2001-10-08,,서울특별시 용산구 이태원동***-* 서울빌딩 지하*층,2001302009523200132,3020000,,,,03,폐업,,,02-792-3362
,영우유통,,,,,2026-05-01 22:48:32,I,03,폐업처리,2008-02-21 00:00:00,,,2001-10-31,,서울특별시 용산구 한남동***-** 안성타워 *층,2001302009523200138,3020000,,,,03,폐업,,,02-749-5809
