건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,미디어필림인터내셔날(주),2008-01-21,197486.619352489,452879.662625651,유통관련업,비디오물제작업,2026-05-01 22:38:46,I,03,폐업,비디오물,,,2008-01-21 16:35:52,,1994-04-13,110-040,서울특별시 종로구 통의동 ** 화암빌딩 *층,CDFF1241071994000001,3000000,,"서울특별시 종로구 자하문로 **  (통의동,화암빌딩 *층)",,03,폐업,,,,02-732-1895,,
,파고다기획,2014-02-03,200072.378101828,452291.689518232,유통관련업,비디오물제작업,2026-05-01 22:38:46,I,03,폐업,비디오물,,,2014-02-03 17:27:30,,2002-05-21,110-736,서울특별시 종로구 연지동 ***-** 기독교회관 ***호,CDFF1241072002000003,3000000,,"서울특별시 종로구 대학로 **  (연지동,기독교회관 ***호)",,03,폐업,,,,02-743-0377,,
,(주)와이비엠교육,2025-03-21,199761.062396833,452253.74185427,,비디오물제작업,2026-05-01 22:38:46,I,03,폐업,비디오물,,,2025-03-24 17:57:29,,2003-04-01,,서울특별시 종로구 인의동 **-* 인의빌딩*층,CDFF1241072003000001,3000000,,서울특별시 종로구 창경궁로 ***-* (인의동),03130,03,폐업,,,,22604424,,
,(주)인디스토리,2019-07-25,197312.229373757,453002.787711363,유통관련업,비디오물제작업,2026-05-01 22:38:46,I,03,폐업,비디오물,,,2019-07-25 14:21:50,,2003-12-19,110-043,서울특별시 종로구 통인동 ***-* 백악빌딩 *층,CDFF1241072003000003,3000000,,"서울특별시 종로구 자하문로*길 **  (통인동,백악빌딩 *층)",,03,폐업,,,,02-722-6051,,
,MG프로덕션,2008-07-21,197567.93800572,452276.454633376,유통관련업,비디오물제작업,2026-05-01 22:38:47,I,03,폐업,비디오물,,,2008-07-21 11:27:02,,2004-06-12,110-719,서울특별시 종로구 내수동 *** 세종로 대우빌딩 복합동 ***호,CDFF1241072004000001,3000000,,"서울특별시 종로구 새문안로*길 **  (내수동,세종로 대우빌딩 복합동 ***호)",,03,폐업,,,,02-723-1140,,
,미디어마인,2010-05-26,199052.164234663,452535.569961658,유통관련업,비디오물제작업,2026-05-01 22:38:47,I,03,폐업,비디오물,,,2010-05-26 17:27:38,,2004-11-29,110-340,서울특별시 종로구 익선동 ** 현대뜨레비앙 ***호,CDFF1241072004000004,3000000,,"서울특별시 종로구 돈화문로**가길 **  (익선동,현대뜨레비앙 ***호)",,03,폐업,,,,02-3675-6048,,
,삼성음반,2023-01-12,199782.027920951,452412.74726899,,비디오물제작업,2026-05-01 22:38:47,I,03,폐업,비디오물,,,2023-01-12 10:49:43,,2006-03-09,,서울특별시 종로구 연지동 ** (준성빌딩 *층),CDFF1241072006000003,3000000,,"서울특별시 종로구 창경궁로**길 **, *층 (연지동)",03128,03,폐업,,,,,,
,에이스뮤직엔터테인먼트,2010-03-16,,,유통관련업,비디오물제작업,2026-05-01 22:38:47,I,03,폐업,,,,2010-03-16 15:45:37,,2006-04-20,110-855,서울특별시 종로구 창신동 *** 동대문맨숀 ***호,CDFF1241072006000006,3000000,,,,03,폐업,,,,36722696,,
,나라프로덕션,2014-04-09,197235.601597011,452604.098418456,유통관련업,비디오물제작업,2026-05-01 22:38:47,I,03,폐업,비디오물,,,2014-04-09 13:00:13,,2006-07-20,110-044,서울특별시 종로구 필운동 ***-* 파크뷰타워 ***호,CDFF1241072006000008,3000000,,"서울특별시 종로구 사직로 **  (필운동,파크뷰타워 ***호)",,03,폐업,,,,,,
,오성레코드,2007-04-23,201529.832259403,452434.341442986,유통관련업,비디오물제작업,2026-05-01 22:38:47,I,03,폐업,"비디오물,DVD",,,2007-04-23 17:25:41,,2006-09-26,110-824,서울특별시 종로구 숭인동 **-** 삼성빌딩 ***호,CDFF1241072006000009,3000000,,"서울특별시 종로구 종로**다길 **  (숭인동,삼성빌딩 ***호)",,03,폐업,,,,,,
