건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,제작취급품목내용,시설면적,최초등록시점,지상층수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총층수,지하층수
,(주)피카디리극장,2016-04-19,199155.544853099,452083.125538906,,영화상영업,2026-05-01 23:07:12,I,03,폐업,,,1999-06-24,,2016-04-19 19:26:48,,1999-06-24,,서울특별시 종로구 돈의동 137,CDFF5211041999000001,3000000,,서울특별시 종로구 돈화문로5가길 1 (돈의동),,03,폐업,,,,,,
,(주)동숭아트센타,2014-01-17,200257.115683163,453485.12004217,,영화상영업,2026-05-01 23:07:12,I,03,폐업,,,1999-07-01,,2014-01-17 15:19:43,,1999-07-01,,서울특별시 종로구 동숭동 1-5,CDFF5211041999000002,3000000,,서울특별시 종로구 동숭길 122 (동숭동),,03,폐업,,,,,,
,(주)연흥아세아,2014-03-28,199561.640995325,451858.661758256,,영화상영업,2026-05-01 23:07:12,I,03,폐업,,,1999-07-12,,2014-03-28 15:57:52,,1999-07-12,,서울특별시 종로구 장사동 156-1,CDFF5211041999000004,3000000,,서울특별시 종로구 청계천로 163 (장사동),,03,폐업,,,,,,
,(재)연강재단,2008-12-26,200038.343054497,452178.774541021,,영화상영업,2026-05-01 23:07:12,I,03,폐업,,,1999-08-28,,2014-12-10 11:25:50,,1999-08-28,,서울특별시 종로구 연지동 270,CDFF5211041999000005,3000000,,서울특별시 종로구 종로33길 15 (연지동),,03,폐업,,,,,,
,바다극장,2020-07-28,199794.250869762,451891.4859896,,영화상영업,2026-05-01 23:07:14,I,03,폐업,,,2009-06-18,,2020-08-04 15:37:02,,2009-06-18,,서울특별시 종로구 예지동 222,CDFF5211042009000001,3000000,,서울특별시 종로구 청계천로 187 (예지동),,03,폐업,,,,22798338,,
,꿈틀,2013-01-22,199635.069254984,453396.280071147,,영화상영업,2026-05-01 23:07:14,I,03,폐업,,,2009-12-07,,2013-01-28 17:44:24,,2009-12-07,,서울특별시 종로구 명륜3가 1-111 2층,CDFF5211042009000002,3000000,,"서울특별시 종로구 창경궁로27길 27-1  (명륜3가,2층)",,03,폐업,,,,36734171,,
,마술램프,2013-08-09,199666.948921028,453452.586227938,,영화상영업,2026-05-01 23:07:14,I,03,폐업,,,2011-05-11,,2013-08-09 16:56:31,,2011-05-11,,서울특별시 종로구 명륜3가 109-4 지하1층,CDFF5211042011000002,3000000,,"서울특별시 종로구 성균관로3길 20-4  (명륜3가,지하1층)",,03,폐업,,,,,,
,합동영화(주),2021-09-07,199205.329842153,451945.821955137,,영화상영업,2026-05-01 23:07:14,I,03,폐업,,,2000-07-20,,2021-09-07 11:18:47,,2000-07-20,,서울특별시 종로구 관수동 59-7,CDFF5211042012000001,3000000,,서울특별시 종로구 돈화문로 13 (관수동),,03,폐업,,,,,,
,다트앤,2013-03-11,198938.628193769,452464.092338006,,영화상영업,2026-05-01 23:07:14,I,03,폐업,,,2012-03-26,,2013-03-14 18:41:47,,2012-03-26,,서울특별시 종로구 익선동 34 비즈웰오피스텔 621호,CDFF5211042012000003,3000000,,"서울특별시 종로구 삼일대로30길 23, 621호 (익선동, 비즈웰오피스텔)",,03,폐업,,,,,,
,주식회사 랍스터시네마,2023-11-07,198101.593328721,452496.362099822,,영화상영업,2026-05-01 23:07:15,I,03,폐업,,,2020-06-11,,2023-12-01 15:31:23,,2020-06-11,,서울특별시 종로구 중학동 19 더케이트윈타워,CDFF5211042020000001,3000000,,"서울특별시 종로구 종로1길 50, 더케이트윈타워 4층 (중학동)",03142,03,폐업,,,,,,
,동방필림,2003-12-31,183340.03965069,453050.733807442,,영화상영업,2026-05-01 22:30:17,I,03,폐업,,,2000-01-13,,2012-10-25 16:29:02,,2000-01-13,,서울특별시 강서구 방화동 817 방화7단지동성아파트 110동 103호,CDFF5211042000000001,3150000,,"서울특별시 강서구 금낭화로23길 8, 110동 103호 (방화동,방화7단지동성아파트)",,03,폐업,,,,,,
