사업장명,폐업일자,법인구분명,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,구분명,소재지전화번호
(주)에이스인력,2024-06-13,법인,200847.089720382,452005.139628751,2026-05-01 03:03:03,U,50,타시군구이관,2026-04-30 10:30:05,2008-08-28,,서울특별시 종로구 창신동 438-16 덕일빌딩 405호,2022300020214500005,3000000,"서울특별시 종로구 종로46길 27, 덕일빌딩 4층 405호 (창신동)",03119,05,제외/삭제/전출,유료,02-747-4947
(주)제니엘맥,2026-04-13,법인,195258.466477275,448540.434893446,2026-05-01 03:03:03,U,40,폐업,2026-04-30 17:09:38,2021-10-26,,서울특별시 마포구 도화동 250-4 근신빌딩,2021313022314500019,3130000,"서울특별시 마포구 삼개로 16, 근신빌딩 제2신관 601호 (도화동)",04173,03,폐업,유료,02-796-3182
주식회사 템피드,,법인,189055.138252216,441958.334400683,2026-05-01 03:03:03,U,20,영업중,2026-04-30 11:02:30,2025-03-11,,서울특별시 금천구 가산동 543-1 대성디폴리스지식산업센터,2025317024914500002,3170000,"서울특별시 금천구 서부샛길 606, 대성디폴리스지식산업센터 B동 2503-2호 (가산동)",08504,01,영업/정상,유료,
주식회사 다모아인력개발,,법인,190588.503369766,441378.928722568,2026-05-01 03:03:03,U,20,영업중,2026-04-30 15:54:05,2025-12-24,,서울특별시 금천구 독산동 148-2,2025317024914500015,3170000,"서울특별시 금천구 가산로 96, 5층 502호 (독산동)",08533,01,영업/정상,유료,
다정한취업,,개인,190692.228218347,443469.894873102,2026-05-01 03:03:03,U,20,영업중,2026-04-30 15:15:34,2025-09-12,,서울특별시 영등포구 대림동 1052-16,2025318027014500037,3180000,"서울특별시 영등포구 도림로31길 12, 1층 (대림동)",07415,01,영업/정상,유료,
별빛취업정보,,개인,190392.600449496,443516.634006714,2026-05-01 03:03:03,U,20,영업중,2026-04-30 09:21:44,2025-02-28,,서울특별시 구로구 구로동 116-29,2025316016014500005,3160000,"서울특별시 구로구 가마산로26길 62, 1층 (구로동)",08303,01,영업/정상,유료,
이노피플 주식회사,,법인,191226.287379467,437914.06299827,2026-05-01 03:03:03,U,20,영업중,2026-04-30 10:58:52,2023-11-22,,서울특별시 금천구 시흥동 984 시흥유통상가 33동 302호,2023317024914500021,3170000,"서울특별시 금천구 시흥대로 97, 시흥유통상가 33동 302호 (시흥동)",08639,01,영업/정상,유료,
주식회사 메타써치,,법인,204019.231400841,444832.500775483,2026-05-01 03:03:03,U,20,영업중,2026-04-30 13:46:42,2021-12-09,,서울특별시 강남구 역삼동 697-8 3층,2023322025014500034,3220000,"서울특별시 강남구 테헤란로53길 23, 3층 (역삼동)",06148,01,영업/정상,유료,02-336-5377
잡코디골드(주),2026-04-28,법인,203654.979885931,443825.443428656,2026-05-01 03:03:03,U,40,폐업,2026-04-30 17:44:27,2010-06-14,,서울특별시 강남구 역삼동 770번지 12호 삼원빌딩 3층,2010322014914500005,3220000,"서울특별시 강남구 역삼로34길 8, 3층 (역삼동, 삼원빌딩)",,03,폐업,유료,02-560-9500
친정맘,2026-04-30,개인,211542.314116941,448273.114107211,2026-05-01 03:03:03,U,40,폐업,2026-04-30 15:34:54,2017-04-24,,서울특별시 강동구 천호동 449번지 49호 1115호,2017324018914500005,3240000,"서울특별시 강동구 천호대로 1073, 11층 1115호 (천호동, 힐탑프라자)",05340,03,폐업,유료,02-442-5279
브라이트컨설팅,,개인,210658.051559152,443620.612078283,2026-05-01 03:03:03,U,20,영업중,2026-04-30 11:25:48,2021-04-19,,서울특별시 송파구 가락동 79-7 올림피아오피스텔,2024323029114500014,3230000,"서울특별시 송파구 송파대로28길 32, 올림피아오피스텔 304호 (가락동)",05718,01,영업/정상,유료,
케이파출 인천서구점,,개인,171173.268281999,446172.441603286,2026-05-01 03:03:03,U,20,영업중,2026-04-30 10:52:08,2023-08-30,,인천광역시 서구 가정동 515-31,2023356026514500002,3560000,"인천광역시 서구 원창로 228, 1층 (가정동)",22783,01,영업/정상,유료,032-583-5533
