자동환기여부,건물용도명,사업장명,폐업일자,좌표X,좌표Y,문화사업자구분명,문화체육업종명,편의시설여부,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상구여부,비상계단여부,기존게임업외업종명,제작취급품목내용,시설면적,소방시설여부,지상층수,청소년실수,청소년실여부,노래방실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,조명시설유무,조명시설조도,관리번호,개방자치단체코드,통로너비,제공게임물명,지역구분명,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,방음시설여부,음향시설여부,특수조명여부,주변환경명,휴업시작일자,휴업종료일자,소재지전화번호,총게임기수,총층수,지하층수,비디오재생기명
,,카네기,2005-02-02,198357.454368302,453050.044343109,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,,,,,,,2005-02-02 11:45:50,,1985-05-08,110-200,서울특별시 종로구 소격동 143-0,,,CDFF2241011985000001,3000000,,,,서울특별시 종로구 북촌로5가길 3  (소격동),,03,폐업,,,,,,,,,,,
,,스마일,2005-07-18,199944.686277682,452156.328839982,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,,,,,,,2005-07-18 15:44:35,,1985-04-04,110-835,서울특별시 종로구 종로5가 115-1,,,CDFF2241011985000002,3000000,,,,,,03,폐업,,,,기타,,,,,,,
,,이안에,2006-08-25,196390.210727489,452284.341299091,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,84.3,,,,,,2006-08-25 11:35:31,,1985-04-19,110-090,서울특별시 종로구 교북동 1-14 (지상1층),,,CDFF2241011985000003,3000000,,,,"서울특별시 종로구 통일로 224  (교북동,(지상1층))",,03,폐업,,,,기타,,,,,,,
,,카네기,2002-01-07,198357.454368302,453050.044343109,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,0,,0,,,,2003-02-07 09:11:35,,1985-05-08,110-200,서울특별시 종로구 소격동 143-0,,,CDFF2241011985000004,3000000,,,,서울특별시 종로구 북촌로5가길 3  (소격동),,03,폐업,,,,,,,,,0,0,
,,현대,2007-01-31,,,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,,,,,,,2007-01-31 14:17:29,,1985-05-21,110-522,서울특별시 종로구 명륜2가 224-2,,,CDFF2241011985000005,3000000,,,,,,03,폐업,,,,기타,,,,,,,
,,종로,2004-04-12,196812.24262726,451785.296574342,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,,,,,,,2004-04-12 12:48:41,,1985-06-05,110-100,서울특별시 종로구 교남동 47-2,,,CDFF2241011985000006,3000000,,,,서울특별시 종로구 통일로 156-1  (교남동),,03,폐업,,,,기타,,,,,,,
,,현대오락실,2002-12-31,201247.162300766,453053.668944479,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,0,,0,,,,2003-02-07 09:11:35,,1985-06-07,110-540,서울특별시 종로구 창신동 20-3,,,CDFF2241011985000007,3000000,,,,,,03,폐업,,,,,,,,,0,0,
,,종합전자,1999-07-14,,,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,0,,0,,,,2003-02-07 09:11:35,,1985-06-28,110-837,서울특별시 종로구 창신동 583-28,,,CDFF2241011985000008,3000000,,,,,,03,폐업,,,,,,,,,0,0,
,,인터넷겜돌이,2000-12-07,,,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,0,,0,,,,2003-02-07 09:11:35,,1985-07-01,110-111,서울특별시 종로구 관철동 64-14,,,CDFF2241011985000009,3000000,,,,,,03,폐업,,,,기타,,,,,0,0,
,,금메달,2001-02-10,198606.779108528,451928.441996782,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,0,,,,,,2003-02-07 09:11:35,,1985-07-16,110-111,서울특별시 종로구 관철동 18-7,,,CDFF2241011985000010,3000000,,,,서울특별시 종로구 우정국로2길 35  (관철동),,03,폐업,,,,기타,,,,,,,
,,성신컴퓨터과학실,2006-06-30,196421.542385424,455864.298479531,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,,,,,,,2006-06-30 11:02:30,,1985-08-10,110-831,서울특별시 종로구 신영동 234-1,,,CDFF2241011985000011,3000000,,,,서울특별시 종로구 세검정로9길 49  (신영동),,03,폐업,,,,기타,,,,,,,
,,와룡,1998-04-06,199434.689238647,454100.069159722,유통관련업,게임제공업,,2026-05-01 22:34:47,I,03,폐업,,,,,0,,,,,,2003-02-07 09:11:35,,1985-09-23,110-811,서울특별시 종로구 명륜3가 1-1145,,,CDFF2241011985000013,3000000,,,,,,03,폐업,,,,기타,,,,,,,
,,효제,2001-10-12,200132.468669396,452426.616816001,유통관련업,게임제공업,,2026-05-01 22:34:48,I,03,폐업,,,,,0,,,,,,2003-02-07 09:11:35,,1985-10-17,110-850,서울특별시 종로구 효제동 69-1,,,CDFF2241011985000014,3000000,,,,서울특별시 종로구 대학로 34  (효제동),,03,폐업,,,,기타,,,,,,,
,,대우,1997-01-28,,,유통관련업,게임제공업,,2026-05-01 22:34:48,I,03,폐업,,,,,0,,,,,,2003-02-07 09:11:35,,1985-12-12,110-061,서울특별시 종로구 신문로1가 128-4,,,CDFF2241011985000015,3000000,,,,,,03,폐업,,,,기타,,,,,,,
,,모아,1997-04-23,201287.601052805,452965.34824345,유통관련업,게임제공업,,2026-05-01 22:34:48,I,03,폐업,,,,,0,,,,,,2003-02-07 09:11:35,,1985-12-16,110-540,서울특별시 종로구 창신동 22-2,,,CDFF2241011985000016,3000000,,,,,,03,폐업,,,,기타,,,,,,,
,,햇님,2008-07-24,200931.362347166,452373.119346402,유통관련업,게임제공업,,2026-05-01 22:34:48,I,03,폐업,,,,,79.47,,,,,,2008-07-24 15:24:25,,1986-01-28,110-840,서울특별시 종로구 창신동 138-10 (지하1층),,,CDFF2241011986000001,3000000,,,,"서울특별시 종로구 창신5길 12  (창신동,(지하1층))",,03,폐업,,,,기타,,,,,,,
,,동광전자,2002-10-07,200307.292873834,453104.038530112,유통관련업,게임제공업,,2026-05-01 22:34:49,I,03,폐업,,,,,0,,0,,,,2003-02-07 09:11:35,,1986-02-24,110-809,서울특별시 종로구 동숭동 1-152,,,CDFF2241011986000002,3000000,,,,서울특별시 종로구 동숭길 43  (동숭동),,03,폐업,,,,,,,,,0,0,
,,우주,2000-10-16,200853.232241133,452407.249079837,유통관련업,게임제공업,,2026-05-01 22:34:49,I,03,폐업,,,,,0,,0,,,,2003-02-07 09:11:35,,1986-03-20,110-843,서울특별시 종로구 창신동 647-14,,,CDFF2241011986000003,3000000,,,,서울특별시 종로구 창신길 51  (창신동),,03,폐업,,,,기타,,,,,0,0,
,,충신,1999-09-04,200485.138284679,452386.774648656,유통관련업,게임제공업,,2026-05-01 22:34:49,I,03,폐업,,,,,0,,,,,,2003-02-07 09:11:35,,1986-03-31,110-844,서울특별시 종로구 충신동 27-66,,,CDFF2241011986000004,3000000,,,,서울특별시 종로구 김상옥로 79  (충신동),,03,폐업,,,,기타,,,07653064,,,,
,,동광오락,2000-03-02,196401.407111369,455942.720613959,유통관련업,게임제공업,,2026-05-01 22:34:49,I,03,폐업,,,,,0,,0,,,,2003-02-07 09:11:35,,1986-04-19,110-831,서울특별시 종로구 신영동 239-8,,,CDFF2241011986000005,3000000,,,,서울특별시 종로구 세검정로9길 66  (신영동),,03,폐업,,,,기타,,,,,0,0,
,,오뚜기,1999-06-19,197086.764972159,453126.433111173,유통관련업,게임제공업,,2026-05-01 22:34:49,I,03,폐업,,,,,0,,0,,,,2003-02-07 09:11:35,,1986-04-30,110-805,서울특별시 종로구 누하동 83-3,,,CDFF2241011986000006,3000000,,,,,,03,폐업,,,,기타,,,,,0,0,
,,용전자,2002-01-07,197036.780848217,453186.345013507,유통관련업,게임제공업,,2026-05-01 22:34:49,I,03,폐업,,,,,0,,0,,,,2003-02-07 09:11:35,,1986-06-09,110-035,서울특별시 종로구 옥인동 156-7,,,CDFF2241011986000007,3000000,,,,서울특별시 종로구 옥인길 28  (옥인동),,03,폐업,,,,,,,,,0,0,
,,포그니,2008-07-22,198785.369566965,451947.74424616,유통관련업,게임제공업,,2026-05-01 22:34:49,I,03,폐업,,,,,,,,,,,2008-07-22 11:38:57,,1986-08-14,110-111,서울특별시 종로구 관철동 6-7 (1층),,,CDFF2241011986000010,3000000,,,,"서울특별시 종로구 종로14길 5  (관철동,(1층))",,03,폐업,,,,기타,,,07344982,,,,
,,금호컴퓨터게임장,2004-09-01,,,유통관련업,게임제공업,,2026-05-01 22:34:49,I,03,폐업,,,,,,,,,,,2004-09-06 11:14:46,,1986-10-04,110-123,서울특별시 종로구 종로3가 127-1 종로3가,,,CDFF2241011986000011,3000000,,,,,,03,폐업,,,,,,,,,,,
,,현대,1997-03-17,,,유통관련업,게임제공업,,2026-05-01 22:34:50,I,03,폐업,,,,,0,,,,,,2003-02-07 09:11:35,,1986-10-18,110-800,서울특별시 종로구 계동 83-0,,,CDFF2241011986000014,3000000,,,,,,03,폐업,,,,기타,,,,,,,
,,고려,2005-06-23,201909.772206626,452439.673215542,유통관련업,게임제공업,,2026-05-01 22:34:50,I,03,폐업,,,,,,,,,,,2005-06-23 10:36:36,,1986-10-20,110-829,서울특별시 종로구 숭인동 1400-0,,,CDFF2241011986000015,3000000,,,,서울특별시 종로구 난계로29가길 4  (숭인동),,03,폐업,,,,기타,,,,,,,
,,명랑,2001-08-13,197465.578484193,452749.997249116,유통관련업,게임제공업,,2026-05-01 22:34:50,I,03,폐업,,,,,0,,,,,,2003-02-07 09:11:35,,1986-10-28,110-045,서울특별시 종로구 체부동 47-1,,,CDFF2241011986000017,3000000,,,,서울특별시 종로구 자하문로 11  (체부동),,03,폐업,,,,기타,,,,,,,
